group,phase,condition,subject,stimulus,ev
healthy,acquisition,CS+,1,animals/ant.jpg,0.2734820043373411
healthy,acquisition,CS+,1,animals/anteater.jpg,0.3929416478322737
healthy,acquisition,CS+,1,animals/assassinbug.jpg,0.9995235978032859
healthy,acquisition,CS+,1,animals/baldeagle.jpg,0.9999998905277148
healthy,acquisition,CS+,1,animals/brown_bear.jpg,0.0011808898844364497
healthy,acquisition,CS+,1,animals/camel.jpg,0.9357746621214513
healthy,acquisition,CS+,1,animals/carp.jpg,0.999995274980809
healthy,acquisition,CS+,1,animals/catfish.jpg,0.9992680716881118
healthy,acquisition,CS+,1,animals/chipmunk.jpg,0.5642256732976996
healthy,acquisition,CS+,1,animals/dramaderry.jpg,0.9998142359351956
healthy,acquisition,CS+,1,animals/duck.jpg,0.9999979209694408
healthy,acquisition,CS+,1,animals/firebug.jpg,0.9999887735593137
healthy,acquisition,CS+,1,animals/herring.jpg,0.9971947449848745
healthy,acquisition,CS+,1,animals/mahimahi.jpg,0.9997826734185072
healthy,acquisition,CS+,1,animals/mink.jpg,0.9958157825661412
healthy,acquisition,CS+,1,animals/mouse.jpg,0.9999999999998874
healthy,acquisition,CS+,1,animals/palmcockatoo.jpg,0.9996057623769165
healthy,acquisition,CS+,1,animals/partridge.jpg,0.3291763981468751
healthy,acquisition,CS+,1,animals/rabbit.jpg,0.9871339911769194
healthy,acquisition,CS+,1,animals/seal.jpg,0.7041156940959389
healthy,acquisition,CS+,1,animals/shark.jpg,0.9999959991174093
healthy,acquisition,CS+,1,animals/sheep.jpg,0.00024651238670204994
healthy,acquisition,CS+,1,animals/snail.jpg,2.115064647102173e-05
healthy,acquisition,CS+,1,animals/turkey.jpg,0.6909608413061212
healthy,acquisition,CS+,2,animals/ant.jpg,0.06042847871621289
healthy,acquisition,CS+,2,animals/anteater.jpg,9.40714314800961e-05
healthy,acquisition,CS+,2,animals/assassinbug.jpg,0.013507765208564483
healthy,acquisition,CS+,2,animals/baldeagle.jpg,0.9999769510718682
healthy,acquisition,CS+,2,animals/brown_bear.jpg,0.9798209708335037
healthy,acquisition,CS+,2,animals/camel.jpg,8.608064543083514e-11
healthy,acquisition,CS+,2,animals/carp.jpg,0.9940847928392025
healthy,acquisition,CS+,2,animals/catfish.jpg,0.2366671370623218
healthy,acquisition,CS+,2,animals/chipmunk.jpg,0.24670176494406815
healthy,acquisition,CS+,2,animals/dramaderry.jpg,0.24517200818885973
healthy,acquisition,CS+,2,animals/duck.jpg,0.9995950799948574
healthy,acquisition,CS+,2,animals/firebug.jpg,0.07318326049688875
healthy,acquisition,CS+,2,animals/herring.jpg,1.735264061877687e-11
healthy,acquisition,CS+,2,animals/mahimahi.jpg,0.01774147534912625
healthy,acquisition,CS+,2,animals/mink.jpg,0.9951933990738253
healthy,acquisition,CS+,2,animals/mouse.jpg,0.9998864234061415
healthy,acquisition,CS+,2,animals/palmcockatoo.jpg,0.38070477658920276
healthy,acquisition,CS+,2,animals/partridge.jpg,0.9958208821233143
healthy,acquisition,CS+,2,animals/rabbit.jpg,0.9722516265902145
healthy,acquisition,CS+,2,animals/seal.jpg,0.03660482904718707
healthy,acquisition,CS+,2,animals/shark.jpg,0.030737393566888423
healthy,acquisition,CS+,2,animals/sheep.jpg,0.794522497404986
healthy,acquisition,CS+,2,animals/snail.jpg,0.7818945828097011
healthy,acquisition,CS+,2,animals/turkey.jpg,0.011183524626446305
healthy,acquisition,CS+,3,animals/ant.jpg,0.13944805394759469
healthy,acquisition,CS+,3,animals/anteater.jpg,0.9998488807035343
healthy,acquisition,CS+,3,animals/assassinbug.jpg,0.9663566556567683
healthy,acquisition,CS+,3,animals/baldeagle.jpg,0.20763046001745206
healthy,acquisition,CS+,3,animals/brown_bear.jpg,0.7999857386008535
healthy,acquisition,CS+,3,animals/camel.jpg,0.20031758889737106
healthy,acquisition,CS+,3,animals/carp.jpg,0.9999919853778348
healthy,acquisition,CS+,3,animals/catfish.jpg,3.223288036815449e-05
healthy,acquisition,CS+,3,animals/chipmunk.jpg,0.1693356947558586
healthy,acquisition,CS+,3,animals/dramaderry.jpg,0.6346088944732282
healthy,acquisition,CS+,3,animals/duck.jpg,0.9995261863374906
healthy,acquisition,CS+,3,animals/firebug.jpg,0.4022199684016113
healthy,acquisition,CS+,3,animals/herring.jpg,0.9999999917284362
healthy,acquisition,CS+,3,animals/mahimahi.jpg,0.8127321147955595
healthy,acquisition,CS+,3,animals/mink.jpg,0.4816763276985881
healthy,acquisition,CS+,3,animals/mouse.jpg,0.001137582617376972
healthy,acquisition,CS+,3,animals/palmcockatoo.jpg,6.403785812417042e-05
healthy,acquisition,CS+,3,animals/partridge.jpg,0.9944626946717128
healthy,acquisition,CS+,3,animals/rabbit.jpg,0.5213123538662738
healthy,acquisition,CS+,3,animals/seal.jpg,2.5767907583963586e-05
healthy,acquisition,CS+,3,animals/shark.jpg,0.5232390201376309
healthy,acquisition,CS+,3,animals/sheep.jpg,4.237934211298636e-11
healthy,acquisition,CS+,3,animals/snail.jpg,0.025363710011513926
healthy,acquisition,CS+,3,animals/turkey.jpg,0.9914064654832385
healthy,acquisition,CS+,4,tools/beaker.jpg,0.9999999851142403
healthy,acquisition,CS+,4,tools/benchdogs.jpg,0.9561675673324889
healthy,acquisition,CS+,4,tools/blackboard.jpg,0.961023135191244
healthy,acquisition,CS+,4,tools/broom.jpg,4.911625753695949e-06
healthy,acquisition,CS+,4,tools/eraser.jpg,0.000420306329081185
healthy,acquisition,CS+,4,tools/fan.jpg,0.9980296066785569
healthy,acquisition,CS+,4,tools/lawnmower.jpg,0.9999997215927023
healthy,acquisition,CS+,4,tools/levelmount.jpg,0.03229768769103659
healthy,acquisition,CS+,4,tools/mallet.jpg,0.9999930278673953
healthy,acquisition,CS+,4,tools/measuringcups.jpg,0.9147284164795026
healthy,acquisition,CS+,4,tools/measuringdevice.jpg,0.9906893507371703
healthy,acquisition,CS+,4,tools/pruner.jpg,0.9957202637245999
healthy,acquisition,CS+,4,tools/routerplane.jpg,0.2775702676189318
healthy,acquisition,CS+,4,tools/ruler.jpg,0.019512352043739724
healthy,acquisition,CS+,4,tools/sander.jpg,0.8095354813094321
healthy,acquisition,CS+,4,tools/sparkplug.jpg,0.9996359602805146
healthy,acquisition,CS+,4,tools/spoon.jpg,0.9662374342221336
healthy,acquisition,CS+,4,tools/thermometer.jpg,0.9999997492701327
healthy,acquisition,CS+,4,tools/tubeflaring.jpg,0.9999999224219018
healthy,acquisition,CS+,4,tools/vegetablepeeler.jpg,0.9999994359681245
healthy,acquisition,CS+,4,tools/viceclamp.jpg,0.9999996678948472
healthy,acquisition,CS+,4,tools/weedeater.jpg,0.886024027083596
healthy,acquisition,CS+,4,tools/woodchipper.jpg,0.014716975101575212
healthy,acquisition,CS+,4,tools/wrench.jpg,0.011474201244628945
healthy,acquisition,CS+,5,tools/beaker.jpg,0.9938420022216025
healthy,acquisition,CS+,5,tools/benchdogs.jpg,0.16109144430293396
healthy,acquisition,CS+,5,tools/blackboard.jpg,0.22255035056776695
healthy,acquisition,CS+,5,tools/broom.jpg,0.8254977051045904
healthy,acquisition,CS+,5,tools/eraser.jpg,0.006777236018849119
healthy,acquisition,CS+,5,tools/fan.jpg,0.417366596725632
healthy,acquisition,CS+,5,tools/lawnmower.jpg,2.276185085973537e-12
healthy,acquisition,CS+,5,tools/levelmount.jpg,0.00039580490551843924
healthy,acquisition,CS+,5,tools/mallet.jpg,0.6529796169459502
healthy,acquisition,CS+,5,tools/measuringcups.jpg,0.0001261723198754393
healthy,acquisition,CS+,5,tools/measuringdevice.jpg,0.975669138453062
healthy,acquisition,CS+,5,tools/pruner.jpg,0.9829284763731057
healthy,acquisition,CS+,5,tools/routerplane.jpg,0.21699625534551653
healthy,acquisition,CS+,5,tools/ruler.jpg,0.9984332236612353
healthy,acquisition,CS+,5,tools/sander.jpg,0.0007328700121636055
healthy,acquisition,CS+,5,tools/sparkplug.jpg,0.9999999999081854
healthy,acquisition,CS+,5,tools/spoon.jpg,0.10072974694731382
healthy,acquisition,CS+,5,tools/thermometer.jpg,0.9691276254700778
healthy,acquisition,CS+,5,tools/tubeflaring.jpg,0.8671880687373643
healthy,acquisition,CS+,5,tools/vegetablepeeler.jpg,0.9987252212076544
healthy,acquisition,CS+,5,tools/viceclamp.jpg,6.928782724836747e-10
healthy,acquisition,CS+,5,tools/weedeater.jpg,0.989094014617309
healthy,acquisition,CS+,5,tools/woodchipper.jpg,1.7610294178980779e-13
healthy,acquisition,CS+,5,tools/wrench.jpg,0.0005375018515689107
healthy,acquisition,CS+,6,tools/beaker.jpg,0.09984744848824352
healthy,acquisition,CS+,6,tools/benchdogs.jpg,0.9118903818171955
healthy,acquisition,CS+,6,tools/blackboard.jpg,0.9982145675338172
healthy,acquisition,CS+,6,tools/broom.jpg,0.9074572725475664
healthy,acquisition,CS+,6,tools/eraser.jpg,0.0443876841898803
healthy,acquisition,CS+,6,tools/fan.jpg,0.9999999999995723
healthy,acquisition,CS+,6,tools/lawnmower.jpg,0.0007805247609812353
healthy,acquisition,CS+,6,tools/levelmount.jpg,0.014580479247830853
healthy,acquisition,CS+,6,tools/mallet.jpg,0.8951627721195305
healthy,acquisition,CS+,6,tools/measuringcups.jpg,0.9997921824031132
healthy,acquisition,CS+,6,tools/measuringdevice.jpg,0.7665342886500772
healthy,acquisition,CS+,6,tools/pruner.jpg,0.9856974447880966
healthy,acquisition,CS+,6,tools/routerplane.jpg,0.8715429028030264
healthy,acquisition,CS+,6,tools/ruler.jpg,0.9999999702475248
healthy,acquisition,CS+,6,tools/sander.jpg,0.7186150509092342
healthy,acquisition,CS+,6,tools/sparkplug.jpg,0.9987802341269967
healthy,acquisition,CS+,6,tools/spoon.jpg,0.9999999996746136
healthy,acquisition,CS+,6,tools/thermometer.jpg,0.9999999023438748
healthy,acquisition,CS+,6,tools/tubeflaring.jpg,0.9356226281465999
healthy,acquisition,CS+,6,tools/vegetablepeeler.jpg,0.9704618075229786
healthy,acquisition,CS+,6,tools/viceclamp.jpg,0.1347557552293737
healthy,acquisition,CS+,6,tools/weedeater.jpg,0.9999991704610154
healthy,acquisition,CS+,6,tools/woodchipper.jpg,0.9922036650683678
healthy,acquisition,CS+,6,tools/wrench.jpg,0.0017491812145767605
healthy,acquisition,CS+,7,animals/angelfish.jpg,0.9999999997163447
healthy,acquisition,CS+,7,animals/baboon.jpg,0.19051851140667547
healthy,acquisition,CS+,7,animals/boar.jpg,1.7745863919882594e-10
healthy,acquisition,CS+,7,animals/caterpillarpeacockmoth.jpg,0.0005318188349485019
healthy,acquisition,CS+,7,animals/cow.jpg,0.9999757042102851
healthy,acquisition,CS+,7,animals/crow.jpg,0.999897814767936
healthy,acquisition,CS+,7,animals/dragonfly.jpg,0.999627257953665
healthy,acquisition,CS+,7,animals/flea.jpg,0.9999999999998661
healthy,acquisition,CS+,7,animals/gerbil.jpg,0.9959741045997622
healthy,acquisition,CS+,7,animals/giraffe.jpg,0.0001123848455116704
healthy,acquisition,CS+,7,animals/herculesbeetle.jpg,0.9999592995218377
healthy,acquisition,CS+,7,animals/hummingbird.jpg,0.9986490513381823
healthy,acquisition,CS+,7,animals/leopard.jpg,0.8698027979013856
healthy,acquisition,CS+,7,animals/mole.jpg,4.207604436368916e-05
healthy,acquisition,CS+,7,animals/ostrich.jpg,0.9998546959313934
healthy,acquisition,CS+,7,animals/pelican.jpg,2.2147119124278287e-08
healthy,acquisition,CS+,7,animals/pigeon.jpg,1.941416657282601e-06
healthy,acquisition,CS+,7,animals/pike.jpg,0.9999999876274382
healthy,acquisition,CS+,7,animals/porcupine.jpg,0.9130029567416136
healthy,acquisition,CS+,7,animals/prayingmantis.jpg,0.9997603095040527
healthy,acquisition,CS+,7,animals/quail.jpg,0.02273620730694156
healthy,acquisition,CS+,7,animals/snapper.jpg,0.9999266796164991
healthy,acquisition,CS+,7,animals/tiger.jpg,0.9951706604345623
healthy,acquisition,CS+,7,animals/waterbuffalo.jpg,0.9999983974681177
healthy,acquisition,CS+,8,animals/angelfish.jpg,0.9962857738232573
healthy,acquisition,CS+,8,animals/baboon.jpg,0.9997920086967689
healthy,acquisition,CS+,8,animals/boar.jpg,0.9973926189211901
healthy,acquisition,CS+,8,animals/caterpillarpeacockmoth.jpg,0.0001094957375326491
healthy,acquisition,CS+,8,animals/cow.jpg,0.9998306174387661
healthy,acquisition,CS+,8,animals/crow.jpg,0.7598815629806419
healthy,acquisition,CS+,8,animals/dragonfly.jpg,0.059548401045473
healthy,acquisition,CS+,8,animals/flea.jpg,0.9999749712570044
healthy,acquisition,CS+,8,animals/gerbil.jpg,0.9575990995883397
healthy,acquisition,CS+,8,animals/giraffe.jpg,0.0014853563844346317
healthy,acquisition,CS+,8,animals/herculesbeetle.jpg,0.9999942139942268
healthy,acquisition,CS+,8,animals/hummingbird.jpg,0.18560490247141265
healthy,acquisition,CS+,8,animals/leopard.jpg,0.3826236014974297
healthy,acquisition,CS+,8,animals/mole.jpg,0.3131193467119318
healthy,acquisition,CS+,8,animals/ostrich.jpg,0.886098698024921
healthy,acquisition,CS+,8,animals/pelican.jpg,0.9963478218806396
healthy,acquisition,CS+,8,animals/pigeon.jpg,0.26026716081900053
healthy,acquisition,CS+,8,animals/pike.jpg,0.9825141357483853
healthy,acquisition,CS+,8,animals/porcupine.jpg,0.8676386355343991
healthy,acquisition,CS+,8,animals/prayingmantis.jpg,0.9811619873545674
healthy,acquisition,CS+,8,animals/quail.jpg,0.7541779516821909
healthy,acquisition,CS+,8,animals/snapper.jpg,0.9999992084592292
healthy,acquisition,CS+,8,animals/tiger.jpg,0.968476156036816
healthy,acquisition,CS+,8,animals/waterbuffalo.jpg,0.9693940003920068
healthy,acquisition,CS+,9,tools/beadingtool.jpg,0.9670788387588246
healthy,acquisition,CS+,9,tools/cheesegrater.jpg,0.9999995326659007
healthy,acquisition,CS+,9,tools/chisel.jpg,0.17862791809566878
healthy,acquisition,CS+,9,tools/drillbit.jpg,0.9994060688783206
healthy,acquisition,CS+,9,tools/electricbreaker.jpg,0.8829096479829818
healthy,acquisition,CS+,9,tools/faxmachine.jpg,0.7086919766306928
healthy,acquisition,CS+,9,tools/gardenhose.jpg,0.9127309813374752
healthy,acquisition,CS+,9,tools/gong.jpg,0.9996070827730698
healthy,acquisition,CS+,9,tools/hairdryer.jpg,0.999992735530957
healthy,acquisition,CS+,9,tools/ladder.jpg,0.643454829197774
healthy,acquisition,CS+,9,tools/paintroller.jpg,0.9999998041609998
healthy,acquisition,CS+,9,tools/pliers.jpg,0.6051834830638549
healthy,acquisition,CS+,9,tools/plow.jpg,0.9999989587006849
healthy,acquisition,CS+,9,tools/plunger.jpg,0.9999813697116275
healthy,acquisition,CS+,9,tools/rake.jpg,0.9999996731324672
healthy,acquisition,CS+,9,tools/reflexhammer.jpg,0.9999997310247721
healthy,acquisition,CS+,9,tools/rollingpin.jpg,0.9052485874785896
healthy,acquisition,CS+,9,tools/ropeandpulley.jpg,0.9999999757362069
healthy,acquisition,CS+,9,tools/scissors.jpg,0.999999999991916
healthy,acquisition,CS+,9,tools/shoehorn.jpg,0.9887666575853704
healthy,acquisition,CS+,9,tools/stove.jpg,0.8409797534827945
healthy,acquisition,CS+,9,tools/transmissionwrench.jpg,0.4242916078537232
healthy,acquisition,CS+,9,tools/weldinghelmet.jpg,0.2628153865984855
healthy,acquisition,CS+,9,tools/wheelbarrow.jpg,0.9973816553514443
healthy,acquisition,CS+,10,tools/beadingtool.jpg,0.28308940386654574
healthy,acquisition,CS+,10,tools/cheesegrater.jpg,0.000704764540573133
healthy,acquisition,CS+,10,tools/chisel.jpg,0.9999672112496402
healthy,acquisition,CS+,10,tools/drillbit.jpg,0.9985219953977492
healthy,acquisition,CS+,10,tools/electricbreaker.jpg,0.9803712527847827
healthy,acquisition,CS+,10,tools/faxmachine.jpg,0.7092047320463621
healthy,acquisition,CS+,10,tools/gardenhose.jpg,0.9995699117439258
healthy,acquisition,CS+,10,tools/gong.jpg,0.5674082634163575
healthy,acquisition,CS+,10,tools/hairdryer.jpg,0.9106209431817888
healthy,acquisition,CS+,10,tools/ladder.jpg,0.9973932689167984
healthy,acquisition,CS+,10,tools/paintroller.jpg,0.99956338795826
healthy,acquisition,CS+,10,tools/pliers.jpg,0.0016958509657531771
healthy,acquisition,CS+,10,tools/plow.jpg,0.9703994959327293
healthy,acquisition,CS+,10,tools/plunger.jpg,0.9645274164948949
healthy,acquisition,CS+,10,tools/rake.jpg,0.9956632364870353
healthy,acquisition,CS+,10,tools/reflexhammer.jpg,0.9999571716287065
healthy,acquisition,CS+,10,tools/rollingpin.jpg,0.13440275403652335
healthy,acquisition,CS+,10,tools/ropeandpulley.jpg,0.9768618348678332
healthy,acquisition,CS+,10,tools/scissors.jpg,0.9819690264381404
healthy,acquisition,CS+,10,tools/shoehorn.jpg,0.9922215221373355
healthy,acquisition,CS+,10,tools/stove.jpg,0.0030859050782616544
healthy,acquisition,CS+,10,tools/transmissionwrench.jpg,0.9971486532178937
healthy,acquisition,CS+,10,tools/weldinghelmet.jpg,0.932486536508478
healthy,acquisition,CS+,10,tools/wheelbarrow.jpg,0.9909142226858574
healthy,acquisition,CS+,12,animals/angelfish.jpg,0.9999999984606265
healthy,acquisition,CS+,12,animals/baboon.jpg,0.9110140350494573
healthy,acquisition,CS+,12,animals/boar.jpg,0.004340786746519441
healthy,acquisition,CS+,12,animals/caterpillarpeacockmoth.jpg,0.9386590534249597
healthy,acquisition,CS+,12,animals/cow.jpg,0.9994390547890964
healthy,acquisition,CS+,12,animals/crow.jpg,0.9640157712205164
healthy,acquisition,CS+,12,animals/dragonfly.jpg,0.9999769628632518
healthy,acquisition,CS+,12,animals/flea.jpg,0.8936975852212478
healthy,acquisition,CS+,12,animals/gerbil.jpg,0.7111575668128247
healthy,acquisition,CS+,12,animals/giraffe.jpg,0.9350861711727846
healthy,acquisition,CS+,12,animals/herculesbeetle.jpg,0.9999999244330612
healthy,acquisition,CS+,12,animals/hummingbird.jpg,0.999999915385348
healthy,acquisition,CS+,12,animals/leopard.jpg,0.732029938189066
healthy,acquisition,CS+,12,animals/mole.jpg,0.021794574915702587
healthy,acquisition,CS+,12,animals/ostrich.jpg,0.9999234075089019
healthy,acquisition,CS+,12,animals/pelican.jpg,0.998192451223156
healthy,acquisition,CS+,12,animals/pigeon.jpg,0.9989813402671794
healthy,acquisition,CS+,12,animals/pike.jpg,0.9999985414744527
healthy,acquisition,CS+,12,animals/porcupine.jpg,0.01482554998453519
healthy,acquisition,CS+,12,animals/prayingmantis.jpg,0.9997304629848043
healthy,acquisition,CS+,12,animals/quail.jpg,0.9988502355535255
healthy,acquisition,CS+,12,animals/snapper.jpg,0.9998394411858215
healthy,acquisition,CS+,12,animals/tiger.jpg,0.9996094718170886
healthy,acquisition,CS+,12,animals/waterbuffalo.jpg,0.9996522986292081
healthy,acquisition,CS+,13,tools/beadingtool.jpg,0.0017672631654423244
healthy,acquisition,CS+,13,tools/cheesegrater.jpg,0.9850778004054055
healthy,acquisition,CS+,13,tools/chisel.jpg,0.9999796523942563
healthy,acquisition,CS+,13,tools/drillbit.jpg,0.0037153735290835826
healthy,acquisition,CS+,13,tools/electricbreaker.jpg,0.9937603441259235
healthy,acquisition,CS+,13,tools/faxmachine.jpg,0.630228485467218
healthy,acquisition,CS+,13,tools/gardenhose.jpg,0.0005975493687823226
healthy,acquisition,CS+,13,tools/gong.jpg,2.722440074366462e-06
healthy,acquisition,CS+,13,tools/hairdryer.jpg,0.955628373347529
healthy,acquisition,CS+,13,tools/ladder.jpg,2.940639226550347e-07
healthy,acquisition,CS+,13,tools/paintroller.jpg,0.5281800758536327
healthy,acquisition,CS+,13,tools/pliers.jpg,0.9921540590510758
healthy,acquisition,CS+,13,tools/plow.jpg,0.949974364560967
healthy,acquisition,CS+,13,tools/plunger.jpg,0.9999841068687559
healthy,acquisition,CS+,13,tools/rake.jpg,0.9999617211830971
healthy,acquisition,CS+,13,tools/reflexhammer.jpg,0.999796173313603
healthy,acquisition,CS+,13,tools/rollingpin.jpg,0.9901032834202667
healthy,acquisition,CS+,13,tools/ropeandpulley.jpg,0.33474810782232306
healthy,acquisition,CS+,13,tools/scissors.jpg,0.9967022208650981
healthy,acquisition,CS+,13,tools/shoehorn.jpg,0.02212179417934866
healthy,acquisition,CS+,13,tools/stove.jpg,0.003557070502342453
healthy,acquisition,CS+,13,tools/transmissionwrench.jpg,0.7989612484367438
healthy,acquisition,CS+,13,tools/weldinghelmet.jpg,0.7783236793925856
healthy,acquisition,CS+,13,tools/wheelbarrow.jpg,0.5510912172734731
healthy,acquisition,CS+,14,animals/ant.jpg,6.226125526711745e-06
healthy,acquisition,CS+,14,animals/anteater.jpg,0.002113200750387582
healthy,acquisition,CS+,14,animals/assassinbug.jpg,0.3730732493703225
healthy,acquisition,CS+,14,animals/baldeagle.jpg,0.0005054548392745961
healthy,acquisition,CS+,14,animals/brown_bear.jpg,6.413837301001367e-07
healthy,acquisition,CS+,14,animals/camel.jpg,0.0015265521585145234
healthy,acquisition,CS+,14,animals/carp.jpg,0.0021056824742798886
healthy,acquisition,CS+,14,animals/catfish.jpg,7.867306568570061e-06
healthy,acquisition,CS+,14,animals/chipmunk.jpg,0.0017168148208892128
healthy,acquisition,CS+,14,animals/dramaderry.jpg,0.3273001359795094
healthy,acquisition,CS+,14,animals/duck.jpg,3.764170010933515e-05
healthy,acquisition,CS+,14,animals/firebug.jpg,0.007012231571842685
healthy,acquisition,CS+,14,animals/herring.jpg,0.00035858807958539325
healthy,acquisition,CS+,14,animals/mahimahi.jpg,0.0002595147250773075
healthy,acquisition,CS+,14,animals/mink.jpg,0.009012850089628884
healthy,acquisition,CS+,14,animals/mouse.jpg,0.07961365203092842
healthy,acquisition,CS+,14,animals/palmcockatoo.jpg,2.1213414703535187e-06
healthy,acquisition,CS+,14,animals/partridge.jpg,0.0009462114489376807
healthy,acquisition,CS+,14,animals/rabbit.jpg,0.0025846832552845053
healthy,acquisition,CS+,14,animals/seal.jpg,4.3065313023705824e-06
healthy,acquisition,CS+,14,animals/shark.jpg,1.504119430408744e-07
healthy,acquisition,CS+,14,animals/sheep.jpg,0.0003416382466661706
healthy,acquisition,CS+,14,animals/snail.jpg,1.801604778229627e-05
healthy,acquisition,CS+,14,animals/turkey.jpg,4.2556881646569355e-06
healthy,acquisition,CS+,15,animals/angelfish.jpg,0.998199168114069
healthy,acquisition,CS+,15,animals/baboon.jpg,0.9785173641176402
healthy,acquisition,CS+,15,animals/boar.jpg,0.9979731592334304
healthy,acquisition,CS+,15,animals/caterpillarpeacockmoth.jpg,0.9977420853113345
healthy,acquisition,CS+,15,animals/cow.jpg,0.9889645166122548
healthy,acquisition,CS+,15,animals/crow.jpg,0.9997900244808909
healthy,acquisition,CS+,15,animals/dragonfly.jpg,0.9999957164838972
healthy,acquisition,CS+,15,animals/flea.jpg,0.9985862805394936
healthy,acquisition,CS+,15,animals/gerbil.jpg,0.7090136720774515
healthy,acquisition,CS+,15,animals/giraffe.jpg,0.00011763889665109422
healthy,acquisition,CS+,15,animals/herculesbeetle.jpg,0.9988051501772226
healthy,acquisition,CS+,15,animals/hummingbird.jpg,0.9482841455378785
healthy,acquisition,CS+,15,animals/leopard.jpg,0.8672875745411893
healthy,acquisition,CS+,15,animals/mole.jpg,0.477855664973593
healthy,acquisition,CS+,15,animals/ostrich.jpg,0.9982831872857695
healthy,acquisition,CS+,15,animals/pelican.jpg,0.4304000023059436
healthy,acquisition,CS+,15,animals/pigeon.jpg,0.0023428716609111967
healthy,acquisition,CS+,15,animals/pike.jpg,0.9999999977334548
healthy,acquisition,CS+,15,animals/porcupine.jpg,0.9264949207196397
healthy,acquisition,CS+,15,animals/prayingmantis.jpg,0.9999794817090152
healthy,acquisition,CS+,15,animals/quail.jpg,0.9965671775848014
healthy,acquisition,CS+,15,animals/snapper.jpg,0.442388490261186
healthy,acquisition,CS+,15,animals/tiger.jpg,0.9998569670822077
healthy,acquisition,CS+,15,animals/waterbuffalo.jpg,0.18259151144124378
healthy,acquisition,CS+,16,tools/beaker.jpg,0.9971671150712427
healthy,acquisition,CS+,16,tools/benchdogs.jpg,0.0004393316603242363
healthy,acquisition,CS+,16,tools/blackboard.jpg,0.9715547541526254
healthy,acquisition,CS+,16,tools/broom.jpg,3.3509472493579195e-05
healthy,acquisition,CS+,16,tools/eraser.jpg,0.0001579719553730747
healthy,acquisition,CS+,16,tools/fan.jpg,0.0011657897732340826
healthy,acquisition,CS+,16,tools/lawnmower.jpg,1.1044589055982726e-06
healthy,acquisition,CS+,16,tools/levelmount.jpg,6.268814094031604e-10
healthy,acquisition,CS+,16,tools/mallet.jpg,0.0033300356025095543
healthy,acquisition,CS+,16,tools/measuringcups.jpg,0.17659090066684668
healthy,acquisition,CS+,16,tools/measuringdevice.jpg,0.0008467437120532443
healthy,acquisition,CS+,16,tools/pruner.jpg,0.13872653927401818
healthy,acquisition,CS+,16,tools/routerplane.jpg,2.141164810071303e-07
healthy,acquisition,CS+,16,tools/ruler.jpg,0.004169708741666175
healthy,acquisition,CS+,16,tools/sander.jpg,4.0619509635365985e-09
healthy,acquisition,CS+,16,tools/sparkplug.jpg,2.8806656234714743e-05
healthy,acquisition,CS+,16,tools/spoon.jpg,0.14843411744948773
healthy,acquisition,CS+,16,tools/thermometer.jpg,0.005037483013496158
healthy,acquisition,CS+,16,tools/tubeflaring.jpg,6.31633321269683e-05
healthy,acquisition,CS+,16,tools/vegetablepeeler.jpg,1.192955294152365e-06
healthy,acquisition,CS+,16,tools/viceclamp.jpg,0.01913552996611355
healthy,acquisition,CS+,16,tools/weedeater.jpg,2.2312240646340835e-11
healthy,acquisition,CS+,16,tools/woodchipper.jpg,3.950911803746485e-08
healthy,acquisition,CS+,16,tools/wrench.jpg,0.05368124303239508
healthy,acquisition,CS+,17,tools/beadingtool.jpg,0.003358483666189286
healthy,acquisition,CS+,17,tools/cheesegrater.jpg,0.5807064100408346
healthy,acquisition,CS+,17,tools/chisel.jpg,0.003082652814555609
healthy,acquisition,CS+,17,tools/drillbit.jpg,0.9563829042685812
healthy,acquisition,CS+,17,tools/electricbreaker.jpg,0.0011665052686130565
healthy,acquisition,CS+,17,tools/faxmachine.jpg,0.00037761158999343505
healthy,acquisition,CS+,17,tools/gardenhose.jpg,0.03530431636630132
healthy,acquisition,CS+,17,tools/gong.jpg,0.015063862160456094
healthy,acquisition,CS+,17,tools/hairdryer.jpg,0.4182766801442732
healthy,acquisition,CS+,17,tools/ladder.jpg,0.002025254361618906
healthy,acquisition,CS+,17,tools/paintroller.jpg,0.24182616465382334
healthy,acquisition,CS+,17,tools/pliers.jpg,0.9996975564387147
healthy,acquisition,CS+,17,tools/plow.jpg,7.371763710487844e-07
healthy,acquisition,CS+,17,tools/plunger.jpg,0.9999926578593431
healthy,acquisition,CS+,17,tools/rake.jpg,0.05272993873124979
healthy,acquisition,CS+,17,tools/reflexhammer.jpg,0.006571929566693862
healthy,acquisition,CS+,17,tools/rollingpin.jpg,0.000278567369169824
healthy,acquisition,CS+,17,tools/ropeandpulley.jpg,2.520477155255608e-05
healthy,acquisition,CS+,17,tools/scissors.jpg,0.027591654269027703
healthy,acquisition,CS+,17,tools/shoehorn.jpg,0.9958339835402553
healthy,acquisition,CS+,17,tools/stove.jpg,0.0010348739198778323
healthy,acquisition,CS+,17,tools/transmissionwrench.jpg,0.7597298142914204
healthy,acquisition,CS+,17,tools/weldinghelmet.jpg,0.00012059425741444862
healthy,acquisition,CS+,17,tools/wheelbarrow.jpg,0.3979433669597391
healthy,acquisition,CS+,18,animals/ant.jpg,0.9982312095522125
healthy,acquisition,CS+,18,animals/anteater.jpg,0.0007721522804073177
