subject,phase,condition,hc_tail,hc_body,hc_head,amyg_bla,amyg_cem,vmPFC_ers,dACC_ers
1,acquisition,CS+,-7.219588960920062,-66.29493594129343,-55.741122860527604,-4.2293264574687415,3.3842260346693154,-0.5423942924264221,0.240174007961558
1,acquisition,CS+,-102.49939595631191,-108.92846080741369,-55.568137475724754,-46.51605249107431,-79.65593499295852,0.3175949806409451,0.5345217395237523
1,acquisition,CS+,-3.1279035074370247,-51.446425309857815,-85.89412016417148,-91.64052229627556,-47.09553626004387,0.1117814633671283,0.04758417146782586
1,acquisition,CS+,35.46129999160767,-53.55755581082524,-72.09927598400229,-24.379649840363673,20.525489274193262,-0.30524857977052805,0.5565649457366854
1,acquisition,CS+,22.386160881178718,-48.14276936569729,-153.45867937000895,-78.95015201095596,-96.34471208908978,-0.2394365058224873,-0.5767645183446835
1,acquisition,CS+,-14.949957874843054,-77.57710119518075,-7.511537350493776,32.91446573690537,90.60020183114443,-0.2917545653149989,0.7973535450270277
1,acquisition,CS+,-65.51981325490134,-26.733461061039485,-125.85633020429216,-151.10280740370445,-46.89253268522375,-0.010525295236963215,-0.34314199090740805
1,acquisition,CS+,-9.128391008717673,-79.02197107592144,-88.98434652167664,-39.315157188188046,-63.398937965140625,-0.2598273383400837,0.4175810031891933
1,acquisition,CS+,91.30839468411035,29.64919831301715,-35.6935491801719,-16.654924165218247,33.12863279791439,0.1950044107759996,0.12358951559540544
1,acquisition,CS+,-32.023757566724505,-79.15518573812537,-55.13055040590333,-11.31136512537615,-64.78528271001927,0.4346977403076098,-0.09272591102145517
1,acquisition,CS+,-15.127236191715513,-75.02601907059953,-81.0195855177366,-45.252653593590495,-44.012456501231476,0.2507443448932878,-0.2692448299934464
1,acquisition,CS+,44.106215150015686,-22.76942687421232,-9.759022162510801,-104.69080897646212,-32.692454281975245,-0.2501576331666115,0.5528339018297669
1,acquisition,CS+,-80.74358109065464,-87.38187545376854,-123.55241464863165,-10.020185918982971,-116.58334799373851,0.06330953651263406,0.01288068966522173
1,acquisition,CS+,-8.52690099988665,-80.84827522329383,-68.54728081875301,-81.19114786331806,-98.64288832159605,-0.16035842066169945,-0.11815171557850054
1,acquisition,CS+,-1.4675086532320296,-99.81891701672528,-158.62524657559817,-111.20312629708457,-167.77779882094435,-0.660432018600083,0.4049885608135267
1,acquisition,CS+,-60.03424726554326,-119.34647568818686,-145.1332291064883,-94.40177708153331,-70.46235300512875,0.3919087011351488,-0.1875004099626472
1,acquisition,CS+,20.14908621651786,-69.75011167494026,-43.694360192887174,-12.68709421157837,60.715212026501405,-0.5679105685865737,0.18092563194053649
1,acquisition,CS+,68.90247309207915,-2.5290959904322747,61.54160821367298,45.16786804931972,115.92740712446323,-0.4578879619424997,0.8867491216345299
1,acquisition,CS+,229.73065879685538,121.59371697862406,74.03732983882611,119.14866916411512,160.82451567930337,0.138187387490802,-0.30002280085682914
1,acquisition,CS+,-128.75184223992485,-132.93897088153943,-12.401629424306767,55.66160450069182,-244.1405259475989,0.4948883001607076,-0.22462856547227095
1,acquisition,CS+,21.102601882389614,-29.759196354327976,-146.6300639129249,-232.4388797638613,-328.44894439332626,-0.5678182819108748,-0.4387735483549059
1,acquisition,CS+,78.50227799862623,29.4635479901288,124.78185906777016,108.16158909753922,-109.03254576290355,0.1900957228580205,-0.31536012480181397
1,acquisition,CS+,-17.55656177656991,-100.4672619088276,-91.47654399385996,-54.884389166438254,-18.17580964986016,-0.2879917274242837,0.193291413233341
1,acquisition,CS+,-65.9503527879715,-58.36777908093221,-47.23900920540625,88.58274886367519,52.73318063511568,0.3336652711461895,0.23906111064136604
1,acquisition,CS-,32.87908923285348,-13.042564119841602,-39.75437161555657,-8.484384049789622,9.968272798201617,0.09387846690538544,0.33644558045566153
1,acquisition,CS-,40.902935525349214,-1.802797720238969,-41.93603628900277,-40.243117371830365,-61.861758176018206,0.08358271442134799,0.07095315355065739
1,acquisition,CS-,1.5107097761971608,-64.66874246983915,-16.674890524007868,-5.855957314508769,-60.98260924746008,0.4361654170877354,0.4650152608585423
1,acquisition,CS-,-25.763314679690772,-74.30172263206663,-112.18902128405823,-81.43174237505012,-115.06356099072624,0.3975954989372929,0.4116364374011101
1,acquisition,CS-,58.69254899706159,-7.8933113652306615,-8.391828694992517,-47.48762928236515,-90.43342163983513,0.0970443176257671,-0.4368484422683928
1,acquisition,CS-,-0.91647173336574,-22.871703327507586,-42.46576611247994,-30.46253450419925,3.2786424580742333,0.3094328022739416,-0.23247683978230024
1,acquisition,CS-,-0.7969944819808006,-43.52603842761066,-28.491222147758194,-17.164161544327342,62.04187205258538,-0.11675628507849373,-0.3480981479264496
1,acquisition,CS-,30.36681693962642,-46.770665397515174,-77.77741825933288,-67.56495809637079,-102.1959808784373,0.4104094393987928,0.18672768611734414
1,acquisition,CS-,9.8941378729684,-57.15285293476003,-26.658509051306012,-65.13300091410997,-75.17608014275045,0.045387873217894135,-0.3085771541397653
1,acquisition,CS-,-175.6885462079729,-145.93460216393342,39.110608370522776,79.36891905211527,-351.36389294792616,-0.24797510523527974,0.1591995370511301
1,acquisition,CS-,40.852932303292405,-27.399472971220273,-1.1033793229323168,-0.3010027408599853,-9.534184974782605,0.6409444744411219,0.2170287367434668
1,acquisition,CS-,27.899642562866212,-22.237704715213265,12.622575384625314,-46.77665762945053,-25.170890653834626,0.12721546017643018,0.05349379260673792
1,acquisition,CS-,-67.16265629359654,-80.68542017485645,-98.81636996170471,40.885212935438936,41.07380716940936,-0.19717924282533789,-0.12350870388610675
1,acquisition,CS-,53.9324006489345,-55.04660817467281,-105.54154808704668,-84.95628683610794,-128.71218729019162,0.1603037160677958,-0.29108681835651823
1,acquisition,CS-,-33.41526527000325,-69.37509300902083,-23.22188173384356,54.41926938896879,-41.210788249969475,-0.06869919199739767,-0.010991654406214005
1,acquisition,CS-,89.08061694417681,59.04502103296486,43.40887517407096,73.22981420131998,132.69980845731848,0.2389132363904337,0.05893235043532837
1,acquisition,CS-,-30.708886105673646,-53.05567717028631,-76.8640702546701,45.18848232849749,82.18123654758229,-0.06310434789967123,0.1654827601947175
1,acquisition,CS-,87.14760285786221,-73.13986000499209,-40.647301151907655,-12.930880209721556,36.838221437790814,-0.12672526936530007,0.05226228802707514
1,acquisition,CS-,-2.471397583825248,-21.10149025192132,19.39127496008337,89.97198026114647,175.56090622088485,0.0685594688086952,0.06533059865316926
1,acquisition,CS-,-7.604395825522285,-116.44951482721277,-175.97833604925484,-68.45336444880984,-227.42766309661025,-0.15235055720984514,0.21152423873974754
1,acquisition,CS-,-24.366555377415253,-86.73120353672955,-121.66538348000431,-82.89938094856542,-119.00925571778241,0.21400408186810668,-0.3739294101992859
1,acquisition,CS-,-4.43237555367606,-74.135868446247,-95.21784719260486,-33.3269582975895,110.77792161418236,0.3432165262868099,-0.5628344611930453
1,acquisition,CS-,76.21852885654994,-48.244832174198045,-35.599307297249524,-26.251742515542087,13.727269775727216,0.503559941457629,0.1523916988298113
1,acquisition,CS-,-54.9344701562609,-98.57458333066992,-91.0112546745842,-72.90989770801791,-146.60137473835664,0.24741380945630026,0.7616041154101811
1,baseline,CS+,20.639950636454987,-10.89501305045308,5.980097753453183,-37.50049785695492,-109.73928848007584,0.10604781025863766,-0.2198065896848648
1,baseline,CS+,68.91813655580793,14.656797883075635,31.794273590988663,-15.198745649888975,26.01689070112565,0.2515835035758931,-0.2624774671908803
1,baseline,CS+,-61.45188401767186,-66.12264804461519,-43.24678003858532,-45.9344177147664,-55.16938304901123,-0.473481463603198,0.28180533515227674
1,baseline,CS+,-10.340754611151556,-35.7304090954162,-54.263788972468774,-16.720811596157354,-48.50972343893612,0.4088706375666797,0.06463819404607413
1,baseline,CS+,-125.845435660226,-57.715970001007264,202.3519526219227,-97.60302929484516,-250.591942282284,-0.22414295315802904,0.16382749562672375
1,baseline,CS+,-178.10981437138145,-206.36650545210446,-309.8498015714115,-71.8522313007521,-46.13076625150793,-0.2797699309834113,-0.3617592967432509
1,baseline,CS+,54.97148062161037,3.3685460670574288,-3.3970592797860597,-30.410580479770626,-79.91059853048884,-0.06893872981359735,-0.2976569555512393
1,baseline,CS+,-6.019990955080305,-44.465294154914645,-35.54627460174293,-45.68341863592832,-161.58331467123594,-0.38854355474718,0.6050563745973185
1,baseline,CS+,27.87949757065092,34.0535793465537,-26.522950376984635,44.566694336746814,1.5028385835535385,0.18526120314412356,0.14705605448039938
1,baseline,CS+,-32.05427895954677,-20.37113735160312,-13.105664254821965,4.539271339364007,105.18924236297607,-0.055933712691861065,0.4470281581033817
1,baseline,CS+,-0.8372646706444876,-48.700977870741404,42.5761773558058,45.40282884650274,65.98734711198246,0.5214128352285362,0.4583051805325161
1,baseline,CS+,37.68182723181588,-21.006845901141297,-31.426156315577806,4.177879750181775,-112.6004343734068,0.16634187417427845,0.2316333182623597
1,baseline,CS+,63.284311199188224,49.617165008106745,128.8989779314346,51.52525100358036,188.58554378677815,0.2506956088996265,-0.0981337162125894
1,baseline,CS+,-37.22088034152985,-89.68085833820138,-77.56081785279265,7.97062502432307,62.00308793432571,0.4892194460148545,0.01736486764934481
1,baseline,CS+,8.39927682195391,-5.40163649256165,28.688189063904552,14.885560012738635,111.01496913415545,0.3253517548201087,-0.5372465523294602
1,baseline,CS+,-14.80829565865653,-50.71824116964598,-16.13702745096394,42.34317779869114,84.74836185399224,0.33650533494831725,0.03570168382683715
1,baseline,CS+,-43.05391300746372,-65.7321873613306,-112.96760902884444,-50.182409369617424,-74.50395078168197,-0.21874478117310167,-0.12153089356670432
1,baseline,CS+,-43.94911387307303,-135.331087701224,-129.31074748201482,-117.06618033745968,-81.14531369814101,0.4789092245113237,0.06513993858228834
1,baseline,CS+,7.562963982565062,-15.2845130760122,-32.76134987836759,4.691508710384369,85.56890831975376,-0.05747906783784783,-0.30666514210109325
1,baseline,CS+,41.91180844988142,-110.95735949438972,-42.63787130597075,-16.429886955733693,104.74283184724695,0.33011798335311043,-0.18904979827038945
1,baseline,CS+,57.86375695637296,-21.813593365453386,0.9928259242921186,92.2046083025976,195.97010838152733,-0.5552799579455084,0.2354544016090266
1,baseline,CS+,31.83625046866281,-45.37543263950863,25.070674723025256,80.04167544623034,-120.45812904133517,-0.026356643056706756,-0.15333782843773802
1,baseline,CS-,-46.837191009521476,-83.32043528556824,-44.74750483291741,-51.90164557072001,-116.17222844853121,-0.3571368693349721,0.1811946968796728
1,baseline,CS-,97.93063381058829,25.35448643967912,7.028175980293539,-32.539666327041225,-54.02546240301693,0.15609997016556726,0.2347106654531597
1,baseline,CS-,10.796537446975709,-83.35857217859578,-46.80863712995848,-59.73192389131686,-87.69189103911906,-0.27311735899893985,-0.035834143076522294
1,baseline,CS-,-2.7135253088814872,-23.199851081178004,-13.202492547105756,-23.783442233680585,-9.06351820861592,-0.3452952562739778,0.3351108690680085
1,baseline,CS-,102.42685920510974,9.312537066839838,40.92611350568794,23.381351021451692,199.82398265950818,0.2733916043087674,0.2890018144021875
1,baseline,CS-,32.58421407427107,-39.920415078868736,38.29482277892751,-11.086498403767926,-26.31897011925193,-0.20478007305480367,0.026514415557142373
1,baseline,CS-,-40.1454478263855,-83.23444716028266,-4.186399656640002,-24.801160553179752,-116.83282869002399,0.7201263418398066,-0.22801896211251946
1,baseline,CS-,73.25612201690674,7.1268471366650346,9.877224683607297,-9.640979330474083,-65.2284595265108,0.5001695413444524,0.05759439927175914
1,baseline,CS-,31.886283016204835,-60.62537327328244,-39.520216089733964,-35.077879684097184,-52.063227457158696,-0.10370426965256993,-0.3912871464592671
1,baseline,CS-,-15.565208328621726,-33.57740756144395,-128.74993188079642,-54.130693397390736,-13.324689838377866,-0.3918529247096552,-0.7317812091812234
1,baseline,CS-,-23.48965303216662,-69.36208347049919,-75.19118842570741,0.5267985807646305,-130.53572738871856,-0.4967993617379144,0.14032352948956714
1,baseline,CS-,-16.81610437461308,-23.602737785996613,-62.922566020629816,9.927153906690963,-15.060595996239606,0.4318702416504476,-0.1335085845965951
1,baseline,CS-,53.65044822352273,16.010930828146037,17.134672755320402,5.652463245829312,94.64712079132305,0.5665883760495717,-0.34185088741327163
1,baseline,CS-,-22.93539901971817,-57.56504397698351,-94.2868451225687,-27.68383447894262,-37.845202088356025,0.5347051575660927,0.1960937944348836
1,baseline,CS-,22.161162808963233,-80.56106168615656,-94.53481911272692,-18.209552328794373,-19.088253070326413,-1.2482613245747287,0.2425201342294909
1,baseline,CS-,36.14432886668614,-21.33686074695072,-16.612324845508713,9.461143037458081,-14.595363995608162,0.3142348338073556,0.5835000919140308
1,baseline,CS-,18.372858010019574,-74.81108335224357,-64.22695131344203,29.485681096348195,47.13409644365311,0.2492720547937778,0.012556738988186185
1,baseline,CS-,-52.7759284564427,-103.97182272535723,-95.69017582250065,8.110422374458487,-65.03353484237896,0.6735227280342718,0.02577996497709251
1,baseline,CS-,-31.649987507505077,-41.98185795696603,8.629805388182579,-3.6870230742550767,-9.72824692726135,-0.5840097857195733,-0.4210868905575243
1,baseline,CS-,-63.33948805672782,-130.49701687451955,-112.59814964384722,-17.669416103887997,-118.54263445910286,0.1532013259715342,0.1859430961374724
1,baseline,CS-,35.899796989985866,-45.770843955310625,22.825611812123178,91.12937881749704,227.1235294342041,-0.041572797505881415,-0.2540301539588194
1,baseline,CS-,78.3090032185827,6.103409452011457,-29.105405254829563,-37.899038411061696,-75.68313372836393,1.3473687134627228,0.4953647512995591
1,baseline,CS-,-47.63331506592887,-128.51398456952458,-158.57763652406499,-79.01093836224408,-59.291107402128326,-0.6122887428967531,0.1611917367601602
1,extinction,CS+,4.886559622628348,-19.801155826127207,-3.124811758656473,1.6221000892580102,30.740072374834728,0.4461922706570702,0.7243645285911313
