group,condition,memory_phase,roi,subject,rsa
ptsd,CS+,encoding,A24rv,108,0.16541792772305838
ptsd,CS+,encoding,A24rv,109,0.25054128820102456
ptsd,CS+,encoding,A24rv,110,0.039657171443756946
ptsd,CS+,encoding,A24rv,111,-0.0073071561578836675
ptsd,CS+,encoding,A24rv,112,0.07385301294973995
ptsd,CS+,encoding,A24rv,113,0.037163983577151546
ptsd,CS+,encoding,A24rv,114,0.06676439016795878
ptsd,CS+,encoding,A24rv,115,0.019716906633172684
ptsd,CS+,encoding,A24rv,116,0.01584660641177288
ptsd,CS+,encoding,A24rv,117,-0.004652508697568509
ptsd,CS+,encoding,A24rv,118,0.013326256804949806
ptsd,CS+,encoding,A24rv,121,0.11203301630577069
ptsd,CS+,encoding,A24rv,122,0.1297919321097628
ptsd,CS+,encoding,A24rv,123,0.3691779000539864
ptsd,CS+,encoding,A24rv,124,0.2335575041212453
ptsd,CS+,encoding,A24rv,125,0.04276851441462058
ptsd,CS+,encoding,A14m,101,0.2770031497271587
ptsd,CS+,encoding,A14m,102,0.06703822604635436
ptsd,CS+,encoding,A14m,103,0.2537329861715152
ptsd,CS+,encoding,A14m,104,0.40382168299969673
ptsd,CS+,encoding,A14m,105,0.08200438185200823
ptsd,CS+,encoding,A14m,106,0.28717458649073124
ptsd,CS+,encoding,A14m,107,0.12230400517930826
ptsd,CS+,encoding,A14m,108,0.0522401874851741
ptsd,CS+,encoding,A14m,109,0.45568181514017664
ptsd,CS+,encoding,A14m,110,0.02060171405772863
ptsd,CS+,encoding,A14m,111,0.005889206544164894
ptsd,CS+,encoding,A14m,112,0.2320889623109553
ptsd,CS+,encoding,A14m,113,0.5380084717631228
ptsd,CS+,encoding,A14m,114,0.09794756805137085
ptsd,CS+,encoding,A14m,115,0.050000579841470945
ptsd,CS+,encoding,A14m,116,0.010852657128491039
ptsd,CS+,encoding,A14m,117,0.17913518161210942
ptsd,CS+,encoding,A14m,118,0.11850460913041655
ptsd,CS+,encoding,A14m,121,0.38065563786935974
ptsd,CS+,encoding,A14m,122,0.1688424346154364
ptsd,CS+,encoding,A14m,123,0.41890060665238027
ptsd,CS+,encoding,A14m,124,0.22500506599964126
ptsd,CS+,encoding,A14m,125,0.15298475571585912
ptsd,CS+,encoding,A11m,101,0.07526438661002849
ptsd,CS+,encoding,A11m,102,0.10990988445553779
ptsd,CS+,encoding,A11m,103,0.23809119726398592
ptsd,CS+,encoding,A11m,104,0.4138796481231244
ptsd,CS+,encoding,A11m,105,0.035302061973500005
ptsd,CS+,encoding,A11m,106,0.1037099176749402
ptsd,CS+,encoding,A11m,107,0.10309762940540661
ptsd,CS+,encoding,A11m,108,0.15454876070908616
ptsd,CS+,encoding,A11m,109,0.10826593206039761
ptsd,CS+,encoding,A11m,110,0.03399951402726479
ptsd,CS+,encoding,A11m,111,0.003940620227542905
ptsd,CS+,encoding,A11m,112,0.24118193667588195
ptsd,CS+,encoding,A11m,113,0.3029545414659136
ptsd,CS+,encoding,A11m,114,0.02768063176708482
ptsd,CS+,encoding,A11m,115,0.030651164910131794
ptsd,CS+,encoding,A11m,116,0.05015248959878162
ptsd,CS+,encoding,A11m,117,0.11888420623912986
ptsd,CS+,encoding,A11m,118,0.08684273305912361
ptsd,CS+,encoding,A11m,121,0.5877524044409538
ptsd,CS+,encoding,A11m,122,0.13997791061045398
ptsd,CS+,encoding,A11m,123,0.38459049097237685
ptsd,CS+,encoding,A11m,124,0.24536940798480383
ptsd,CS+,encoding,A11m,125,0.20388338559168803
ptsd,CS+,encoding,A13,101,0.10411723143706025
ptsd,CS+,encoding,A13,102,0.04986976016720507
ptsd,CS+,encoding,A13,103,0.03888153457169391
ptsd,CS+,encoding,A13,104,0.056968305592041184
ptsd,CS+,encoding,A13,105,0.102077184196087
ptsd,CS+,encoding,A13,106,0.022905528030621146
ptsd,CS+,encoding,A13,107,0.005065682795956785
ptsd,CS+,encoding,A13,108,0.08949000358700837
ptsd,CS+,encoding,A13,109,0.04545990233498379
ptsd,CS+,encoding,A13,110,0.018986167852818887
ptsd,CS+,encoding,A13,111,0.026762399484207396
ptsd,CS+,encoding,A13,112,0.10505492836430617
ptsd,CS+,encoding,A13,113,0.11773291302857797
ptsd,CS+,encoding,A13,114,0.12838109107018777
ptsd,CS+,encoding,A13,115,0.007319190517573172
ptsd,CS+,encoding,A13,116,0.006117781143246851
ptsd,CS+,encoding,A13,117,0.0667121483404937
ptsd,CS+,encoding,A13,118,0.12593750401478943
ptsd,CS+,encoding,A13,121,0.09771222429637179
ptsd,CS+,encoding,A13,122,0.1264361694796722
ptsd,CS+,encoding,A13,123,0.06070737846913125
ptsd,CS+,encoding,A13,124,0.07540271073514429
ptsd,CS+,encoding,A13,125,0.13156921574320096
ptsd,CS+,encoding,A10m,101,0.2470581976081971
ptsd,CS+,encoding,A10m,102,0.11084563859544996
ptsd,CS+,encoding,A10m,103,0.16446420196251832
ptsd,CS+,encoding,A10m,104,0.2360132954650339
ptsd,CS+,encoding,A10m,105,0.08216773196207486
ptsd,CS+,encoding,A10m,106,0.30853670859697824
ptsd,CS+,encoding,A10m,107,0.07314145945177979
ptsd,CS+,encoding,A10m,108,0.1537640087372484
ptsd,CS+,encoding,A10m,109,0.22276419763420588
ptsd,CS+,encoding,A10m,110,0.01661276006339415
ptsd,CS+,encoding,A10m,111,0.0009567248156493627
ptsd,CS+,encoding,A10m,112,0.12645195548724064
ptsd,CS+,encoding,A10m,113,0.43017945870525043
ptsd,CS+,encoding,A10m,114,0.18170586222645774
ptsd,CS+,encoding,A10m,115,0.05756286086317666
ptsd,CS+,encoding,A10m,116,0.07173898460139143
ptsd,CS+,encoding,A10m,117,0.19667649236581872
ptsd,CS+,encoding,A10m,118,0.2322100493045671
ptsd,CS+,encoding,A10m,121,0.22353582086491997
ptsd,CS+,encoding,A10m,122,0.33541690063759494
ptsd,CS+,encoding,A10m,123,0.13068759721250942
ptsd,CS+,encoding,A10m,124,0.14573748852861385
ptsd,CS+,encoding,A10m,125,0.2062563403230864
ptsd,CS+,encoding,A9m,101,0.11883852425495246
ptsd,CS+,encoding,A9m,102,0.12962340042118234
ptsd,CS+,encoding,A9m,103,0.19129782609383844
ptsd,CS+,encoding,A9m,104,0.31080590468031477
ptsd,CS+,encoding,A9m,105,0.36030602493173597
ptsd,CS+,encoding,A9m,106,0.6793756004113646
ptsd,CS+,encoding,A9m,107,0.19153668446832917
ptsd,CS+,encoding,A9m,108,0.22903299759716778
ptsd,CS+,encoding,A9m,109,0.011282901896006744
ptsd,CS+,encoding,A9m,110,0.11582578209674363
ptsd,CS+,encoding,A9m,111,0.017924403857925517
ptsd,CS+,encoding,A9m,112,0.3045600887402855
ptsd,CS+,encoding,A9m,113,0.5219529447655273
ptsd,CS+,encoding,A9m,114,0.02566558886204223
ptsd,CS+,encoding,A9m,115,0.05332085585005551
ptsd,CS+,encoding,A9m,116,0.12812550622605864
ptsd,CS+,encoding,A9m,117,0.2220922640494092
ptsd,CS+,encoding,A9m,118,0.040339666513968774
ptsd,CS+,encoding,A9m,121,0.2660920344399571
ptsd,CS+,encoding,A9m,122,0.2490314653667761
ptsd,CS+,encoding,A9m,123,0.3119446596857318
ptsd,CS+,encoding,A9m,124,0.2635320055620734
ptsd,CS+,encoding,A9m,125,0.12925329408781083
ptsd,CS+,encoding,A8m,101,0.3164285846493511
ptsd,CS+,encoding,A8m,102,0.05619459417603786
ptsd,CS+,encoding,A8m,103,0.09136119426508997
ptsd,CS+,encoding,A8m,104,0.36428292131580947
ptsd,CS+,encoding,A8m,105,0.1590944427166676
ptsd,CS+,encoding,A8m,106,0.6669720921179052
ptsd,CS+,encoding,A8m,107,0.06440653111299964
ptsd,CS+,encoding,A8m,108,0.24181913588258247
ptsd,CS+,encoding,A8m,109,0.6304641356600325
ptsd,CS+,encoding,A8m,110,0.2868690773624138
ptsd,CS+,encoding,A8m,111,0.040090977250836296
ptsd,CS+,encoding,A8m,112,0.2706480176534323
ptsd,CS+,encoding,A8m,113,0.2509374314350102
ptsd,CS+,encoding,A8m,114,0.1687522059831229
ptsd,CS+,encoding,A8m,115,0.015677895435907627
ptsd,CS+,encoding,A8m,116,0.07941196069435019
ptsd,CS+,encoding,A8m,117,0.026398085460467006
ptsd,CS+,encoding,A8m,118,0.010922898789816901
ptsd,CS+,encoding,A8m,121,0.43202050975812345
ptsd,CS+,encoding,A8m,122,0.17338645328884125
ptsd,CS+,encoding,A8m,123,0.21496421568649918
ptsd,CS+,encoding,A8m,124,0.7923486988704366
ptsd,CS+,encoding,A8m,125,0.26304057655013857
ptsd,CS+,encoding,A6m,101,0.5057116102270928
ptsd,CS+,encoding,A6m,102,0.04316986828447219
ptsd,CS+,encoding,A6m,103,0.2544034480546742
ptsd,CS+,encoding,A6m,104,0.15953582154676021
ptsd,CS+,encoding,A6m,105,0.05702964975241974
ptsd,CS+,encoding,A6m,106,0.18168155152022838
ptsd,CS+,encoding,A6m,107,0.2735253530138013
ptsd,CS+,encoding,A6m,108,0.16342711911205174
ptsd,CS+,encoding,A6m,109,0.48694232814638483
ptsd,CS+,encoding,A6m,110,0.08523783363782927
ptsd,CS+,encoding,A6m,111,0.04679096579204654
ptsd,CS+,encoding,A6m,112,0.20526199302212234
ptsd,CS+,encoding,A6m,113,0.24911242141406761
ptsd,CS+,encoding,A6m,114,0.07724050123927642
ptsd,CS+,encoding,A6m,115,0.06000356467437248
ptsd,CS+,encoding,A6m,116,0.1614172259074718
ptsd,CS+,encoding,A6m,117,0.16677049894626927
ptsd,CS+,encoding,A6m,118,0.05075843379241294
ptsd,CS+,encoding,A6m,121,0.11119891130743859
ptsd,CS+,encoding,A6m,122,0.23796810646452884
ptsd,CS+,encoding,A6m,123,0.3330970231089841
ptsd,CS+,encoding,A6m,124,0.5862290104586637
ptsd,CS+,encoding,A6m,125,0.12481469823781681
ptsd,CS+,encoding,hc_tail,101,-0.030936916624598545
ptsd,CS+,encoding,hc_tail,102,-0.02569088038433105
ptsd,CS+,encoding,hc_tail,103,0.036240956879698735
ptsd,CS+,encoding,hc_tail,104,0.031237033786466067
ptsd,CS+,encoding,hc_tail,105,0.05627664475081032
ptsd,CS+,encoding,hc_tail,106,-0.031031209201120007
ptsd,CS+,encoding,hc_tail,107,0.013904309565316887
ptsd,CS+,encoding,hc_tail,108,-0.03334140795189813
ptsd,CS+,encoding,hc_tail,109,0.03323691921162579
ptsd,CS+,encoding,hc_tail,110,-0.029863180104636525
ptsd,CS+,encoding,hc_tail,111,0.03613295182649455
ptsd,CS+,encoding,hc_tail,112,-0.032643494853803204
ptsd,CS+,encoding,hc_tail,113,-0.034950144532054216
ptsd,CS+,encoding,hc_tail,114,0.062423527852083
ptsd,CS+,encoding,hc_tail,115,0.009549422840374232
ptsd,CS+,encoding,hc_tail,116,-0.054563831133247774
ptsd,CS+,encoding,hc_tail,117,-0.04049300242732749
ptsd,CS+,encoding,hc_tail,118,0.035101927083251404
ptsd,CS+,encoding,hc_tail,121,0.012443741344391432
ptsd,CS+,encoding,hc_tail,122,-0.08960305604023117
ptsd,CS+,encoding,hc_tail,123,0.046211392293148044
ptsd,CS+,encoding,hc_tail,124,0.00873276964640031
ptsd,CS+,encoding,hc_tail,125,0.05639051964679043
ptsd,CS+,encoding,hc_body,101,0.09713338999355267
ptsd,CS+,encoding,hc_body,102,-0.008958010679171513
ptsd,CS+,encoding,hc_body,103,-0.006311648858758987
ptsd,CS+,encoding,hc_body,104,-0.003483802509342661
ptsd,CS+,encoding,hc_body,105,0.07433787878680587
ptsd,CS+,encoding,hc_body,106,0.0912135809640438
ptsd,CS+,encoding,hc_body,107,-0.004366348199711104
ptsd,CS+,encoding,hc_body,108,-0.01568093397001438
ptsd,CS+,encoding,hc_body,109,0.13595758179314668
ptsd,CS+,encoding,hc_body,110,0.014910800168890799
ptsd,CS+,encoding,hc_body,111,0.013789263601916976
ptsd,CS+,encoding,hc_body,112,0.0022025711283657438
ptsd,CS+,encoding,hc_body,113,0.07688219357008369
ptsd,CS+,encoding,hc_body,114,-0.011845604009423657
ptsd,CS+,encoding,hc_body,115,0.022110473601567225
ptsd,CS+,encoding,hc_body,116,-0.007663514899724668
ptsd,CS+,encoding,hc_body,117,0.08319636599573894
ptsd,CS+,encoding,hc_body,118,0.055616750037223994
ptsd,CS+,encoding,hc_body,121,0.15510952007719375
ptsd,CS+,encoding,hc_body,122,0.06310644980154882
ptsd,CS+,encoding,hc_body,123,-0.009441099055685567
ptsd,CS+,encoding,hc_body,124,-0.00834079145042396
ptsd,CS+,encoding,hc_body,125,0.035254189800922986
ptsd,CS+,encoding,hc_head,101,0.14511736812395568
ptsd,CS+,encoding,hc_head,102,0.011092465947686266
ptsd,CS+,encoding,hc_head,103,0.0451245853519378
ptsd,CS+,encoding,hc_head,104,0.028371187612125384
ptsd,CS+,encoding,hc_head,105,0.1557367668305804
ptsd,CS+,encoding,hc_head,106,0.06974928857405312
ptsd,CS+,encoding,hc_head,107,0.017435418336323442
ptsd,CS+,encoding,hc_head,108,0.09905666623222523
ptsd,CS+,encoding,hc_head,109,0.16248719974801762
ptsd,CS+,encoding,hc_head,110,0.034121781949012546
ptsd,CS+,encoding,hc_head,111,0.04386036576355413
ptsd,CS+,encoding,hc_head,112,0.06489621301815351
ptsd,CS+,encoding,hc_head,113,0.15046102498678784
ptsd,CS+,encoding,hc_head,114,0.06232580753650452
ptsd,CS+,encoding,hc_head,115,0.03315713751545055
ptsd,CS+,encoding,hc_head,116,0.022289305374071075
ptsd,CS+,encoding,hc_head,117,0.0972868291175177
ptsd,CS+,encoding,hc_head,118,0.0026207017328669815
ptsd,CS+,encoding,hc_head,121,0.1262327091034176
ptsd,CS+,encoding,hc_head,122,0.036861272258443274
ptsd,CS+,encoding,hc_head,123,0.10585345818067038
ptsd,CS+,encoding,hc_head,124,-0.0016432837400182233
ptsd,CS+,encoding,hc_head,125,0.03978350285989234
ptsd,CS+,encoding,amyg_bla,101,0.013396525290698345
ptsd,CS+,encoding,amyg_bla,102,0.02867824167532402
ptsd,CS+,encoding,amyg_bla,103,0.008158844488945216
ptsd,CS+,encoding,amyg_bla,104,-0.0026441383265128123
ptsd,CS+,encoding,amyg_bla,105,0.14977836020193797
ptsd,CS+,encoding,amyg_bla,106,0.007271578381370049
ptsd,CS+,encoding,amyg_bla,107,0.05231517040699628
ptsd,CS+,encoding,amyg_bla,108,-0.024535983656074782
ptsd,CS+,encoding,amyg_bla,109,0.06367826559820262
ptsd,CS+,encoding,amyg_bla,110,0.0034537171106940687
ptsd,CS+,encoding,amyg_bla,111,0.00949237184432621
ptsd,CS+,encoding,amyg_bla,112,0.047224705863995506
ptsd,CS+,encoding,amyg_bla,113,-0.022265320015780018
ptsd,CS+,encoding,amyg_bla,114,0.04171168483552902
ptsd,CS+,encoding,amyg_bla,115,-0.006434811472990683
ptsd,CS+,encoding,amyg_bla,116,-0.012224590753687694
ptsd,CS+,encoding,amyg_bla,117,0.17771046309355099
ptsd,CS+,encoding,amyg_bla,118,0.049910994471259094
ptsd,CS+,encoding,amyg_bla,121,0.02907369938279341
ptsd,CS+,encoding,amyg_bla,122,0.029083568100585804
ptsd,CS+,encoding,amyg_bla,123,0.0447096882506717
ptsd,CS+,encoding,amyg_bla,124,0.0798444880660259
ptsd,CS+,encoding,amyg_bla,125,0.017757851137544897
ptsd,CS+,encoding,amyg_cem,101,-0.061520159890394326
ptsd,CS+,encoding,amyg_cem,102,0.0988996534790831
ptsd,CS+,encoding,amyg_cem,103,0.007400470027995802
ptsd,CS+,encoding,amyg_cem,104,-0.045980614681955224
ptsd,CS+,encoding,amyg_cem,105,0.07165769151304414
ptsd,CS+,encoding,amyg_cem,106,0.057073456003300306
ptsd,CS+,encoding,amyg_cem,107,0.017028951815306725
ptsd,CS+,encoding,amyg_cem,108,-0.030099331414850106
ptsd,CS+,encoding,amyg_cem,109,-0.023333445404710218
ptsd,CS+,encoding,amyg_cem,110,0.016537120362488097
ptsd,CS+,encoding,amyg_cem,111,0.06910678534359363
ptsd,CS+,encoding,amyg_cem,112,-0.09639715049816971
ptsd,CS+,encoding,amyg_cem,113,-0.02890918753719613
ptsd,CS+,encoding,amyg_cem,114,-0.04253077642103677
ptsd,CS+,encoding,amyg_cem,115,0.012656722508453337
ptsd,CS+,encoding,amyg_cem,116,0.011988551497080651
ptsd,CS+,encoding,amyg_cem,117,-0.06990179860226861
ptsd,CS+,encoding,amyg_cem,118,0.017564478404289995
ptsd,CS+,encoding,amyg_cem,121,0.1230411134422307
ptsd,CS+,encoding,amyg_cem,122,-0.00178419111328972
ptsd,CS+,encoding,amyg_cem,123,0.03882979799871479
ptsd,CS+,encoding,amyg_cem,124,0.02066949083581628
ptsd,CS+,encoding,amyg_cem,125,-0.003922860721619141
ptsd,CS-,encoding,A32sg,101,0.10412878118891543
ptsd,CS-,encoding,A32sg,102,0.008823719083170554
ptsd,CS-,encoding,A32sg,103,0.4656910276176895
ptsd,CS-,encoding,A32sg,104,0.016503694698248052
ptsd,CS-,encoding,A32sg,105,0.00047985366489476384
ptsd,CS-,encoding,A32sg,106,0.05012444495388804
ptsd,CS-,encoding,A32sg,107,0.06385552474981691
ptsd,CS-,encoding,A32sg,108,0.030266243029704105
ptsd,CS-,encoding,A32sg,109,0.06782494618440146
ptsd,CS-,encoding,A32sg,110,0.04492890798307328
ptsd,CS-,encoding,A32sg,111,-0.013855691152410048
ptsd,CS-,encoding,A32sg,112,0.04873999144302257
ptsd,CS-,encoding,A32sg,113,0.02849337568401902
ptsd,CS-,encoding,A32sg,114,0.07216425166218092
ptsd,CS-,encoding,A32sg,115,0.016081082280412533
ptsd,CS-,encoding,A32sg,116,0.013631393292752456
ptsd,CS-,encoding,A32sg,117,0.07970465656063472
ptsd,CS-,encoding,A32sg,118,0.2780401940348302
ptsd,CS-,encoding,A32sg,121,0.3076022135831695
ptsd,CS-,encoding,A32sg,122,0.11339993844214054
ptsd,CS-,encoding,A32sg,123,0.22886354620552365
ptsd,CS-,encoding,A32sg,124,0.15700314342382612
ptsd,CS-,encoding,A32sg,125,0.12298506529281195
ptsd,CS-,encoding,A32p,101,0.07862656817534305
ptsd,CS-,encoding,A32p,102,0.036328937010587294
ptsd,CS-,encoding,A32p,103,0.058030571445076035
ptsd,CS-,encoding,A32p,104,0.20905481250798083
ptsd,CS-,encoding,A32p,105,0.027947415386010834
ptsd,CS-,encoding,A32p,106,0.06369616019800098
ptsd,CS-,encoding,A32p,107,0.03723247418461348
ptsd,CS-,encoding,A32p,108,0.05960032734776593
ptsd,CS-,encoding,A32p,109,0.013313560398395418
ptsd,CS-,encoding,A32p,110,0.05640477520234296
ptsd,CS-,encoding,A32p,111,-0.05053675150096816
ptsd,CS-,encoding,A32p,112,0.07363976806554319
ptsd,CS-,encoding,A32p,113,0.13414457756058695
ptsd,CS-,encoding,A32p,114,0.1047882859675439
ptsd,CS-,encoding,A32p,115,0.007945725355225577
ptsd,CS-,encoding,A32p,116,0.06565474117545095
ptsd,CS-,encoding,A32p,117,0.14221649253480628
ptsd,CS-,encoding,A32p,118,-0.0020341027682349916
ptsd,CS-,encoding,A32p,121,0.4481573465175115
ptsd,CS-,encoding,A32p,122,0.05030548992805575
ptsd,CS-,encoding,A32p,123,0.08242169703002346
ptsd,CS-,encoding,A32p,124,0.4251474911857257
ptsd,CS-,encoding,A32p,125,0.07911679751808516
ptsd,CS-,encoding,A24cd,101,0.05154645996763582
ptsd,CS-,encoding,A24cd,102,-0.009719907041714347
ptsd,CS-,encoding,A24cd,103,0.05905777104475499
ptsd,CS-,encoding,A24cd,104,0.1997151184572018
ptsd,CS-,encoding,A24cd,105,0.09211732611319921
ptsd,CS-,encoding,A24cd,106,0.04963526001671813
ptsd,CS-,encoding,A24cd,107,0.03281674317308772
ptsd,CS-,encoding,A24cd,108,0.21463625730117855
ptsd,CS-,encoding,A24cd,109,0.08065979924130771
ptsd,CS-,encoding,A24cd,110,0.04036548189241841
ptsd,CS-,encoding,A24cd,111,0.0037191213375084137
ptsd,CS-,encoding,A24cd,112,0.09424533328781032
ptsd,CS-,encoding,A24cd,113,0.0777379345782049
ptsd,CS-,encoding,A24cd,114,0.41692101350589383
ptsd,CS-,encoding,A24cd,115,0.014935889311113464
ptsd,CS-,encoding,A24cd,116,0.1606416621959394
ptsd,CS-,encoding,A24cd,117,0.10021576312293316
ptsd,CS-,encoding,A24cd,118,0.029329315122290818
ptsd,CS-,encoding,A24cd,121,0.30489082850397203
ptsd,CS-,encoding,A24cd,122,0.18267238945857942
ptsd,CS-,encoding,A24cd,123,0.22408640460424856
ptsd,CS-,encoding,A24cd,124,0.36385408481620546
ptsd,CS-,encoding,A24cd,125,0.3914601875761765
ptsd,CS-,encoding,A24rv,101,-0.010061743645851098
ptsd,CS-,encoding,A24rv,102,-0.0037977335153313464
ptsd,CS-,encoding,A24rv,103,0.2100077096177426
ptsd,CS-,encoding,A24rv,104,2.5823169638944337e-05
ptsd,CS-,encoding,A24rv,105,0.11015646998896544
ptsd,CS-,encoding,A24rv,106,0.03699147377546699
ptsd,CS-,encoding,A24rv,107,0.04053850786873819
ptsd,CS-,encoding,A24rv,108,0.14086542164173224
ptsd,CS-,encoding,A24rv,109,0.19454832457012458
ptsd,CS-,encoding,A24rv,110,-0.009164533580638947
ptsd,CS-,encoding,A24rv,111,-0.009446055022331725
ptsd,CS-,encoding,A24rv,112,0.012128752024634738
ptsd,CS-,encoding,A24rv,113,0.1336196818010856
ptsd,CS-,encoding,A24rv,114,0.045421383465170356
ptsd,CS-,encoding,A24rv,115,-0.007572276531070793
ptsd,CS-,encoding,A24rv,116,0.03647541958300154
ptsd,CS-,encoding,A24rv,117,0.03560763993026393
ptsd,CS-,encoding,A24rv,118,-0.00198544876080399
ptsd,CS-,encoding,A24rv,121,0.0025426963952126357
ptsd,CS-,encoding,A24rv,122,0.07913039011704512
ptsd,CS-,encoding,A24rv,123,0.2864209969164955
ptsd,CS-,encoding,A24rv,124,0.43895966145266097
ptsd,CS-,encoding,A24rv,125,0.015393256151254281
ptsd,CS-,encoding,A14m,101,0.05849847910973698
ptsd,CS-,encoding,A14m,102,0.031193294700114893
ptsd,CS-,encoding,A14m,103,0.2591428156780291
ptsd,CS-,encoding,A14m,104,0.18126022908593872
ptsd,CS-,encoding,A14m,105,0.024620789037736828
ptsd,CS-,encoding,A14m,106,0.20356605820234666
ptsd,CS-,encoding,A14m,107,0.17583652777159228
ptsd,CS-,encoding,A14m,108,0.03476153863293784
ptsd,CS-,encoding,A14m,109,0.12989021102982853
ptsd,CS-,encoding,A14m,110,0.026280217679013302
ptsd,CS-,encoding,A14m,111,0.004990659758217045
ptsd,CS-,encoding,A14m,112,0.06385956090433924
ptsd,CS-,encoding,A14m,113,0.13521068661126037
ptsd,CS-,encoding,A14m,114,0.08347021127233749
ptsd,CS-,encoding,A14m,115,0.013610460300698582
ptsd,CS-,encoding,A14m,116,0.019283462952081772
ptsd,CS-,encoding,A14m,117,0.05628412519361529
ptsd,CS-,encoding,A14m,118,0.4340370066862682
ptsd,CS-,encoding,A14m,121,0.6026081977771098
ptsd,CS-,encoding,A14m,122,0.0875027059314722
ptsd,CS-,encoding,A14m,123,0.39113149054613544
ptsd,CS-,encoding,A14m,124,0.20909024563336062
ptsd,CS-,encoding,A14m,125,0.22214230493107723
ptsd,CS-,encoding,A11m,101,0.026038637219924426
ptsd,CS-,encoding,A11m,102,0.0626244370877528
ptsd,CS-,encoding,A11m,103,0.35142339663649597
ptsd,CS-,encoding,A11m,104,0.20921772506746641
ptsd,CS-,encoding,A11m,105,0.042339997736547064
ptsd,CS-,encoding,A11m,106,0.07108081200908657
ptsd,CS-,encoding,A11m,107,0.04716141232521728
ptsd,CS-,encoding,A11m,108,0.05027333675718794
ptsd,CS-,encoding,A11m,109,0.06914049867393936
ptsd,CS-,encoding,A11m,110,-0.005213681546946867
ptsd,CS-,encoding,A11m,111,0.053629380117659914
ptsd,CS-,encoding,A11m,112,0.028364458042722734
ptsd,CS-,encoding,A11m,113,0.16419509203725685
ptsd,CS-,encoding,A11m,114,0.045218700821054364
ptsd,CS-,encoding,A11m,115,0.009256757370462618
ptsd,CS-,encoding,A11m,116,0.029886108797762854
ptsd,CS-,encoding,A11m,117,0.17839915336076778
ptsd,CS-,encoding,A11m,118,0.37964934428545444
ptsd,CS-,encoding,A11m,121,0.5720789647629589
ptsd,CS-,encoding,A11m,122,0.14643549546268345
ptsd,CS-,encoding,A11m,123,0.12403844221792666
ptsd,CS-,encoding,A11m,124,0.33888331207106615
ptsd,CS-,encoding,A11m,125,0.20863227225066794
ptsd,CS-,encoding,A13,101,0.044904440286609636
ptsd,CS-,encoding,A13,102,0.039639250944743604
ptsd,CS-,encoding,A13,103,0.045573188804629954
ptsd,CS-,encoding,A13,104,0.07180771699085847
ptsd,CS-,encoding,A13,105,0.04886458114043297
ptsd,CS-,encoding,A13,106,0.07152871172971809
ptsd,CS-,encoding,A13,107,0.02074736516152985
ptsd,CS-,encoding,A13,108,0.034325496832039205
ptsd,CS-,encoding,A13,109,0.020093280371321427
ptsd,CS-,encoding,A13,110,0.030755659221486535
ptsd,CS-,encoding,A13,111,0.016346954929921147
ptsd,CS-,encoding,A13,112,0.05010553260392615
ptsd,CS-,encoding,A13,113,0.037044584936003405
ptsd,CS-,encoding,A13,114,0.10956924118475223
ptsd,CS-,encoding,A13,115,0.0037075865146097673
ptsd,CS-,encoding,A13,116,-0.0006732926907195051
ptsd,CS-,encoding,A13,117,0.07402575085533745
ptsd,CS-,encoding,A13,118,0.33217063368009625
ptsd,CS-,encoding,A13,121,0.07530936399693373
ptsd,CS-,encoding,A13,122,0.08819504985298375
ptsd,CS-,encoding,A13,123,0.08959233284498179
ptsd,CS-,encoding,A13,124,0.13170142133323987
ptsd,CS-,encoding,A13,125,0.051794024892152665
ptsd,CS-,encoding,A10m,101,0.20192428089763698
ptsd,CS-,encoding,A10m,102,0.020122273802930486
ptsd,CS-,encoding,A10m,103,0.21892023609539477
ptsd,CS-,encoding,A10m,104,0.06439816724895582
ptsd,CS-,encoding,A10m,105,0.09007052368581633
ptsd,CS-,encoding,A10m,106,0.1699668162005759
ptsd,CS-,encoding,A10m,107,0.0495364339961186
ptsd,CS-,encoding,A10m,108,0.1412288588182059
ptsd,CS-,encoding,A10m,109,0.05397919872013221
ptsd,CS-,encoding,A10m,110,0.046086947476389
ptsd,CS-,encoding,A10m,111,0.0033845472977700017
ptsd,CS-,encoding,A10m,112,0.04668718047875118
ptsd,CS-,encoding,A10m,113,0.22536949424390793
ptsd,CS-,encoding,A10m,114,0.21702599096648167
ptsd,CS-,encoding,A10m,115,0.019730990361783295
ptsd,CS-,encoding,A10m,116,0.045694827282152704
ptsd,CS-,encoding,A10m,117,0.09250205417700941
ptsd,CS-,encoding,A10m,118,0.4967873815357057
ptsd,CS-,encoding,A10m,121,0.22472394289014933
ptsd,CS-,encoding,A10m,122,0.1665558302177056
ptsd,CS-,encoding,A10m,123,0.07580545578966359
ptsd,CS-,encoding,A10m,124,0.2980290274319572
ptsd,CS-,encoding,A10m,125,0.2693077366661664
ptsd,CS-,encoding,A9m,101,0.04295077025096078
ptsd,CS-,encoding,A9m,102,0.01606430203223917
ptsd,CS-,encoding,A9m,103,0.14484774590873867
ptsd,CS-,encoding,A9m,104,0.20729019537482438
ptsd,CS-,encoding,A9m,105,0.10282628900300479
ptsd,CS-,encoding,A9m,106,0.2636187195692782
ptsd,CS-,encoding,A9m,107,0.10294755686722595
ptsd,CS-,encoding,A9m,108,0.08606978646999643
ptsd,CS-,encoding,A9m,109,0.03753105947783678
ptsd,CS-,encoding,A9m,110,0.07635729750880442
ptsd,CS-,encoding,A9m,111,-0.017559509409336135
