group,condition,memory_phase,roi,subject,rsa
ptsd,CS-,encoding,A9m,112,0.03700044807828408
ptsd,CS-,encoding,A9m,113,0.0837642579301608
ptsd,CS-,encoding,A9m,114,0.014097092231421684
ptsd,CS-,encoding,A9m,115,0.03510382083197683
ptsd,CS-,encoding,A9m,116,0.19235274748566697
ptsd,CS-,encoding,A9m,117,0.06652975806118788
ptsd,CS-,encoding,A9m,118,0.16623946830476158
ptsd,CS-,encoding,A9m,121,0.44492018676700046
ptsd,CS-,encoding,A9m,122,-0.003406774133126447
ptsd,CS-,encoding,A9m,123,0.13388997518902132
ptsd,CS-,encoding,A9m,124,0.3221157836316078
ptsd,CS-,encoding,A9m,125,0.08168643534352331
ptsd,CS-,encoding,A8m,101,0.08714745211197895
ptsd,CS-,encoding,A8m,102,0.028988255996436667
ptsd,CS-,encoding,A8m,103,0.1305854021044089
ptsd,CS-,encoding,A8m,104,0.2312099017587366
ptsd,CS-,encoding,A8m,105,0.03713079200075334
ptsd,CS-,encoding,A8m,106,0.22884389952139175
ptsd,CS-,encoding,A8m,107,0.14218434325021265
ptsd,CS-,encoding,A8m,108,0.3723303955861297
ptsd,CS-,encoding,A8m,109,0.2980830429222369
ptsd,CS-,encoding,A8m,110,0.11247218815384466
ptsd,CS-,encoding,A8m,111,0.01673903990288846
ptsd,CS-,encoding,A8m,112,0.2681957563036803
ptsd,CS-,encoding,A8m,113,0.09739714957695932
ptsd,CS-,encoding,A8m,114,0.08156078282270839
ptsd,CS-,encoding,A8m,115,0.05032458006439227
ptsd,CS-,encoding,A8m,116,0.08088889739283935
ptsd,CS-,encoding,A8m,117,0.12252671586956342
ptsd,CS-,encoding,A8m,118,0.08581096558230465
ptsd,CS-,encoding,A8m,121,0.44999287614763994
ptsd,CS-,encoding,A8m,122,0.3386935212157376
ptsd,CS-,encoding,A8m,123,0.08519759771867506
ptsd,CS-,encoding,A8m,124,0.9094603325954151
ptsd,CS-,encoding,A8m,125,0.26850446029678515
ptsd,CS-,encoding,A6m,101,0.1308234320201186
ptsd,CS-,encoding,A6m,102,0.01988700909540254
ptsd,CS-,encoding,A6m,103,0.22558393483752137
ptsd,CS-,encoding,A6m,104,0.05483907842925674
ptsd,CS-,encoding,A6m,105,0.08184817138949056
ptsd,CS-,encoding,A6m,106,0.27258549239499036
ptsd,CS-,encoding,A6m,107,0.07897722856703908
ptsd,CS-,encoding,A6m,108,0.1883363021946819
ptsd,CS-,encoding,A6m,109,0.15153977477463312
ptsd,CS-,encoding,A6m,110,0.038570426169318904
ptsd,CS-,encoding,A6m,111,0.04736048019187326
ptsd,CS-,encoding,A6m,112,0.18471858180066672
ptsd,CS-,encoding,A6m,113,0.34910253450908024
ptsd,CS-,encoding,A6m,114,0.07083637910537657
ptsd,CS-,encoding,A6m,115,0.04756775836926329
ptsd,CS-,encoding,A6m,116,0.16993092139987054
ptsd,CS-,encoding,A6m,117,0.3173650816969837
ptsd,CS-,encoding,A6m,118,0.07356507771428261
ptsd,CS-,encoding,A6m,121,0.3125612178208571
ptsd,CS-,encoding,A6m,122,0.17634063129930408
ptsd,CS-,encoding,A6m,123,0.2610709261643369
ptsd,CS-,encoding,A6m,124,0.610914171393409
ptsd,CS-,encoding,A6m,125,0.20604108781548958
ptsd,CS-,encoding,hc_tail,101,0.0862224799752083
ptsd,CS-,encoding,hc_tail,102,0.027084515866049624
ptsd,CS-,encoding,hc_tail,103,0.06694927162355259
ptsd,CS-,encoding,hc_tail,104,-0.03300017637477704
ptsd,CS-,encoding,hc_tail,105,0.17584662207635776
ptsd,CS-,encoding,hc_tail,106,0.05019907890651586
ptsd,CS-,encoding,hc_tail,107,0.002503082154899008
ptsd,CS-,encoding,hc_tail,108,0.08169476113278185
ptsd,CS-,encoding,hc_tail,109,-0.017680145908483852
ptsd,CS-,encoding,hc_tail,110,-0.013428355293286386
ptsd,CS-,encoding,hc_tail,111,-0.0020730616743665333
ptsd,CS-,encoding,hc_tail,112,-0.01643285635301282
ptsd,CS-,encoding,hc_tail,113,0.03009591027879753
ptsd,CS-,encoding,hc_tail,114,0.12010338069906451
ptsd,CS-,encoding,hc_tail,115,-0.012942185217927983
ptsd,CS-,encoding,hc_tail,116,-0.0045523212388634965
ptsd,CS-,encoding,hc_tail,117,-0.0010224868917234908
ptsd,CS-,encoding,hc_tail,118,0.01669557342089141
ptsd,CS-,encoding,hc_tail,121,-0.022006745438301695
ptsd,CS-,encoding,hc_tail,122,0.026436887725015616
ptsd,CS-,encoding,hc_tail,123,0.07547495915523254
ptsd,CS-,encoding,hc_tail,124,0.00589619548168262
ptsd,CS-,encoding,hc_tail,125,0.026956219791409934
ptsd,CS-,encoding,hc_body,101,0.1708863149049704
ptsd,CS-,encoding,hc_body,102,0.04076673201481909
ptsd,CS-,encoding,hc_body,103,-0.009541336171605257
ptsd,CS-,encoding,hc_body,104,0.01459668908073018
ptsd,CS-,encoding,hc_body,105,-0.017068408702010828
ptsd,CS-,encoding,hc_body,106,0.10647600734029555
ptsd,CS-,encoding,hc_body,107,-0.031554941731370245
ptsd,CS-,encoding,hc_body,108,0.030673324206188717
ptsd,CS-,encoding,hc_body,109,-0.00317358532435907
ptsd,CS-,encoding,hc_body,110,-0.009650850464039403
ptsd,CS-,encoding,hc_body,111,-0.02607884336173966
ptsd,CS-,encoding,hc_body,112,0.0012127110144515973
ptsd,CS-,encoding,hc_body,113,0.039854852428544744
ptsd,CS-,encoding,hc_body,114,-0.03440414085567678
ptsd,CS-,encoding,hc_body,115,-0.012224672406629169
ptsd,CS-,encoding,hc_body,116,0.014487502026557138
ptsd,CS-,encoding,hc_body,117,-0.005860656919677265
ptsd,CS-,encoding,hc_body,118,0.056282162750145005
ptsd,CS-,encoding,hc_body,121,0.20512362300118542
ptsd,CS-,encoding,hc_body,122,0.16374064949613382
ptsd,CS-,encoding,hc_body,123,-0.030197626970239373
ptsd,CS-,encoding,hc_body,124,0.09758359860417537
ptsd,CS-,encoding,hc_body,125,-0.030802629607723286
ptsd,CS-,encoding,hc_head,101,0.09846559600882622
ptsd,CS-,encoding,hc_head,102,0.005477948474738906
ptsd,CS-,encoding,hc_head,103,0.017439954868442673
ptsd,CS-,encoding,hc_head,104,0.022808278331498864
ptsd,CS-,encoding,hc_head,105,0.033459956551470306
ptsd,CS-,encoding,hc_head,106,0.06266565014070549
ptsd,CS-,encoding,hc_head,107,0.01924905446548631
ptsd,CS-,encoding,hc_head,108,0.07735422236607008
ptsd,CS-,encoding,hc_head,109,0.08066882852083199
ptsd,CS-,encoding,hc_head,110,0.0013816578125911772
ptsd,CS-,encoding,hc_head,111,0.03392732307799647
ptsd,CS-,encoding,hc_head,112,0.010523111634377616
ptsd,CS-,encoding,hc_head,113,0.07193114229766889
ptsd,CS-,encoding,hc_head,114,0.019808452538514057
ptsd,CS-,encoding,hc_head,115,0.042664693905063396
ptsd,CS-,encoding,hc_head,116,0.09965205529307124
ptsd,CS-,encoding,hc_head,117,0.027242647755425734
ptsd,CS-,encoding,hc_head,118,0.05362143864574473
ptsd,CS-,encoding,hc_head,121,0.10798320588214105
ptsd,CS-,encoding,hc_head,122,0.06823442258595429
ptsd,CS-,encoding,hc_head,123,0.06885955135459189
ptsd,CS-,encoding,hc_head,124,0.05809531824001635
ptsd,CS-,encoding,hc_head,125,0.030530658033543854
ptsd,CS-,encoding,amyg_bla,101,-0.005414838836609998
ptsd,CS-,encoding,amyg_bla,102,0.005209864557619295
ptsd,CS-,encoding,amyg_bla,103,0.04354311909730781
ptsd,CS-,encoding,amyg_bla,104,0.047470101413418786
ptsd,CS-,encoding,amyg_bla,105,0.029183540097662553
ptsd,CS-,encoding,amyg_bla,106,-0.0066360265300872785
ptsd,CS-,encoding,amyg_bla,107,0.05874635652590305
ptsd,CS-,encoding,amyg_bla,108,0.0065388512540669064
ptsd,CS-,encoding,amyg_bla,109,0.06457107540595988
ptsd,CS-,encoding,amyg_bla,110,-0.003417987751540938
ptsd,CS-,encoding,amyg_bla,111,0.027290510289074792
ptsd,CS-,encoding,amyg_bla,112,0.011434186979592247
ptsd,CS-,encoding,amyg_bla,113,0.04388773935035922
ptsd,CS-,encoding,amyg_bla,114,-0.01042518158977619
ptsd,CS-,encoding,amyg_bla,115,0.01086560708713203
ptsd,CS-,encoding,amyg_bla,116,0.03185789387297186
ptsd,CS-,encoding,amyg_bla,117,0.0051180403580364285
ptsd,CS-,encoding,amyg_bla,118,0.04631187321528508
ptsd,CS-,encoding,amyg_bla,121,0.009637826567055212
ptsd,CS-,encoding,amyg_bla,122,0.020724611729067626
ptsd,CS-,encoding,amyg_bla,123,0.03325950979688271
ptsd,CS-,encoding,amyg_bla,124,-0.01101644453875958
ptsd,CS-,encoding,amyg_bla,125,0.007494700607241571
ptsd,CS-,encoding,amyg_cem,101,-0.07032894952183583
ptsd,CS-,encoding,amyg_cem,102,0.0020527470037623435
ptsd,CS-,encoding,amyg_cem,103,-0.01530137899661449
ptsd,CS-,encoding,amyg_cem,104,0.006653103283184541
ptsd,CS-,encoding,amyg_cem,105,-0.05647039793707425
ptsd,CS-,encoding,amyg_cem,106,0.09271822779483122
ptsd,CS-,encoding,amyg_cem,107,0.005619877537796489
ptsd,CS-,encoding,amyg_cem,108,0.04441718106595147
ptsd,CS-,encoding,amyg_cem,109,0.002647088016466075
ptsd,CS-,encoding,amyg_cem,110,-0.033833460579356885
ptsd,CS-,encoding,amyg_cem,111,0.09290995652275608
ptsd,CS-,encoding,amyg_cem,112,-0.016866915025604827
ptsd,CS-,encoding,amyg_cem,113,0.10494271162266679
ptsd,CS-,encoding,amyg_cem,114,0.011159197692169123
ptsd,CS-,encoding,amyg_cem,115,-0.008356385677816158
ptsd,CS-,encoding,amyg_cem,116,0.07799459228389816
ptsd,CS-,encoding,amyg_cem,117,0.03835803520740299
ptsd,CS-,encoding,amyg_cem,118,-0.035023754932187415
ptsd,CS-,encoding,amyg_cem,121,0.024576728218850576
ptsd,CS-,encoding,amyg_cem,122,0.03268450953524813
ptsd,CS-,encoding,amyg_cem,123,-0.018506959731096777
ptsd,CS-,encoding,amyg_cem,124,0.008378123405064122
ptsd,CS-,encoding,amyg_cem,125,-0.004479113781070038
ptsd,CS+,retrieval,A32sg,101,0.12309651621191972
ptsd,CS+,retrieval,A32sg,102,-0.0021285974217496065
ptsd,CS+,retrieval,A32sg,103,0.41599462200647525
ptsd,CS+,retrieval,A32sg,104,0.025044230204721834
ptsd,CS+,retrieval,A32sg,105,0.10088168001589787
ptsd,CS+,retrieval,A32sg,106,0.09356241983012886
ptsd,CS+,retrieval,A32sg,107,0.43161740427443507
ptsd,CS+,retrieval,A32sg,108,0.05742761038920244
ptsd,CS+,retrieval,A32sg,109,0.02128701265363009
ptsd,CS+,retrieval,A32sg,110,-0.03166261662621884
ptsd,CS+,retrieval,A32sg,111,-0.008307353423245182
ptsd,CS+,retrieval,A32sg,112,0.28992245858467225
ptsd,CS+,retrieval,A32sg,113,0.23414800919930334
ptsd,CS+,retrieval,A32sg,114,0.06891079252095653
ptsd,CS+,retrieval,A32sg,115,0.006140928716043064
ptsd,CS+,retrieval,A32sg,116,-0.010982611782853471
ptsd,CS+,retrieval,A32sg,117,0.08371801639820277
ptsd,CS+,retrieval,A32sg,118,0.017217634858733417
ptsd,CS+,retrieval,A32sg,121,0.2301886011256157
ptsd,CS+,retrieval,A32sg,122,0.5153936683675118
ptsd,CS+,retrieval,A32sg,123,0.1829207738073533
ptsd,CS+,retrieval,A32sg,124,0.04298389352856313
ptsd,CS+,retrieval,A32sg,125,0.11949351088038879
ptsd,CS+,retrieval,A32p,101,0.20969192253847774
ptsd,CS+,retrieval,A32p,102,-0.006606340097836696
ptsd,CS+,retrieval,A32p,103,-0.011349960387027753
ptsd,CS+,retrieval,A32p,104,0.05864403952781968
ptsd,CS+,retrieval,A32p,105,0.24352749178044028
ptsd,CS+,retrieval,A32p,106,0.06808689475830337
ptsd,CS+,retrieval,A32p,107,0.2194704910121724
ptsd,CS+,retrieval,A32p,108,0.3725003548252125
ptsd,CS+,retrieval,A32p,109,-0.02267918027565674
ptsd,CS+,retrieval,A32p,110,0.2898554245359935
ptsd,CS+,retrieval,A32p,111,0.004127973500410663
ptsd,CS+,retrieval,A32p,112,0.16810875936376315
ptsd,CS+,retrieval,A32p,113,0.8464291816784275
ptsd,CS+,retrieval,A32p,114,0.10942957501336273
ptsd,CS+,retrieval,A32p,115,-0.2180976329943035
ptsd,CS+,retrieval,A32p,116,0.003915970213433359
ptsd,CS+,retrieval,A32p,117,0.576996387800286
ptsd,CS+,retrieval,A32p,118,-0.11278255306682855
ptsd,CS+,retrieval,A32p,121,0.39399267542603345
ptsd,CS+,retrieval,A32p,122,0.4122228307143496
ptsd,CS+,retrieval,A32p,123,0.08734509965755953
ptsd,CS+,retrieval,A32p,124,0.07464115880895632
ptsd,CS+,retrieval,A32p,125,0.2141658042057537
ptsd,CS+,retrieval,A24cd,101,0.20985933820822453
ptsd,CS+,retrieval,A24cd,102,0.0737003678163868
ptsd,CS+,retrieval,A24cd,103,0.13551348416389902
ptsd,CS+,retrieval,A24cd,104,0.0232296818152521
ptsd,CS+,retrieval,A24cd,105,0.18861470982271503
ptsd,CS+,retrieval,A24cd,106,0.1704418680422041
ptsd,CS+,retrieval,A24cd,107,-0.040015503732659205
ptsd,CS+,retrieval,A24cd,108,0.39612153022529834
ptsd,CS+,retrieval,A24cd,109,-0.002276608558045111
ptsd,CS+,retrieval,A24cd,110,0.24509353794213443
ptsd,CS+,retrieval,A24cd,111,-0.03187017264971914
ptsd,CS+,retrieval,A24cd,112,0.16092731929224216
ptsd,CS+,retrieval,A24cd,113,0.1148551631975793
ptsd,CS+,retrieval,A24cd,114,0.015081373315319347
ptsd,CS+,retrieval,A24cd,115,-0.026708196035057447
ptsd,CS+,retrieval,A24cd,116,0.049197710067086876
ptsd,CS+,retrieval,A24cd,117,-0.2109603174241246
ptsd,CS+,retrieval,A24cd,118,-0.02854064507815997
ptsd,CS+,retrieval,A24cd,121,0.24734856395703014
ptsd,CS+,retrieval,A24cd,122,0.25918950322539264
ptsd,CS+,retrieval,A24cd,123,0.23524347909508103
ptsd,CS+,retrieval,A24cd,124,0.36798049602054356
ptsd,CS+,retrieval,A24cd,125,0.7371591459860196
ptsd,CS+,retrieval,A24rv,101,0.023302417592821
ptsd,CS+,retrieval,A24rv,102,0.015728326062169885
ptsd,CS+,retrieval,A24rv,103,0.19208040805786813
ptsd,CS+,retrieval,A24rv,104,0.008416020440096383
ptsd,CS+,retrieval,A24rv,105,0.06156266273691727
ptsd,CS+,retrieval,A24rv,106,0.05715053862161146
ptsd,CS+,retrieval,A24rv,107,0.05133929271317306
ptsd,CS+,retrieval,A24rv,108,0.14698418464590243
ptsd,CS+,retrieval,A24rv,109,-0.1926714695235595
ptsd,CS+,retrieval,A24rv,110,-0.026381926397873096
ptsd,CS+,retrieval,A24rv,111,0.011187321158800124
ptsd,CS+,retrieval,A24rv,112,0.07615214801981351
ptsd,CS+,retrieval,A24rv,113,0.04166856452525353
ptsd,CS+,retrieval,A24rv,114,-0.008607738155235788
ptsd,CS+,retrieval,A24rv,115,-0.0385991706709771
ptsd,CS+,retrieval,A24rv,116,0.03080891167937183
ptsd,CS+,retrieval,A24rv,117,-0.01554041191484591
ptsd,CS+,retrieval,A24rv,118,0.040257592385710056
ptsd,CS+,retrieval,A24rv,121,0.10389708679983586
ptsd,CS+,retrieval,A24rv,122,0.22191455283563516
ptsd,CS+,retrieval,A24rv,123,0.0853142868717538
ptsd,CS+,retrieval,A24rv,124,0.035060693635406745
ptsd,CS+,retrieval,A24rv,125,-0.0029064893789116112
ptsd,CS+,retrieval,A14m,101,0.23651024693834413
ptsd,CS+,retrieval,A14m,102,0.003429910978818138
ptsd,CS+,retrieval,A14m,103,0.2557240340081923
ptsd,CS+,retrieval,A14m,104,0.07832648225593966
ptsd,CS+,retrieval,A14m,105,0.25306710603802623
ptsd,CS+,retrieval,A14m,106,0.62686332368507
ptsd,CS+,retrieval,A14m,107,0.6386872375012103
ptsd,CS+,retrieval,A14m,108,0.029260877907000993
ptsd,CS+,retrieval,A14m,109,0.029339213526381542
ptsd,CS+,retrieval,A14m,110,0.012115502418058218
ptsd,CS+,retrieval,A14m,111,0.011067091946505233
ptsd,CS+,retrieval,A14m,112,0.5554550669621856
ptsd,CS+,retrieval,A14m,113,0.22321072526928606
ptsd,CS+,retrieval,A14m,114,0.04656335937753128
ptsd,CS+,retrieval,A14m,115,0.03470996381558575
ptsd,CS+,retrieval,A14m,116,-0.001955481946198808
ptsd,CS+,retrieval,A14m,117,0.09139959378454347
ptsd,CS+,retrieval,A14m,118,0.0259303823486896
ptsd,CS+,retrieval,A14m,121,0.33162023501751875
ptsd,CS+,retrieval,A14m,122,0.2875439488911866
ptsd,CS+,retrieval,A14m,123,0.07348694763506226
ptsd,CS+,retrieval,A14m,124,0.3039592755569372
ptsd,CS+,retrieval,A14m,125,0.2229655910012963
ptsd,CS+,retrieval,A11m,101,0.036202871120162745
ptsd,CS+,retrieval,A11m,102,-0.009571657427998878
ptsd,CS+,retrieval,A11m,103,0.13894708122714883
ptsd,CS+,retrieval,A11m,104,0.09121369510882633
ptsd,CS+,retrieval,A11m,105,0.05528045230557056
ptsd,CS+,retrieval,A11m,106,0.43514599826406575
ptsd,CS+,retrieval,A11m,107,0.16998636577416687
ptsd,CS+,retrieval,A11m,108,-0.018852104415443882
ptsd,CS+,retrieval,A11m,109,0.006752035051218196
ptsd,CS+,retrieval,A11m,110,-0.02593321723191486
ptsd,CS+,retrieval,A11m,111,0.009608111760195055
ptsd,CS+,retrieval,A11m,112,0.408764645082195
ptsd,CS+,retrieval,A11m,113,0.13696086440855748
ptsd,CS+,retrieval,A11m,114,0.01864638211608635
ptsd,CS+,retrieval,A11m,115,0.007733217892788922
ptsd,CS+,retrieval,A11m,116,-0.009912112979943329
ptsd,CS+,retrieval,A11m,117,0.05210462778433383
ptsd,CS+,retrieval,A11m,118,0.04867703846321712
ptsd,CS+,retrieval,A11m,121,0.34932737233209654
ptsd,CS+,retrieval,A11m,122,0.15419435319450495
ptsd,CS+,retrieval,A11m,123,0.05502576828011466
ptsd,CS+,retrieval,A11m,124,0.3193910320584458
ptsd,CS+,retrieval,A11m,125,0.25013429019629907
ptsd,CS+,retrieval,A13,101,0.07376058369785904
ptsd,CS+,retrieval,A13,102,-0.00881326178035277
ptsd,CS+,retrieval,A13,103,0.05483584493278279
ptsd,CS+,retrieval,A13,104,0.013306854562102056
ptsd,CS+,retrieval,A13,105,0.04724204104804906
ptsd,CS+,retrieval,A13,106,-0.009579892029525028
ptsd,CS+,retrieval,A13,107,0.008541421654503438
ptsd,CS+,retrieval,A13,108,0.04077445639356165
ptsd,CS+,retrieval,A13,109,0.009391536894030068
ptsd,CS+,retrieval,A13,110,0.00028214510421713994
ptsd,CS+,retrieval,A13,111,0.032338808221985496
ptsd,CS+,retrieval,A13,112,0.0808505380563219
ptsd,CS+,retrieval,A13,113,0.08398525552753633
ptsd,CS+,retrieval,A13,114,-0.02407651754873604
ptsd,CS+,retrieval,A13,115,0.024815106429493344
ptsd,CS+,retrieval,A13,116,0.002150662289744263
ptsd,CS+,retrieval,A13,117,0.0841733815062946
ptsd,CS+,retrieval,A13,118,0.019309027415901965
ptsd,CS+,retrieval,A13,121,0.02242722614106325
ptsd,CS+,retrieval,A13,122,0.11451051267712743
ptsd,CS+,retrieval,A13,123,0.004562445981534927
ptsd,CS+,retrieval,A13,124,0.09791696555603142
ptsd,CS+,retrieval,A13,125,0.10356649414383286
ptsd,CS+,retrieval,A10m,101,0.1884128309096662
ptsd,CS+,retrieval,A10m,102,-0.015489890479986173
ptsd,CS+,retrieval,A10m,103,0.2569166263803007
ptsd,CS+,retrieval,A10m,104,0.0414705558016926
ptsd,CS+,retrieval,A10m,105,0.09820665481560355
ptsd,CS+,retrieval,A10m,106,0.4610455125137547
ptsd,CS+,retrieval,A10m,107,0.09336666423483037
ptsd,CS+,retrieval,A10m,108,0.09808948994892358
ptsd,CS+,retrieval,A10m,109,0.04445538044439842
ptsd,CS+,retrieval,A10m,110,-0.05411975878827481
ptsd,CS+,retrieval,A10m,111,0.0010042838253736064
ptsd,CS+,retrieval,A10m,112,0.3270412718827168
ptsd,CS+,retrieval,A10m,113,0.5489824994057193
ptsd,CS+,retrieval,A10m,114,0.023090216268427704
ptsd,CS+,retrieval,A10m,115,0.06464841388135951
ptsd,CS+,retrieval,A10m,116,0.00970686123672208
ptsd,CS+,retrieval,A10m,117,0.16253858618884298
ptsd,CS+,retrieval,A10m,118,0.06676975237783768
ptsd,CS+,retrieval,A10m,121,0.1347518629958556
ptsd,CS+,retrieval,A10m,122,0.27964872202286817
ptsd,CS+,retrieval,A10m,123,0.050489406924389926
ptsd,CS+,retrieval,A10m,124,0.04300990320824398
ptsd,CS+,retrieval,A10m,125,0.49648761220690657
ptsd,CS+,retrieval,A9m,101,0.11076611613695912
ptsd,CS+,retrieval,A9m,102,0.004008495003226874
ptsd,CS+,retrieval,A9m,103,0.0857465272669819
ptsd,CS+,retrieval,A9m,104,0.03667746307280504
ptsd,CS+,retrieval,A9m,105,0.37885306817074954
ptsd,CS+,retrieval,A9m,106,0.3001672081448008
ptsd,CS+,retrieval,A9m,107,-0.03821155844405369
ptsd,CS+,retrieval,A9m,108,0.12133424397104614
ptsd,CS+,retrieval,A9m,109,0.0023652696583503583
ptsd,CS+,retrieval,A9m,110,0.18673013077247103
ptsd,CS+,retrieval,A9m,111,0.015070752811656133
ptsd,CS+,retrieval,A9m,112,-0.2389695175996017
ptsd,CS+,retrieval,A9m,113,0.6230466315473301
ptsd,CS+,retrieval,A9m,114,0.00917398969379239
ptsd,CS+,retrieval,A9m,115,0.017038193001674744
ptsd,CS+,retrieval,A9m,116,0.024416495798102282
ptsd,CS+,retrieval,A9m,117,0.36098345949432464
ptsd,CS+,retrieval,A9m,118,-0.09036513238031461
ptsd,CS+,retrieval,A9m,121,0.33842764266964764
ptsd,CS+,retrieval,A9m,122,-0.27889545818547057
ptsd,CS+,retrieval,A9m,123,0.276460507887224
ptsd,CS+,retrieval,A9m,124,0.17673337319563295
ptsd,CS+,retrieval,A9m,125,0.11391088877086766
ptsd,CS+,retrieval,A8m,101,0.9315206033151152
ptsd,CS+,retrieval,A8m,102,0.24654242904330018
ptsd,CS+,retrieval,A8m,103,0.24952800138881168
ptsd,CS+,retrieval,A8m,104,0.043277799701930485
ptsd,CS+,retrieval,A8m,105,0.2426612941079873
ptsd,CS+,retrieval,A8m,106,0.5674533841281664
ptsd,CS+,retrieval,A8m,107,0.27398834785913284
ptsd,CS+,retrieval,A8m,108,0.5112519877301018
ptsd,CS+,retrieval,A8m,109,0.005689862277547739
ptsd,CS+,retrieval,A8m,110,0.45920035489646727
ptsd,CS+,retrieval,A8m,111,0.05094042380469007
ptsd,CS+,retrieval,A8m,112,0.32429839739744504
ptsd,CS+,retrieval,A8m,113,0.5949758648996625
ptsd,CS+,retrieval,A8m,114,0.16254476379397242
ptsd,CS+,retrieval,A8m,115,0.022278745429225366
ptsd,CS+,retrieval,A8m,116,0.14465681345531975
ptsd,CS+,retrieval,A8m,117,0.09737018548747144
ptsd,CS+,retrieval,A8m,118,-0.016322741571364506
ptsd,CS+,retrieval,A8m,121,0.12085039453971619
ptsd,CS+,retrieval,A8m,122,-0.021969079285585964
ptsd,CS+,retrieval,A8m,123,0.19628230505542366
ptsd,CS+,retrieval,A8m,124,0.27977015953789486
ptsd,CS+,retrieval,A8m,125,-0.014321842721478534
ptsd,CS+,retrieval,A6m,101,0.1775470331260604
ptsd,CS+,retrieval,A6m,102,0.05990920341348023
ptsd,CS+,retrieval,A6m,103,-0.02447510432009461
ptsd,CS+,retrieval,A6m,104,0.05975134415124731
ptsd,CS+,retrieval,A6m,105,0.08921635385287355
ptsd,CS+,retrieval,A6m,106,0.17155413510027556
ptsd,CS+,retrieval,A6m,107,0.5984177047082226
ptsd,CS+,retrieval,A6m,108,0.3709007154691183
ptsd,CS+,retrieval,A6m,109,0.0154567578041209
ptsd,CS+,retrieval,A6m,110,0.11526510894063538
ptsd,CS+,retrieval,A6m,111,0.01908749415663339
ptsd,CS+,retrieval,A6m,112,0.28050493784266634
ptsd,CS+,retrieval,A6m,113,0.2985523658164111
ptsd,CS+,retrieval,A6m,114,0.05297183096708549
ptsd,CS+,retrieval,A6m,115,0.0007514983096638455
ptsd,CS+,retrieval,A6m,116,0.27368645114528967
ptsd,CS+,retrieval,A6m,117,-0.1545882918823437
ptsd,CS+,retrieval,A6m,118,-0.10436856332984536
ptsd,CS+,retrieval,A6m,121,0.11790132298274436
ptsd,CS+,retrieval,A6m,122,-0.23808594421129411
ptsd,CS+,retrieval,A6m,123,0.10249796055257598
ptsd,CS+,retrieval,A6m,124,0.1593923968675806
ptsd,CS+,retrieval,A6m,125,0.08178159226830425
ptsd,CS+,retrieval,hc_tail,101,-0.0065222149584345645
ptsd,CS+,retrieval,hc_tail,102,0.02602692379898475
ptsd,CS+,retrieval,hc_tail,103,0.022203978755921443
ptsd,CS+,retrieval,hc_tail,104,0.0063595958021990815
ptsd,CS+,retrieval,hc_tail,105,0.07355868962229058
ptsd,CS+,retrieval,hc_tail,106,-0.004987058127249081
ptsd,CS+,retrieval,hc_tail,107,-0.007438596510701441
ptsd,CS+,retrieval,hc_tail,108,-7.787698327257588e-05
ptsd,CS+,retrieval,hc_tail,109,0.045200185551348054
ptsd,CS+,retrieval,hc_tail,110,-0.02135977676840289
ptsd,CS+,retrieval,hc_tail,111,-0.030356155998161032
ptsd,CS+,retrieval,hc_tail,112,0.02595056913160175
ptsd,CS+,retrieval,hc_tail,113,0.02943414682071513
ptsd,CS+,retrieval,hc_tail,114,-0.032567538858306176
ptsd,CS+,retrieval,hc_tail,115,-0.019561457977252047
ptsd,CS+,retrieval,hc_tail,116,-0.006547822802346248
ptsd,CS+,retrieval,hc_tail,117,0.04265107362111115
ptsd,CS+,retrieval,hc_tail,118,0.00010421919426102327
ptsd,CS+,retrieval,hc_tail,121,-0.016206818825582087
ptsd,CS+,retrieval,hc_tail,122,0.017051403379878347
ptsd,CS+,retrieval,hc_tail,123,0.03820140435223914
ptsd,CS+,retrieval,hc_tail,124,0.002054597968032764
ptsd,CS+,retrieval,hc_tail,125,-0.11580649106500845
ptsd,CS+,retrieval,hc_body,101,-0.014832937230677872
ptsd,CS+,retrieval,hc_body,102,-0.005137986858854604
ptsd,CS+,retrieval,hc_body,103,-0.000293808745519713
ptsd,CS+,retrieval,hc_body,104,0.022830592010581584
ptsd,CS+,retrieval,hc_body,105,0.032362773588484176
ptsd,CS+,retrieval,hc_body,106,0.0023370699025591956
ptsd,CS+,retrieval,hc_body,107,-0.09067215692630713
ptsd,CS+,retrieval,hc_body,108,0.3855029551251886
ptsd,CS+,retrieval,hc_body,109,0.026087809859563913
ptsd,CS+,retrieval,hc_body,110,-0.01912191699295054
ptsd,CS+,retrieval,hc_body,111,0.031754884925438515
ptsd,CS+,retrieval,hc_body,112,-0.06770086595917657
ptsd,CS+,retrieval,hc_body,113,0.10994107753817746
ptsd,CS+,retrieval,hc_body,114,0.0017187564002867925
ptsd,CS+,retrieval,hc_body,115,-0.0034060670887874926
ptsd,CS+,retrieval,hc_body,116,-0.0032821918976441104
ptsd,CS+,retrieval,hc_body,117,-0.03492790081975194
ptsd,CS+,retrieval,hc_body,118,-0.006804245151623204
ptsd,CS+,retrieval,hc_body,121,0.07179234085531624
ptsd,CS+,retrieval,hc_body,122,0.15375831589281072
ptsd,CS+,retrieval,hc_body,123,-0.006246367107531946
ptsd,CS+,retrieval,hc_body,124,-0.005133659100723462
ptsd,CS+,retrieval,hc_body,125,0.10624716085456402
