"","phase","group","hc_head_ers","yvar","SE","df","LCL","UCL","tvar","xvar"
"31","acquisition","ptsd",-0.23,-0.070259712577563,0.0454447151228779,Inf,-0.159329717506086,0.0188102923509605,"acquisition ptsd",-0.23
"32","extinction","ptsd",-0.23,0.00330098693270352,0.0456004021874244,Inf,-0.0860741590351897,0.0926761329005968,"extinction ptsd",-0.23
"33","acquisition","healthy",-0.22,-0.0388231864656976,0.0447804795885624,Inf,-0.126591313669711,0.0489449407383157,"acquisition healthy",-0.22
"34","extinction","healthy",-0.22,-0.0622801930673743,0.0462950959768065,Inf,-0.15301691384274,0.0284565277079916,"extinction healthy",-0.22
"35","acquisition","ptsd",-0.22,-0.0697112297438537,0.0452911887150403,Inf,-0.15848032844234,0.0190578689546322,"acquisition ptsd",-0.22
"36","extinction","ptsd",-0.22,0.00367441718920994,0.0454285307339662,Inf,-0.0853638669199347,0.0927127012983545,"extinction ptsd",-0.22
"37","acquisition","healthy",-0.21,-0.0382300568160455,0.0446651103996081,Inf,-0.125772064564783,0.0493119509326918,"acquisition healthy",-0.21
"38","extinction","healthy",-0.21,-0.0601450583172715,0.0461055474548452,Inf,-0.15051027081627,0.0302201541817274,"extinction healthy",-0.21
"39","acquisition","ptsd",-0.21,-0.0691627469101443,0.0451435245338849,Inf,-0.157642429131759,0.0193169353114703,"acquisition ptsd",-0.21
"40","extinction","ptsd",-0.21,0.00404784744571636,0.0452636072671105,Inf,-0.0846671926081856,0.0927628874996184,"extinction ptsd",-0.21
"41","acquisition","healthy",-0.2,-0.0376369271663934,0.0445548584305614,Inf,-0.124962845026575,0.0496889906937878,"acquisition healthy",-0.2
"42","extinction","healthy",-0.2,-0.0580099235671686,0.0459220432071175,Inf,-0.148015474349611,0.0319956272152738,"extinction healthy",-0.2
"43","acquisition","ptsd",-0.2,-0.068614264076435,0.0450017802865592,Inf,-0.156816132678276,0.0195876045254056,"acquisition ptsd",-0.2
"44","extinction","ptsd",-0.2,0.00442127770222277,0.045105708000294,Inf,-0.0839842854755336,0.0928268408799792,"extinction ptsd",-0.2
"45","acquisition","healthy",-0.19,-0.0370437975167414,0.044449761759274,Inf,-0.124163729686304,0.0500761346528214,"acquisition healthy",-0.19
"46","extinction","healthy",-0.19,-0.0558747888170658,0.0457446559733253,Inf,-0.145532667009958,0.0337830893758268,"extinction healthy",-0.19
"47","acquisition","ptsd",-0.19,-0.0680657812427257,0.0448660120812653,Inf,-0.156001549051945,0.0198699865664932,"acquisition ptsd",-0.19
"48","extinction","ptsd",-0.19,0.00479470795872919,0.044954906948815,Inf,-0.0833152905892976,0.092904706506756,"extinction ptsd",-0.19
"49","acquisition","healthy",-0.18,-0.0364506678670893,0.0443498570355725,Inf,-0.123374790376312,0.0504734546421331,"acquisition healthy",-0.18
"50","extinction","healthy",-0.18,-0.0537396540669629,0.0455734571819555,Inf,-0.143061988794574,0.0355826806606482,"extinction healthy",-0.18
"51","acquisition","ptsd",-0.18,-0.0675172984090164,0.0447362743273392,Inf,-0.155198784893105,0.0201641880750723,"acquisition ptsd",-0.18
"52","extinction","ptsd",-0.18,0.00516813821523561,0.0448112757744934,Inf,-0.0826603484040637,0.0929966248345349,"extinction ptsd",-0.18
"53","acquisition","healthy",-0.17,-0.0358575382174373,0.044255179421463,Inf,-0.122596096012863,0.0508810195779884,"acquisition healthy",-0.17
"54","extinction","healthy",-0.17,-0.0516045193168601,0.0454085168278961,Inf,-0.140603576890917,0.0373945382571973,"extinction healthy",-0.17
"55","acquisition","ptsd",-0.17,-0.066968815575307,0.0446126196361956,Inf,-0.154407943318235,0.0204703121676208,"acquisition ptsd",-0.17
"56","extinction","ptsd",-0.17,0.00554156847174202,0.0446748836315334,Inf,-0.0820195944595813,0.0931027314030654,"extinction ptsd",-0.17
"57","acquisition","healthy",-0.16,-0.0352644085677852,0.0441657625328342,Inf,-0.121827712481889,0.0512988953463184,"acquisition healthy",-0.16
"58","extinction","healthy",-0.16,-0.0494693845667572,0.0452499033490597,Inf,-0.138157565434833,0.0392187963013181,"extinction healthy",-0.16
"59","acquisition","ptsd",-0.16,-0.0664203327415977,0.044495098723511,Inf,-0.153629123728233,0.020788458245038,"acquisition ptsd",-0.16
"60","extinction","ptsd",-0.16,0.00591499872824844,0.0445457970142712,Inf,-0.081393159082355,0.0932231565388519,"extinction ptsd",-0.16
"61","acquisition","healthy",-0.15,-0.0346712789181331,0.0440816383828707,Inf,-0.121069702528078,0.051727144691812,"acquisition healthy",-0.15
"62","extinction","healthy",-0.15,-0.0473342498166544,0.0450976835024295,Inf,-0.135724085267602,0.0410555856342935,"extinction healthy",-0.15
"63","acquisition","ptsd",-0.15,-0.0658718499078884,0.0443837603130281,Inf,-0.152862421619882,0.0211187218041049,"acquisition ptsd",-0.15
"64","extinction","ptsd",-0.15,0.00628842898475486,0.0444240796075115,Inf,-0.0807811670923079,0.0933580250618176,"extinction ptsd",-0.15
"65","acquisition","healthy",-0.14,-0.0340781492684811,0.0440028373273851,Inf,-0.120322125647731,0.0521658271107685,"acquisition healthy",-0.14
"66","extinction","healthy",-0.14,-0.0451991150665515,0.0449519222399609,Inf,-0.13330326369272,0.0429050335596168,"extinction healthy",-0.14
"67","acquisition","ptsd",-0.14,-0.065323367074179,0.0442786510423689,Inf,-0.152107928401239,0.021461194252881,"acquisition ptsd",-0.14
"68","extinction","ptsd",-0.14,0.00666185924126128,0.0443097921401652,Inf,-0.0801837375159184,0.0935074559984409,"extinction ptsd",-0.14
"69","acquisition","healthy",-0.13,-0.033485019618829,0.0439293880122761,Inf,-0.119585037985776,0.0526149987481178,"acquisition healthy",-0.13
"70","extinction","healthy",-0.13,-0.0430639803164486,0.0448126825847975,Inf,-0.130895224233277,0.0447672636003797,"extinction healthy",-0.13
"71","acquisition","ptsd",-0.13,-0.0647748842404697,0.0441798153712489,Inf,-0.151365731211747,0.0218159627308072,"acquisition ptsd",-0.13
"72","extinction","ptsd",-0.13,0.0070352894977677,0.044202992242913,Inf,-0.0796009833072451,0.0936715623027805,"extinction ptsd",-0.13
