subject,stimulus,source_memory
3,tools/extensioncord.jpg,baseline
3,tools/fan.jpg,acquisition
3,tools/faxmachine.jpg,acquisition
3,tools/gardenhose.jpg,baseline
3,tools/gong.jpg,acquisition
3,tools/hairdryer.jpg,baseline
3,tools/hammer.jpg,extinction
3,tools/jumpercables.jpg,baseline
3,tools/ladder.jpg,acquisition
3,tools/lawnmower.jpg,acquisition
3,tools/levelmount.jpg,acquisition
3,tools/mallet.jpg,baseline
3,tools/measuringcups.jpg,extinction
3,tools/measuringdevice.jpg,baseline
3,tools/measuringtape.jpg,baseline
3,tools/microwave.jpg,acquisition
3,tools/monkeywrench.jpg,acquisition
3,tools/padlock.jpg,acquisition
3,tools/paintbrush.jpg,baseline
3,tools/paintroller.jpg,baseline
3,tools/pliers.jpg,extinction
3,tools/plow.jpg,extinction
3,tools/plunger.jpg,acquisition
3,tools/pruner.jpg,extinction
3,tools/rake.jpg,acquisition
3,tools/reflexhammer.jpg,baseline
3,tools/rollingpin.jpg,extinction
3,tools/ropeandpulley.jpg,baseline
3,tools/routerplane.jpg,baseline
3,tools/ruler.jpg,acquisition
3,tools/sander.jpg,baseline
3,tools/scissors.jpg,acquisition
3,tools/screwdriver.jpg,baseline
3,tools/shoehorn.jpg,acquisition
3,tools/solderingtorch.jpg,extinction
3,tools/sparkplug.jpg,baseline
3,tools/spoon.jpg,acquisition
3,tools/squeegee.jpg,acquisition
3,tools/stove.jpg,acquisition
3,tools/thermometer.jpg,baseline
3,tools/toaster.jpg,baseline
3,tools/transmissionwrench.jpg,baseline
3,tools/treadmill.jpg,baseline
3,tools/tubeflaring.jpg,baseline
3,tools/vegetablepeeler.jpg,acquisition
3,tools/viceclamp.jpg,acquisition
3,tools/videogamecontroller.jpg,extinction
3,tools/weedeater.jpg,extinction
3,tools/weldinghelmet.jpg,baseline
3,tools/wheelbarrow.jpg,acquisition
3,tools/woodchipper.jpg,baseline
3,tools/workbench.jpg,acquisition
3,tools/wrench.jpg,baseline
4,animals/aardvark.jpg,baseline
4,animals/angelfish.jpg,acquisition
4,animals/ant.jpg,baseline
4,animals/anteater.jpg,extinction
4,animals/assassinbug.jpg,baseline
4,animals/baboon.jpg,acquisition
4,animals/baldeagle.jpg,extinction
4,animals/boar.jpg,acquisition
4,animals/brown_bear.jpg,extinction
4,animals/camel.jpg,baseline
4,animals/canary.jpg,extinction
4,animals/carp.jpg,acquisition
4,animals/cat.jpg,acquisition
4,animals/caterpillarhawkmoth.jpg,baseline
4,animals/caterpillarpeacockmoth.jpg,acquisition
4,animals/catfish.jpg,baseline
4,animals/chipmunk.jpg,baseline
4,animals/cow.jpg,baseline
4,animals/cranebug.jpg,acquisition
4,animals/cricket.jpg,baseline
4,animals/crow.jpg,baseline
4,animals/dragonfly.jpg,extinction
4,animals/dramaderry.jpg,acquisition
4,animals/duck.jpg,acquisition
4,animals/elephantafrican.jpg,baseline
4,animals/finch.jpg,acquisition
4,animals/firebug.jpg,baseline
4,animals/flamingo.jpg,acquisition
4,animals/flea.jpg,baseline
4,animals/gerbil.jpg,baseline
4,animals/giraffe.jpg,extinction
4,animals/goldfish.jpg,baseline
4,animals/halibut.jpg,acquisition
4,animals/herculesbeetle.jpg,baseline
4,animals/herring.jpg,baseline
4,animals/horse.jpg,extinction
4,animals/hummingbird.jpg,acquisition
4,animals/hyena.jpg,extinction
4,animals/leopard.jpg,acquisition
4,animals/llama.jpg,acquisition
4,animals/mahimahi.jpg,extinction
4,animals/marmot.jpg,acquisition
4,animals/mink.jpg,extinction
4,animals/mole.jpg,extinction
4,animals/mouse.jpg,baseline
4,animals/ostrich.jpg,acquisition
4,animals/palmcockatoo.jpg,baseline
4,animals/partridge.jpg,acquisition
4,animals/pelican.jpg,acquisition
4,animals/perch.jpg,acquisition
4,animals/pigeon.jpg,baseline
4,animals/pike.jpg,extinction
4,animals/porcupine.jpg,acquisition
4,animals/prayingmantis.jpg,extinction
4,animals/quail.jpg,acquisition
4,animals/rabbit.jpg,acquisition
4,animals/racoon.jpg,acquisition
4,animals/reindeer.jpg,extinction
4,animals/rhino.jpg,baseline
4,animals/salmon.jpg,baseline
4,animals/seal.jpg,acquisition
4,animals/shark.jpg,acquisition
4,animals/sheep.jpg,baseline
4,animals/shrimp.jpg,baseline
4,animals/skunk.jpg,extinction
4,animals/snail.jpg,acquisition
4,animals/snapper.jpg,extinction
4,animals/starfish.jpg,acquisition
4,animals/tiger.jpg,extinction
4,animals/turkey.jpg,extinction
4,animals/waterbuffalo.jpg,baseline
4,animals/zebra.jpg,acquisition
4,tools/airpump.jpg,baseline
4,tools/beadingtool.jpg,extinction
4,tools/beaker.jpg,extinction
4,tools/benchdogs.jpg,baseline
4,tools/blackboard.jpg,baseline
4,tools/blower.jpg,acquisition
4,tools/broom.jpg,acquisition
4,tools/bucket.jpg,baseline
4,tools/camera.jpg,extinction
4,tools/campingstove.jpg,acquisition
4,tools/carpetblower.jpg,extinction
4,tools/chainsaw.jpg,baseline
4,tools/cheesegrater.jpg,extinction
4,tools/chisel.jpg,baseline
4,tools/drillbit.jpg,baseline
4,tools/duffelbag.jpg,extinction
4,tools/edger.jpg,acquisition
4,tools/electricbreaker.jpg,acquisition
4,tools/eraser.jpg,baseline
4,tools/extensioncord.jpg,extinction
4,tools/fan.jpg,extinction
4,tools/faxmachine.jpg,extinction
4,tools/gardenhose.jpg,extinction
4,tools/gong.jpg,baseline
4,tools/hairdryer.jpg,baseline
4,tools/hammer.jpg,extinction
4,tools/jumpercables.jpg,acquisition
4,tools/ladder.jpg,extinction
4,tools/lawnmower.jpg,acquisition
4,tools/levelmount.jpg,extinction
4,tools/mallet.jpg,baseline
4,tools/measuringcups.jpg,acquisition
4,tools/measuringdevice.jpg,acquisition
4,tools/measuringtape.jpg,baseline
4,tools/microwave.jpg,extinction
4,tools/monkeywrench.jpg,baseline
4,tools/padlock.jpg,acquisition
4,tools/paintbrush.jpg,baseline
4,tools/paintroller.jpg,extinction
4,tools/pliers.jpg,acquisition
4,tools/plow.jpg,acquisition
4,tools/plunger.jpg,baseline
4,tools/pruner.jpg,baseline
4,tools/rake.jpg,baseline
4,tools/reflexhammer.jpg,baseline
4,tools/rollingpin.jpg,acquisition
4,tools/ropeandpulley.jpg,acquisition
4,tools/routerplane.jpg,baseline
4,tools/ruler.jpg,extinction
4,tools/sander.jpg,acquisition
4,tools/scissors.jpg,acquisition
4,tools/screwdriver.jpg,acquisition
4,tools/shoehorn.jpg,extinction
4,tools/solderingtorch.jpg,extinction
4,tools/sparkplug.jpg,acquisition
4,tools/spoon.jpg,baseline
4,tools/squeegee.jpg,acquisition
4,tools/stove.jpg,extinction
4,tools/thermometer.jpg,extinction
4,tools/toaster.jpg,acquisition
4,tools/transmissionwrench.jpg,baseline
4,tools/treadmill.jpg,acquisition
4,tools/tubeflaring.jpg,acquisition
4,tools/vegetablepeeler.jpg,extinction
4,tools/viceclamp.jpg,baseline
4,tools/videogamecontroller.jpg,extinction
4,tools/weedeater.jpg,extinction
4,tools/weldinghelmet.jpg,baseline
4,tools/wheelbarrow.jpg,baseline
4,tools/woodchipper.jpg,acquisition
4,tools/workbench.jpg,extinction
4,tools/wrench.jpg,baseline
5,animals/aardvark.jpg,acquisition
5,animals/angelfish.jpg,extinction
5,animals/ant.jpg,acquisition
5,animals/anteater.jpg,acquisition
5,animals/assassinbug.jpg,acquisition
5,animals/baboon.jpg,extinction
5,animals/baldeagle.jpg,extinction
5,animals/boar.jpg,acquisition
5,animals/brown_bear.jpg,extinction
5,animals/camel.jpg,acquisition
5,animals/canary.jpg,extinction
5,animals/carp.jpg,extinction
5,animals/cat.jpg,extinction
5,animals/caterpillarhawkmoth.jpg,acquisition
5,animals/caterpillarpeacockmoth.jpg,acquisition
5,animals/catfish.jpg,extinction
5,animals/chipmunk.jpg,acquisition
5,animals/cow.jpg,baseline
5,animals/cranebug.jpg,extinction
5,animals/cricket.jpg,extinction
5,animals/crow.jpg,extinction
5,animals/dragonfly.jpg,acquisition
5,animals/dramaderry.jpg,extinction
5,animals/duck.jpg,extinction
5,animals/elephantafrican.jpg,extinction
5,animals/finch.jpg,baseline
5,animals/firebug.jpg,acquisition
5,animals/flamingo.jpg,extinction
5,animals/flea.jpg,baseline
5,animals/gerbil.jpg,acquisition
5,animals/giraffe.jpg,acquisition
5,animals/goldfish.jpg,extinction
5,animals/halibut.jpg,extinction
5,animals/herculesbeetle.jpg,acquisition
5,animals/herring.jpg,baseline
5,animals/horse.jpg,extinction
5,animals/hummingbird.jpg,extinction
5,animals/hyena.jpg,acquisition
5,animals/leopard.jpg,acquisition
5,animals/llama.jpg,extinction
5,animals/mahimahi.jpg,acquisition
5,animals/marmot.jpg,extinction
5,animals/mink.jpg,extinction
5,animals/mole.jpg,extinction
5,animals/mouse.jpg,extinction
5,animals/ostrich.jpg,baseline
5,animals/palmcockatoo.jpg,extinction
5,animals/partridge.jpg,extinction
5,animals/pelican.jpg,extinction
5,animals/perch.jpg,baseline
5,animals/pigeon.jpg,acquisition
5,animals/pike.jpg,acquisition
5,animals/porcupine.jpg,acquisition
5,animals/prayingmantis.jpg,acquisition
5,animals/quail.jpg,extinction
5,animals/rabbit.jpg,extinction
5,animals/racoon.jpg,extinction
5,animals/reindeer.jpg,extinction
5,animals/rhino.jpg,acquisition
5,animals/salmon.jpg,baseline
5,animals/seal.jpg,acquisition
5,animals/shark.jpg,extinction
5,animals/sheep.jpg,baseline
5,animals/shrimp.jpg,acquisition
5,animals/skunk.jpg,extinction
5,animals/snail.jpg,acquisition
5,animals/snapper.jpg,extinction
5,animals/starfish.jpg,acquisition
5,animals/tiger.jpg,acquisition
5,animals/turkey.jpg,extinction
5,animals/waterbuffalo.jpg,acquisition
5,animals/zebra.jpg,acquisition
5,tools/airpump.jpg,acquisition
5,tools/beadingtool.jpg,acquisition
5,tools/beaker.jpg,acquisition
5,tools/benchdogs.jpg,acquisition
5,tools/blackboard.jpg,acquisition
5,tools/blower.jpg,acquisition
5,tools/broom.jpg,acquisition
5,tools/bucket.jpg,acquisition
5,tools/camera.jpg,acquisition
5,tools/campingstove.jpg,acquisition
5,tools/carpetblower.jpg,extinction
5,tools/chainsaw.jpg,acquisition
5,tools/cheesegrater.jpg,acquisition
5,tools/chisel.jpg,acquisition
5,tools/drillbit.jpg,acquisition
5,tools/duffelbag.jpg,extinction
5,tools/edger.jpg,acquisition
5,tools/electricbreaker.jpg,acquisition
5,tools/eraser.jpg,acquisition
5,tools/extensioncord.jpg,acquisition
5,tools/fan.jpg,acquisition
5,tools/faxmachine.jpg,extinction
5,tools/gardenhose.jpg,acquisition
5,tools/gong.jpg,acquisition
5,tools/hairdryer.jpg,acquisition
5,tools/hammer.jpg,acquisition
5,tools/jumpercables.jpg,extinction
5,tools/ladder.jpg,extinction
5,tools/lawnmower.jpg,acquisition
5,tools/levelmount.jpg,extinction
5,tools/mallet.jpg,acquisition
5,tools/measuringcups.jpg,acquisition
5,tools/measuringdevice.jpg,acquisition
5,tools/measuringtape.jpg,extinction
5,tools/microwave.jpg,acquisition
5,tools/monkeywrench.jpg,acquisition
5,tools/padlock.jpg,baseline
5,tools/paintbrush.jpg,acquisition
5,tools/paintroller.jpg,extinction
5,tools/pliers.jpg,baseline
5,tools/plow.jpg,acquisition
5,tools/plunger.jpg,acquisition
5,tools/pruner.jpg,acquisition
5,tools/rake.jpg,acquisition
5,tools/reflexhammer.jpg,acquisition
5,tools/rollingpin.jpg,acquisition
5,tools/ropeandpulley.jpg,acquisition
5,tools/routerplane.jpg,acquisition
5,tools/ruler.jpg,acquisition
5,tools/sander.jpg,acquisition
5,tools/scissors.jpg,acquisition
5,tools/screwdriver.jpg,baseline
5,tools/shoehorn.jpg,acquisition
5,tools/solderingtorch.jpg,acquisition
5,tools/sparkplug.jpg,acquisition
5,tools/spoon.jpg,baseline
5,tools/squeegee.jpg,acquisition
5,tools/stove.jpg,acquisition
5,tools/thermometer.jpg,baseline
5,tools/toaster.jpg,acquisition
5,tools/transmissionwrench.jpg,acquisition
5,tools/treadmill.jpg,acquisition
5,tools/tubeflaring.jpg,acquisition
5,tools/vegetablepeeler.jpg,acquisition
5,tools/viceclamp.jpg,acquisition
5,tools/videogamecontroller.jpg,extinction
5,tools/weedeater.jpg,acquisition
5,tools/weldinghelmet.jpg,extinction
5,tools/wheelbarrow.jpg,extinction
5,tools/woodchipper.jpg,acquisition
5,tools/workbench.jpg,acquisition
5,tools/wrench.jpg,acquisition
6,animals/aardvark.jpg,extinction
6,animals/angelfish.jpg,extinction
6,animals/ant.jpg,baseline
6,animals/anteater.jpg,extinction
6,animals/assassinbug.jpg,baseline
6,animals/baboon.jpg,extinction
6,animals/baldeagle.jpg,baseline
6,animals/boar.jpg,acquisition
6,animals/brown_bear.jpg,extinction
6,animals/camel.jpg,baseline
6,animals/canary.jpg,extinction
6,animals/carp.jpg,extinction
6,animals/cat.jpg,extinction
6,animals/caterpillarhawkmoth.jpg,baseline
6,animals/caterpillarpeacockmoth.jpg,acquisition
6,animals/catfish.jpg,baseline
6,animals/chipmunk.jpg,baseline
6,animals/cow.jpg,baseline
6,animals/cranebug.jpg,acquisition
6,animals/cricket.jpg,extinction
6,animals/crow.jpg,baseline
6,animals/dragonfly.jpg,acquisition
6,animals/dramaderry.jpg,baseline
6,animals/duck.jpg,extinction
6,animals/elephantafrican.jpg,extinction
6,animals/finch.jpg,baseline
6,animals/firebug.jpg,baseline
6,animals/flamingo.jpg,acquisition
6,animals/flea.jpg,baseline
6,animals/gerbil.jpg,baseline
6,animals/giraffe.jpg,baseline
6,animals/goldfish.jpg,baseline
6,animals/halibut.jpg,extinction
6,animals/herculesbeetle.jpg,extinction
6,animals/herring.jpg,extinction
6,animals/horse.jpg,extinction
6,animals/hummingbird.jpg,acquisition
6,animals/hyena.jpg,baseline
6,animals/leopard.jpg,baseline
6,animals/llama.jpg,baseline
6,animals/mahimahi.jpg,extinction
6,animals/marmot.jpg,baseline
6,animals/mink.jpg,baseline
6,animals/mole.jpg,acquisition
6,animals/mouse.jpg,baseline
6,animals/ostrich.jpg,extinction
6,animals/palmcockatoo.jpg,baseline
6,animals/partridge.jpg,extinction
6,animals/pelican.jpg,extinction
6,animals/perch.jpg,extinction
6,animals/pigeon.jpg,extinction
6,animals/pike.jpg,baseline
6,animals/porcupine.jpg,baseline
6,animals/prayingmantis.jpg,baseline
6,animals/quail.jpg,extinction
6,animals/rabbit.jpg,extinction
6,animals/racoon.jpg,acquisition
6,animals/reindeer.jpg,extinction
6,animals/rhino.jpg,baseline
6,animals/salmon.jpg,extinction
6,animals/seal.jpg,acquisition
6,animals/shark.jpg,extinction
6,animals/sheep.jpg,baseline
6,animals/shrimp.jpg,baseline
6,animals/skunk.jpg,baseline
6,animals/snail.jpg,extinction
6,animals/snapper.jpg,baseline
6,animals/starfish.jpg,acquisition
6,animals/tiger.jpg,acquisition
6,animals/turkey.jpg,baseline
6,animals/waterbuffalo.jpg,extinction
6,animals/zebra.jpg,extinction
6,tools/airpump.jpg,acquisition
6,tools/beadingtool.jpg,acquisition
6,tools/beaker.jpg,acquisition
6,tools/benchdogs.jpg,acquisition
6,tools/blackboard.jpg,extinction
6,tools/blower.jpg,acquisition
6,tools/broom.jpg,baseline
6,tools/bucket.jpg,acquisition
6,tools/camera.jpg,acquisition
6,tools/campingstove.jpg,acquisition
6,tools/carpetblower.jpg,extinction
6,tools/chainsaw.jpg,acquisition
6,tools/cheesegrater.jpg,acquisition
6,tools/chisel.jpg,acquisition
6,tools/drillbit.jpg,acquisition
6,tools/duffelbag.jpg,baseline
6,tools/edger.jpg,acquisition
6,tools/electricbreaker.jpg,baseline
6,tools/eraser.jpg,extinction
6,tools/extensioncord.jpg,baseline
6,tools/fan.jpg,extinction
6,tools/faxmachine.jpg,baseline
6,tools/gardenhose.jpg,extinction
6,tools/gong.jpg,acquisition
6,tools/hairdryer.jpg,acquisition
6,tools/hammer.jpg,acquisition
6,tools/jumpercables.jpg,extinction
6,tools/ladder.jpg,acquisition
6,tools/lawnmower.jpg,acquisition
6,tools/levelmount.jpg,acquisition
6,tools/mallet.jpg,acquisition
6,tools/measuringcups.jpg,acquisition
6,tools/measuringdevice.jpg,acquisition
6,tools/measuringtape.jpg,acquisition
6,tools/microwave.jpg,baseline
6,tools/monkeywrench.jpg,acquisition
6,tools/padlock.jpg,acquisition
6,tools/paintbrush.jpg,acquisition
6,tools/paintroller.jpg,baseline
6,tools/pliers.jpg,baseline
6,tools/plow.jpg,extinction
6,tools/plunger.jpg,extinction
6,tools/pruner.jpg,acquisition
6,tools/rake.jpg,acquisition
6,tools/reflexhammer.jpg,acquisition
6,tools/rollingpin.jpg,baseline
6,tools/ropeandpulley.jpg,baseline
6,tools/routerplane.jpg,acquisition
6,tools/ruler.jpg,extinction
6,tools/sander.jpg,acquisition
6,tools/scissors.jpg,baseline
6,tools/screwdriver.jpg,acquisition
6,tools/shoehorn.jpg,acquisition
6,tools/solderingtorch.jpg,acquisition
6,tools/sparkplug.jpg,acquisition
6,tools/spoon.jpg,acquisition
6,tools/squeegee.jpg,acquisition
6,tools/stove.jpg,extinction
6,tools/thermometer.jpg,acquisition
6,tools/toaster.jpg,acquisition
6,tools/transmissionwrench.jpg,acquisition
6,tools/treadmill.jpg,baseline
6,tools/tubeflaring.jpg,baseline
6,tools/vegetablepeeler.jpg,baseline
6,tools/viceclamp.jpg,acquisition
6,tools/videogamecontroller.jpg,baseline
6,tools/weedeater.jpg,acquisition
6,tools/weldinghelmet.jpg,acquisition
6,tools/wheelbarrow.jpg,acquisition
6,tools/woodchipper.jpg,acquisition
6,tools/workbench.jpg,acquisition
6,tools/wrench.jpg,acquisition
7,animals/aardvark.jpg,baseline
7,animals/angelfish.jpg,extinction
7,animals/ant.jpg,acquisition
7,animals/anteater.jpg,extinction
7,animals/assassinbug.jpg,extinction
7,animals/baboon.jpg,acquisition
7,animals/baldeagle.jpg,extinction
7,animals/boar.jpg,acquisition
7,animals/brown_bear.jpg,acquisition
7,animals/camel.jpg,acquisition
7,animals/canary.jpg,extinction
7,animals/carp.jpg,baseline
7,animals/cat.jpg,acquisition
7,animals/caterpillarhawkmoth.jpg,baseline
7,animals/caterpillarpeacockmoth.jpg,acquisition
7,animals/catfish.jpg,extinction
7,animals/chipmunk.jpg,acquisition
7,animals/cow.jpg,acquisition
7,animals/cranebug.jpg,acquisition
7,animals/cricket.jpg,baseline
7,animals/crow.jpg,acquisition
7,animals/dragonfly.jpg,acquisition
7,animals/dramaderry.jpg,extinction
7,animals/duck.jpg,baseline
7,animals/elephantafrican.jpg,extinction
7,animals/finch.jpg,baseline
7,animals/firebug.jpg,acquisition
7,animals/flamingo.jpg,acquisition
7,animals/flea.jpg,acquisition
7,animals/gerbil.jpg,acquisition
7,animals/giraffe.jpg,acquisition
7,animals/goldfish.jpg,baseline
7,animals/halibut.jpg,acquisition
7,animals/herculesbeetle.jpg,acquisition
7,animals/herring.jpg,baseline
7,animals/horse.jpg,extinction
7,animals/hummingbird.jpg,extinction
7,animals/hyena.jpg,acquisition
7,animals/leopard.jpg,baseline
7,animals/llama.jpg,extinction
7,animals/mahimahi.jpg,acquisition
7,animals/marmot.jpg,baseline
