subject,roi,phase,condition,beta
25,amyg_cem,extinction,CS-,-16.744538795891973
25,hc_body,acquisition,CS+,-7.409798105831244
25,hc_body,acquisition,CS-,-14.321743673656046
25,hc_body,baseline,CS+,-13.454004631544066
25,hc_body,baseline,CS-,-21.05239061760718
25,hc_body,extinction,CS+,-11.060208427255077
25,hc_body,extinction,CS-,-35.02951783139775
25,hc_tail,acquisition,CS+,19.532800316026336
25,hc_tail,acquisition,CS-,-0.11739313249525272
25,hc_tail,baseline,CS+,10.116566812619569
25,hc_tail,baseline,CS-,19.38747808023503
25,hc_tail,extinction,CS+,22.96553293145443
25,hc_tail,extinction,CS-,24.125402675130573
26,amyg_bla,acquisition,CS+,10.306065049751297
26,amyg_bla,acquisition,CS-,9.243220136468839
26,amyg_bla,baseline,CS+,0.7351037014235297
26,amyg_bla,baseline,CS-,15.456575157151194
26,amyg_bla,extinction,CS+,12.724438308468224
26,amyg_bla,extinction,CS-,4.008164002356774
26,amyg_cem,acquisition,CS+,22.224560824242268
26,amyg_cem,acquisition,CS-,7.3738410655738935
26,amyg_cem,baseline,CS+,-20.557488632553333
26,amyg_cem,baseline,CS-,10.573986580129713
26,amyg_cem,extinction,CS+,24.57579742654343
26,amyg_cem,extinction,CS-,6.123655166379953
26,hc_body,acquisition,CS+,-9.614823957319011
26,hc_body,acquisition,CS-,-3.642208170247869
26,hc_body,baseline,CS+,-15.21169112320058
26,hc_body,baseline,CS-,-4.542506754063396
26,hc_body,extinction,CS+,-3.52270941056473
26,hc_body,extinction,CS-,-2.958100188380565
26,hc_tail,acquisition,CS+,-15.261642266702545
26,hc_tail,acquisition,CS-,-1.8861838642440667
26,hc_tail,baseline,CS+,-32.48241542308247
26,hc_tail,baseline,CS-,-13.815253339196046
26,hc_tail,extinction,CS+,-9.715476118548363
26,hc_tail,extinction,CS-,-9.486080358694263
101,amyg_bla,acquisition,CS+,1.092885151712431
101,amyg_bla,acquisition,CS-,-2.842118374285784
101,amyg_bla,baseline,CS+,2.0683822631087065
101,amyg_bla,baseline,CS-,2.3324571322416205
101,amyg_bla,extinction,CS+,4.8503981677560715
101,amyg_bla,extinction,CS-,1.5507325229559388
101,amyg_cem,acquisition,CS+,-15.582098246974056
101,amyg_cem,acquisition,CS-,-5.216249122478378
101,amyg_cem,baseline,CS+,4.442500992619898
101,amyg_cem,baseline,CS-,-10.210940171731636
101,amyg_cem,extinction,CS+,-22.1144467011715
101,amyg_cem,extinction,CS-,-5.330595075734892
101,hc_body,acquisition,CS+,5.67480541303133
101,hc_body,acquisition,CS-,12.81747312009228
101,hc_body,baseline,CS+,12.165304741813646
101,hc_body,baseline,CS-,2.7061576281957485
101,hc_body,extinction,CS+,11.531957747397636
101,hc_body,extinction,CS-,16.797580131311747
101,hc_tail,acquisition,CS+,10.335324446932367
101,hc_tail,acquisition,CS-,-2.9778497143249427
101,hc_tail,baseline,CS+,12.474143807337219
101,hc_tail,baseline,CS-,-8.232241733988657
101,hc_tail,extinction,CS+,1.9263707947074655
101,hc_tail,extinction,CS-,9.823929203124274
102,amyg_bla,acquisition,CS+,-9.201577314962599
102,amyg_bla,acquisition,CS-,-2.3504859724463643
102,amyg_bla,baseline,CS+,-3.3259801720657074
102,amyg_bla,baseline,CS-,-5.29010092295163
102,amyg_bla,extinction,CS+,-1.0625056255786791
102,amyg_bla,extinction,CS-,-3.507129177846946
102,amyg_cem,acquisition,CS+,-15.277051135207767
102,amyg_cem,acquisition,CS-,8.022608731144661
102,amyg_cem,baseline,CS+,-16.352309601450408
102,amyg_cem,baseline,CS-,-18.400200350279054
102,amyg_cem,extinction,CS+,-5.304328452957713
102,amyg_cem,extinction,CS-,5.952741938845806
102,hc_body,acquisition,CS+,-2.319552953979384
102,hc_body,acquisition,CS-,4.034870238769765
102,hc_body,baseline,CS+,6.196543259014225
102,hc_body,baseline,CS-,3.939238677066201
102,hc_body,extinction,CS+,-3.1999755948963955
102,hc_body,extinction,CS-,8.628024332725865
102,hc_tail,acquisition,CS+,27.840207911174122
102,hc_tail,acquisition,CS-,35.956399000361365
102,hc_tail,baseline,CS+,22.49407838776824
102,hc_tail,baseline,CS-,25.913390444856
102,hc_tail,extinction,CS+,24.893410989220012
102,hc_tail,extinction,CS-,40.136818922968814
103,amyg_bla,acquisition,CS+,-18.71720220135747
103,amyg_bla,acquisition,CS-,-24.62411679101635
103,amyg_bla,baseline,CS+,-11.802010858754716
103,amyg_bla,baseline,CS-,-26.01151214296779
103,amyg_bla,extinction,CS+,-28.989762743285628
103,amyg_bla,extinction,CS-,-21.89217319474228
103,amyg_cem,acquisition,CS+,-45.8866246616734
103,amyg_cem,acquisition,CS-,-39.67987755307972
103,amyg_cem,baseline,CS+,-25.902421864215285
103,amyg_cem,baseline,CS-,1.8136470141332772
103,amyg_cem,extinction,CS+,-9.201988258842556
103,amyg_cem,extinction,CS-,-6.014376846230809
103,hc_body,acquisition,CS+,-4.814381676661496
103,hc_body,acquisition,CS-,-0.7502739234772132
103,hc_body,baseline,CS+,-0.8783561578297084
103,hc_body,baseline,CS-,1.6458358549568248
103,hc_body,extinction,CS+,-6.3821700802288035
103,hc_body,extinction,CS-,0.3372753341405625
103,hc_tail,acquisition,CS+,-26.857957556649733
103,hc_tail,acquisition,CS-,-14.422071158071045
103,hc_tail,baseline,CS+,-4.398347365821489
103,hc_tail,baseline,CS-,-7.381706545881268
103,hc_tail,extinction,CS+,-14.124268297304905
103,hc_tail,extinction,CS-,-16.59986511346263
104,amyg_bla,acquisition,CS+,-2.1401191645351387
104,amyg_bla,acquisition,CS-,-3.736321826655196
104,amyg_bla,baseline,CS+,-6.224544427596379
104,amyg_bla,baseline,CS-,0.34550273070518656
104,amyg_bla,extinction,CS+,-13.040864000600974
104,amyg_bla,extinction,CS-,-10.002444985946212
104,amyg_cem,acquisition,CS+,-19.00024705537639
104,amyg_cem,acquisition,CS-,0.9251436863529992
104,amyg_cem,baseline,CS+,-24.03777992681409
104,amyg_cem,baseline,CS-,-4.76350310577878
104,amyg_cem,extinction,CS+,-16.714390282582787
104,amyg_cem,extinction,CS-,-20.977084270101926
104,hc_body,acquisition,CS+,8.799893907672029
104,hc_body,acquisition,CS-,8.185768988016598
104,hc_body,baseline,CS+,14.960896458786635
104,hc_body,baseline,CS-,8.562150433429254
104,hc_body,extinction,CS+,11.846151244131205
104,hc_body,extinction,CS-,6.466041773508736
104,hc_tail,acquisition,CS+,12.765775222573554
104,hc_tail,acquisition,CS-,19.862647283071748
104,hc_tail,baseline,CS+,15.544907170197938
104,hc_tail,baseline,CS-,11.944069498294107
104,hc_tail,extinction,CS+,12.45999694318805
104,hc_tail,extinction,CS-,16.794241216327354
105,amyg_bla,acquisition,CS+,1.95934024218072
105,amyg_bla,acquisition,CS-,4.626064238425874
105,amyg_bla,baseline,CS+,0.28748185127599823
105,amyg_bla,baseline,CS-,-2.6354612231361574
105,amyg_bla,extinction,CS+,-8.260039661508943
105,amyg_bla,extinction,CS-,0.2130035915077456
105,amyg_cem,acquisition,CS+,-8.14655664894316
105,amyg_cem,acquisition,CS-,0.038566784150358566
105,amyg_cem,baseline,CS+,-27.658748407310075
105,amyg_cem,baseline,CS-,-9.186465919447237
105,amyg_cem,extinction,CS+,-28.216818796702924
105,amyg_cem,extinction,CS-,-26.94535024898748
105,hc_body,acquisition,CS+,13.537041292292994
105,hc_body,acquisition,CS-,24.77961156664641
105,hc_body,baseline,CS+,16.589457471002127
105,hc_body,baseline,CS-,17.244553950089866
105,hc_body,extinction,CS+,11.718493455037567
105,hc_body,extinction,CS-,16.297129120896038
105,hc_tail,acquisition,CS+,22.87925942408675
105,hc_tail,acquisition,CS-,40.57766120063592
105,hc_tail,baseline,CS+,30.098037414696247
105,hc_tail,baseline,CS-,29.52122619120914
105,hc_tail,extinction,CS+,35.51942952005019
105,hc_tail,extinction,CS-,33.49007389098406
106,amyg_bla,acquisition,CS+,-8.716118181944491
106,amyg_bla,acquisition,CS-,-19.912721860477987
106,amyg_bla,baseline,CS+,-22.17517954810885
106,amyg_bla,baseline,CS-,-0.24728222272824496
106,amyg_bla,extinction,CS+,0.7138609674487574
106,amyg_bla,extinction,CS-,-18.621188694357343
106,amyg_cem,acquisition,CS+,46.077160468445186
106,amyg_cem,acquisition,CS-,39.444858675121615
106,amyg_cem,baseline,CS+,40.14010318777254
106,amyg_cem,baseline,CS-,21.528154161450786
106,amyg_cem,extinction,CS+,26.897410249597925
106,amyg_cem,extinction,CS-,38.305520832047904
106,hc_body,acquisition,CS+,34.9904613175609
106,hc_body,acquisition,CS-,33.344303973999835
106,hc_body,baseline,CS+,34.13067500117397
106,hc_body,baseline,CS-,33.88404303816655
106,hc_body,extinction,CS+,39.160455796613604
106,hc_body,extinction,CS-,37.69660241582041
106,hc_tail,acquisition,CS+,22.63587207754961
106,hc_tail,acquisition,CS-,23.141474966369003
106,hc_tail,baseline,CS+,24.487451824853483
106,hc_tail,baseline,CS-,21.698397428481695
106,hc_tail,extinction,CS+,28.617879075647306
106,hc_tail,extinction,CS-,26.248007395982064
107,amyg_bla,acquisition,CS+,-5.1014137308438565
107,amyg_bla,acquisition,CS-,-4.042907591980487
107,amyg_bla,baseline,CS+,-0.8825588530550401
107,amyg_bla,baseline,CS-,-5.965419411332018
107,amyg_bla,extinction,CS+,-5.031826977527231
107,amyg_bla,extinction,CS-,-7.757431983296107
107,amyg_cem,acquisition,CS+,4.160635835782747
107,amyg_cem,acquisition,CS-,-5.189761057439627
107,amyg_cem,baseline,CS+,11.85612894690624
107,amyg_cem,baseline,CS-,-8.307337610408512
107,amyg_cem,extinction,CS+,-2.000305337219904
107,amyg_cem,extinction,CS-,-2.0034413344951143
107,hc_body,acquisition,CS+,-23.152537732334412
107,hc_body,acquisition,CS-,-23.154652757126666
107,hc_body,baseline,CS+,-24.96407643995615
107,hc_body,baseline,CS-,-19.70163326729865
107,hc_body,extinction,CS+,-24.478605318662467
107,hc_body,extinction,CS-,-26.868153024757863
107,hc_tail,acquisition,CS+,9.599165762532946
107,hc_tail,acquisition,CS-,9.334854074603037
107,hc_tail,baseline,CS+,10.676335014101296
107,hc_tail,baseline,CS-,11.554606630289486
107,hc_tail,extinction,CS+,8.767631306326281
107,hc_tail,extinction,CS-,-7.942527629701154
108,amyg_bla,acquisition,CS+,5.307712228577704
108,amyg_bla,acquisition,CS-,9.260242520955405
108,amyg_bla,baseline,CS+,-5.0510267493768755
108,amyg_bla,baseline,CS-,3.4556217633489257
108,amyg_bla,extinction,CS+,1.7701850901298128
108,amyg_bla,extinction,CS-,-4.6197232171573726
108,amyg_cem,acquisition,CS+,-2.223959657053153
108,amyg_cem,acquisition,CS-,4.123614953403982
108,amyg_cem,baseline,CS+,-9.331826251087476
108,amyg_cem,baseline,CS-,-2.8880603822180997
108,amyg_cem,extinction,CS+,-16.46144841615266
108,amyg_cem,extinction,CS-,-13.782127383630725
108,hc_body,acquisition,CS+,-12.998503050273507
108,hc_body,acquisition,CS-,-6.762844551700198
108,hc_body,baseline,CS+,-10.494665501502505
108,hc_body,baseline,CS-,-23.064030800995024
108,hc_body,extinction,CS+,-23.860377773668407
108,hc_body,extinction,CS-,-23.341176438536163
108,hc_tail,acquisition,CS+,6.281068273904649
108,hc_tail,acquisition,CS-,12.36136043805516
108,hc_tail,baseline,CS+,7.5328840129594825
108,hc_tail,baseline,CS-,0.6065875017319364
108,hc_tail,extinction,CS+,2.55692393697723
108,hc_tail,extinction,CS-,-4.601617985649618
109,amyg_bla,acquisition,CS+,-2.333701165117968
109,amyg_bla,acquisition,CS-,4.776737764507869
109,amyg_bla,baseline,CS+,-1.625174143500807
109,amyg_bla,baseline,CS-,7.153279150189669
109,amyg_bla,extinction,CS+,6.970144686422689
109,amyg_bla,extinction,CS-,-0.9101304990992184
109,amyg_cem,acquisition,CS+,5.3538109302855705
109,amyg_cem,acquisition,CS-,21.367025621966537
109,amyg_cem,baseline,CS+,-3.0643456473685147
109,amyg_cem,baseline,CS-,19.630086951284554
109,amyg_cem,extinction,CS+,9.307646122123849
109,amyg_cem,extinction,CS-,-3.4361377671981854
109,hc_body,acquisition,CS+,-16.461026629708368
109,hc_body,acquisition,CS-,-13.096018908845654
109,hc_body,baseline,CS+,-8.824625981396705
109,hc_body,baseline,CS-,-12.680784443008996
109,hc_body,extinction,CS+,-7.853619490637299
109,hc_body,extinction,CS-,-25.94746847855138
109,hc_tail,acquisition,CS+,-18.131706649795024
109,hc_tail,acquisition,CS-,-6.8573363121185045
109,hc_tail,baseline,CS+,-5.299929509296863
109,hc_tail,baseline,CS-,-5.396361820783109
109,hc_tail,extinction,CS+,-8.531160118716835
109,hc_tail,extinction,CS-,-18.007303682583938
110,amyg_bla,acquisition,CS+,-4.089710396130029
110,amyg_bla,acquisition,CS-,22.116996914371537
110,amyg_bla,baseline,CS+,19.430228311188785
110,amyg_bla,baseline,CS-,-7.219752366132043
110,amyg_bla,extinction,CS+,26.70605024857877
110,amyg_bla,extinction,CS-,14.400409805030707
110,amyg_cem,acquisition,CS+,-10.190621614691768
110,amyg_cem,acquisition,CS-,3.235657915478116
110,amyg_cem,baseline,CS+,6.782251063272481
110,amyg_cem,baseline,CS-,-10.845764595286576
110,amyg_cem,extinction,CS+,19.123804041401673
110,amyg_cem,extinction,CS-,1.6967511470355685
110,hc_body,acquisition,CS+,4.725919150750183
110,hc_body,acquisition,CS-,6.705248081871559
110,hc_body,baseline,CS+,2.2989637532978304
110,hc_body,baseline,CS-,-7.667277198479793
110,hc_body,extinction,CS+,10.253409963266533
110,hc_body,extinction,CS-,-6.4413351348971535
110,hc_tail,acquisition,CS+,26.639445251696127
110,hc_tail,acquisition,CS-,36.73743804440918
110,hc_tail,baseline,CS+,28.25061752392318
110,hc_tail,baseline,CS-,20.401406027833847
110,hc_tail,extinction,CS+,45.40583247982937
110,hc_tail,extinction,CS-,24.767712866137963
111,amyg_bla,acquisition,CS+,-5.28953535416623
111,amyg_bla,acquisition,CS-,-26.10857963900453
111,amyg_bla,baseline,CS+,-23.072063666397057
111,amyg_bla,baseline,CS-,-30.387539473704663
111,amyg_bla,extinction,CS+,-3.02889268323353
111,amyg_bla,extinction,CS-,0.8315049261843871
111,amyg_cem,acquisition,CS+,-30.26455313090107
111,amyg_cem,acquisition,CS-,-69.75591841998383
111,amyg_cem,baseline,CS+,-41.12060506733171
111,amyg_cem,baseline,CS-,-58.07694671604344
111,amyg_cem,extinction,CS+,-38.26118084525361
111,amyg_cem,extinction,CS-,-26.07651398754816
111,hc_body,acquisition,CS+,0.04610282957112514
111,hc_body,acquisition,CS-,-6.3480483718201475
111,hc_body,baseline,CS+,-13.396109844479394
111,hc_body,baseline,CS-,-13.514649185909324
111,hc_body,extinction,CS+,-5.611817034582296
111,hc_body,extinction,CS-,-9.017405603716833
111,hc_tail,acquisition,CS+,-7.675349960165719
111,hc_tail,acquisition,CS-,-12.51852607280016
111,hc_tail,baseline,CS+,-8.61983645465225
111,hc_tail,baseline,CS-,-17.583833336260998
111,hc_tail,extinction,CS+,-4.293516637322804
111,hc_tail,extinction,CS-,-7.306368958965565
112,amyg_bla,acquisition,CS+,4.4303962393042955
112,amyg_bla,acquisition,CS-,-2.463984032402831
112,amyg_bla,baseline,CS+,0.8371689470992847
112,amyg_bla,baseline,CS-,-2.2151918393531536
112,amyg_bla,extinction,CS+,-3.6368227238541073
112,amyg_bla,extinction,CS-,-7.445322954002767
112,amyg_cem,acquisition,CS+,0.494304059247952
112,amyg_cem,acquisition,CS-,-10.404185378186718
112,amyg_cem,baseline,CS+,-5.343358408999241
112,amyg_cem,baseline,CS-,-12.303840002821138
112,amyg_cem,extinction,CS+,-4.182416989438933
112,amyg_cem,extinction,CS-,-2.5357362268259753
112,hc_body,acquisition,CS+,-1.4856613931260154
112,hc_body,acquisition,CS-,-10.655014650342519
112,hc_body,baseline,CS+,-6.377884413100477
112,hc_body,baseline,CS-,5.245650260109146
112,hc_body,extinction,CS+,1.218308256084541
112,hc_body,extinction,CS-,-2.4058241963600966
112,hc_tail,acquisition,CS+,15.801385015349036
112,hc_tail,acquisition,CS-,-0.07949360950096022
112,hc_tail,baseline,CS+,-1.061019256855139
112,hc_tail,baseline,CS-,10.91491347444909
112,hc_tail,extinction,CS+,7.308303088919881
112,hc_tail,extinction,CS-,-2.6291362306649155
113,amyg_bla,acquisition,CS+,-19.107639952198692
113,amyg_bla,acquisition,CS-,-22.04656265100461
113,amyg_bla,baseline,CS+,-10.469847873259674
113,amyg_bla,baseline,CS-,-22.376818348181605
113,amyg_bla,extinction,CS+,-19.158279076585245
113,amyg_bla,extinction,CS-,-23.7314448853997
113,amyg_cem,acquisition,CS+,-7.777242042124271
113,amyg_cem,acquisition,CS-,-24.445361427410177
113,amyg_cem,baseline,CS+,-26.101911153187796
113,amyg_cem,baseline,CS-,-29.41407561638191
113,amyg_cem,extinction,CS+,-26.46282905355439
113,amyg_cem,extinction,CS-,-29.013013615638165
113,hc_body,acquisition,CS+,-3.19857650812964
113,hc_body,acquisition,CS-,-1.3186569660506855
113,hc_body,baseline,CS+,-1.5008571297940179
113,hc_body,baseline,CS-,-6.7721994261829614
113,hc_body,extinction,CS+,-4.307834381410328
113,hc_body,extinction,CS-,-2.2867683652829545
113,hc_tail,acquisition,CS+,34.33076461770107
113,hc_tail,acquisition,CS-,32.84174833020762
113,hc_tail,baseline,CS+,28.75705744802641
113,hc_tail,baseline,CS-,18.064485900658962
113,hc_tail,extinction,CS+,27.76110528534197
113,hc_tail,extinction,CS-,21.918339138291774
114,amyg_bla,acquisition,CS+,-0.3360781430019415
114,amyg_bla,acquisition,CS-,7.651411252691307
114,amyg_bla,baseline,CS+,10.626150746428822
114,amyg_bla,baseline,CS-,9.106020412304336
114,amyg_bla,extinction,CS+,-0.7117477334589543
114,amyg_bla,extinction,CS-,-1.39289057427474
114,amyg_cem,acquisition,CS+,11.263667255169663
114,amyg_cem,acquisition,CS-,30.078338315531692
114,amyg_cem,baseline,CS+,-5.530347126225632
114,amyg_cem,baseline,CS-,17.527340397690278
114,amyg_cem,extinction,CS+,4.943475978905242
114,amyg_cem,extinction,CS-,19.42067082572465
114,hc_body,acquisition,CS+,6.58059168714413
114,hc_body,acquisition,CS-,9.248773709244642
114,hc_body,baseline,CS+,4.713449577576127
114,hc_body,baseline,CS-,14.352790163052035
114,hc_body,extinction,CS+,10.374878367827492
114,hc_body,extinction,CS-,4.897233413993577
114,hc_tail,acquisition,CS+,8.679953281545924
114,hc_tail,acquisition,CS-,19.08876140628542
114,hc_tail,baseline,CS+,11.14928633093627
114,hc_tail,baseline,CS-,18.41497309403937
114,hc_tail,extinction,CS+,27.3792792183628
114,hc_tail,extinction,CS-,18.055264097874954
115,amyg_bla,acquisition,CS+,-19.150936028736826
115,amyg_bla,acquisition,CS-,-12.147169783808787
115,amyg_bla,baseline,CS+,-10.367422404615636
115,amyg_bla,baseline,CS-,-4.14576218409979
115,amyg_bla,extinction,CS+,-4.122855429874456
115,amyg_bla,extinction,CS-,-2.9337536240841184
115,amyg_cem,acquisition,CS+,-19.59621394684627
115,amyg_cem,acquisition,CS-,-12.422842324844428
115,amyg_cem,baseline,CS+,-8.790757274672034
115,amyg_cem,baseline,CS-,-8.465033540307058
115,amyg_cem,extinction,CS+,-7.923952218908701
115,amyg_cem,extinction,CS-,-18.640251414735047
115,hc_body,acquisition,CS+,-24.023820205647052
115,hc_body,acquisition,CS-,-24.01159535475484
115,hc_body,baseline,CS+,-25.52826623099723
115,hc_body,baseline,CS-,-21.247627758125347
115,hc_body,extinction,CS+,-16.120848807431788
115,hc_body,extinction,CS-,-25.429833603172845
115,hc_tail,acquisition,CS+,-8.524010690047389
115,hc_tail,acquisition,CS-,-13.604834597226134
115,hc_tail,baseline,CS+,-15.86123801933764
115,hc_tail,baseline,CS-,-0.17486808892308978
115,hc_tail,extinction,CS+,1.6321723613633503
115,hc_tail,extinction,CS-,-8.176839112023275
116,amyg_bla,acquisition,CS+,6.198105011906831
116,amyg_bla,acquisition,CS-,8.192256180194542
116,amyg_bla,baseline,CS+,10.47410136046927
116,amyg_bla,baseline,CS-,2.494143558187386
116,amyg_bla,extinction,CS+,-2.7464843600544238
116,amyg_bla,extinction,CS-,-1.7008082480676991
116,amyg_cem,acquisition,CS+,-10.440710963020402
116,amyg_cem,acquisition,CS-,12.65790522563201
116,amyg_cem,baseline,CS+,20.91159889827012
116,amyg_cem,baseline,CS-,0.5489518046779658
116,amyg_cem,extinction,CS+,-5.2041775163523445
116,amyg_cem,extinction,CS-,-1.833604374880432
116,hc_body,acquisition,CS+,-7.80694988602955
116,hc_body,acquisition,CS-,-4.820957075128807
116,hc_body,baseline,CS+,3.267695095099728
116,hc_body,baseline,CS-,-14.398429773488612
116,hc_body,extinction,CS+,-21.241291336374193
116,hc_body,extinction,CS-,-18.06470242126059
116,hc_tail,acquisition,CS+,14.806280956860807
116,hc_tail,acquisition,CS-,25.54449212976865
116,hc_tail,baseline,CS+,27.04026741339337
116,hc_tail,baseline,CS-,9.32568466817694
116,hc_tail,extinction,CS+,3.163686472904824
116,hc_tail,extinction,CS-,5.2876294021450345
117,amyg_bla,acquisition,CS+,0.2415661852759849
117,amyg_bla,acquisition,CS-,4.2863553344906
117,amyg_bla,baseline,CS+,-13.320176414615819
117,amyg_bla,baseline,CS-,-0.8198796127523694
117,amyg_bla,extinction,CS+,-15.380940924099901
117,amyg_bla,extinction,CS-,12.123456287200376
117,amyg_cem,acquisition,CS+,4.520598949985233
117,amyg_cem,acquisition,CS-,17.100544600437086
117,amyg_cem,baseline,CS+,-2.688513738788768
117,amyg_cem,baseline,CS-,36.223673074471726
117,amyg_cem,extinction,CS+,8.206501690446641
117,amyg_cem,extinction,CS-,17.48277394073429
117,hc_body,acquisition,CS+,11.34281282031831
117,hc_body,acquisition,CS-,4.6515023254231345
117,hc_body,baseline,CS+,-9.727653022096742
117,hc_body,baseline,CS-,11.017804820973348
117,hc_body,extinction,CS+,-12.006692987445389
117,hc_body,extinction,CS-,8.18051396617398
117,hc_tail,acquisition,CS+,12.523509837183598
117,hc_tail,acquisition,CS-,5.500880002035752
117,hc_tail,baseline,CS+,-17.36646024255619
117,hc_tail,baseline,CS-,7.492833155014359
117,hc_tail,extinction,CS+,-19.986890718886247
117,hc_tail,extinction,CS-,9.361179502915826
118,amyg_bla,acquisition,CS+,-0.08159005824626776
118,amyg_bla,acquisition,CS-,-0.6014241601372635
118,amyg_bla,baseline,CS+,1.967662999570068
118,amyg_bla,baseline,CS-,1.6347714220565812
118,amyg_bla,extinction,CS+,-2.1884677988545267
118,amyg_bla,extinction,CS-,-4.778888747688977
118,amyg_cem,acquisition,CS+,17.704110974041015
118,amyg_cem,acquisition,CS-,5.617583924352571
118,amyg_cem,baseline,CS+,19.27009308203641
118,amyg_cem,baseline,CS-,20.35016331922461
118,amyg_cem,extinction,CS+,5.162647332478728
118,amyg_cem,extinction,CS-,5.2507117153120735
118,hc_body,acquisition,CS+,5.513577508347943
118,hc_body,acquisition,CS-,3.3190383729402826
118,hc_body,baseline,CS+,0.6292151080772337
118,hc_body,baseline,CS-,15.706920535034767
118,hc_body,extinction,CS+,5.395691983300943
118,hc_body,extinction,CS-,5.375857411415369
118,hc_tail,acquisition,CS+,3.987317696322452
118,hc_tail,acquisition,CS-,3.6964213343719483
118,hc_tail,baseline,CS+,0.4896022019617513
118,hc_tail,baseline,CS-,15.474294134192231
118,hc_tail,extinction,CS+,8.93191513888262
118,hc_tail,extinction,CS-,2.253225574122062
120,amyg_bla,acquisition,CS+,-5.5426916146467375
120,amyg_bla,acquisition,CS-,10.969071409895244
120,amyg_bla,baseline,CS+,7.1249600996049685
120,amyg_bla,baseline,CS-,16.833371658911815
120,amyg_bla,extinction,CS+,12.654416708395752
120,amyg_bla,extinction,CS-,25.339288678004614
120,amyg_cem,acquisition,CS+,-11.833472452229927
120,amyg_cem,acquisition,CS-,19.361372743399052
120,amyg_cem,baseline,CS+,11.470860554753076
120,amyg_cem,baseline,CS-,39.09167099756972
120,amyg_cem,extinction,CS+,25.049465728059317
120,amyg_cem,extinction,CS-,31.181394488203765
120,hc_body,acquisition,CS+,14.74971633663916
120,hc_body,acquisition,CS-,-0.06574754264032424
120,hc_body,baseline,CS+,15.339479291364732
120,hc_body,baseline,CS-,5.987607710460957
120,hc_body,extinction,CS+,12.32006960497683
120,hc_body,extinction,CS-,14.07659753406714
120,hc_tail,acquisition,CS+,31.91107158601609
120,hc_tail,acquisition,CS-,18.446215587016198
120,hc_tail,baseline,CS+,26.27448573635709
120,hc_tail,baseline,CS-,26.17042844163395
120,hc_tail,extinction,CS+,29.99830905566849
120,hc_tail,extinction,CS-,26.318282981122298
121,amyg_bla,acquisition,CS+,-28.00020850937302
121,amyg_bla,acquisition,CS-,-18.763846847458275
121,amyg_bla,baseline,CS+,-15.895423815723722
121,amyg_bla,baseline,CS-,-13.577558805987644
121,amyg_bla,extinction,CS+,-11.8469555568137
121,amyg_bla,extinction,CS-,-13.090059745758715
121,amyg_cem,acquisition,CS+,-33.14087586707293
121,amyg_cem,acquisition,CS-,-31.90828934174266
121,amyg_cem,baseline,CS+,-11.303968974095476
121,amyg_cem,baseline,CS-,-3.4246900141978966
121,amyg_cem,extinction,CS+,-15.851339523655335
121,amyg_cem,extinction,CS-,-24.658839879188317
121,hc_body,acquisition,CS+,-15.862790347562516
121,hc_body,acquisition,CS-,-18.630936255531275
121,hc_body,baseline,CS+,-15.627067894380815
121,hc_body,baseline,CS-,-15.684172214597563
121,hc_body,extinction,CS+,-9.592174827027668
121,hc_body,extinction,CS-,-11.409536649990413
121,hc_tail,acquisition,CS+,-5.45072958174378
121,hc_tail,acquisition,CS-,-16.055263829069453
121,hc_tail,baseline,CS+,-3.7454449967716377
121,hc_tail,baseline,CS-,-11.282774850078251
121,hc_tail,extinction,CS+,3.382451311431148
121,hc_tail,extinction,CS-,-10.684828363923412
122,amyg_bla,acquisition,CS+,11.21569296508976
122,amyg_bla,acquisition,CS-,2.9330171694714133
122,amyg_bla,baseline,CS+,6.2771772600591875
122,amyg_bla,baseline,CS-,8.586364646314406
122,amyg_bla,extinction,CS+,9.848668361762334
122,amyg_bla,extinction,CS-,1.8219901959783111
122,amyg_cem,acquisition,CS+,29.082384299869922
122,amyg_cem,acquisition,CS-,24.74242750312933
122,amyg_cem,baseline,CS+,15.6161381778137
122,amyg_cem,baseline,CS-,15.168897860413114
122,amyg_cem,extinction,CS+,40.21602689145353
122,amyg_cem,extinction,CS-,29.656638496355104
122,hc_body,acquisition,CS+,3.5587080371791893
122,hc_body,acquisition,CS-,-7.221672074625357
122,hc_body,baseline,CS+,-4.38976413219385
122,hc_body,baseline,CS-,-3.8837094801203187
122,hc_body,extinction,CS+,2.1049795795455815
122,hc_body,extinction,CS-,-16.981926745368227
122,hc_tail,acquisition,CS+,28.98726561236597
122,hc_tail,acquisition,CS-,22.75345250199799
122,hc_tail,baseline,CS+,22.48626406948892
122,hc_tail,baseline,CS-,27.4229883400518
122,hc_tail,extinction,CS+,28.69201217812857
122,hc_tail,extinction,CS-,24.44925829478941
123,amyg_bla,acquisition,CS+,-4.4800346428321465
123,amyg_bla,acquisition,CS-,-8.587382791632855
123,amyg_bla,baseline,CS+,-6.064669091413142
123,amyg_bla,baseline,CS-,-14.535284529524612
123,amyg_bla,extinction,CS+,-9.447625485012207
123,amyg_bla,extinction,CS-,-9.110235309649124
123,amyg_cem,acquisition,CS+,17.976674968920022
123,amyg_cem,acquisition,CS-,15.459349795264034
123,amyg_cem,baseline,CS+,11.243779665695152
123,amyg_cem,baseline,CS-,3.973066166048132
123,amyg_cem,extinction,CS+,7.27464770380934
123,amyg_cem,extinction,CS-,19.245527308511857
