roi,cope,subject,phase,beta
A24cd,CS-B,13,memory_run-01,0.3410731
A24cd,CS-B,13,memory_run-02,0.01581722
A24cd,CS-B,13,memory_run-03,0.20986861
A24cd,CS-B,14,memory_run-01,0.37146044
A24cd,CS-B,14,memory_run-02,0.14915225
A24cd,CS-B,14,memory_run-03,-0.018425079
A24cd,CS-B,15,memory_run-01,0.16252631
A24cd,CS-B,15,memory_run-02,0.25760525
A24cd,CS-B,15,memory_run-03,0.37593088
A24cd,CS-B,16,memory_run-01,0.13821606
A24cd,CS-B,16,memory_run-02,0.12778142
A24cd,CS-B,16,memory_run-03,0.33924833
A24cd,CS-B,17,memory_run-01,0.30840504
A24cd,CS-B,17,memory_run-02,0.44298342
A24cd,CS-B,17,memory_run-03,0.052181225
A24cd,CS-B,18,memory_run-01,0.3079889
A24cd,CS-B,18,memory_run-02,0.40530708
A24cd,CS-B,18,memory_run-03,0.09399876
A24cd,CS-B,19,memory_run-01,0.11514448
A24cd,CS-B,19,memory_run-02,0.12409774
A24cd,CS-B,19,memory_run-03,0.6033276
A24cd,CS-B,20,memory_run-01,-0.029617999
A24cd,CS-B,20,memory_run-02,-0.18377966
A24cd,CS-B,20,memory_run-03,0.028884448
A24cd,CS-B,21,memory_run-01,0.4246182
A24cd,CS-B,21,memory_run-02,0.22174138
A24cd,CS-B,21,memory_run-03,-0.053443763
A24cd,CS-B,23,memory_run-01,-0.09243887
A24cd,CS-B,23,memory_run-02,0.03547285
A24cd,CS-B,23,memory_run-03,0.1443083
A24cd,CS-B,24,memory_run-01,0.30375364
A24cd,CS-B,24,memory_run-02,-0.0019141854
A24cd,CS-B,24,memory_run-03,0.13605234
A24cd,CS-B,25,memory_run-01,-0.004041971
A24cd,CS-B,25,memory_run-02,-0.040613092
A24cd,CS-B,25,memory_run-03,-0.033519376
A24cd,CS-B,26,memory_run-01,0.06809352
A24cd,CS-B,26,memory_run-02,-0.11487455
A24cd,CS-B,26,memory_run-03,-0.13052802
A24cd,CS-B,101,memory_run-01,0.37127566
A24cd,CS-B,101,memory_run-02,0.23814897
A24cd,CS-B,101,memory_run-03,0.4494299
A24cd,CS-B,102,memory_run-01,0.07230692
A24cd,CS-B,102,memory_run-02,0.288782
A24cd,CS-B,102,memory_run-03,0.091469586
A24cd,CS-B,103,memory_run-01,0.47561514
A24cd,CS-B,103,memory_run-02,0.22343484
A24cd,CS-B,103,memory_run-03,0.14526312
A24cd,CS-B,104,memory_run-01,0.69128007
A24cd,CS-B,104,memory_run-02,-0.050473183
A24cd,CS-B,104,memory_run-03,-0.14873561
A24cd,CS-B,105,memory_run-01,0.29513186
A24cd,CS-B,105,memory_run-02,0.2563247
A24cd,CS-B,105,memory_run-03,0.26442626
A24cd,CS-B,106,memory_run-01,-0.014218493
A24cd,CS-B,106,memory_run-02,-0.10484769
A24cd,CS-B,106,memory_run-03,-0.004815483
A24cd,CS-B,107,memory_run-01,0.43841568
A24cd,CS-B,107,memory_run-02,0.33224025
A24cd,CS-B,107,memory_run-03,0.24876241
A24cd,CS-B,108,memory_run-01,0.46042505
A24cd,CS-B,108,memory_run-02,0.42607054
A24cd,CS-B,108,memory_run-03,0.2656983
A24cd,CS-B,109,memory_run-01,-0.06372619
A24cd,CS-B,109,memory_run-02,-0.016042776
A24cd,CS-B,109,memory_run-03,-0.08158959
A24cd,CS-B,110,memory_run-01,0.31949967
A24cd,CS-B,110,memory_run-02,0.08931653
A24cd,CS-B,110,memory_run-03,0.003075407
A24cd,CS-B,111,memory_run-01,0.08809104
A24cd,CS-B,111,memory_run-02,-0.19772908
A24cd,CS-B,111,memory_run-03,-0.030159105
A24cd,CS-B,112,memory_run-01,-0.12715119
A24cd,CS-B,112,memory_run-02,0.14058176
A24cd,CS-B,112,memory_run-03,0.15981708
A24cd,CS-B,113,memory_run-01,0.18550889
A24cd,CS-B,113,memory_run-02,0.28071016
A24cd,CS-B,113,memory_run-03,0.078771405
A24cd,CS-B,114,memory_run-01,-0.2407063
A24cd,CS-B,114,memory_run-02,-0.101005286
A24cd,CS-B,114,memory_run-03,0.42659566
A24cd,CS-B,115,memory_run-01,0.19730192
A24cd,CS-B,115,memory_run-02,-0.002866922
A24cd,CS-B,115,memory_run-03,-0.02299783
A24cd,CS-B,116,memory_run-01,0.28564698
A24cd,CS-B,116,memory_run-02,0.4136631
A24cd,CS-B,116,memory_run-03,0.3284625
A24cd,CS-B,117,memory_run-01,0.81045663
A24cd,CS-B,117,memory_run-02,-0.00043357062
A24cd,CS-B,117,memory_run-03,0.77648526
A24cd,CS-B,118,memory_run-01,-0.31280196
A24cd,CS-B,118,memory_run-02,0.42215437
A24cd,CS-B,118,memory_run-03,0.22373638
A24cd,CS-B,120,memory_run-01,0.4611446
A24cd,CS-B,120,memory_run-02,-0.017259875
A24cd,CS-B,120,memory_run-03,0.15256688
A24cd,CS-B,121,memory_run-01,0.16942218
A24cd,CS-B,121,memory_run-02,-0.31320605
A24cd,CS-B,121,memory_run-03,0.22489217
A24cd,CS-B,122,memory_run-01,0.5282863
A24cd,CS-B,122,memory_run-02,0.44007292
A24cd,CS-B,122,memory_run-03,0.34292436
A24cd,CS-B,123,memory_run-01,0.059190318
A24cd,CS-B,123,memory_run-02,0.14435004
A24cd,CS-B,123,memory_run-03,0.26531923
A24cd,CS-B,124,memory_run-01,0.30073512
A24cd,CS-B,124,memory_run-02,0.31933713
A24cd,CS-B,124,memory_run-03,-0.008979087
A24cd,CS-B,125,memory_run-01,0.73928046
A24cd,CS-B,125,memory_run-02,0.725521
A24cd,CS-B,125,memory_run-03,0.58883554
A24cd,CS+A,1,memory_run-01,-0.064194635
A24cd,CS+A,1,memory_run-02,-0.098636046
A24cd,CS+A,1,memory_run-03,0.11723398
A24cd,CS+A,2,memory_run-01,0.5289281
A24cd,CS+A,2,memory_run-02,0.21497457
A24cd,CS+A,2,memory_run-03,0.41057336
A24cd,CS+A,3,memory_run-01,0.25167856
A24cd,CS+A,3,memory_run-02,-0.17639737
A24cd,CS+A,3,memory_run-03,-0.037637692
A24cd,CS+A,4,memory_run-01,0.04694048
A24cd,CS+A,4,memory_run-02,-0.06775364
A24cd,CS+A,4,memory_run-03,0.050843187
A24cd,CS+A,5,memory_run-01,0.26097995
A24cd,CS+A,5,memory_run-02,-0.07489683
A24cd,CS+A,5,memory_run-03,-0.07843621
A24cd,CS+A,6,memory_run-01,0.19287474
A24cd,CS+A,6,memory_run-02,-0.09892696
A24cd,CS+A,6,memory_run-03,0.09223963
A24cd,CS+A,7,memory_run-01,0.3322875
A24cd,CS+A,7,memory_run-02,0.090194374
A24cd,CS+A,7,memory_run-03,0.23275426
A24cd,CS+A,8,memory_run-01,0.41897452
A24cd,CS+A,8,memory_run-02,0.50650376
A24cd,CS+A,8,memory_run-03,0.39879963
A24cd,CS+A,9,memory_run-01,-0.0010179642
A24cd,CS+A,9,memory_run-02,-0.25443238
A24cd,CS+A,9,memory_run-03,-0.17199126
A24cd,CS+A,10,memory_run-01,0.22000195
A24cd,CS+A,10,memory_run-02,0.4426922
A24cd,CS+A,10,memory_run-03,0.41774774
A24cd,CS+A,12,memory_run-01,0.78422076
A24cd,CS+A,12,memory_run-02,0.45985374
A24cd,CS+A,12,memory_run-03,0.690736
A24cd,CS+A,13,memory_run-01,0.6705077
A24cd,CS+A,13,memory_run-02,0.18295145
A24cd,CS+A,13,memory_run-03,0.17080095
A24cd,CS+A,14,memory_run-01,0.30379415
A24cd,CS+A,14,memory_run-02,-0.04703837
A24cd,CS+A,14,memory_run-03,0.041588914
A24cd,CS+A,15,memory_run-01,0.09374499
A24cd,CS+A,15,memory_run-02,0.2854431
A24cd,CS+A,15,memory_run-03,0.08906084
A24cd,CS+A,16,memory_run-01,0.03301525
A24cd,CS+A,16,memory_run-02,0.36935514
A24cd,CS+A,16,memory_run-03,0.20280667
A24cd,CS+A,17,memory_run-01,0.14479628
A24cd,CS+A,17,memory_run-02,0.11671805
A24cd,CS+A,17,memory_run-03,-0.014380926
A24cd,CS+A,18,memory_run-01,0.27075157
A24cd,CS+A,18,memory_run-02,0.37915885
A24cd,CS+A,18,memory_run-03,0.21216626
A24cd,CS+A,19,memory_run-01,0.07707737
A24cd,CS+A,19,memory_run-02,0.072125375
A24cd,CS+A,19,memory_run-03,0.53412604
A24cd,CS+A,20,memory_run-01,0.0711336
A24cd,CS+A,20,memory_run-02,0.10928301
A24cd,CS+A,20,memory_run-03,0.2485732
A24cd,CS+A,21,memory_run-01,0.28497744
A24cd,CS+A,21,memory_run-02,0.122981414
A24cd,CS+A,21,memory_run-03,0.1977953
A24cd,CS+A,23,memory_run-01,0.037618212
A24cd,CS+A,23,memory_run-02,-0.0541862
A24cd,CS+A,23,memory_run-03,0.3104794
A24cd,CS+A,24,memory_run-01,0.3391188
A24cd,CS+A,24,memory_run-02,-0.23039523
A24cd,CS+A,24,memory_run-03,0.39622808
A24cd,CS+A,25,memory_run-01,0.12623264
A24cd,CS+A,25,memory_run-02,0.08166221
A24cd,CS+A,25,memory_run-03,0.02799779
A24cd,CS+A,26,memory_run-01,0.01518104
A24cd,CS+A,26,memory_run-02,-0.05239439
A24cd,CS+A,26,memory_run-03,-0.062170513
A24cd,CS+A,101,memory_run-01,0.15142298
A24cd,CS+A,101,memory_run-02,0.45835635
A24cd,CS+A,101,memory_run-03,0.14160877
A24cd,CS+A,102,memory_run-01,0.18543787
A24cd,CS+A,102,memory_run-02,0.33009088
A24cd,CS+A,102,memory_run-03,0.15734647
A24cd,CS+A,103,memory_run-01,0.31477284
A24cd,CS+A,103,memory_run-02,0.25291172
A24cd,CS+A,103,memory_run-03,0.29681093
A24cd,CS+A,104,memory_run-01,0.24653763
A24cd,CS+A,104,memory_run-02,-0.043833148
A24cd,CS+A,104,memory_run-03,0.22231862
A24cd,CS+A,105,memory_run-01,0.43330082
A24cd,CS+A,105,memory_run-02,0.28112417
A24cd,CS+A,105,memory_run-03,0.39391243
A24cd,CS+A,106,memory_run-01,-0.07156166
A24cd,CS+A,106,memory_run-02,-0.09311816
A24cd,CS+A,106,memory_run-03,0.048335765
A24cd,CS+A,107,memory_run-01,0.4338009
A24cd,CS+A,107,memory_run-02,0.29644895
A24cd,CS+A,107,memory_run-03,0.34048286
A24cd,CS+A,108,memory_run-01,0.34802765
A24cd,CS+A,108,memory_run-02,0.3786531
A24cd,CS+A,108,memory_run-03,0.3070641
A24cd,CS+A,109,memory_run-01,-0.061683785
A24cd,CS+A,109,memory_run-02,0.061050445
A24cd,CS+A,109,memory_run-03,-0.08780457
A24cd,CS+A,110,memory_run-01,0.5474749
A24cd,CS+A,110,memory_run-02,0.06773034
A24cd,CS+A,110,memory_run-03,-0.046235878
A24cd,CS+A,111,memory_run-01,0.09219891
A24cd,CS+A,111,memory_run-02,-0.28845868
A24cd,CS+A,111,memory_run-03,-0.22496456
A24cd,CS+A,112,memory_run-01,0.0771996
A24cd,CS+A,112,memory_run-02,-0.03526667
A24cd,CS+A,112,memory_run-03,-0.0025861952
A24cd,CS+A,113,memory_run-01,0.35397205
A24cd,CS+A,113,memory_run-02,0.10190109
A24cd,CS+A,113,memory_run-03,0.3660018
A24cd,CS+A,114,memory_run-01,-0.018182727
A24cd,CS+A,114,memory_run-02,0.009267456
A24cd,CS+A,114,memory_run-03,0.17615177
A24cd,CS+A,115,memory_run-01,0.0039271363
A24cd,CS+A,115,memory_run-02,-0.07935384
A24cd,CS+A,115,memory_run-03,-0.07045037
A24cd,CS+A,116,memory_run-01,0.2739275
A24cd,CS+A,116,memory_run-02,0.38755372
A24cd,CS+A,116,memory_run-03,0.3078068
A24cd,CS+A,117,memory_run-01,0.7895037
A24cd,CS+A,117,memory_run-02,0.0610204
A24cd,CS+A,117,memory_run-03,0.8574938
A24cd,CS+A,118,memory_run-01,0.068063505
A24cd,CS+A,118,memory_run-02,0.12189232
A24cd,CS+A,118,memory_run-03,-0.04289923
A24cd,CS+A,120,memory_run-01,0.20147067
A24cd,CS+A,120,memory_run-02,0.041553047
A24cd,CS+A,120,memory_run-03,0.18033603
A24cd,CS+A,121,memory_run-01,0.042759184
A24cd,CS+A,121,memory_run-02,-0.1960588
A24cd,CS+A,121,memory_run-03,0.15203251
A24cd,CS+A,122,memory_run-01,0.3735792
A24cd,CS+A,122,memory_run-02,0.37878317
A24cd,CS+A,122,memory_run-03,0.829064
A24cd,CS+A,123,memory_run-01,0.070021376
A24cd,CS+A,123,memory_run-02,-0.113244504
A24cd,CS+A,123,memory_run-03,0.28673524
A24cd,CS+A,124,memory_run-01,0.3873568
A24cd,CS+A,124,memory_run-02,0.42043018
A24cd,CS+A,124,memory_run-03,0.12092322
A24cd,CS+A,125,memory_run-01,0.6964767
A24cd,CS+A,125,memory_run-02,0.5621977
A24cd,CS+A,125,memory_run-03,0.69378847
A24cd,CS-A,1,memory_run-01,-0.04145502
A24cd,CS-A,1,memory_run-02,-0.073658444
A24cd,CS-A,1,memory_run-03,0.10014443
A24cd,CS-A,2,memory_run-01,0.28405666
A24cd,CS-A,2,memory_run-02,0.1982739
A24cd,CS-A,2,memory_run-03,0.15709502
A24cd,CS-A,3,memory_run-01,0.32827115
A24cd,CS-A,3,memory_run-02,0.045337513
A24cd,CS-A,3,memory_run-03,0.113306515
A24cd,CS-A,4,memory_run-01,-0.032541562
A24cd,CS-A,4,memory_run-02,-0.2093742
A24cd,CS-A,4,memory_run-03,-0.06438256
A24cd,CS-A,5,memory_run-01,0.1466453
A24cd,CS-A,5,memory_run-02,-0.01637726
A24cd,CS-A,5,memory_run-03,0.012681028
A24cd,CS-A,6,memory_run-01,-0.17590384
A24cd,CS-A,6,memory_run-02,0.12336022
A24cd,CS-A,6,memory_run-03,-0.19795544
A24cd,CS-A,7,memory_run-01,0.06825376
A24cd,CS-A,7,memory_run-02,0.23304574
A24cd,CS-A,7,memory_run-03,0.23497668
A24cd,CS-A,8,memory_run-01,0.4519939
A24cd,CS-A,8,memory_run-02,0.5007257
A24cd,CS-A,8,memory_run-03,0.40864137
A24cd,CS-A,9,memory_run-01,0.18363558
A24cd,CS-A,9,memory_run-02,-0.10458488
A24cd,CS-A,9,memory_run-03,-0.0680205
A24cd,CS-A,10,memory_run-01,0.33830914
A24cd,CS-A,10,memory_run-02,0.17172764
A24cd,CS-A,10,memory_run-03,0.34688163
A24cd,CS-A,12,memory_run-01,0.7583504
A24cd,CS-A,12,memory_run-02,0.43097985
A24cd,CS-A,12,memory_run-03,0.5555547
A24cd,CS-A,13,memory_run-01,0.08854289
A24cd,CS-A,13,memory_run-02,0.23634654
A24cd,CS-A,13,memory_run-03,0.29313836
A24cd,CS-A,14,memory_run-01,0.3481748
A24cd,CS-A,14,memory_run-02,0.093626946
A24cd,CS-A,14,memory_run-03,-0.017563434
A24cd,CS-A,15,memory_run-01,0.23390256
A24cd,CS-A,15,memory_run-02,0.47427237
A24cd,CS-A,15,memory_run-03,0.17600928
A24cd,CS-A,16,memory_run-01,0.24946208
A24cd,CS-A,16,memory_run-02,0.13113748
A24cd,CS-A,16,memory_run-03,0.41243082
A24cd,CS-A,17,memory_run-01,0.36654216
A24cd,CS-A,17,memory_run-02,0.086476244
A24cd,CS-A,17,memory_run-03,0.06792557
A24cd,CS-A,18,memory_run-01,0.38876605
A24cd,CS-A,18,memory_run-02,0.41586798
A24cd,CS-A,18,memory_run-03,0.05234804
A24cd,CS-A,19,memory_run-01,0.16295946
A24cd,CS-A,19,memory_run-02,0.1659862
A24cd,CS-A,19,memory_run-03,0.41914964
A24cd,CS-A,20,memory_run-01,0.10318186
A24cd,CS-A,20,memory_run-02,0.026746605
A24cd,CS-A,20,memory_run-03,0.073480435
A24cd,CS-A,21,memory_run-01,0.1741329
A24cd,CS-A,21,memory_run-02,0.09768535
A24cd,CS-A,21,memory_run-03,0.28618386
A24cd,CS-A,23,memory_run-01,-0.089268774
A24cd,CS-A,23,memory_run-02,0.029711273
A24cd,CS-A,23,memory_run-03,0.18008132
A24cd,CS-A,24,memory_run-01,0.18686077
A24cd,CS-A,24,memory_run-02,-0.19451743
A24cd,CS-A,24,memory_run-03,0.021489382
A24cd,CS-A,25,memory_run-01,0.019180745
A24cd,CS-A,25,memory_run-02,-0.09313079
A24cd,CS-A,25,memory_run-03,0.1441231
A24cd,CS-A,26,memory_run-01,0.15414447
A24cd,CS-A,26,memory_run-02,-0.0140363835
A24cd,CS-A,26,memory_run-03,-0.25480154
A24cd,CS-A,101,memory_run-01,0.35960892
A24cd,CS-A,101,memory_run-02,0.41561761
A24cd,CS-A,101,memory_run-03,0.30478895
A24cd,CS-A,102,memory_run-01,0.17092898
A24cd,CS-A,102,memory_run-02,0.12001747
A24cd,CS-A,102,memory_run-03,0.11426551
A24cd,CS-A,103,memory_run-01,0.4147934
A24cd,CS-A,103,memory_run-02,0.19422781
A24cd,CS-A,103,memory_run-03,0.337118
A24cd,CS-A,104,memory_run-01,0.16806124
A24cd,CS-A,104,memory_run-02,-0.22769716
A24cd,CS-A,104,memory_run-03,0.04979023
A24cd,CS-A,105,memory_run-01,0.35595927
A24cd,CS-A,105,memory_run-02,0.49464992
A24cd,CS-A,105,memory_run-03,0.36362785
A24cd,CS-A,106,memory_run-01,0.2291307
A24cd,CS-A,106,memory_run-02,-0.16119474
A24cd,CS-A,106,memory_run-03,-0.18056823
A24cd,CS-A,107,memory_run-01,0.34570172
A24cd,CS-A,107,memory_run-02,0.40503109
A24cd,CS-A,107,memory_run-03,0.33010012
A24cd,CS-A,108,memory_run-01,0.41899726
A24cd,CS-A,108,memory_run-02,0.057701867
A24cd,CS-A,108,memory_run-03,0.4326823
A24cd,CS-A,109,memory_run-01,0.09245767
A24cd,CS-A,109,memory_run-02,0.006884245
A24cd,CS-A,109,memory_run-03,-0.028148716
A24cd,CS-A,110,memory_run-01,0.5078934
A24cd,CS-A,110,memory_run-02,0.30440247
A24cd,CS-A,110,memory_run-03,0.058484394
A24cd,CS-A,111,memory_run-01,0.100769
A24cd,CS-A,111,memory_run-02,0.1277252
A24cd,CS-A,111,memory_run-03,-0.16706704
A24cd,CS-A,112,memory_run-01,-0.09679401
A24cd,CS-A,112,memory_run-02,-0.050575513
A24cd,CS-A,112,memory_run-03,0.019842362
A24cd,CS-A,113,memory_run-01,0.21699521
A24cd,CS-A,113,memory_run-02,0.065382905
A24cd,CS-A,113,memory_run-03,0.22689408
A24cd,CS-A,114,memory_run-01,-0.13710153
A24cd,CS-A,114,memory_run-02,-0.07405277
A24cd,CS-A,114,memory_run-03,0.42293006
A24cd,CS-A,115,memory_run-01,0.26047248
A24cd,CS-A,115,memory_run-02,0.06900593
A24cd,CS-A,115,memory_run-03,0.03028831
A24cd,CS-A,116,memory_run-01,0.15364118
A24cd,CS-A,116,memory_run-02,0.46663225
A24cd,CS-A,116,memory_run-03,0.47142476
A24cd,CS-A,117,memory_run-01,0.5777799
A24cd,CS-A,117,memory_run-02,0.29812217
A24cd,CS-A,117,memory_run-03,0.7564974
A24cd,CS-A,118,memory_run-01,0.034216005
A24cd,CS-A,118,memory_run-02,0.17678231
A24cd,CS-A,118,memory_run-03,0.18383151
A24cd,CS-A,120,memory_run-01,0.116382375
A24cd,CS-A,120,memory_run-02,0.07400125
A24cd,CS-A,120,memory_run-03,0.03533897
A24cd,CS-A,121,memory_run-01,0.13843971
A24cd,CS-A,121,memory_run-02,-0.25236452
A24cd,CS-A,121,memory_run-03,0.27882168
A24cd,CS-A,122,memory_run-01,0.48802572
A24cd,CS-A,122,memory_run-02,0.22528641
A24cd,CS-A,122,memory_run-03,0.48285338
A24cd,CS-A,123,memory_run-01,0.18624333
A24cd,CS-A,123,memory_run-02,-0.090800814
A24cd,CS-A,123,memory_run-03,0.18401654
A24cd,CS-A,124,memory_run-01,0.33708274
A24cd,CS-A,124,memory_run-02,0.16687247
A24cd,CS-A,124,memory_run-03,0.026214154
A24cd,CS-A,125,memory_run-01,0.71808946
A24cd,CS-A,125,memory_run-02,0.54160064
A24cd,CS-A,125,memory_run-03,0.3175114
A24cd,CS+E,1,memory_run-01,0.046025734
A24cd,CS+E,1,memory_run-02,-0.051706873
A24cd,CS+E,1,memory_run-03,0.08405659
A24cd,CS+E,2,memory_run-01,0.45071334
A24cd,CS+E,2,memory_run-02,0.19561714
A24cd,CS+E,2,memory_run-03,0.19323882
A24cd,CS+E,3,memory_run-01,0.44809675
A24cd,CS+E,3,memory_run-02,0.12069207
A24cd,CS+E,3,memory_run-03,0.051057722
A24cd,CS+E,4,memory_run-01,0.061365634
A24cd,CS+E,4,memory_run-02,-0.055376258
A24cd,CS+E,4,memory_run-03,-0.050572876
A24cd,CS+E,5,memory_run-01,0.21066962
A24cd,CS+E,5,memory_run-02,-0.12512264
A24cd,CS+E,5,memory_run-03,-0.13100922
A24cd,CS+E,6,memory_run-01,0.077156976
A24cd,CS+E,6,memory_run-02,-0.06406915
A24cd,CS+E,6,memory_run-03,0.017615227
A24cd,CS+E,7,memory_run-01,0.29014027
A24cd,CS+E,7,memory_run-02,0.16683108
A24cd,CS+E,7,memory_run-03,0.550446
A24cd,CS+E,8,memory_run-01,0.30910468
A24cd,CS+E,8,memory_run-02,0.5177901
A24cd,CS+E,8,memory_run-03,0.38804728
A24cd,CS+E,9,memory_run-01,0.1088087
A24cd,CS+E,9,memory_run-02,-0.35473588
A24cd,CS+E,9,memory_run-03,-0.1838375
A24cd,CS+E,10,memory_run-01,0.24812287
A24cd,CS+E,10,memory_run-02,0.39559853
A24cd,CS+E,10,memory_run-03,0.36886108
A24cd,CS+E,12,memory_run-01,0.6234817
A24cd,CS+E,12,memory_run-02,0.59029824
A24cd,CS+E,12,memory_run-03,0.618599
A24cd,CS+E,13,memory_run-01,0.3901148
A24cd,CS+E,13,memory_run-02,0.36016214
A24cd,CS+E,13,memory_run-03,0.27407992
A24cd,CS+E,14,memory_run-01,0.381232
A24cd,CS+E,14,memory_run-02,0.14286631
A24cd,CS+E,14,memory_run-03,-0.009350261
A24cd,CS+E,15,memory_run-01,0.24106452
A24cd,CS+E,15,memory_run-02,0.39344236
A24cd,CS+E,15,memory_run-03,0.19954732
A24cd,CS+E,16,memory_run-01,0.13687806
A24cd,CS+E,16,memory_run-02,0.2292948
A24cd,CS+E,16,memory_run-03,0.27234992
A24cd,CS+E,17,memory_run-01,0.22804609
A24cd,CS+E,17,memory_run-02,0.19337192
A24cd,CS+E,17,memory_run-03,0.070779055
A24cd,CS+E,18,memory_run-01,0.23993693
A24cd,CS+E,18,memory_run-02,0.24799706
A24cd,CS+E,18,memory_run-03,-0.05464859
A24cd,CS+E,19,memory_run-01,0.22029607
A24cd,CS+E,19,memory_run-02,0.12673353
A24cd,CS+E,19,memory_run-03,0.463353
A24cd,CS+E,20,memory_run-01,0.19560553
A24cd,CS+E,20,memory_run-02,-0.124584675
A24cd,CS+E,20,memory_run-03,0.21360697
A24cd,CS+E,21,memory_run-01,0.21917607
A24cd,CS+E,21,memory_run-02,0.25347266
A24cd,CS+E,21,memory_run-03,0.24382658
A24cd,CS+E,23,memory_run-01,0.0125836935
A24cd,CS+E,23,memory_run-02,0.09935969
A24cd,CS+E,23,memory_run-03,0.29303753
A24cd,CS+E,24,memory_run-01,0.31833655
A24cd,CS+E,24,memory_run-02,-0.0019043824
A24cd,CS+E,24,memory_run-03,0.121918306
A24cd,CS+E,25,memory_run-01,0.0704053
A24cd,CS+E,25,memory_run-02,0.055919025
A24cd,CS+E,25,memory_run-03,-0.06163523
A24cd,CS+E,26,memory_run-01,-0.03945244
A24cd,CS+E,26,memory_run-02,-0.10813943
A24cd,CS+E,26,memory_run-03,-0.04097914
A24cd,CS+E,101,memory_run-01,0.2872321
A24cd,CS+E,101,memory_run-02,0.34308153
A24cd,CS+E,101,memory_run-03,0.18884659
A24cd,CS+E,102,memory_run-01,0.043341123
A24cd,CS+E,102,memory_run-02,0.12708658
A24cd,CS+E,102,memory_run-03,0.17030121
A24cd,CS+E,103,memory_run-01,0.3497884
A24cd,CS+E,103,memory_run-02,0.16756348
A24cd,CS+E,103,memory_run-03,0.52290004
A24cd,CS+E,104,memory_run-01,0.39320388
A24cd,CS+E,104,memory_run-02,-0.17263232
A24cd,CS+E,104,memory_run-03,0.12298271
A24cd,CS+E,105,memory_run-01,0.4148695
A24cd,CS+E,105,memory_run-02,0.36239174
A24cd,CS+E,105,memory_run-03,0.45044038
A24cd,CS+E,106,memory_run-01,0.055899706
A24cd,CS+E,106,memory_run-02,-0.061587673
A24cd,CS+E,106,memory_run-03,0.0591101
A24cd,CS+E,107,memory_run-01,0.41881183
A24cd,CS+E,107,memory_run-02,0.15877344
A24cd,CS+E,107,memory_run-03,0.39845428
A24cd,CS+E,108,memory_run-01,0.42905334
A24cd,CS+E,108,memory_run-02,0.28412056
A24cd,CS+E,108,memory_run-03,0.3621718
A24cd,CS+E,109,memory_run-01,-0.06437634
A24cd,CS+E,109,memory_run-02,-0.16904016
A24cd,CS+E,109,memory_run-03,0.053557724
A24cd,CS+E,110,memory_run-01,0.39109418
A24cd,CS+E,110,memory_run-02,0.22454308
A24cd,CS+E,110,memory_run-03,0.16278453
A24cd,CS+E,111,memory_run-01,0.10868166
A24cd,CS+E,111,memory_run-02,-0.083085395
A24cd,CS+E,111,memory_run-03,0.05307844
A24cd,CS+E,112,memory_run-01,-0.06426757
A24cd,CS+E,112,memory_run-02,-0.16388226
A24cd,CS+E,112,memory_run-03,0.024677707
A24cd,CS+E,113,memory_run-01,0.17051849
A24cd,CS+E,113,memory_run-02,0.1496207
A24cd,CS+E,113,memory_run-03,0.15984555
A24cd,CS+E,114,memory_run-01,-0.101530835
A24cd,CS+E,114,memory_run-02,0.059457242
A24cd,CS+E,114,memory_run-03,0.2965342
A24cd,CS+E,115,memory_run-01,0.13031392
A24cd,CS+E,115,memory_run-02,-0.00615514
A24cd,CS+E,115,memory_run-03,0.0286023
A24cd,CS+E,116,memory_run-01,0.14722928
A24cd,CS+E,116,memory_run-02,0.3170457
A24cd,CS+E,116,memory_run-03,0.14679532
A24cd,CS+E,117,memory_run-01,0.65805316
A24cd,CS+E,117,memory_run-02,0.31610364
A24cd,CS+E,117,memory_run-03,0.75103223
A24cd,CS+E,118,memory_run-01,-0.049386084
A24cd,CS+E,118,memory_run-02,0.100893594
A24cd,CS+E,118,memory_run-03,0.18767238
A24cd,CS+E,120,memory_run-01,0.29337993
A24cd,CS+E,120,memory_run-02,-0.06371055
A24cd,CS+E,120,memory_run-03,0.05593659
A24cd,CS+E,121,memory_run-01,0.036229238
A24cd,CS+E,121,memory_run-02,-0.1015908
A24cd,CS+E,121,memory_run-03,0.14801186
A24cd,CS+E,122,memory_run-01,0.65564615
A24cd,CS+E,122,memory_run-02,0.12796901
A24cd,CS+E,122,memory_run-03,0.61765796
A24cd,CS+E,123,memory_run-01,0.02775463
A24cd,CS+E,123,memory_run-02,0.09964611
A24cd,CS+E,123,memory_run-03,0.23572688
A24cd,CS+E,124,memory_run-01,0.20080931
A24cd,CS+E,124,memory_run-02,0.61468166
A24cd,CS+E,124,memory_run-03,0.051196966
A24cd,CS+E,125,memory_run-01,0.63533545
A24cd,CS+E,125,memory_run-02,0.7233373
A24cd,CS+E,125,memory_run-03,0.49133226
A24cd,CS-E,1,memory_run-01,-0.035651855
A24cd,CS-E,1,memory_run-02,-0.012377215
A24cd,CS-E,1,memory_run-03,0.08343093
A24cd,CS-E,2,memory_run-01,0.374289
A24cd,CS-E,2,memory_run-02,0.2619924
A24cd,CS-E,2,memory_run-03,0.34031618
A24cd,CS-E,3,memory_run-01,0.29838872
A24cd,CS-E,3,memory_run-02,0.12130636
A24cd,CS-E,3,memory_run-03,0.08157739
A24cd,CS-E,4,memory_run-01,0.011060691
A24cd,CS-E,4,memory_run-02,-0.05334171
