roi,cope,subject,phase,beta
amyg_cem,CS+A,106,memory_run-01,0.19648214
amyg_cem,CS+A,106,memory_run-02,-0.039064486
amyg_cem,CS+A,106,memory_run-03,0.1314917
amyg_cem,CS+A,107,memory_run-01,-0.027806124
amyg_cem,CS+A,107,memory_run-02,-0.08236721
amyg_cem,CS+A,107,memory_run-03,-0.099378616
amyg_cem,CS+A,108,memory_run-01,-0.013488571
amyg_cem,CS+A,108,memory_run-02,-0.13340363
amyg_cem,CS+A,108,memory_run-03,0.10766298
amyg_cem,CS+A,109,memory_run-01,-0.011628486
amyg_cem,CS+A,109,memory_run-02,-0.10626966
amyg_cem,CS+A,109,memory_run-03,0.09720988
amyg_cem,CS+A,110,memory_run-01,-0.0343374
amyg_cem,CS+A,110,memory_run-02,-0.17674853
amyg_cem,CS+A,110,memory_run-03,-0.020299515
amyg_cem,CS+A,111,memory_run-01,-0.19972672
amyg_cem,CS+A,111,memory_run-02,-0.20907788
amyg_cem,CS+A,111,memory_run-03,-0.33482978
amyg_cem,CS+A,112,memory_run-01,0.091149464
amyg_cem,CS+A,112,memory_run-02,-0.06417352
amyg_cem,CS+A,112,memory_run-03,0.057758197
amyg_cem,CS+A,113,memory_run-01,-0.06391631
amyg_cem,CS+A,113,memory_run-02,-0.13672277
amyg_cem,CS+A,113,memory_run-03,0.049535707
amyg_cem,CS+A,114,memory_run-01,-0.07475851
amyg_cem,CS+A,114,memory_run-02,0.14466609
amyg_cem,CS+A,114,memory_run-03,0.0031005414
amyg_cem,CS+A,115,memory_run-01,-0.069651164
amyg_cem,CS+A,115,memory_run-02,-0.049828414
amyg_cem,CS+A,115,memory_run-03,0.068062484
amyg_cem,CS+A,116,memory_run-01,-0.15662919
amyg_cem,CS+A,116,memory_run-02,-0.094781905
amyg_cem,CS+A,116,memory_run-03,-0.16521777
amyg_cem,CS+A,117,memory_run-01,0.38859335
amyg_cem,CS+A,117,memory_run-02,-0.081648834
amyg_cem,CS+A,117,memory_run-03,0.1274633
amyg_cem,CS+A,118,memory_run-01,-0.08691382
amyg_cem,CS+A,118,memory_run-02,0.08115654
amyg_cem,CS+A,118,memory_run-03,-0.09080409
amyg_cem,CS+A,120,memory_run-01,0.02421413
amyg_cem,CS+A,120,memory_run-02,0.11277319
amyg_cem,CS+A,120,memory_run-03,0.22777256
amyg_cem,CS+A,121,memory_run-01,-0.07699638
amyg_cem,CS+A,121,memory_run-02,0.022969108
amyg_cem,CS+A,121,memory_run-03,0.0077046156
amyg_cem,CS+A,122,memory_run-01,0.117884636
amyg_cem,CS+A,122,memory_run-02,-0.090501815
amyg_cem,CS+A,122,memory_run-03,0.15659872
amyg_cem,CS+A,123,memory_run-01,0.22411643
amyg_cem,CS+A,123,memory_run-02,0.13111915
amyg_cem,CS+A,123,memory_run-03,-0.016205315
amyg_cem,CS+A,124,memory_run-01,-0.023552928
amyg_cem,CS+A,124,memory_run-02,0.058152765
amyg_cem,CS+A,124,memory_run-03,0.104868755
amyg_cem,CS+A,125,memory_run-01,-0.22849882
amyg_cem,CS+A,125,memory_run-02,-0.074824914
amyg_cem,CS+A,125,memory_run-03,0.011219217
amyg_cem,CS-A,1,memory_run-01,-0.0940705
amyg_cem,CS-A,1,memory_run-02,0.008613942
amyg_cem,CS-A,1,memory_run-03,0.23620386
amyg_cem,CS-A,2,memory_run-01,0.06353315
amyg_cem,CS-A,2,memory_run-02,-0.122888036
amyg_cem,CS-A,2,memory_run-03,-0.053028725
amyg_cem,CS-A,3,memory_run-01,-0.1808913
amyg_cem,CS-A,3,memory_run-02,-0.033255897
amyg_cem,CS-A,3,memory_run-03,-0.06579734
amyg_cem,CS-A,4,memory_run-01,-0.3056365
amyg_cem,CS-A,4,memory_run-02,-0.46215796
amyg_cem,CS-A,4,memory_run-03,-0.31878465
amyg_cem,CS-A,5,memory_run-01,0.05411947
amyg_cem,CS-A,5,memory_run-02,-0.056845658
amyg_cem,CS-A,5,memory_run-03,-0.011474287
amyg_cem,CS-A,6,memory_run-01,-0.017677695
amyg_cem,CS-A,6,memory_run-02,-0.12718867
amyg_cem,CS-A,6,memory_run-03,0.04621523
amyg_cem,CS-A,7,memory_run-01,-0.10940428
amyg_cem,CS-A,7,memory_run-02,0.035737738
amyg_cem,CS-A,7,memory_run-03,0.03316605
amyg_cem,CS-A,8,memory_run-01,0.15151325
amyg_cem,CS-A,8,memory_run-02,0.09945597
amyg_cem,CS-A,8,memory_run-03,-0.15113583
amyg_cem,CS-A,9,memory_run-01,0.04415506
amyg_cem,CS-A,9,memory_run-02,-0.2190141
amyg_cem,CS-A,9,memory_run-03,0.09080573
amyg_cem,CS-A,10,memory_run-01,-0.09933889
amyg_cem,CS-A,10,memory_run-02,-0.13135998
amyg_cem,CS-A,10,memory_run-03,0.32358244
amyg_cem,CS-A,12,memory_run-01,0.23433934
amyg_cem,CS-A,12,memory_run-02,0.125942
amyg_cem,CS-A,12,memory_run-03,0.0028733427
amyg_cem,CS-A,13,memory_run-01,0.052301437
amyg_cem,CS-A,13,memory_run-02,0.07718465
amyg_cem,CS-A,13,memory_run-03,-0.06950936
amyg_cem,CS-A,14,memory_run-01,-0.24160805
amyg_cem,CS-A,14,memory_run-02,-0.2493823
amyg_cem,CS-A,14,memory_run-03,-0.123316705
amyg_cem,CS-A,15,memory_run-01,0.09697634
amyg_cem,CS-A,15,memory_run-02,0.12811387
amyg_cem,CS-A,15,memory_run-03,0.055083003
amyg_cem,CS-A,16,memory_run-01,0.03280504
amyg_cem,CS-A,16,memory_run-02,0.010782554
amyg_cem,CS-A,16,memory_run-03,0.061504934
amyg_cem,CS-A,17,memory_run-01,-0.01611966
amyg_cem,CS-A,17,memory_run-02,-0.20588292
amyg_cem,CS-A,17,memory_run-03,-0.011776045
amyg_cem,CS-A,18,memory_run-01,-0.03002382
amyg_cem,CS-A,18,memory_run-02,0.17440587
amyg_cem,CS-A,18,memory_run-03,0.061199926
amyg_cem,CS-A,19,memory_run-01,0.119687036
amyg_cem,CS-A,19,memory_run-02,-0.1671414
amyg_cem,CS-A,19,memory_run-03,-0.06257673
amyg_cem,CS-A,20,memory_run-01,-0.0515658
amyg_cem,CS-A,20,memory_run-02,0.0786816
amyg_cem,CS-A,20,memory_run-03,-0.059247687
amyg_cem,CS-A,21,memory_run-01,-0.06303789
amyg_cem,CS-A,21,memory_run-02,0.05476244
amyg_cem,CS-A,21,memory_run-03,0.19530435
amyg_cem,CS-A,23,memory_run-01,0.03097665
amyg_cem,CS-A,23,memory_run-02,-0.061937045
amyg_cem,CS-A,23,memory_run-03,-0.014208503
amyg_cem,CS-A,24,memory_run-01,-0.27445966
amyg_cem,CS-A,24,memory_run-02,-0.15315233
amyg_cem,CS-A,24,memory_run-03,-0.08161509
amyg_cem,CS-A,25,memory_run-01,0.06976114
amyg_cem,CS-A,25,memory_run-02,0.08335386
amyg_cem,CS-A,25,memory_run-03,0.13213643
amyg_cem,CS-A,26,memory_run-01,0.036356144
amyg_cem,CS-A,26,memory_run-02,-0.06756277
amyg_cem,CS-A,26,memory_run-03,-0.44042283
amyg_cem,CS-A,101,memory_run-01,-0.026534887
amyg_cem,CS-A,101,memory_run-02,0.012679616
amyg_cem,CS-A,101,memory_run-03,-0.01259939
amyg_cem,CS-A,102,memory_run-01,-0.1355698
amyg_cem,CS-A,102,memory_run-02,-0.0391141
amyg_cem,CS-A,102,memory_run-03,0.056376882
amyg_cem,CS-A,103,memory_run-01,-0.088277206
amyg_cem,CS-A,103,memory_run-02,-0.105915666
amyg_cem,CS-A,103,memory_run-03,-0.032773472
amyg_cem,CS-A,104,memory_run-01,-0.15399252
amyg_cem,CS-A,104,memory_run-02,0.09025795
amyg_cem,CS-A,104,memory_run-03,0.14391159
amyg_cem,CS-A,105,memory_run-01,0.029043354
amyg_cem,CS-A,105,memory_run-02,0.09423407
amyg_cem,CS-A,105,memory_run-03,-0.04453787
amyg_cem,CS-A,106,memory_run-01,0.2721279
amyg_cem,CS-A,106,memory_run-02,0.19722159
amyg_cem,CS-A,106,memory_run-03,0.13096295
amyg_cem,CS-A,107,memory_run-01,-0.23842287
amyg_cem,CS-A,107,memory_run-02,-0.1907475
amyg_cem,CS-A,107,memory_run-03,-0.042645413
amyg_cem,CS-A,108,memory_run-01,0.011841108
amyg_cem,CS-A,108,memory_run-02,-0.15570693
amyg_cem,CS-A,108,memory_run-03,-0.049515434
amyg_cem,CS-A,109,memory_run-01,-0.032280236
amyg_cem,CS-A,109,memory_run-02,-0.048973687
amyg_cem,CS-A,109,memory_run-03,0.038618416
amyg_cem,CS-A,110,memory_run-01,0.042690206
amyg_cem,CS-A,110,memory_run-02,0.05681163
amyg_cem,CS-A,110,memory_run-03,-0.014344427
amyg_cem,CS-A,111,memory_run-01,-0.25334975
amyg_cem,CS-A,111,memory_run-02,-0.051102825
amyg_cem,CS-A,111,memory_run-03,-0.11605926
amyg_cem,CS-A,112,memory_run-01,-0.14719732
amyg_cem,CS-A,112,memory_run-02,-0.06587699
amyg_cem,CS-A,112,memory_run-03,-0.09622964
amyg_cem,CS-A,113,memory_run-01,-0.28593442
amyg_cem,CS-A,113,memory_run-02,-0.35617244
amyg_cem,CS-A,113,memory_run-03,-0.009073531
amyg_cem,CS-A,114,memory_run-01,0.09163461
amyg_cem,CS-A,114,memory_run-02,0.056225818
amyg_cem,CS-A,114,memory_run-03,-0.023647247
amyg_cem,CS-A,115,memory_run-01,-0.24605201
amyg_cem,CS-A,115,memory_run-02,-0.15027773
amyg_cem,CS-A,115,memory_run-03,0.12010149
amyg_cem,CS-A,116,memory_run-01,-0.0003734832
amyg_cem,CS-A,116,memory_run-02,0.12671098
amyg_cem,CS-A,116,memory_run-03,-0.020123642
amyg_cem,CS-A,117,memory_run-01,-0.01961097
amyg_cem,CS-A,117,memory_run-02,0.012108732
amyg_cem,CS-A,117,memory_run-03,0.069473244
amyg_cem,CS-A,118,memory_run-01,-0.029182885
amyg_cem,CS-A,118,memory_run-02,-0.0062149838
amyg_cem,CS-A,118,memory_run-03,-0.062249225
amyg_cem,CS-A,120,memory_run-01,0.099998794
amyg_cem,CS-A,120,memory_run-02,0.1761801
amyg_cem,CS-A,120,memory_run-03,0.28666714
amyg_cem,CS-A,121,memory_run-01,0.044600952
amyg_cem,CS-A,121,memory_run-02,-0.11236837
amyg_cem,CS-A,121,memory_run-03,0.12686801
amyg_cem,CS-A,122,memory_run-01,0.24024536
amyg_cem,CS-A,122,memory_run-02,0.114833444
amyg_cem,CS-A,122,memory_run-03,0.16199832
amyg_cem,CS-A,123,memory_run-01,0.04844572
amyg_cem,CS-A,123,memory_run-02,0.12535304
amyg_cem,CS-A,123,memory_run-03,0.011384468
amyg_cem,CS-A,124,memory_run-01,-0.030572101
amyg_cem,CS-A,124,memory_run-02,-0.0019288994
amyg_cem,CS-A,124,memory_run-03,0.096754596
amyg_cem,CS-A,125,memory_run-01,-0.107547544
amyg_cem,CS-A,125,memory_run-02,-0.016732581
amyg_cem,CS-A,125,memory_run-03,0.38422596
amyg_cem,CS+E,1,memory_run-01,-0.0720194
amyg_cem,CS+E,1,memory_run-02,0.040840276
amyg_cem,CS+E,1,memory_run-03,0.020140035
amyg_cem,CS+E,2,memory_run-01,0.06808223
amyg_cem,CS+E,2,memory_run-02,-0.20129108
amyg_cem,CS+E,2,memory_run-03,-0.013673489
amyg_cem,CS+E,3,memory_run-01,0.07064163
amyg_cem,CS+E,3,memory_run-02,0.046344247
amyg_cem,CS+E,3,memory_run-03,-0.06071768
amyg_cem,CS+E,4,memory_run-01,-0.2338873
amyg_cem,CS+E,4,memory_run-02,-0.44697222
amyg_cem,CS+E,4,memory_run-03,-0.3485319
amyg_cem,CS+E,5,memory_run-01,-0.008756752
amyg_cem,CS+E,5,memory_run-02,-0.043738034
amyg_cem,CS+E,5,memory_run-03,0.06963732
amyg_cem,CS+E,6,memory_run-01,0.07777336
amyg_cem,CS+E,6,memory_run-02,-0.20343414
amyg_cem,CS+E,6,memory_run-03,-0.045142815
amyg_cem,CS+E,7,memory_run-01,-0.10098485
amyg_cem,CS+E,7,memory_run-02,-0.0046585416
amyg_cem,CS+E,7,memory_run-03,0.11194503
amyg_cem,CS+E,8,memory_run-01,0.16402766
amyg_cem,CS+E,8,memory_run-02,0.18172787
amyg_cem,CS+E,8,memory_run-03,0.054915015
amyg_cem,CS+E,9,memory_run-01,0.09719223
amyg_cem,CS+E,9,memory_run-02,0.096907705
amyg_cem,CS+E,9,memory_run-03,0.09605396
amyg_cem,CS+E,10,memory_run-01,0.023721114
amyg_cem,CS+E,10,memory_run-02,-0.052292384
amyg_cem,CS+E,10,memory_run-03,0.21881388
amyg_cem,CS+E,12,memory_run-01,0.21240486
amyg_cem,CS+E,12,memory_run-02,0.12370605
amyg_cem,CS+E,12,memory_run-03,-0.041785397
amyg_cem,CS+E,13,memory_run-01,-0.112681694
amyg_cem,CS+E,13,memory_run-02,-0.011095043
amyg_cem,CS+E,13,memory_run-03,0.09726912
amyg_cem,CS+E,14,memory_run-01,-0.09976611
amyg_cem,CS+E,14,memory_run-02,-0.11830671
amyg_cem,CS+E,14,memory_run-03,0.019225236
amyg_cem,CS+E,15,memory_run-01,-0.0035592562
amyg_cem,CS+E,15,memory_run-02,0.17354417
amyg_cem,CS+E,15,memory_run-03,0.108073466
amyg_cem,CS+E,16,memory_run-01,-0.06365054
amyg_cem,CS+E,16,memory_run-02,-0.039569054
amyg_cem,CS+E,16,memory_run-03,0.002391912
amyg_cem,CS+E,17,memory_run-01,-0.08964261
amyg_cem,CS+E,17,memory_run-02,-0.17143747
amyg_cem,CS+E,17,memory_run-03,0.07768843
amyg_cem,CS+E,18,memory_run-01,0.063601926
amyg_cem,CS+E,18,memory_run-02,0.044814426
amyg_cem,CS+E,18,memory_run-03,0.08525146
amyg_cem,CS+E,19,memory_run-01,0.18419223
amyg_cem,CS+E,19,memory_run-02,-0.17770149
amyg_cem,CS+E,19,memory_run-03,-0.1402062
amyg_cem,CS+E,20,memory_run-01,0.067288406
amyg_cem,CS+E,20,memory_run-02,0.02478869
amyg_cem,CS+E,20,memory_run-03,-0.1074477
amyg_cem,CS+E,21,memory_run-01,0.071140535
amyg_cem,CS+E,21,memory_run-02,0.062169474
amyg_cem,CS+E,21,memory_run-03,0.18048869
amyg_cem,CS+E,23,memory_run-01,0.19405231
amyg_cem,CS+E,23,memory_run-02,-0.059582908
amyg_cem,CS+E,23,memory_run-03,0.10982072
amyg_cem,CS+E,24,memory_run-01,-0.10579766
amyg_cem,CS+E,24,memory_run-02,-0.012209932
amyg_cem,CS+E,24,memory_run-03,-0.09228862
amyg_cem,CS+E,25,memory_run-01,0.13630357
amyg_cem,CS+E,25,memory_run-02,0.01982971
amyg_cem,CS+E,25,memory_run-03,-0.038695056
amyg_cem,CS+E,26,memory_run-01,0.09463732
amyg_cem,CS+E,26,memory_run-02,-0.049176604
amyg_cem,CS+E,26,memory_run-03,-0.4560802
amyg_cem,CS+E,101,memory_run-01,-0.07427601
amyg_cem,CS+E,101,memory_run-02,-0.08006354
amyg_cem,CS+E,101,memory_run-03,-0.017029077
amyg_cem,CS+E,102,memory_run-01,-0.13866106
amyg_cem,CS+E,102,memory_run-02,0.03440941
amyg_cem,CS+E,102,memory_run-03,0.11373207
amyg_cem,CS+E,103,memory_run-01,-0.16435961
amyg_cem,CS+E,103,memory_run-02,-0.03450582
amyg_cem,CS+E,103,memory_run-03,-0.009284475
amyg_cem,CS+E,104,memory_run-01,-0.020595567
amyg_cem,CS+E,104,memory_run-02,0.043353282
amyg_cem,CS+E,104,memory_run-03,0.13501097
amyg_cem,CS+E,105,memory_run-01,0.011455024
amyg_cem,CS+E,105,memory_run-02,0.036203448
amyg_cem,CS+E,105,memory_run-03,0.07980944
amyg_cem,CS+E,106,memory_run-01,0.2610066
amyg_cem,CS+E,106,memory_run-02,0.20394988
amyg_cem,CS+E,106,memory_run-03,0.10003439
amyg_cem,CS+E,107,memory_run-01,-0.21260053
amyg_cem,CS+E,107,memory_run-02,-0.06875494
amyg_cem,CS+E,107,memory_run-03,-0.15859942
amyg_cem,CS+E,108,memory_run-01,-0.07214151
amyg_cem,CS+E,108,memory_run-02,-0.06218846
amyg_cem,CS+E,108,memory_run-03,-0.07464946
amyg_cem,CS+E,109,memory_run-01,0.20472667
amyg_cem,CS+E,109,memory_run-02,-0.07669891
amyg_cem,CS+E,109,memory_run-03,0.18998499
amyg_cem,CS+E,110,memory_run-01,-0.02968312
amyg_cem,CS+E,110,memory_run-02,0.07530322
amyg_cem,CS+E,110,memory_run-03,0.07944678
amyg_cem,CS+E,111,memory_run-01,-0.22991851
amyg_cem,CS+E,111,memory_run-02,-0.20452036
amyg_cem,CS+E,111,memory_run-03,-0.22592637
amyg_cem,CS+E,112,memory_run-01,-0.015384566
amyg_cem,CS+E,112,memory_run-02,-0.025907882
amyg_cem,CS+E,112,memory_run-03,-0.057787806
amyg_cem,CS+E,113,memory_run-01,-0.24915266
amyg_cem,CS+E,113,memory_run-02,-0.19461909
amyg_cem,CS+E,113,memory_run-03,0.009938824
amyg_cem,CS+E,114,memory_run-01,0.020230893
amyg_cem,CS+E,114,memory_run-02,0.07093582
amyg_cem,CS+E,114,memory_run-03,0.04516481
amyg_cem,CS+E,115,memory_run-01,-0.30379152
amyg_cem,CS+E,115,memory_run-02,0.019012917
amyg_cem,CS+E,115,memory_run-03,-0.019497734
amyg_cem,CS+E,116,memory_run-01,0.060546715
amyg_cem,CS+E,116,memory_run-02,0.13629274
amyg_cem,CS+E,116,memory_run-03,-0.02067273
amyg_cem,CS+E,117,memory_run-01,-0.07139178
amyg_cem,CS+E,117,memory_run-02,0.01623548
amyg_cem,CS+E,117,memory_run-03,0.086955205
amyg_cem,CS+E,118,memory_run-01,-0.028908458
amyg_cem,CS+E,118,memory_run-02,0.053033236
amyg_cem,CS+E,118,memory_run-03,0.031807598
amyg_cem,CS+E,120,memory_run-01,0.0445616
amyg_cem,CS+E,120,memory_run-02,0.11344561
amyg_cem,CS+E,120,memory_run-03,0.14898226
amyg_cem,CS+E,121,memory_run-01,-0.03604808
amyg_cem,CS+E,121,memory_run-02,-0.027494868
amyg_cem,CS+E,121,memory_run-03,0.049917355
amyg_cem,CS+E,122,memory_run-01,0.14755347
amyg_cem,CS+E,122,memory_run-02,0.09080007
amyg_cem,CS+E,122,memory_run-03,0.15321712
amyg_cem,CS+E,123,memory_run-01,0.15963148
amyg_cem,CS+E,123,memory_run-02,0.015557075
amyg_cem,CS+E,123,memory_run-03,0.133443
amyg_cem,CS+E,124,memory_run-01,-0.01269903
amyg_cem,CS+E,124,memory_run-02,0.21362111
amyg_cem,CS+E,124,memory_run-03,0.13206646
amyg_cem,CS+E,125,memory_run-01,0.081839435
amyg_cem,CS+E,125,memory_run-02,0.08975223
amyg_cem,CS+E,125,memory_run-03,0.16890109
amyg_cem,CS-E,1,memory_run-01,-0.03181095
amyg_cem,CS-E,1,memory_run-02,-0.10647109
amyg_cem,CS-E,1,memory_run-03,0.18162498
amyg_cem,CS-E,2,memory_run-01,-0.059642527
amyg_cem,CS-E,2,memory_run-02,-0.18813038
amyg_cem,CS-E,2,memory_run-03,-0.032381646
amyg_cem,CS-E,3,memory_run-01,-0.15049778
amyg_cem,CS-E,3,memory_run-02,-0.041773457
amyg_cem,CS-E,3,memory_run-03,-0.00889229
amyg_cem,CS-E,4,memory_run-01,-0.25126514
amyg_cem,CS-E,4,memory_run-02,-0.34221068
amyg_cem,CS-E,4,memory_run-03,-0.21318506
amyg_cem,CS-E,5,memory_run-01,0.1137198
amyg_cem,CS-E,5,memory_run-02,0.014375468
amyg_cem,CS-E,5,memory_run-03,0.021595592
amyg_cem,CS-E,6,memory_run-01,0.17268707
amyg_cem,CS-E,6,memory_run-02,0.09112418
amyg_cem,CS-E,6,memory_run-03,-0.056220822
amyg_cem,CS-E,7,memory_run-01,-0.1092123
amyg_cem,CS-E,7,memory_run-02,-0.035904456
amyg_cem,CS-E,7,memory_run-03,0.01261303
amyg_cem,CS-E,8,memory_run-01,-0.06743207
amyg_cem,CS-E,8,memory_run-02,-0.01994054
amyg_cem,CS-E,8,memory_run-03,-0.2248584
amyg_cem,CS-E,9,memory_run-01,0.20051758
amyg_cem,CS-E,9,memory_run-02,0.010129973
amyg_cem,CS-E,9,memory_run-03,0.15304287
amyg_cem,CS-E,10,memory_run-01,0.029751977
amyg_cem,CS-E,10,memory_run-02,0.08056848
amyg_cem,CS-E,10,memory_run-03,0.31687447
amyg_cem,CS-E,12,memory_run-01,0.040832024
amyg_cem,CS-E,12,memory_run-02,0.040203933
amyg_cem,CS-E,12,memory_run-03,-0.0905163
amyg_cem,CS-E,13,memory_run-01,0.31139436
amyg_cem,CS-E,13,memory_run-02,0.2034918
amyg_cem,CS-E,13,memory_run-03,0.29686287
amyg_cem,CS-E,14,memory_run-01,-0.056659013
amyg_cem,CS-E,14,memory_run-02,-0.2229397
amyg_cem,CS-E,14,memory_run-03,-0.19392487
amyg_cem,CS-E,15,memory_run-01,0.00014332614
amyg_cem,CS-E,15,memory_run-02,-0.0033813282
amyg_cem,CS-E,15,memory_run-03,0.031701427
amyg_cem,CS-E,16,memory_run-01,0.060050797
amyg_cem,CS-E,16,memory_run-02,0.030120831
amyg_cem,CS-E,16,memory_run-03,0.082929045
amyg_cem,CS-E,17,memory_run-01,-0.082389325
amyg_cem,CS-E,17,memory_run-02,-0.017872024
amyg_cem,CS-E,17,memory_run-03,-0.0015381456
amyg_cem,CS-E,18,memory_run-01,-0.104470775
amyg_cem,CS-E,18,memory_run-02,0.06086374
amyg_cem,CS-E,18,memory_run-03,-0.037137717
amyg_cem,CS-E,19,memory_run-01,0.07031506
amyg_cem,CS-E,19,memory_run-02,-0.12856115
amyg_cem,CS-E,19,memory_run-03,-0.104207374
amyg_cem,CS-E,20,memory_run-01,0.07176148
amyg_cem,CS-E,20,memory_run-02,-0.018027522
amyg_cem,CS-E,20,memory_run-03,0.015221966
amyg_cem,CS-E,21,memory_run-01,0.1412859
amyg_cem,CS-E,21,memory_run-02,0.23190974
amyg_cem,CS-E,21,memory_run-03,0.2015176
amyg_cem,CS-E,23,memory_run-01,0.14199002
amyg_cem,CS-E,23,memory_run-02,0.031740516
amyg_cem,CS-E,23,memory_run-03,0.17670451
amyg_cem,CS-E,24,memory_run-01,-0.17143762
amyg_cem,CS-E,24,memory_run-02,-0.033264015
amyg_cem,CS-E,24,memory_run-03,-0.12990509
amyg_cem,CS-E,25,memory_run-01,-0.010297336
amyg_cem,CS-E,25,memory_run-02,-0.07277358
amyg_cem,CS-E,25,memory_run-03,-0.094768696
amyg_cem,CS-E,26,memory_run-01,0.07001003
amyg_cem,CS-E,26,memory_run-02,-0.08993608
amyg_cem,CS-E,26,memory_run-03,-0.38749993
amyg_cem,CS-E,101,memory_run-01,-0.06646436
amyg_cem,CS-E,101,memory_run-02,-0.071436636
amyg_cem,CS-E,101,memory_run-03,0.08507566
amyg_cem,CS-E,102,memory_run-01,-0.17164612
amyg_cem,CS-E,102,memory_run-02,0.054162204
amyg_cem,CS-E,102,memory_run-03,-0.024439601
amyg_cem,CS-E,103,memory_run-01,-0.06241686
amyg_cem,CS-E,103,memory_run-02,-0.1414708
amyg_cem,CS-E,103,memory_run-03,-0.0037956473
amyg_cem,CS-E,104,memory_run-01,-0.025230046
amyg_cem,CS-E,104,memory_run-02,0.027115723
amyg_cem,CS-E,104,memory_run-03,0.039841555
amyg_cem,CS-E,105,memory_run-01,-0.07356581
amyg_cem,CS-E,105,memory_run-02,-0.046435222
amyg_cem,CS-E,105,memory_run-03,-0.0389479
amyg_cem,CS-E,106,memory_run-01,0.2577917
amyg_cem,CS-E,106,memory_run-02,0.023505643
amyg_cem,CS-E,106,memory_run-03,0.031897515
amyg_cem,CS-E,107,memory_run-01,-0.037961707
amyg_cem,CS-E,107,memory_run-02,-0.10166478
amyg_cem,CS-E,107,memory_run-03,-0.08628816
amyg_cem,CS-E,108,memory_run-01,0.07351962
amyg_cem,CS-E,108,memory_run-02,0.035925843
amyg_cem,CS-E,108,memory_run-03,0.09142727
amyg_cem,CS-E,109,memory_run-01,0.048717804
amyg_cem,CS-E,109,memory_run-02,-0.10731042
amyg_cem,CS-E,109,memory_run-03,0.036368527
amyg_cem,CS-E,110,memory_run-01,-0.043784272
amyg_cem,CS-E,110,memory_run-02,-0.050624754
amyg_cem,CS-E,110,memory_run-03,0.012022422
amyg_cem,CS-E,111,memory_run-01,-0.26639754
amyg_cem,CS-E,111,memory_run-02,-0.24902977
amyg_cem,CS-E,111,memory_run-03,-0.15708517
amyg_cem,CS-E,112,memory_run-01,0.029052978
amyg_cem,CS-E,112,memory_run-02,-0.043839782
amyg_cem,CS-E,112,memory_run-03,0.0052752327
amyg_cem,CS-E,113,memory_run-01,-0.0782869
amyg_cem,CS-E,113,memory_run-02,-0.027887436
amyg_cem,CS-E,113,memory_run-03,-0.01902984
amyg_cem,CS-E,114,memory_run-01,-0.06377093
amyg_cem,CS-E,114,memory_run-02,0.028160777
amyg_cem,CS-E,114,memory_run-03,0.029245846
amyg_cem,CS-E,115,memory_run-01,-0.15892212
amyg_cem,CS-E,115,memory_run-02,0.103182495
amyg_cem,CS-E,115,memory_run-03,-0.029550022
amyg_cem,CS-E,116,memory_run-01,-0.10738772
amyg_cem,CS-E,116,memory_run-02,0.1052586
amyg_cem,CS-E,116,memory_run-03,-0.13154024
amyg_cem,CS-E,117,memory_run-01,0.122084275
amyg_cem,CS-E,117,memory_run-02,-0.14513598
amyg_cem,CS-E,117,memory_run-03,0.14254087
amyg_cem,CS-E,118,memory_run-01,-0.017099595
amyg_cem,CS-E,118,memory_run-02,0.03938809
amyg_cem,CS-E,118,memory_run-03,-0.11323816
amyg_cem,CS-E,120,memory_run-01,0.009994489
amyg_cem,CS-E,120,memory_run-02,0.08244698
amyg_cem,CS-E,120,memory_run-03,0.054688446
amyg_cem,CS-E,121,memory_run-01,0.0019120546
amyg_cem,CS-E,121,memory_run-02,-0.08400786
amyg_cem,CS-E,121,memory_run-03,0.015229855
amyg_cem,CS-E,122,memory_run-01,0.15700693
amyg_cem,CS-E,122,memory_run-02,-0.08311613
amyg_cem,CS-E,122,memory_run-03,-0.03721627
amyg_cem,CS-E,123,memory_run-01,0.12504454
amyg_cem,CS-E,123,memory_run-02,0.12593275
amyg_cem,CS-E,123,memory_run-03,0.06398084
amyg_cem,CS-E,124,memory_run-01,-0.0071361065
amyg_cem,CS-E,124,memory_run-02,0.04006864
amyg_cem,CS-E,124,memory_run-03,0.07571782
amyg_cem,CS-E,125,memory_run-01,0.11583713
amyg_cem,CS-E,125,memory_run-02,-0.07312495
amyg_cem,CS-E,125,memory_run-03,0.07082556
A32sg,CS+B,1,memory_run-01,-0.32997072
A32sg,CS+B,1,memory_run-02,-0.16900034
A32sg,CS+B,1,memory_run-03,0.025586441
A32sg,CS+B,2,memory_run-01,-0.23060718
A32sg,CS+B,2,memory_run-02,-0.12491165
A32sg,CS+B,2,memory_run-03,-0.3113271
A32sg,CS+B,3,memory_run-01,0.24451338
A32sg,CS+B,3,memory_run-02,0.039250635
A32sg,CS+B,3,memory_run-03,0.14406069
A32sg,CS+B,4,memory_run-01,-0.098693915
A32sg,CS+B,4,memory_run-02,-0.122565895
A32sg,CS+B,4,memory_run-03,-0.06789776
A32sg,CS+B,5,memory_run-01,0.08617664
A32sg,CS+B,5,memory_run-02,-0.040095013
A32sg,CS+B,5,memory_run-03,-0.10473547
A32sg,CS+B,6,memory_run-01,-0.37077868
A32sg,CS+B,6,memory_run-02,-0.46864426
A32sg,CS+B,6,memory_run-03,-0.3123678
A32sg,CS+B,7,memory_run-01,-0.5595217
A32sg,CS+B,7,memory_run-02,-0.18369095
