group,memory_phase,roi,condition,el,subject,rsa
healthy,retrieval,A11m,CS+,early,10,0.16591968965948178
healthy,retrieval,A11m,CS+,early,12,0.015542839038765879
healthy,retrieval,A11m,CS+,early,13,0.5911112353370735
healthy,retrieval,A11m,CS+,early,14,0.3761045742233502
healthy,retrieval,A11m,CS+,early,15,0.21182170543334378
healthy,retrieval,A11m,CS+,early,16,0.3216065182519104
healthy,retrieval,A11m,CS+,early,17,0.21651820433876795
healthy,retrieval,A11m,CS+,early,18,0.0391550599534139
healthy,retrieval,A11m,CS+,early,19,0.5071350525301678
healthy,retrieval,A11m,CS+,early,21,0.07431295150064468
healthy,retrieval,A11m,CS+,early,23,0.04469854599283326
healthy,retrieval,A11m,CS+,early,24,-0.19119713956388915
healthy,retrieval,A11m,CS+,early,25,0.004301123744782365
healthy,retrieval,A11m,CS+,early,26,0.18043026203099888
healthy,retrieval,A13,CS+,early,1,0.02002688197764675
healthy,retrieval,A13,CS+,early,2,0.14170677774353876
healthy,retrieval,A13,CS+,early,3,-0.045485880554985834
healthy,retrieval,A13,CS+,early,4,0.037477666311258144
healthy,retrieval,A13,CS+,early,5,0.023964798026532286
healthy,retrieval,A13,CS+,early,6,0.58200975063546
healthy,retrieval,A13,CS+,early,7,0.017641218277101488
healthy,retrieval,A13,CS+,early,8,0.03403647252361616
healthy,retrieval,A13,CS+,early,9,0.09298071771691845
healthy,retrieval,A13,CS+,early,10,-0.010028135811202044
healthy,retrieval,A13,CS+,early,12,-0.005282056738861225
healthy,retrieval,A13,CS+,early,13,0.0810107952788436
healthy,retrieval,A13,CS+,early,14,-0.011940423888559152
healthy,retrieval,A13,CS+,early,15,0.04749251547115696
healthy,retrieval,A13,CS+,early,16,0.18454638678193147
healthy,retrieval,A13,CS+,early,17,0.0151814472326597
healthy,retrieval,A13,CS+,early,18,0.03798663200056876
healthy,retrieval,A13,CS+,early,19,0.4868890124200676
healthy,retrieval,A13,CS+,early,21,0.00355255152420987
healthy,retrieval,A13,CS+,early,23,0.017524564841936225
healthy,retrieval,A13,CS+,early,24,-0.020614251946600434
healthy,retrieval,A13,CS+,early,25,-0.0026090992979635693
healthy,retrieval,A13,CS+,early,26,0.2326541477905215
healthy,retrieval,A10m,CS+,early,1,0.027480493451586464
healthy,retrieval,A10m,CS+,early,2,-0.02965772376020646
healthy,retrieval,A10m,CS+,early,3,0.01258597974402222
healthy,retrieval,A10m,CS+,early,4,0.4771310817110002
healthy,retrieval,A10m,CS+,early,5,0.03164437467296046
healthy,retrieval,A10m,CS+,early,6,-0.0057608896207307515
healthy,retrieval,A10m,CS+,early,7,0.07817433377439893
healthy,retrieval,A10m,CS+,early,8,0.09900699847975257
healthy,retrieval,A10m,CS+,early,9,-0.0755401292640486
healthy,retrieval,A10m,CS+,early,10,0.26655536960901904
healthy,retrieval,A10m,CS+,early,12,0.03349573040550576
healthy,retrieval,A10m,CS+,early,13,0.7835444689373675
healthy,retrieval,A10m,CS+,early,14,0.7468342825212009
healthy,retrieval,A10m,CS+,early,15,0.2128513331110193
healthy,retrieval,A10m,CS+,early,16,0.25510818082160264
healthy,retrieval,A10m,CS+,early,17,0.371883640476911
healthy,retrieval,A10m,CS+,early,18,0.014382770464349116
healthy,retrieval,A10m,CS+,early,19,0.5311716447261762
healthy,retrieval,A10m,CS+,early,21,0.11764152837840228
healthy,retrieval,A10m,CS+,early,23,0.350770664948827
healthy,retrieval,A10m,CS+,early,24,0.5716205295801686
healthy,retrieval,A10m,CS+,early,25,0.04937211060133587
healthy,retrieval,A10m,CS+,early,26,0.31626211141260235
healthy,retrieval,A9m,CS+,early,1,0.03624304876971778
healthy,retrieval,A9m,CS+,early,2,0.04694143665358527
healthy,retrieval,A9m,CS+,early,3,0.17993933890788302
healthy,retrieval,A9m,CS+,early,4,0.10914787717803914
healthy,retrieval,A9m,CS+,early,5,0.08002852501360784
healthy,retrieval,A9m,CS+,early,6,0.5560170250362338
healthy,retrieval,A9m,CS+,early,7,0.1552475417275619
healthy,retrieval,A9m,CS+,early,8,0.47783756520695064
healthy,retrieval,A9m,CS+,early,9,0.06504695659637769
healthy,retrieval,A9m,CS+,early,10,0.4582876409991006
healthy,retrieval,A9m,CS+,early,12,0.08386071990331659
healthy,retrieval,A9m,CS+,early,13,0.24812890065644794
healthy,retrieval,A9m,CS+,early,14,0.15288940383478808
healthy,retrieval,A9m,CS+,early,15,0.050072445350242356
healthy,retrieval,A9m,CS+,early,16,1.0668506110231917
healthy,retrieval,A9m,CS+,early,17,-0.0964048491959416
healthy,retrieval,A9m,CS+,early,18,0.06428702153388406
healthy,retrieval,A9m,CS+,early,19,0.2856150069698862
healthy,retrieval,A9m,CS+,early,21,0.6419682065279914
healthy,retrieval,A9m,CS+,early,23,0.08384044023290661
healthy,retrieval,A9m,CS+,early,24,0.477995762802941
healthy,retrieval,A9m,CS+,early,25,0.0737150275327801
healthy,retrieval,A9m,CS+,early,26,0.07731575855024181
healthy,retrieval,A8m,CS+,early,1,0.13346537777603296
healthy,retrieval,A8m,CS+,early,2,0.7268951804628586
healthy,retrieval,A8m,CS+,early,3,0.18157534567436973
healthy,retrieval,A8m,CS+,early,4,0.16857066165641388
healthy,retrieval,A8m,CS+,early,5,0.0634009051806727
healthy,retrieval,A8m,CS+,early,6,1.276583084727395
healthy,retrieval,A8m,CS+,early,7,0.22371989281102816
healthy,retrieval,A8m,CS+,early,8,0.6739852924880751
healthy,retrieval,A8m,CS+,early,9,0.16944942941782448
healthy,retrieval,A8m,CS+,early,10,0.462968849422048
healthy,retrieval,A8m,CS+,early,12,-0.08245042211650748
healthy,retrieval,A8m,CS+,early,13,0.621555766289931
healthy,retrieval,A8m,CS+,early,14,0.4093222599022114
healthy,retrieval,A8m,CS+,early,15,0.21693899747590992
healthy,retrieval,A8m,CS+,early,16,0.9165385579159988
healthy,retrieval,A8m,CS+,early,17,0.057680084713620565
healthy,retrieval,A8m,CS+,early,18,0.06245198178378115
healthy,retrieval,A8m,CS+,early,19,0.11951603128177897
healthy,retrieval,A8m,CS+,early,21,0.5241262995782052
healthy,retrieval,A8m,CS+,early,23,0.20658178977132233
healthy,retrieval,A8m,CS+,early,24,0.97843876796476
healthy,retrieval,A8m,CS+,early,25,0.3227864096767931
healthy,retrieval,A8m,CS+,early,26,0.06403598045655562
healthy,retrieval,A6m,CS+,early,1,0.04667588916761842
healthy,retrieval,A6m,CS+,early,2,0.014677098267656171
healthy,retrieval,A6m,CS+,early,3,-0.1072432675322145
healthy,retrieval,A6m,CS+,early,4,0.3277436704701064
healthy,retrieval,A6m,CS+,early,5,0.07413429874652082
healthy,retrieval,A6m,CS+,early,6,0.320282693031063
healthy,retrieval,A6m,CS+,early,7,0.1419201336641464
healthy,retrieval,A6m,CS+,early,8,0.6469367741220436
healthy,retrieval,A6m,CS+,early,9,0.013332934514099067
healthy,retrieval,A6m,CS+,early,10,0.721730530478319
healthy,retrieval,A6m,CS+,early,12,-0.34942295348272756
healthy,retrieval,A6m,CS+,early,13,0.9891511164806401
healthy,retrieval,A6m,CS+,early,14,-0.03899026622453808
healthy,retrieval,A6m,CS+,early,15,0.23841602432218398
healthy,retrieval,A6m,CS+,early,16,0.9159850782589175
healthy,retrieval,A6m,CS+,early,17,0.053663816415450066
healthy,retrieval,A6m,CS+,early,18,0.0002202523695212811
healthy,retrieval,A6m,CS+,early,19,-0.48584070560877635
healthy,retrieval,A6m,CS+,early,21,0.566045426749449
healthy,retrieval,A6m,CS+,early,23,0.033634449655452724
healthy,retrieval,A6m,CS+,early,24,0.11821923833936279
healthy,retrieval,A6m,CS+,early,25,0.309747515261567
healthy,retrieval,A6m,CS+,early,26,-0.024621877880836824
healthy,retrieval,hc_tail,CS+,early,1,0.019079346595542786
healthy,retrieval,hc_tail,CS+,early,2,0.022572212108783834
healthy,retrieval,hc_tail,CS+,early,3,-0.07492108081964312
healthy,retrieval,hc_tail,CS+,early,4,0.04070021529948843
healthy,retrieval,hc_tail,CS+,early,5,0.020689352715025464
healthy,retrieval,hc_tail,CS+,early,6,0.02418300319735133
healthy,retrieval,hc_tail,CS+,early,7,-0.017120469577809667
healthy,retrieval,hc_tail,CS+,early,8,0.09910223819600197
healthy,retrieval,hc_tail,CS+,early,9,0.0017020023962621021
healthy,retrieval,hc_tail,CS+,early,10,0.0172390326386357
healthy,retrieval,hc_tail,CS+,early,12,0.00884080129814658
healthy,retrieval,hc_tail,CS+,early,13,0.021052102408180496
healthy,retrieval,hc_tail,CS+,early,14,-0.05175703273445103
healthy,retrieval,hc_tail,CS+,early,15,-0.007888832148134343
healthy,retrieval,hc_tail,CS+,early,16,0.06648717948343583
healthy,retrieval,hc_tail,CS+,early,17,-0.01890234400918116
healthy,retrieval,hc_tail,CS+,early,18,0.03986318387499002
healthy,retrieval,hc_tail,CS+,early,19,0.037270912010243684
healthy,retrieval,hc_tail,CS+,early,21,-0.023728247490254442
healthy,retrieval,hc_tail,CS+,early,23,0.1288499554885364
healthy,retrieval,hc_tail,CS+,early,24,-0.08532582058080086
healthy,retrieval,hc_tail,CS+,early,25,0.0028862720097712177
healthy,retrieval,hc_tail,CS+,early,26,-0.0261094569538833
healthy,retrieval,hc_body,CS+,early,1,0.07117397118835418
healthy,retrieval,hc_body,CS+,early,2,0.0021382518589418815
healthy,retrieval,hc_body,CS+,early,3,-0.004819925913165428
healthy,retrieval,hc_body,CS+,early,4,0.044462352295184034
healthy,retrieval,hc_body,CS+,early,5,0.0005431145714811622
healthy,retrieval,hc_body,CS+,early,6,-0.03220342481080144
healthy,retrieval,hc_body,CS+,early,7,0.06327996189212588
healthy,retrieval,hc_body,CS+,early,8,0.05698877126684226
healthy,retrieval,hc_body,CS+,early,9,0.0038995422571129817
healthy,retrieval,hc_body,CS+,early,10,0.04619012038057212
healthy,retrieval,hc_body,CS+,early,12,-0.006794987613809009
healthy,retrieval,hc_body,CS+,early,13,0.01482612416745125
healthy,retrieval,hc_body,CS+,early,14,-0.04795030382621425
healthy,retrieval,hc_body,CS+,early,15,0.03150063979510535
healthy,retrieval,hc_body,CS+,early,16,0.03519487934191658
healthy,retrieval,hc_body,CS+,early,17,-0.009791357977364266
healthy,retrieval,hc_body,CS+,early,18,0.015396599343365708
healthy,retrieval,hc_body,CS+,early,19,-0.028110926831978092
healthy,retrieval,hc_body,CS+,early,21,0.0041730113917070365
healthy,retrieval,hc_body,CS+,early,23,-0.11112417530700622
healthy,retrieval,hc_body,CS+,early,24,-0.010538766866359644
healthy,retrieval,hc_body,CS+,early,25,0.008363212399724092
healthy,retrieval,hc_body,CS+,early,26,0.0002996739655522646
healthy,retrieval,hc_head,CS+,early,1,0.028517396586455784
healthy,retrieval,hc_head,CS+,early,2,0.03349780629645759
healthy,retrieval,hc_head,CS+,early,3,-0.017092385505674008
healthy,retrieval,hc_head,CS+,early,4,0.060088704963811655
healthy,retrieval,hc_head,CS+,early,5,-0.01227268829602907
healthy,retrieval,hc_head,CS+,early,6,0.0796407078429788
healthy,retrieval,hc_head,CS+,early,7,0.040194918064855124
healthy,retrieval,hc_head,CS+,early,8,0.05935585805274955
healthy,retrieval,hc_head,CS+,early,9,0.01018289183350357
healthy,retrieval,hc_head,CS+,early,10,0.01643328015191928
healthy,retrieval,hc_head,CS+,early,12,-0.007509927854571389
healthy,retrieval,hc_head,CS+,early,13,-0.015891792792371764
healthy,retrieval,hc_head,CS+,early,14,0.009842826229080092
healthy,retrieval,hc_head,CS+,early,15,0.023679198962904116
healthy,retrieval,hc_head,CS+,early,16,0.02659850433871137
healthy,retrieval,hc_head,CS+,early,17,-0.04583444427157465
healthy,retrieval,hc_head,CS+,early,18,0.038007400072942295
healthy,retrieval,hc_head,CS+,early,19,0.026656379142117683
healthy,retrieval,hc_head,CS+,early,21,0.010357862734360587
healthy,retrieval,hc_head,CS+,early,23,0.04530963718591999
healthy,retrieval,hc_head,CS+,early,24,0.10777648386754038
healthy,retrieval,hc_head,CS+,early,25,0.029493685757370897
healthy,retrieval,hc_head,CS+,early,26,0.11654402397148478
healthy,retrieval,amyg_bla,CS+,early,1,0.0009361252598723634
healthy,retrieval,amyg_bla,CS+,early,2,-0.17738311485727534
healthy,retrieval,amyg_bla,CS+,early,3,-0.007766860011546257
healthy,retrieval,amyg_bla,CS+,early,4,0.02129045264280615
healthy,retrieval,amyg_bla,CS+,early,5,-0.008261251536933292
healthy,retrieval,amyg_bla,CS+,early,6,0.028373466319878655
healthy,retrieval,amyg_bla,CS+,early,7,-0.02578655659643976
healthy,retrieval,amyg_bla,CS+,early,8,0.05262066314148909
healthy,retrieval,amyg_bla,CS+,early,9,0.004311172461100842
healthy,retrieval,amyg_bla,CS+,early,10,-0.006637387891961003
healthy,retrieval,amyg_bla,CS+,early,12,-0.007064623960966406
healthy,retrieval,amyg_bla,CS+,early,13,-0.015114784878808553
healthy,retrieval,amyg_bla,CS+,early,14,0.07509369852786765
healthy,retrieval,amyg_bla,CS+,early,15,0.0180741357611821
healthy,retrieval,amyg_bla,CS+,early,16,-0.027950417753438952
healthy,retrieval,amyg_bla,CS+,early,17,-0.011914963267746636
healthy,retrieval,amyg_bla,CS+,early,18,-0.0031973690183835462
healthy,retrieval,amyg_bla,CS+,early,19,-0.05331053595919921
healthy,retrieval,amyg_bla,CS+,early,21,0.0013274181050987345
healthy,retrieval,amyg_bla,CS+,early,23,-0.023872694280610687
healthy,retrieval,amyg_bla,CS+,early,24,0.010239770766667516
healthy,retrieval,amyg_bla,CS+,early,25,0.03394328764414122
healthy,retrieval,amyg_bla,CS+,early,26,0.013167155749466496
healthy,retrieval,amyg_cem,CS+,early,1,-0.016921025881064502
healthy,retrieval,amyg_cem,CS+,early,2,-0.013155138839862645
healthy,retrieval,amyg_cem,CS+,early,3,-0.01727739308625849
healthy,retrieval,amyg_cem,CS+,early,4,0.18577288899764868
healthy,retrieval,amyg_cem,CS+,early,5,0.03345795656278277
healthy,retrieval,amyg_cem,CS+,early,6,0.047633678110704236
healthy,retrieval,amyg_cem,CS+,early,7,0.04217136285111075
healthy,retrieval,amyg_cem,CS+,early,8,0.12336133331745024
healthy,retrieval,amyg_cem,CS+,early,9,0.037694124178015
healthy,retrieval,amyg_cem,CS+,early,10,-0.03558626412135647
healthy,retrieval,amyg_cem,CS+,early,12,-0.08364695079728512
healthy,retrieval,amyg_cem,CS+,early,13,-0.007720622168086101
healthy,retrieval,amyg_cem,CS+,early,14,-0.038819544859575075
healthy,retrieval,amyg_cem,CS+,early,15,-0.020748781270838543
healthy,retrieval,amyg_cem,CS+,early,16,0.009441354380896397
healthy,retrieval,amyg_cem,CS+,early,17,0.0075972072683922936
healthy,retrieval,amyg_cem,CS+,early,18,-0.022471994928631174
healthy,retrieval,amyg_cem,CS+,early,19,-0.18814231338048193
healthy,retrieval,amyg_cem,CS+,early,21,-0.004767889279999741
healthy,retrieval,amyg_cem,CS+,early,23,-0.0006717657900007702
healthy,retrieval,amyg_cem,CS+,early,24,0.044198451643543954
healthy,retrieval,amyg_cem,CS+,early,25,0.08589459406817748
healthy,retrieval,amyg_cem,CS+,early,26,-0.0054262944194252705
healthy,retrieval,A32sg,CS-,early,1,0.022500110815291685
healthy,retrieval,A32sg,CS-,early,2,0.029682337542485424
healthy,retrieval,A32sg,CS-,early,3,-0.002717357037440266
healthy,retrieval,A32sg,CS-,early,4,0.030605146918125332
healthy,retrieval,A32sg,CS-,early,5,0.04298184760228098
healthy,retrieval,A32sg,CS-,early,6,0.3677248560871159
healthy,retrieval,A32sg,CS-,early,7,0.006695411591523271
healthy,retrieval,A32sg,CS-,early,8,0.09905205842466201
healthy,retrieval,A32sg,CS-,early,9,0.0972519171668206
healthy,retrieval,A32sg,CS-,early,10,0.02385522749473688
healthy,retrieval,A32sg,CS-,early,12,0.11618572415071678
healthy,retrieval,A32sg,CS-,early,13,0.16795637252338028
healthy,retrieval,A32sg,CS-,early,14,0.44632764513803797
healthy,retrieval,A32sg,CS-,early,15,0.036795082103250144
healthy,retrieval,A32sg,CS-,early,16,0.30342485987318174
healthy,retrieval,A32sg,CS-,early,17,0.021763977734937698
healthy,retrieval,A32sg,CS-,early,18,0.015502490271627882
healthy,retrieval,A32sg,CS-,early,19,-0.10608626031539477
healthy,retrieval,A32sg,CS-,early,21,0.026268296460904388
healthy,retrieval,A32sg,CS-,early,23,0.06427874101436198
healthy,retrieval,A32sg,CS-,early,24,0.26213601704236417
healthy,retrieval,A32sg,CS-,early,25,0.13340097875029214
healthy,retrieval,A32sg,CS-,early,26,0.2427962816294036
healthy,retrieval,A32p,CS-,early,1,0.040430713788290634
healthy,retrieval,A32p,CS-,early,2,0.2468114381160726
healthy,retrieval,A32p,CS-,early,3,0.0077961998813454465
healthy,retrieval,A32p,CS-,early,4,0.04747823965443513
healthy,retrieval,A32p,CS-,early,5,-0.02017181702762451
healthy,retrieval,A32p,CS-,early,6,0.1685550847911345
healthy,retrieval,A32p,CS-,early,7,0.02128320535665221
healthy,retrieval,A32p,CS-,early,8,0.5826463892466338
healthy,retrieval,A32p,CS-,early,9,0.29102943773654627
healthy,retrieval,A32p,CS-,early,10,0.15639484040419363
healthy,retrieval,A32p,CS-,early,12,0.07918788456540311
healthy,retrieval,A32p,CS-,early,13,0.38736654344495364
healthy,retrieval,A32p,CS-,early,14,0.668210507100167
healthy,retrieval,A32p,CS-,early,15,0.16668470163701374
healthy,retrieval,A32p,CS-,early,16,0.09495660913026367
healthy,retrieval,A32p,CS-,early,17,-0.016684354647691326
healthy,retrieval,A32p,CS-,early,18,0.03038846961562772
healthy,retrieval,A32p,CS-,early,19,0.2883359245867985
healthy,retrieval,A32p,CS-,early,21,-0.06663133029177931
healthy,retrieval,A32p,CS-,early,23,0.2548773180797106
healthy,retrieval,A32p,CS-,early,24,0.13211682983253414
healthy,retrieval,A32p,CS-,early,25,0.06214553405072728
healthy,retrieval,A32p,CS-,early,26,0.05812447243661975
healthy,retrieval,A24cd,CS-,early,1,0.02689276473895335
healthy,retrieval,A24cd,CS-,early,2,0.20884767797992385
healthy,retrieval,A24cd,CS-,early,3,0.004623241968291572
healthy,retrieval,A24cd,CS-,early,4,0.04219067098454558
healthy,retrieval,A24cd,CS-,early,5,0.05916082435474476
healthy,retrieval,A24cd,CS-,early,6,0.1500148996825245
healthy,retrieval,A24cd,CS-,early,7,0.19112709306039533
healthy,retrieval,A24cd,CS-,early,8,0.6089717438757959
healthy,retrieval,A24cd,CS-,early,9,0.08317225503252273
healthy,retrieval,A24cd,CS-,early,10,0.3826294647269096
healthy,retrieval,A24cd,CS-,early,12,-0.39425961527448217
healthy,retrieval,A24cd,CS-,early,13,0.33391792324564
healthy,retrieval,A24cd,CS-,early,14,-0.04162539766541286
healthy,retrieval,A24cd,CS-,early,15,-0.0975618699690856
healthy,retrieval,A24cd,CS-,early,16,0.37882989210545454
healthy,retrieval,A24cd,CS-,early,17,0.1392170419053907
healthy,retrieval,A24cd,CS-,early,18,-0.02435533837928326
healthy,retrieval,A24cd,CS-,early,19,0.48469485572756316
healthy,retrieval,A24cd,CS-,early,21,0.13381867922006938
healthy,retrieval,A24cd,CS-,early,23,-0.06636861762311315
healthy,retrieval,A24cd,CS-,early,24,0.09012557265788507
healthy,retrieval,A24cd,CS-,early,25,0.1560603004408369
healthy,retrieval,A24cd,CS-,early,26,0.02431367021546108
healthy,retrieval,A24rv,CS-,early,1,-0.03382209422152495
healthy,retrieval,A24rv,CS-,early,2,-0.022847345904874826
healthy,retrieval,A24rv,CS-,early,3,0.027032371836007495
healthy,retrieval,A24rv,CS-,early,4,0.10316555745461647
healthy,retrieval,A24rv,CS-,early,5,-0.06101693650994264
healthy,retrieval,A24rv,CS-,early,6,0.09571786657201915
healthy,retrieval,A24rv,CS-,early,7,0.01418531215808398
healthy,retrieval,A24rv,CS-,early,8,-0.05069518572946932
healthy,retrieval,A24rv,CS-,early,9,-0.0024264033612709213
healthy,retrieval,A24rv,CS-,early,10,-0.00528461712152316
healthy,retrieval,A24rv,CS-,early,12,-0.08777813910415973
healthy,retrieval,A24rv,CS-,early,13,-0.005666324989448818
healthy,retrieval,A24rv,CS-,early,14,0.3279213430368127
healthy,retrieval,A24rv,CS-,early,15,0.002756441419780155
healthy,retrieval,A24rv,CS-,early,16,-0.047550270348270335
healthy,retrieval,A24rv,CS-,early,17,0.04367642594055283
healthy,retrieval,A24rv,CS-,early,18,0.00991419760956754
healthy,retrieval,A24rv,CS-,early,19,0.044599307215350624
healthy,retrieval,A24rv,CS-,early,21,-0.018837721990765926
healthy,retrieval,A24rv,CS-,early,23,0.08217849033206862
healthy,retrieval,A24rv,CS-,early,24,0.06563560234567284
healthy,retrieval,A24rv,CS-,early,25,0.031249068126609228
healthy,retrieval,A24rv,CS-,early,26,0.01172705538064428
healthy,retrieval,A14m,CS-,early,1,0.03172493268402487
healthy,retrieval,A14m,CS-,early,2,0.003269021959402478
healthy,retrieval,A14m,CS-,early,3,-0.009669551542855887
healthy,retrieval,A14m,CS-,early,4,0.13773903564281081
healthy,retrieval,A14m,CS-,early,5,0.012187563243563805
healthy,retrieval,A14m,CS-,early,6,0.29531991640058347
healthy,retrieval,A14m,CS-,early,7,0.030089601743566785
healthy,retrieval,A14m,CS-,early,8,0.08413317716265997
healthy,retrieval,A14m,CS-,early,9,0.05010648400499209
healthy,retrieval,A14m,CS-,early,10,0.09724445926779551
healthy,retrieval,A14m,CS-,early,12,-0.010151184178203994
healthy,retrieval,A14m,CS-,early,13,0.13536030989460748
healthy,retrieval,A14m,CS-,early,14,0.7049622505634203
healthy,retrieval,A14m,CS-,early,15,0.10376825819274386
healthy,retrieval,A14m,CS-,early,16,0.0650619686564431
healthy,retrieval,A14m,CS-,early,17,0.5605231691235731
healthy,retrieval,A14m,CS-,early,18,0.006750578553422009
healthy,retrieval,A14m,CS-,early,19,0.21723919587080423
healthy,retrieval,A14m,CS-,early,21,0.049197549564868236
healthy,retrieval,A14m,CS-,early,23,0.47131937324920753
healthy,retrieval,A14m,CS-,early,24,0.2551563478895394
healthy,retrieval,A14m,CS-,early,25,0.10497758429502917
healthy,retrieval,A14m,CS-,early,26,0.0983047987529722
healthy,retrieval,A11m,CS-,early,1,0.09849461411202565
healthy,retrieval,A11m,CS-,early,2,0.009955827964929257
healthy,retrieval,A11m,CS-,early,3,0.01409773933179666
healthy,retrieval,A11m,CS-,early,4,0.07201883037493223
healthy,retrieval,A11m,CS-,early,5,-0.006458502295515583
healthy,retrieval,A11m,CS-,early,6,-0.023035388965338924
healthy,retrieval,A11m,CS-,early,7,0.04584125789512765
healthy,retrieval,A11m,CS-,early,8,0.5202845799820192
healthy,retrieval,A11m,CS-,early,9,0.0683955608465901
healthy,retrieval,A11m,CS-,early,10,0.04464208535871453
healthy,retrieval,A11m,CS-,early,12,-0.039285568750355986
healthy,retrieval,A11m,CS-,early,13,-0.0005954579908204657
healthy,retrieval,A11m,CS-,early,14,0.31775279661800065
healthy,retrieval,A11m,CS-,early,15,0.04675356263733936
healthy,retrieval,A11m,CS-,early,16,0.21267684828893307
healthy,retrieval,A11m,CS-,early,17,-0.003646623235951751
healthy,retrieval,A11m,CS-,early,18,0.006275206786266085
healthy,retrieval,A11m,CS-,early,19,0.3360863829223836
healthy,retrieval,A11m,CS-,early,21,0.15427050461409916
healthy,retrieval,A11m,CS-,early,23,0.09160310889694741
healthy,retrieval,A11m,CS-,early,24,-0.10200201117553512
healthy,retrieval,A11m,CS-,early,25,0.019273754414879038
healthy,retrieval,A11m,CS-,early,26,0.06248833248242572
healthy,retrieval,A13,CS-,early,1,0.022470160942671662
healthy,retrieval,A13,CS-,early,2,0.18232162816793931
healthy,retrieval,A13,CS-,early,3,-0.0014815996816070975
healthy,retrieval,A13,CS-,early,4,0.02784892542628144
healthy,retrieval,A13,CS-,early,5,-0.002525667297136651
healthy,retrieval,A13,CS-,early,6,0.385770129400752
healthy,retrieval,A13,CS-,early,7,0.023455763949129807
healthy,retrieval,A13,CS-,early,8,-0.013683640770753906
healthy,retrieval,A13,CS-,early,9,0.10247902782635608
healthy,retrieval,A13,CS-,early,10,-0.02979225845923917
healthy,retrieval,A13,CS-,early,12,-0.009073302360769734
healthy,retrieval,A13,CS-,early,13,0.027286297878547867
healthy,retrieval,A13,CS-,early,14,0.126141354911207
healthy,retrieval,A13,CS-,early,15,0.015030527375350081
healthy,retrieval,A13,CS-,early,16,0.07030438947567505
healthy,retrieval,A13,CS-,early,17,0.0059787831696041715
healthy,retrieval,A13,CS-,early,18,-0.00011075385658252374
healthy,retrieval,A13,CS-,early,19,0.22596261685830596
healthy,retrieval,A13,CS-,early,21,-0.014077757273415663
healthy,retrieval,A13,CS-,early,23,0.06636853679959966
healthy,retrieval,A13,CS-,early,24,-0.020948318318434654
healthy,retrieval,A13,CS-,early,25,0.0016737591789735583
healthy,retrieval,A13,CS-,early,26,0.06562470156748232
healthy,retrieval,A10m,CS-,early,1,0.11272110169771164
healthy,retrieval,A10m,CS-,early,2,0.007056013624616871
healthy,retrieval,A10m,CS-,early,3,-0.05627769354824453
healthy,retrieval,A10m,CS-,early,4,0.4453915236404958
healthy,retrieval,A10m,CS-,early,5,0.03097805339542418
healthy,retrieval,A10m,CS-,early,6,-0.06747932654505515
healthy,retrieval,A10m,CS-,early,7,0.035919391515458164
healthy,retrieval,A10m,CS-,early,8,-0.01649127782704916
healthy,retrieval,A10m,CS-,early,9,0.07529065211974856
healthy,retrieval,A10m,CS-,early,10,0.2783940873612126
healthy,retrieval,A10m,CS-,early,12,0.015631116567831987
healthy,retrieval,A10m,CS-,early,13,0.4262697614436853
healthy,retrieval,A10m,CS-,early,14,1.0357940602208078
healthy,retrieval,A10m,CS-,early,15,0.035822255106978215
healthy,retrieval,A10m,CS-,early,16,-0.009527844442266502
healthy,retrieval,A10m,CS-,early,17,-0.05607649655427855
healthy,retrieval,A10m,CS-,early,18,-0.009174349647345799
healthy,retrieval,A10m,CS-,early,19,0.3014505572975048
healthy,retrieval,A10m,CS-,early,21,0.07822673993313826
healthy,retrieval,A10m,CS-,early,23,0.13223530486076399
healthy,retrieval,A10m,CS-,early,24,0.0039568598730725995
healthy,retrieval,A10m,CS-,early,25,0.0732827855967873
healthy,retrieval,A10m,CS-,early,26,0.06984204581735678
healthy,retrieval,A9m,CS-,early,1,0.023252716854518126
healthy,retrieval,A9m,CS-,early,2,0.10131209551858465
healthy,retrieval,A9m,CS-,early,3,-0.1250485795117076
healthy,retrieval,A9m,CS-,early,4,0.11408607038490572
healthy,retrieval,A9m,CS-,early,5,0.021853785913991196
healthy,retrieval,A9m,CS-,early,6,-0.12392872237294306
healthy,retrieval,A9m,CS-,early,7,-0.013568164425564602
healthy,retrieval,A9m,CS-,early,8,0.3016871162240578
healthy,retrieval,A9m,CS-,early,9,0.2483373733779622
healthy,retrieval,A9m,CS-,early,10,0.19170056643304612
healthy,retrieval,A9m,CS-,early,12,0.12634969733796453
healthy,retrieval,A9m,CS-,early,13,0.19779814188685632
healthy,retrieval,A9m,CS-,early,14,0.2583136466811524
healthy,retrieval,A9m,CS-,early,15,-0.11925248447271376
healthy,retrieval,A9m,CS-,early,16,0.22776842155500854
healthy,retrieval,A9m,CS-,early,17,0.08693147861927877
healthy,retrieval,A9m,CS-,early,18,0.03136217769287418
healthy,retrieval,A9m,CS-,early,19,-0.46384420139136157
healthy,retrieval,A9m,CS-,early,21,0.4742213976498435
healthy,retrieval,A9m,CS-,early,23,0.03719962189261801
healthy,retrieval,A9m,CS-,early,24,-0.04374551523184289
healthy,retrieval,A9m,CS-,early,25,-0.05313355507694793
healthy,retrieval,A9m,CS-,early,26,0.026004409954909734
healthy,retrieval,A8m,CS-,early,1,0.057604312195093106
healthy,retrieval,A8m,CS-,early,2,0.8509051339131847
