group,memory_phase,roi,condition,el,subject,rsa
ptsd,encoding,hc_body,CS+,early,114,-0.0009545537059130319
ptsd,encoding,hc_body,CS+,early,115,-0.0008970466006119415
ptsd,encoding,hc_body,CS+,early,116,-0.021928476014023392
ptsd,encoding,hc_body,CS+,early,117,0.06630654164184605
ptsd,encoding,hc_body,CS+,early,118,0.015846077966211767
ptsd,encoding,hc_body,CS+,early,121,0.20637106358883797
ptsd,encoding,hc_body,CS+,early,122,0.07177180052197209
ptsd,encoding,hc_body,CS+,early,123,-0.011430312264659938
ptsd,encoding,hc_body,CS+,early,124,-0.03525885250845838
ptsd,encoding,hc_body,CS+,early,125,0.020818742632902162
ptsd,encoding,hc_head,CS+,early,101,0.1630989899539418
ptsd,encoding,hc_head,CS+,early,102,0.023463565462133216
ptsd,encoding,hc_head,CS+,early,103,0.04428759425606829
ptsd,encoding,hc_head,CS+,early,104,0.032535900349871874
ptsd,encoding,hc_head,CS+,early,105,0.143465897911994
ptsd,encoding,hc_head,CS+,early,106,0.09725236859661258
ptsd,encoding,hc_head,CS+,early,107,0.029711016426708297
ptsd,encoding,hc_head,CS+,early,108,0.09715418882853771
ptsd,encoding,hc_head,CS+,early,109,0.2024848608738749
ptsd,encoding,hc_head,CS+,early,110,0.021927316048033538
ptsd,encoding,hc_head,CS+,early,111,0.017739145627008665
ptsd,encoding,hc_head,CS+,early,112,0.1037580081463581
ptsd,encoding,hc_head,CS+,early,113,0.16587919820892397
ptsd,encoding,hc_head,CS+,early,114,0.1091615904021538
ptsd,encoding,hc_head,CS+,early,115,0.023420915840227704
ptsd,encoding,hc_head,CS+,early,116,-0.01250099701301409
ptsd,encoding,hc_head,CS+,early,117,0.08765929731580374
ptsd,encoding,hc_head,CS+,early,118,0.0116287275216097
ptsd,encoding,hc_head,CS+,early,121,0.1452728625590226
ptsd,encoding,hc_head,CS+,early,122,0.04074835899739132
ptsd,encoding,hc_head,CS+,early,123,0.1082819297540399
ptsd,encoding,hc_head,CS+,early,124,-0.000970332292028283
ptsd,encoding,hc_head,CS+,early,125,0.050497847194555405
ptsd,encoding,amyg_bla,CS+,early,101,0.02432978046029783
ptsd,encoding,amyg_bla,CS+,early,102,0.051263036744226644
ptsd,encoding,amyg_bla,CS+,early,103,0.015329515924504829
ptsd,encoding,amyg_bla,CS+,early,104,-0.0028618490761141524
ptsd,encoding,amyg_bla,CS+,early,105,0.13157274131907892
ptsd,encoding,amyg_bla,CS+,early,106,-0.028414528810234034
ptsd,encoding,amyg_bla,CS+,early,107,0.04648288061241262
ptsd,encoding,amyg_bla,CS+,early,108,-0.02251328800128571
ptsd,encoding,amyg_bla,CS+,early,109,0.0694286891423414
ptsd,encoding,amyg_bla,CS+,early,110,0.017104870904612948
ptsd,encoding,amyg_bla,CS+,early,111,0.010201848994524655
ptsd,encoding,amyg_bla,CS+,early,112,0.025838220181336795
ptsd,encoding,amyg_bla,CS+,early,113,-0.04426661084442015
ptsd,encoding,amyg_bla,CS+,early,114,0.03249627644298844
ptsd,encoding,amyg_bla,CS+,early,115,-0.009527035408795336
ptsd,encoding,amyg_bla,CS+,early,116,-0.016529358584400553
ptsd,encoding,amyg_bla,CS+,early,117,0.24097835908840246
ptsd,encoding,amyg_bla,CS+,early,118,0.05983251833246585
ptsd,encoding,amyg_bla,CS+,early,121,0.03122258939835494
ptsd,encoding,amyg_bla,CS+,early,122,-0.0002691156993924324
ptsd,encoding,amyg_bla,CS+,early,123,0.03333311155913416
ptsd,encoding,amyg_bla,CS+,early,124,0.06002245098134713
ptsd,encoding,amyg_bla,CS+,early,125,0.023447141465287466
ptsd,encoding,amyg_cem,CS+,early,101,-0.05326675829646029
ptsd,encoding,amyg_cem,CS+,early,102,0.08055116123658287
ptsd,encoding,amyg_cem,CS+,early,103,0.02324398228437043
ptsd,encoding,amyg_cem,CS+,early,104,-0.07990453029217398
ptsd,encoding,amyg_cem,CS+,early,105,-0.0021068052334253535
ptsd,encoding,amyg_cem,CS+,early,106,0.03584642162675026
ptsd,encoding,amyg_cem,CS+,early,107,0.0032699118485824703
ptsd,encoding,amyg_cem,CS+,early,108,-0.01669414535885919
ptsd,encoding,amyg_cem,CS+,early,109,-0.01742491352160526
ptsd,encoding,amyg_cem,CS+,early,110,-0.0018979455977923044
ptsd,encoding,amyg_cem,CS+,early,111,0.04889201391864074
ptsd,encoding,amyg_cem,CS+,early,112,-0.09669487855712763
ptsd,encoding,amyg_cem,CS+,early,113,-0.011299664665003258
ptsd,encoding,amyg_cem,CS+,early,114,-0.0934974452714405
ptsd,encoding,amyg_cem,CS+,early,115,-0.017481155621327807
ptsd,encoding,amyg_cem,CS+,early,116,0.00434531516232066
ptsd,encoding,amyg_cem,CS+,early,117,-0.06848563324252435
ptsd,encoding,amyg_cem,CS+,early,118,0.015432287618018998
ptsd,encoding,amyg_cem,CS+,early,121,0.14193378376914723
ptsd,encoding,amyg_cem,CS+,early,122,-0.04460722175704243
ptsd,encoding,amyg_cem,CS+,early,123,0.03434053809277757
ptsd,encoding,amyg_cem,CS+,early,124,-0.006883942046288505
ptsd,encoding,amyg_cem,CS+,early,125,-0.012170016578462735
ptsd,encoding,A32sg,CS-,early,101,0.11955974332403042
ptsd,encoding,A32sg,CS-,early,102,0.004680937518843952
ptsd,encoding,A32sg,CS-,early,103,0.4589317831736207
ptsd,encoding,A32sg,CS-,early,104,0.013516109878396968
ptsd,encoding,A32sg,CS-,early,105,0.01650625699967817
ptsd,encoding,A32sg,CS-,early,106,0.050902236825362907
ptsd,encoding,A32sg,CS-,early,107,0.0734328088573587
ptsd,encoding,A32sg,CS-,early,108,0.020140737706408382
ptsd,encoding,A32sg,CS-,early,109,0.09265879915734919
ptsd,encoding,A32sg,CS-,early,110,0.020309877013600167
ptsd,encoding,A32sg,CS-,early,111,-0.023749543321891095
ptsd,encoding,A32sg,CS-,early,112,0.025074766779565986
ptsd,encoding,A32sg,CS-,early,113,0.04506581472587803
ptsd,encoding,A32sg,CS-,early,114,0.0712279114476207
ptsd,encoding,A32sg,CS-,early,115,0.020589851201413573
ptsd,encoding,A32sg,CS-,early,116,0.010899921602312033
ptsd,encoding,A32sg,CS-,early,117,0.13643005558755503
ptsd,encoding,A32sg,CS-,early,118,0.29738276318003637
ptsd,encoding,A32sg,CS-,early,121,0.3562931393899647
ptsd,encoding,A32sg,CS-,early,122,0.14183640773099646
ptsd,encoding,A32sg,CS-,early,123,0.21353726598926748
ptsd,encoding,A32sg,CS-,early,124,0.1708637102313468
ptsd,encoding,A32sg,CS-,early,125,0.1559759039963082
ptsd,encoding,A32p,CS-,early,101,0.05076352452824793
ptsd,encoding,A32p,CS-,early,102,0.02012643752656482
ptsd,encoding,A32p,CS-,early,103,0.13025155570041091
ptsd,encoding,A32p,CS-,early,104,0.16143508266603113
ptsd,encoding,A32p,CS-,early,105,0.025913326366766395
ptsd,encoding,A32p,CS-,early,106,0.10120072768274026
ptsd,encoding,A32p,CS-,early,107,0.042862755968809695
ptsd,encoding,A32p,CS-,early,108,0.04326472703931239
ptsd,encoding,A32p,CS-,early,109,0.0013325073792248812
ptsd,encoding,A32p,CS-,early,110,0.05571950746472639
ptsd,encoding,A32p,CS-,early,111,-0.0738522714505819
ptsd,encoding,A32p,CS-,early,112,0.06437433031251873
ptsd,encoding,A32p,CS-,early,113,0.15721958785945508
ptsd,encoding,A32p,CS-,early,114,0.09977348661243511
ptsd,encoding,A32p,CS-,early,115,0.0018899944808172021
ptsd,encoding,A32p,CS-,early,116,0.04483170908332671
ptsd,encoding,A32p,CS-,early,117,0.2620011212694029
ptsd,encoding,A32p,CS-,early,118,-0.033370335397752464
ptsd,encoding,A32p,CS-,early,121,0.4768424722962538
ptsd,encoding,A32p,CS-,early,122,0.08812385108422147
ptsd,encoding,A32p,CS-,early,123,0.07384200003196345
ptsd,encoding,A32p,CS-,early,124,0.44402760827543153
ptsd,encoding,A32p,CS-,early,125,0.11351031686001363
ptsd,encoding,A24cd,CS-,early,101,0.04554922091263516
ptsd,encoding,A24cd,CS-,early,102,-0.004539668954509588
ptsd,encoding,A24cd,CS-,early,103,0.06483241835580021
ptsd,encoding,A24cd,CS-,early,104,0.1609849148336059
ptsd,encoding,A24cd,CS-,early,105,0.08927498232627679
ptsd,encoding,A24cd,CS-,early,106,0.04556267895045485
ptsd,encoding,A24cd,CS-,early,107,0.047770282480252446
ptsd,encoding,A24cd,CS-,early,108,0.2280665982512664
ptsd,encoding,A24cd,CS-,early,109,0.06260924558702853
ptsd,encoding,A24cd,CS-,early,110,0.0843886854150019
ptsd,encoding,A24cd,CS-,early,111,0.04183850574668559
ptsd,encoding,A24cd,CS-,early,112,0.0915119509671456
ptsd,encoding,A24cd,CS-,early,113,0.07980017418473286
ptsd,encoding,A24cd,CS-,early,114,0.5032060706309059
ptsd,encoding,A24cd,CS-,early,115,-0.014469048090068612
ptsd,encoding,A24cd,CS-,early,116,0.14793243703536213
ptsd,encoding,A24cd,CS-,early,117,0.14908409922314306
ptsd,encoding,A24cd,CS-,early,118,0.02192190958910295
ptsd,encoding,A24cd,CS-,early,121,0.3170035668032797
ptsd,encoding,A24cd,CS-,early,122,0.22376975679548197
ptsd,encoding,A24cd,CS-,early,123,0.16812964583511192
ptsd,encoding,A24cd,CS-,early,124,0.43249976487826747
ptsd,encoding,A24cd,CS-,early,125,0.36157341239225826
ptsd,encoding,A24rv,CS-,early,101,0.008083466878757224
ptsd,encoding,A24rv,CS-,early,102,-0.0029349585405058407
ptsd,encoding,A24rv,CS-,early,103,0.2067487314679903
ptsd,encoding,A24rv,CS-,early,104,-0.004666355184639525
ptsd,encoding,A24rv,CS-,early,105,0.1897067053477878
ptsd,encoding,A24rv,CS-,early,106,0.022040537195900916
ptsd,encoding,A24rv,CS-,early,107,0.045382014859547765
ptsd,encoding,A24rv,CS-,early,108,0.10990425001222942
ptsd,encoding,A24rv,CS-,early,109,0.25553204841164723
ptsd,encoding,A24rv,CS-,early,110,-0.01555554834845449
ptsd,encoding,A24rv,CS-,early,111,-0.041408563101423976
ptsd,encoding,A24rv,CS-,early,112,0.019071859070772437
ptsd,encoding,A24rv,CS-,early,113,0.14893458173554436
ptsd,encoding,A24rv,CS-,early,114,0.04780439047674259
ptsd,encoding,A24rv,CS-,early,115,-0.0126627387553453
ptsd,encoding,A24rv,CS-,early,116,0.03631474947178174
ptsd,encoding,A24rv,CS-,early,117,0.029455789323233506
ptsd,encoding,A24rv,CS-,early,118,-0.002323569411958001
ptsd,encoding,A24rv,CS-,early,121,0.035357956477058555
ptsd,encoding,A24rv,CS-,early,122,0.07169242512046518
ptsd,encoding,A24rv,CS-,early,123,0.2819300678608038
ptsd,encoding,A24rv,CS-,early,124,0.4754751164843349
ptsd,encoding,A24rv,CS-,early,125,0.007007567088758869
ptsd,encoding,A14m,CS-,early,101,0.058746111792176675
ptsd,encoding,A14m,CS-,early,102,0.04391208579762561
ptsd,encoding,A14m,CS-,early,103,0.24954816694355347
ptsd,encoding,A14m,CS-,early,104,0.24700792013166875
ptsd,encoding,A14m,CS-,early,105,0.02001124732782212
ptsd,encoding,A14m,CS-,early,106,0.15071786259989473
ptsd,encoding,A14m,CS-,early,107,0.12804247511864877
ptsd,encoding,A14m,CS-,early,108,0.05418914977375148
ptsd,encoding,A14m,CS-,early,109,0.20140179685599038
ptsd,encoding,A14m,CS-,early,110,0.024492694363164966
ptsd,encoding,A14m,CS-,early,111,-0.0023837411277381846
ptsd,encoding,A14m,CS-,early,112,0.048737452880040215
ptsd,encoding,A14m,CS-,early,113,0.1680714307097836
ptsd,encoding,A14m,CS-,early,114,0.04225557705685179
ptsd,encoding,A14m,CS-,early,115,0.024518757684601957
ptsd,encoding,A14m,CS-,early,116,0.029968674439876504
ptsd,encoding,A14m,CS-,early,117,0.13011359421234386
ptsd,encoding,A14m,CS-,early,118,0.5109855467579525
ptsd,encoding,A14m,CS-,early,121,0.7340320938969496
ptsd,encoding,A14m,CS-,early,122,0.11699189301539017
ptsd,encoding,A14m,CS-,early,123,0.3022517140321266
ptsd,encoding,A14m,CS-,early,124,0.2607618942714178
ptsd,encoding,A14m,CS-,early,125,0.2876815404292274
ptsd,encoding,A11m,CS-,early,101,0.04065592584255054
ptsd,encoding,A11m,CS-,early,102,0.07595686904488595
ptsd,encoding,A11m,CS-,early,103,0.3016552134843962
ptsd,encoding,A11m,CS-,early,104,0.3034374255129417
ptsd,encoding,A11m,CS-,early,105,0.021175386323345903
ptsd,encoding,A11m,CS-,early,106,0.017614163118844277
ptsd,encoding,A11m,CS-,early,107,0.06719842039614803
ptsd,encoding,A11m,CS-,early,108,0.03862758791787712
ptsd,encoding,A11m,CS-,early,109,0.11114881011728106
ptsd,encoding,A11m,CS-,early,110,-0.022846932729212593
ptsd,encoding,A11m,CS-,early,111,0.06558242825157275
ptsd,encoding,A11m,CS-,early,112,0.030225058347759792
ptsd,encoding,A11m,CS-,early,113,0.1987343291923724
ptsd,encoding,A11m,CS-,early,114,0.023312590837521213
ptsd,encoding,A11m,CS-,early,115,0.011469573620840928
ptsd,encoding,A11m,CS-,early,116,0.06260067737768103
ptsd,encoding,A11m,CS-,early,117,0.15351391821208538
ptsd,encoding,A11m,CS-,early,118,0.42542777864817194
ptsd,encoding,A11m,CS-,early,121,0.74863097509615
ptsd,encoding,A11m,CS-,early,122,0.12069541198474952
ptsd,encoding,A11m,CS-,early,123,0.11655715560371066
ptsd,encoding,A11m,CS-,early,124,0.3911289100753446
ptsd,encoding,A11m,CS-,early,125,0.2513255702632062
ptsd,encoding,A13,CS-,early,101,0.017142108169128128
ptsd,encoding,A13,CS-,early,102,0.04652228493311249
ptsd,encoding,A13,CS-,early,103,0.04856833108334057
ptsd,encoding,A13,CS-,early,104,0.07998499062853284
ptsd,encoding,A13,CS-,early,105,0.041738042969960976
ptsd,encoding,A13,CS-,early,106,0.075202895121545
ptsd,encoding,A13,CS-,early,107,0.02590875635825611
ptsd,encoding,A13,CS-,early,108,0.03764098578679867
ptsd,encoding,A13,CS-,early,109,0.03186077836084231
ptsd,encoding,A13,CS-,early,110,0.025880098846742763
ptsd,encoding,A13,CS-,early,111,0.015983551334052413
ptsd,encoding,A13,CS-,early,112,0.0364347996717286
ptsd,encoding,A13,CS-,early,113,0.03939947130364269
ptsd,encoding,A13,CS-,early,114,0.077443619057245
ptsd,encoding,A13,CS-,early,115,0.011350178699386003
ptsd,encoding,A13,CS-,early,116,0.000876764213689919
ptsd,encoding,A13,CS-,early,117,0.0673021548770752
ptsd,encoding,A13,CS-,early,118,0.307733441224578
ptsd,encoding,A13,CS-,early,121,0.10966943042760831
ptsd,encoding,A13,CS-,early,122,0.11775218596142666
ptsd,encoding,A13,CS-,early,123,0.09502825208830906
ptsd,encoding,A13,CS-,early,124,0.14342088225030342
ptsd,encoding,A13,CS-,early,125,0.06010732455415482
ptsd,encoding,A10m,CS-,early,101,0.18663421128495206
ptsd,encoding,A10m,CS-,early,102,0.02231134249190617
ptsd,encoding,A10m,CS-,early,103,0.22105018349105882
ptsd,encoding,A10m,CS-,early,104,0.06852559340004168
ptsd,encoding,A10m,CS-,early,105,0.06106298867140995
ptsd,encoding,A10m,CS-,early,106,0.06445410336047698
ptsd,encoding,A10m,CS-,early,107,0.0716031114624721
ptsd,encoding,A10m,CS-,early,108,0.09848390531362448
ptsd,encoding,A10m,CS-,early,109,0.05709179529846818
ptsd,encoding,A10m,CS-,early,110,0.04035129794447397
ptsd,encoding,A10m,CS-,early,111,-0.008651776794267289
ptsd,encoding,A10m,CS-,early,112,0.04437654114642062
ptsd,encoding,A10m,CS-,early,113,0.22109769064474027
ptsd,encoding,A10m,CS-,early,114,0.1857140618419787
ptsd,encoding,A10m,CS-,early,115,0.02331944405013526
ptsd,encoding,A10m,CS-,early,116,0.061609933877584705
ptsd,encoding,A10m,CS-,early,117,0.1515187976136212
ptsd,encoding,A10m,CS-,early,118,0.5192896425544308
ptsd,encoding,A10m,CS-,early,121,0.30799308836782885
ptsd,encoding,A10m,CS-,early,122,0.17446795545502247
ptsd,encoding,A10m,CS-,early,123,0.07190141029331899
ptsd,encoding,A10m,CS-,early,124,0.3263123582206701
ptsd,encoding,A10m,CS-,early,125,0.36651554559161986
ptsd,encoding,A9m,CS-,early,101,-0.04519723497868605
ptsd,encoding,A9m,CS-,early,102,0.021972391678919005
ptsd,encoding,A9m,CS-,early,103,0.17775306969213428
ptsd,encoding,A9m,CS-,early,104,0.17051177912583926
ptsd,encoding,A9m,CS-,early,105,0.08216554026750846
ptsd,encoding,A9m,CS-,early,106,0.211954469374943
ptsd,encoding,A9m,CS-,early,107,0.11735723613424133
ptsd,encoding,A9m,CS-,early,108,0.046029170142993577
ptsd,encoding,A9m,CS-,early,109,0.012735248731805334
ptsd,encoding,A9m,CS-,early,110,0.08040576587434112
ptsd,encoding,A9m,CS-,early,111,-0.0196464862189845
ptsd,encoding,A9m,CS-,early,112,0.032712608737893695
ptsd,encoding,A9m,CS-,early,113,0.10341432975253585
ptsd,encoding,A9m,CS-,early,114,0.017344136726653584
ptsd,encoding,A9m,CS-,early,115,0.005179335085444368
ptsd,encoding,A9m,CS-,early,116,0.1708144094080603
ptsd,encoding,A9m,CS-,early,117,0.06391516098103535
ptsd,encoding,A9m,CS-,early,118,0.19533658611333915
ptsd,encoding,A9m,CS-,early,121,0.469376388815424
ptsd,encoding,A9m,CS-,early,122,-0.014878000784855584
ptsd,encoding,A9m,CS-,early,123,0.05912790544828386
ptsd,encoding,A9m,CS-,early,124,0.27738628880876326
ptsd,encoding,A9m,CS-,early,125,0.06290691871801087
ptsd,encoding,A8m,CS-,early,101,0.06910926155013063
ptsd,encoding,A8m,CS-,early,102,0.04142662146500205
ptsd,encoding,A8m,CS-,early,103,0.1475257059570999
ptsd,encoding,A8m,CS-,early,104,0.16351124644568818
ptsd,encoding,A8m,CS-,early,105,0.03081961836788881
ptsd,encoding,A8m,CS-,early,106,0.17483640648494023
ptsd,encoding,A8m,CS-,early,107,0.2628196048873634
ptsd,encoding,A8m,CS-,early,108,0.34954778269333187
ptsd,encoding,A8m,CS-,early,109,0.21275670115349563
ptsd,encoding,A8m,CS-,early,110,0.15881706545649013
ptsd,encoding,A8m,CS-,early,111,0.03339118990703415
ptsd,encoding,A8m,CS-,early,112,0.27645388365523504
ptsd,encoding,A8m,CS-,early,113,0.08721670221243571
ptsd,encoding,A8m,CS-,early,114,0.046906750842971856
ptsd,encoding,A8m,CS-,early,115,0.05464921467752426
ptsd,encoding,A8m,CS-,early,116,0.05143583091719213
ptsd,encoding,A8m,CS-,early,117,0.17048557600349218
ptsd,encoding,A8m,CS-,early,118,0.08001427389590249
ptsd,encoding,A8m,CS-,early,121,0.5512035035051743
ptsd,encoding,A8m,CS-,early,122,0.34900558208267074
ptsd,encoding,A8m,CS-,early,123,0.040638532146390634
ptsd,encoding,A8m,CS-,early,124,0.9274472042690525
ptsd,encoding,A8m,CS-,early,125,0.30244433135476756
ptsd,encoding,A6m,CS-,early,101,0.23901370729199112
ptsd,encoding,A6m,CS-,early,102,0.022446125021097687
ptsd,encoding,A6m,CS-,early,103,0.13125151516751066
ptsd,encoding,A6m,CS-,early,104,0.020425776486581334
ptsd,encoding,A6m,CS-,early,105,0.06212879491072168
ptsd,encoding,A6m,CS-,early,106,0.2679727887788468
ptsd,encoding,A6m,CS-,early,107,0.09728831834783278
ptsd,encoding,A6m,CS-,early,108,0.19884967524704616
ptsd,encoding,A6m,CS-,early,109,0.13564170135055909
ptsd,encoding,A6m,CS-,early,110,0.0692156082147292
ptsd,encoding,A6m,CS-,early,111,0.08182524188083747
ptsd,encoding,A6m,CS-,early,112,0.17484369648480003
ptsd,encoding,A6m,CS-,early,113,0.3022545428856792
ptsd,encoding,A6m,CS-,early,114,0.0040349079522499515
ptsd,encoding,A6m,CS-,early,115,0.07264387388104881
ptsd,encoding,A6m,CS-,early,116,0.12184711935165031
ptsd,encoding,A6m,CS-,early,117,0.4017517161265474
ptsd,encoding,A6m,CS-,early,118,0.04302016269889987
ptsd,encoding,A6m,CS-,early,121,0.4104089407978539
ptsd,encoding,A6m,CS-,early,122,0.18909619560909846
ptsd,encoding,A6m,CS-,early,123,0.20969875264637342
ptsd,encoding,A6m,CS-,early,124,0.6812957811163347
ptsd,encoding,A6m,CS-,early,125,0.24496334148429563
ptsd,encoding,hc_tail,CS-,early,101,0.06046905357903551
ptsd,encoding,hc_tail,CS-,early,102,0.01927415468517773
ptsd,encoding,hc_tail,CS-,early,103,0.08005304931071497
ptsd,encoding,hc_tail,CS-,early,104,-0.015403210504644469
ptsd,encoding,hc_tail,CS-,early,105,0.13814926512467288
ptsd,encoding,hc_tail,CS-,early,106,0.07464143018212037
ptsd,encoding,hc_tail,CS-,early,107,0.009572492536759502
ptsd,encoding,hc_tail,CS-,early,108,0.0803584202491203
ptsd,encoding,hc_tail,CS-,early,109,-0.03242858919196998
ptsd,encoding,hc_tail,CS-,early,110,0.002144977770815545
ptsd,encoding,hc_tail,CS-,early,111,0.014330806063194297
ptsd,encoding,hc_tail,CS-,early,112,-0.003772244677061697
ptsd,encoding,hc_tail,CS-,early,113,0.05987778929974838
ptsd,encoding,hc_tail,CS-,early,114,0.08243727849137218
ptsd,encoding,hc_tail,CS-,early,115,-0.01547427240636751
ptsd,encoding,hc_tail,CS-,early,116,-0.01582128865257616
ptsd,encoding,hc_tail,CS-,early,117,0.01082337858743302
ptsd,encoding,hc_tail,CS-,early,118,0.01967744977421492
ptsd,encoding,hc_tail,CS-,early,121,-0.04658958342196219
ptsd,encoding,hc_tail,CS-,early,122,0.03363642645727389
ptsd,encoding,hc_tail,CS-,early,123,0.06390356576605472
ptsd,encoding,hc_tail,CS-,early,124,-0.024612680040853815
ptsd,encoding,hc_tail,CS-,early,125,0.01238135807828088
ptsd,encoding,hc_body,CS-,early,101,0.1698872650333541
ptsd,encoding,hc_body,CS-,early,102,0.04078711682591223
ptsd,encoding,hc_body,CS-,early,103,-0.012601732011146873
ptsd,encoding,hc_body,CS-,early,104,-0.003814077601186147
ptsd,encoding,hc_body,CS-,early,105,-0.023395576575795867
ptsd,encoding,hc_body,CS-,early,106,0.17582191978752945
ptsd,encoding,hc_body,CS-,early,107,-0.032377150557836125
ptsd,encoding,hc_body,CS-,early,108,0.0427000423334736
ptsd,encoding,hc_body,CS-,early,109,-0.0016738017815034355
ptsd,encoding,hc_body,CS-,early,110,0.016216472186879927
ptsd,encoding,hc_body,CS-,early,111,-0.029698827300689918
ptsd,encoding,hc_body,CS-,early,112,0.008762367071377838
ptsd,encoding,hc_body,CS-,early,113,0.05171440094469727
ptsd,encoding,hc_body,CS-,early,114,-0.03518374587511484
ptsd,encoding,hc_body,CS-,early,115,-0.01095872515163688
ptsd,encoding,hc_body,CS-,early,116,0.02476718686992431
ptsd,encoding,hc_body,CS-,early,117,-0.005762777992450159
ptsd,encoding,hc_body,CS-,early,118,0.05209570855315452
ptsd,encoding,hc_body,CS-,early,121,0.1660610736540148
ptsd,encoding,hc_body,CS-,early,122,0.14988083697024798
ptsd,encoding,hc_body,CS-,early,123,-0.032960132475894265
ptsd,encoding,hc_body,CS-,early,124,0.134784353844069
ptsd,encoding,hc_body,CS-,early,125,-0.03157872816708453
ptsd,encoding,hc_head,CS-,early,101,0.11109870247522576
ptsd,encoding,hc_head,CS-,early,102,0.015648163733389616
ptsd,encoding,hc_head,CS-,early,103,0.02867634670617268
ptsd,encoding,hc_head,CS-,early,104,0.01748175188885924
ptsd,encoding,hc_head,CS-,early,105,0.008028314520878956
ptsd,encoding,hc_head,CS-,early,106,0.06651938316504667
ptsd,encoding,hc_head,CS-,early,107,0.03248555924394504
ptsd,encoding,hc_head,CS-,early,108,0.038717607002253504
ptsd,encoding,hc_head,CS-,early,109,0.048499264686415966
ptsd,encoding,hc_head,CS-,early,110,-0.0018755675559653617
ptsd,encoding,hc_head,CS-,early,111,0.04730887130509806
ptsd,encoding,hc_head,CS-,early,112,0.008754669291872214
ptsd,encoding,hc_head,CS-,early,113,0.08328197526066695
ptsd,encoding,hc_head,CS-,early,114,0.02427827331665726
ptsd,encoding,hc_head,CS-,early,115,0.04688895082520247
ptsd,encoding,hc_head,CS-,early,116,0.09548084703890687
ptsd,encoding,hc_head,CS-,early,117,0.024851992534395816
ptsd,encoding,hc_head,CS-,early,118,0.023266370063842717
ptsd,encoding,hc_head,CS-,early,121,0.1268345470857938
ptsd,encoding,hc_head,CS-,early,122,0.07632703662468227
ptsd,encoding,hc_head,CS-,early,123,0.08187773905932375
ptsd,encoding,hc_head,CS-,early,124,0.0683753117247174
ptsd,encoding,hc_head,CS-,early,125,0.04529589071625755
ptsd,encoding,amyg_bla,CS-,early,101,-0.004364727705189424
ptsd,encoding,amyg_bla,CS-,early,102,0.00044981369869061375
ptsd,encoding,amyg_bla,CS-,early,103,0.03193491255833423
ptsd,encoding,amyg_bla,CS-,early,104,0.05047072640605682
ptsd,encoding,amyg_bla,CS-,early,105,0.04221845799066445
ptsd,encoding,amyg_bla,CS-,early,106,-0.009468107361351988
ptsd,encoding,amyg_bla,CS-,early,107,0.04180245893866097
ptsd,encoding,amyg_bla,CS-,early,108,-0.0033220474635245784
ptsd,encoding,amyg_bla,CS-,early,109,0.07863219432000422
ptsd,encoding,amyg_bla,CS-,early,110,-0.0017390988464773148
ptsd,encoding,amyg_bla,CS-,early,111,0.035446692706672014
ptsd,encoding,amyg_bla,CS-,early,112,0.01920616055833905
ptsd,encoding,amyg_bla,CS-,early,113,0.10227648389616685
ptsd,encoding,amyg_bla,CS-,early,114,-0.013647683065502318
ptsd,encoding,amyg_bla,CS-,early,115,0.002212819822683371
ptsd,encoding,amyg_bla,CS-,early,116,0.04180859101606503
ptsd,encoding,amyg_bla,CS-,early,117,-0.01003237888553479
ptsd,encoding,amyg_bla,CS-,early,118,0.022618204164851483
ptsd,encoding,amyg_bla,CS-,early,121,0.0224871161497074
ptsd,encoding,amyg_bla,CS-,early,122,0.03711910215749949
ptsd,encoding,amyg_bla,CS-,early,123,0.04437276880062671
ptsd,encoding,amyg_bla,CS-,early,124,0.0015642014956833135
ptsd,encoding,amyg_bla,CS-,early,125,-0.008320095342383968
ptsd,encoding,amyg_cem,CS-,early,101,-0.09216296885933939
ptsd,encoding,amyg_cem,CS-,early,102,0.02271265974816392
ptsd,encoding,amyg_cem,CS-,early,103,0.008629967273699989
ptsd,encoding,amyg_cem,CS-,early,104,0.001085840289805468
ptsd,encoding,amyg_cem,CS-,early,105,-0.10483337593921226
ptsd,encoding,amyg_cem,CS-,early,106,0.06598688632757595
ptsd,encoding,amyg_cem,CS-,early,107,0.013219972197681213
ptsd,encoding,amyg_cem,CS-,early,108,0.042801854144672496
ptsd,encoding,amyg_cem,CS-,early,109,0.03143793274236883
ptsd,encoding,amyg_cem,CS-,early,110,-0.060557096455317656
ptsd,encoding,amyg_cem,CS-,early,111,0.1356416373332519
ptsd,encoding,amyg_cem,CS-,early,112,-0.019769189111049797
ptsd,encoding,amyg_cem,CS-,early,113,0.14330721661787027
ptsd,encoding,amyg_cem,CS-,early,114,0.01573527750730153
ptsd,encoding,amyg_cem,CS-,early,115,-0.04104241488151429
ptsd,encoding,amyg_cem,CS-,early,116,0.14214281632984152
ptsd,encoding,amyg_cem,CS-,early,117,0.04682901425976359
ptsd,encoding,amyg_cem,CS-,early,118,-0.025037994507095228
ptsd,encoding,amyg_cem,CS-,early,121,0.03426498759212691
ptsd,encoding,amyg_cem,CS-,early,122,0.030914738442835297
ptsd,encoding,amyg_cem,CS-,early,123,-0.04452887328242462
ptsd,encoding,amyg_cem,CS-,early,124,0.012082126251510089
ptsd,encoding,amyg_cem,CS-,early,125,-0.017594538981018704
ptsd,encoding,A32sg,CS+,late,101,0.1681004955240771
