subject,phase,block,condition,hc_cr,hc_hr,lc_cr,lc_hr
12,extinction,5,CS+,-0.0625,0.0,0.08333333333333331,0.5
12,extinction,5,CS-,0.0,0.0,-0.16666666666666666,0.0
12,extinction,6,CS+,-0.0625,0.0,0.3333333333333333,0.75
12,extinction,6,CS-,0.0,0.0,0.33333333333333337,0.5
12,fear_conditioning,1,CS+,0.9375,1.0,0.5833333333333333,1.0
12,fear_conditioning,1,CS-,0.5,0.5,0.8333333333333334,1.0
12,fear_conditioning,2,CS+,0.4375,0.5,0.5833333333333333,1.0
12,fear_conditioning,2,CS-,0.0,0.0,0.08333333333333334,0.25
12,fear_conditioning,3,CS+,0.1875,0.25,0.3333333333333333,0.75
12,fear_conditioning,3,CS-,0.0,0.0,0.5833333333333334,0.75
12,fear_conditioning,4,CS+,0.1875,0.25,0.5833333333333333,1.0
12,fear_conditioning,4,CS-,0.25,0.25,0.33333333333333337,0.5
12,fear_conditioning,5,CS+,0.6875,0.75,0.3333333333333333,0.75
12,fear_conditioning,5,CS-,0.0,0.0,0.33333333333333337,0.5
12,fear_conditioning,6,CS+,0.4375,0.5,0.5833333333333333,1.0
12,fear_conditioning,6,CS-,0.0,0.0,0.08333333333333334,0.25
13,baseline,1,CS+,0.0,0.0,0.04166666666666666,0.25
13,baseline,1,CS-,0.25,0.25,0.5208333333333334,0.75
13,baseline,2,CS+,0.25,0.25,0.29166666666666663,0.5
13,baseline,2,CS-,0.0,0.0,0.27083333333333337,0.5
13,baseline,3,CS+,0.5,0.5,0.5416666666666666,0.75
13,baseline,3,CS-,0.0,0.0,0.27083333333333337,0.5
13,baseline,4,CS+,0.0,0.0,0.29166666666666663,0.5
13,baseline,4,CS-,0.25,0.25,0.5208333333333334,0.75
13,baseline,5,CS+,0.75,0.75,0.7916666666666666,1.0
13,baseline,5,CS-,0.25,0.25,0.7708333333333334,1.0
13,baseline,6,CS+,0.0,0.0,0.29166666666666663,0.5
13,baseline,6,CS-,0.0,0.0,0.5208333333333334,0.75
13,extinction,1,CS+,0.0,0.0,0.04166666666666666,0.25
13,extinction,1,CS-,0.0,0.0,0.27083333333333337,0.5
13,extinction,2,CS+,0.25,0.25,0.5416666666666666,0.75
13,extinction,2,CS-,0.25,0.25,0.5208333333333334,0.75
13,extinction,3,CS+,0.0,0.0,0.29166666666666663,0.5
13,extinction,3,CS-,0.0,0.0,0.27083333333333337,0.5
13,extinction,4,CS+,0.0,0.0,0.04166666666666666,0.25
13,extinction,4,CS-,0.5,0.5,0.27083333333333337,0.5
13,extinction,5,CS+,0.0,0.0,0.29166666666666663,0.5
13,extinction,5,CS-,0.25,0.25,0.27083333333333337,0.5
13,extinction,6,CS+,0.0,0.0,0.04166666666666666,0.25
13,extinction,6,CS-,0.25,0.25,0.5208333333333334,0.75
13,fear_conditioning,1,CS+,0.5,0.5,0.7916666666666666,1.0
13,fear_conditioning,1,CS-,0.0,0.0,0.5208333333333334,0.75
13,fear_conditioning,2,CS+,0.0,0.0,0.29166666666666663,0.5
13,fear_conditioning,2,CS-,0.0,0.0,0.27083333333333337,0.5
13,fear_conditioning,3,CS+,0.25,0.25,0.5416666666666666,0.75
13,fear_conditioning,3,CS-,0.5,0.5,0.7708333333333334,1.0
13,fear_conditioning,4,CS+,0.25,0.25,0.29166666666666663,0.5
13,fear_conditioning,4,CS-,0.25,0.25,0.27083333333333337,0.5
13,fear_conditioning,5,CS+,0.0,0.0,0.04166666666666666,0.25
13,fear_conditioning,5,CS-,0.0,0.0,0.020833333333333343,0.25
13,fear_conditioning,6,CS+,0.0,0.0,0.7916666666666666,1.0
13,fear_conditioning,6,CS-,0.25,0.25,0.27083333333333337,0.5
14,baseline,1,CS+,0.75,0.75,0.8541666666666666,1.0
14,baseline,1,CS-,0.4791666666666667,0.5,0.4166666666666667,0.5
14,baseline,2,CS+,0.75,0.75,0.8541666666666666,1.0
14,baseline,2,CS-,0.4791666666666667,0.5,0.9166666666666666,1.0
14,baseline,3,CS+,0.5,0.5,0.6041666666666666,0.75
14,baseline,3,CS-,-0.020833333333333332,0.0,0.16666666666666669,0.25
14,baseline,4,CS+,0.25,0.25,0.35416666666666663,0.5
14,baseline,4,CS-,0.4791666666666667,0.5,0.4166666666666667,0.5
14,baseline,5,CS+,0.25,0.25,0.6041666666666666,0.75
14,baseline,5,CS-,0.22916666666666666,0.25,0.4166666666666667,0.5
14,baseline,6,CS+,0.25,0.25,0.35416666666666663,0.5
14,baseline,6,CS-,0.4791666666666667,0.5,0.9166666666666666,1.0
14,extinction,1,CS+,0.0,0.0,0.6041666666666666,0.75
14,extinction,1,CS-,0.4791666666666667,0.5,0.9166666666666666,1.0
14,extinction,2,CS+,0.25,0.25,0.6041666666666666,0.75
14,extinction,2,CS-,-0.020833333333333332,0.0,0.16666666666666669,0.25
14,extinction,3,CS+,0.0,0.0,0.6041666666666666,0.75
14,extinction,3,CS-,-0.020833333333333332,0.0,0.4166666666666667,0.5
14,extinction,4,CS+,0.0,0.0,0.6041666666666666,0.75
14,extinction,4,CS-,-0.020833333333333332,0.0,0.16666666666666669,0.25
14,extinction,5,CS+,0.25,0.25,0.35416666666666663,0.5
14,extinction,5,CS-,0.22916666666666666,0.25,0.4166666666666667,0.5
14,extinction,6,CS+,0.0,0.0,0.10416666666666666,0.25
14,extinction,6,CS-,-0.020833333333333332,0.0,0.16666666666666669,0.25
14,fear_conditioning,1,CS+,0.25,0.25,0.8541666666666666,1.0
14,fear_conditioning,1,CS-,-0.020833333333333332,0.0,0.4166666666666667,0.5
14,fear_conditioning,2,CS+,0.5,0.5,0.8541666666666666,1.0
14,fear_conditioning,2,CS-,-0.020833333333333332,0.0,0.16666666666666669,0.25
14,fear_conditioning,3,CS+,0.5,0.5,0.8541666666666666,1.0
14,fear_conditioning,3,CS-,-0.020833333333333332,0.0,0.9166666666666666,1.0
14,fear_conditioning,4,CS+,0.25,0.25,0.6041666666666666,0.75
14,fear_conditioning,4,CS-,0.4791666666666667,0.5,0.6666666666666666,0.75
14,fear_conditioning,5,CS+,0.25,0.25,0.8541666666666666,1.0
14,fear_conditioning,5,CS-,0.22916666666666666,0.25,0.6666666666666666,0.75
14,fear_conditioning,6,CS+,0.5,0.5,0.6041666666666666,0.75
14,fear_conditioning,6,CS-,0.22916666666666666,0.25,0.16666666666666669,0.25
15,baseline,1,CS+,0.3958333333333333,0.5,0.4166666666666667,0.75
15,baseline,1,CS-,0.7291666666666666,0.75,0.8958333333333334,1.0
15,baseline,2,CS+,0.3958333333333333,0.5,0.4166666666666667,0.75
15,baseline,2,CS-,0.4791666666666667,0.5,0.6458333333333334,0.75
15,baseline,3,CS+,0.6458333333333334,0.75,0.4166666666666667,0.75
15,baseline,3,CS-,-0.020833333333333332,0.0,0.3958333333333333,0.5
15,baseline,4,CS+,0.14583333333333331,0.25,0.4166666666666667,0.75
15,baseline,4,CS-,-0.020833333333333332,0.0,0.14583333333333331,0.25
15,baseline,5,CS+,-0.10416666666666667,0.0,0.16666666666666669,0.5
15,baseline,5,CS-,0.4791666666666667,0.5,0.6458333333333334,0.75
15,baseline,6,CS+,0.3958333333333333,0.5,0.4166666666666667,0.75
15,baseline,6,CS-,0.22916666666666666,0.25,0.6458333333333334,0.75
15,extinction,1,CS+,0.14583333333333331,0.25,0.6666666666666667,1.0
15,extinction,1,CS-,-0.020833333333333332,0.0,0.14583333333333331,0.25
15,extinction,2,CS+,-0.10416666666666667,0.0,-0.08333333333333331,0.25
15,extinction,2,CS-,-0.020833333333333332,0.0,0.3958333333333333,0.5
15,extinction,3,CS+,0.14583333333333331,0.25,0.4166666666666667,0.75
15,extinction,3,CS-,0.22916666666666666,0.25,0.6458333333333334,0.75
15,extinction,4,CS+,0.14583333333333331,0.25,0.16666666666666669,0.5
15,extinction,4,CS-,-0.020833333333333332,0.0,-0.10416666666666667,0.0
15,extinction,5,CS+,0.14583333333333331,0.25,0.16666666666666669,0.5
15,extinction,5,CS-,0.4791666666666667,0.5,0.3958333333333333,0.5
15,extinction,6,CS+,0.14583333333333331,0.25,0.4166666666666667,0.75
15,extinction,6,CS-,-0.020833333333333332,0.0,-0.10416666666666667,0.0
15,fear_conditioning,1,CS+,0.6458333333333334,0.75,0.6666666666666667,1.0
15,fear_conditioning,1,CS-,-0.020833333333333332,0.0,0.3958333333333333,0.5
15,fear_conditioning,2,CS+,0.8958333333333334,1.0,0.6666666666666667,1.0
15,fear_conditioning,2,CS-,0.22916666666666666,0.25,0.6458333333333334,0.75
15,fear_conditioning,3,CS+,0.3958333333333333,0.5,0.6666666666666667,1.0
15,fear_conditioning,3,CS-,0.22916666666666666,0.25,0.14583333333333331,0.25
15,fear_conditioning,4,CS+,0.6458333333333334,0.75,0.6666666666666667,1.0
15,fear_conditioning,4,CS-,0.22916666666666666,0.25,0.14583333333333331,0.25
15,fear_conditioning,5,CS+,0.6458333333333334,0.75,0.6666666666666667,1.0
15,fear_conditioning,5,CS-,-0.020833333333333332,0.0,0.3958333333333333,0.5
15,fear_conditioning,6,CS+,0.8958333333333334,1.0,0.6666666666666667,1.0
15,fear_conditioning,6,CS-,0.22916666666666666,0.25,0.14583333333333331,0.25
16,baseline,1,CS+,-0.020833333333333332,0.0,0.4583333333333333,0.75
16,baseline,1,CS-,-0.020833333333333332,0.0,0.7291666666666667,1.0
16,baseline,2,CS+,0.22916666666666666,0.25,0.20833333333333331,0.5
16,baseline,2,CS-,-0.020833333333333332,0.0,0.4791666666666667,0.75
16,baseline,3,CS+,0.22916666666666666,0.25,0.20833333333333331,0.5
16,baseline,3,CS-,0.22916666666666666,0.25,0.4791666666666667,0.75
16,baseline,4,CS+,0.22916666666666666,0.25,0.4583333333333333,0.75
16,baseline,4,CS-,0.22916666666666666,0.25,0.4791666666666667,0.75
16,baseline,5,CS+,-0.020833333333333332,0.0,-0.041666666666666685,0.25
16,baseline,5,CS-,-0.020833333333333332,0.0,0.22916666666666669,0.5
16,baseline,6,CS+,0.7291666666666666,0.75,0.4583333333333333,0.75
16,baseline,6,CS-,-0.020833333333333332,0.0,0.22916666666666669,0.5
16,extinction,1,CS+,-0.020833333333333332,0.0,0.4583333333333333,0.75
16,extinction,1,CS-,-0.020833333333333332,0.0,0.4791666666666667,0.75
16,extinction,2,CS+,0.22916666666666666,0.25,0.4583333333333333,0.75
16,extinction,2,CS-,-0.020833333333333332,0.0,0.22916666666666669,0.5
16,extinction,3,CS+,-0.020833333333333332,0.0,0.20833333333333331,0.5
16,extinction,3,CS-,-0.020833333333333332,0.0,-0.020833333333333315,0.25
16,extinction,4,CS+,0.22916666666666666,0.25,0.20833333333333331,0.5
16,extinction,4,CS-,0.22916666666666666,0.25,0.4791666666666667,0.75
16,extinction,5,CS+,0.4791666666666667,0.5,0.7083333333333333,1.0
16,extinction,5,CS-,-0.020833333333333332,0.0,0.7291666666666667,1.0
16,extinction,6,CS+,0.22916666666666666,0.25,0.4583333333333333,0.75
16,extinction,6,CS-,-0.020833333333333332,0.0,-0.020833333333333315,0.25
16,fear_conditioning,1,CS+,0.22916666666666666,0.25,0.20833333333333331,0.5
16,fear_conditioning,1,CS-,-0.020833333333333332,0.0,-0.2708333333333333,0.0
16,fear_conditioning,2,CS+,0.4791666666666667,0.5,0.7083333333333333,1.0
16,fear_conditioning,2,CS-,0.22916666666666666,0.25,0.4791666666666667,0.75
16,fear_conditioning,3,CS+,0.4791666666666667,0.5,0.7083333333333333,1.0
16,fear_conditioning,3,CS-,-0.020833333333333332,0.0,0.22916666666666669,0.5
16,fear_conditioning,4,CS+,0.22916666666666666,0.25,0.4583333333333333,0.75
16,fear_conditioning,4,CS-,-0.020833333333333332,0.0,0.22916666666666669,0.5
16,fear_conditioning,5,CS+,0.7291666666666666,0.75,0.4583333333333333,0.75
16,fear_conditioning,5,CS-,0.22916666666666666,0.25,0.4791666666666667,0.75
16,fear_conditioning,6,CS+,0.22916666666666666,0.25,0.4583333333333333,0.75
16,fear_conditioning,6,CS-,-0.020833333333333332,0.0,0.22916666666666669,0.5
17,baseline,1,CS+,0.6875,0.75,0.5625,1.0
17,baseline,1,CS-,0.8541666666666666,1.0,0.6666666666666667,1.0
17,baseline,2,CS+,0.9375,1.0,0.5625,1.0
17,baseline,2,CS-,0.6041666666666666,0.75,0.6666666666666667,1.0
17,baseline,3,CS+,0.9375,1.0,0.5625,1.0
17,baseline,3,CS-,0.35416666666666663,0.5,0.6666666666666667,1.0
17,baseline,4,CS+,0.9375,1.0,0.5625,1.0
17,baseline,4,CS-,0.6041666666666666,0.75,0.6666666666666667,1.0
17,baseline,5,CS+,0.6875,0.75,0.5625,1.0
17,baseline,5,CS-,0.8541666666666666,1.0,0.6666666666666667,1.0
17,baseline,6,CS+,0.4375,0.5,0.0625,0.5
17,baseline,6,CS-,0.35416666666666663,0.5,0.6666666666666667,1.0
17,extinction,1,CS+,0.4375,0.5,0.5625,1.0
17,extinction,1,CS-,0.6041666666666666,0.75,0.6666666666666667,1.0
17,extinction,2,CS+,0.4375,0.5,0.3125,0.75
17,extinction,2,CS-,-0.14583333333333334,0.0,-0.08333333333333331,0.25
17,extinction,3,CS+,0.6875,0.75,0.3125,0.75
17,extinction,3,CS-,-0.14583333333333334,0.0,0.16666666666666669,0.5
17,extinction,4,CS+,0.9375,1.0,0.5625,1.0
17,extinction,4,CS-,0.6041666666666666,0.75,0.4166666666666667,0.75
17,extinction,5,CS+,0.9375,1.0,0.5625,1.0
17,extinction,5,CS-,-0.14583333333333334,0.0,0.4166666666666667,0.75
17,extinction,6,CS+,0.1875,0.25,0.3125,0.75
17,extinction,6,CS-,-0.14583333333333334,0.0,-0.08333333333333331,0.25
17,fear_conditioning,1,CS+,0.6875,0.75,0.3125,0.75
17,fear_conditioning,1,CS-,0.6041666666666666,0.75,0.4166666666666667,0.75
17,fear_conditioning,2,CS+,0.9375,1.0,0.5625,1.0
17,fear_conditioning,2,CS-,0.6041666666666666,0.75,0.4166666666666667,0.75
17,fear_conditioning,3,CS+,0.9375,1.0,0.5625,1.0
17,fear_conditioning,3,CS-,0.8541666666666666,1.0,0.6666666666666667,1.0
17,fear_conditioning,4,CS+,0.6875,0.75,0.5625,1.0
17,fear_conditioning,4,CS-,0.10416666666666666,0.25,0.6666666666666667,1.0
17,fear_conditioning,5,CS+,0.9375,1.0,0.5625,1.0
17,fear_conditioning,5,CS-,0.35416666666666663,0.5,0.6666666666666667,1.0
17,fear_conditioning,6,CS+,0.6875,0.75,0.5625,1.0
17,fear_conditioning,6,CS-,0.35416666666666663,0.5,0.4166666666666667,0.75
18,baseline,1,CS+,0.375,0.5,0.25,0.5
18,baseline,1,CS-,0.4791666666666667,0.5,0.4583333333333333,0.5
18,baseline,2,CS+,0.375,0.5,0.25,0.5
18,baseline,2,CS-,-0.020833333333333332,0.0,0.4583333333333333,0.5
18,baseline,3,CS+,0.125,0.25,0.25,0.5
18,baseline,3,CS-,-0.020833333333333332,0.0,-0.041666666666666664,0.0
18,baseline,4,CS+,-0.125,0.0,-0.25,0.0
18,baseline,4,CS-,0.4791666666666667,0.5,0.4583333333333333,0.5
18,baseline,5,CS+,0.125,0.25,0.0,0.25
18,baseline,5,CS-,-0.020833333333333332,0.0,0.20833333333333334,0.25
18,baseline,6,CS+,-0.125,0.0,0.25,0.5
18,baseline,6,CS-,0.22916666666666666,0.25,0.20833333333333334,0.25
18,extinction,1,CS+,-0.125,0.0,0.25,0.5
18,extinction,1,CS-,-0.020833333333333332,0.0,-0.041666666666666664,0.0
18,extinction,2,CS+,0.375,0.5,0.25,0.5
18,extinction,2,CS-,0.22916666666666666,0.25,0.20833333333333334,0.25
18,extinction,3,CS+,-0.125,0.0,-0.25,0.0
18,extinction,3,CS-,0.7291666666666666,0.75,0.7083333333333334,0.75
18,extinction,4,CS+,0.375,0.5,0.5,0.75
18,extinction,4,CS-,0.22916666666666666,0.25,0.20833333333333334,0.25
18,extinction,5,CS+,-0.125,0.0,0.0,0.25
18,extinction,5,CS-,-0.020833333333333332,0.0,-0.041666666666666664,0.0
18,extinction,6,CS+,0.125,0.25,0.0,0.25
18,extinction,6,CS-,-0.020833333333333332,0.0,0.4583333333333333,0.5
18,fear_conditioning,1,CS+,0.375,0.5,0.5,0.75
18,fear_conditioning,1,CS-,-0.020833333333333332,0.0,-0.041666666666666664,0.0
18,fear_conditioning,2,CS+,-0.125,0.0,0.0,0.25
18,fear_conditioning,2,CS-,0.22916666666666666,0.25,0.20833333333333334,0.25
18,fear_conditioning,3,CS+,-0.125,0.0,-0.25,0.0
18,fear_conditioning,3,CS-,0.22916666666666666,0.25,0.4583333333333333,0.5
18,fear_conditioning,4,CS+,-0.125,0.0,0.0,0.25
18,fear_conditioning,4,CS-,-0.020833333333333332,0.0,-0.041666666666666664,0.0
18,fear_conditioning,5,CS+,-0.125,0.0,0.25,0.5
18,fear_conditioning,5,CS-,-0.020833333333333332,0.0,-0.041666666666666664,0.0
18,fear_conditioning,6,CS+,0.375,0.5,0.5,0.75
18,fear_conditioning,6,CS-,-0.020833333333333332,0.0,0.20833333333333334,0.25
19,baseline,1,CS+,0.7291666666666667,1.0,0.5833333333333333,1.0
19,baseline,1,CS-,0.3958333333333333,0.75,0.20833333333333337,0.75
19,baseline,2,CS+,0.4791666666666667,0.75,0.5833333333333333,1.0
19,baseline,2,CS-,0.6458333333333333,1.0,0.45833333333333337,1.0
19,baseline,3,CS+,0.7291666666666667,1.0,0.5833333333333333,1.0
19,baseline,3,CS-,0.6458333333333333,1.0,0.45833333333333337,1.0
19,baseline,4,CS+,0.4791666666666667,0.75,0.3333333333333333,0.75
19,baseline,4,CS-,0.3958333333333333,0.75,0.20833333333333337,0.75
19,baseline,5,CS+,0.22916666666666669,0.5,0.3333333333333333,0.75
19,baseline,5,CS-,0.3958333333333333,0.75,0.20833333333333337,0.75
19,baseline,6,CS+,0.4791666666666667,0.75,0.3333333333333333,0.75
19,baseline,6,CS-,0.3958333333333333,0.75,0.20833333333333337,0.75
19,extinction,1,CS+,0.22916666666666669,0.5,0.08333333333333331,0.5
19,extinction,1,CS-,0.3958333333333333,0.75,0.45833333333333337,1.0
19,extinction,2,CS+,0.4791666666666667,0.75,0.3333333333333333,0.75
19,extinction,2,CS-,0.14583333333333331,0.5,-0.04166666666666663,0.5
19,extinction,3,CS+,0.4791666666666667,0.75,0.3333333333333333,0.75
19,extinction,3,CS-,0.3958333333333333,0.75,0.45833333333333337,1.0
19,extinction,4,CS+,0.4791666666666667,0.75,0.5833333333333333,1.0
19,extinction,4,CS-,0.14583333333333331,0.5,0.45833333333333337,1.0
19,extinction,5,CS+,0.4791666666666667,0.75,0.3333333333333333,0.75
19,extinction,5,CS-,0.14583333333333331,0.5,-0.04166666666666663,0.5
19,extinction,6,CS+,-0.020833333333333315,0.25,0.08333333333333331,0.5
19,extinction,6,CS-,0.6458333333333333,1.0,0.45833333333333337,1.0
19,fear_conditioning,1,CS+,0.22916666666666669,0.5,0.08333333333333331,0.5
19,fear_conditioning,1,CS-,-0.10416666666666669,0.25,0.20833333333333337,0.75
19,fear_conditioning,2,CS+,0.4791666666666667,0.75,0.3333333333333333,0.75
19,fear_conditioning,2,CS-,0.6458333333333333,1.0,0.45833333333333337,1.0
19,fear_conditioning,3,CS+,0.7291666666666667,1.0,0.5833333333333333,1.0
19,fear_conditioning,3,CS-,0.3958333333333333,0.75,0.20833333333333337,0.75
19,fear_conditioning,4,CS+,0.22916666666666669,0.5,0.08333333333333331,0.5
19,fear_conditioning,4,CS-,0.3958333333333333,0.75,0.45833333333333337,1.0
19,fear_conditioning,5,CS+,0.22916666666666669,0.5,0.3333333333333333,0.75
19,fear_conditioning,5,CS-,0.3958333333333333,0.75,0.20833333333333337,0.75
19,fear_conditioning,6,CS+,0.22916666666666669,0.5,0.3333333333333333,0.75
19,fear_conditioning,6,CS-,0.14583333333333331,0.5,0.20833333333333337,0.75
20,baseline,1,CS+,-0.20833333333333334,0.0,-0.25,0.25
20,baseline,1,CS-,0.27083333333333337,0.5,0.1875,0.75
20,baseline,2,CS+,0.29166666666666663,0.5,0.0,0.5
20,baseline,2,CS-,0.27083333333333337,0.5,0.1875,0.75
20,baseline,3,CS+,-0.20833333333333334,0.0,-0.5,0.0
20,baseline,3,CS-,0.27083333333333337,0.5,0.1875,0.75
20,baseline,4,CS+,0.29166666666666663,0.5,0.5,1.0
20,baseline,4,CS-,0.27083333333333337,0.5,0.1875,0.75
20,baseline,5,CS+,0.29166666666666663,0.5,0.25,0.75
20,baseline,5,CS-,0.27083333333333337,0.5,-0.0625,0.5
20,baseline,6,CS+,0.04166666666666666,0.25,0.0,0.5
20,baseline,6,CS-,0.020833333333333343,0.25,0.4375,1.0
20,extinction,1,CS+,0.04166666666666666,0.25,0.0,0.5
20,extinction,1,CS-,0.27083333333333337,0.5,0.1875,0.75
20,extinction,2,CS+,-0.20833333333333334,0.0,0.0,0.5
20,extinction,2,CS-,0.020833333333333343,0.25,0.1875,0.75
20,extinction,3,CS+,-0.20833333333333334,0.0,-0.25,0.25
20,extinction,3,CS-,0.020833333333333343,0.25,0.1875,0.75
20,extinction,4,CS+,0.04166666666666666,0.25,-0.25,0.25
20,extinction,4,CS-,0.020833333333333343,0.25,-0.3125,0.25
20,extinction,5,CS+,0.04166666666666666,0.25,0.0,0.5
20,extinction,5,CS-,0.020833333333333343,0.25,0.1875,0.75
20,extinction,6,CS+,0.04166666666666666,0.25,0.5,1.0
20,extinction,6,CS-,0.27083333333333337,0.5,-0.0625,0.5
20,fear_conditioning,1,CS+,0.04166666666666666,0.25,0.0,0.5
20,fear_conditioning,1,CS-,-0.22916666666666666,0.0,0.1875,0.75
20,fear_conditioning,2,CS+,0.04166666666666666,0.25,0.0,0.5
20,fear_conditioning,2,CS-,-0.22916666666666666,0.0,-0.0625,0.5
20,fear_conditioning,3,CS+,0.04166666666666666,0.25,0.0,0.5
20,fear_conditioning,3,CS-,0.020833333333333343,0.25,0.1875,0.75
20,fear_conditioning,4,CS+,0.04166666666666666,0.25,0.25,0.75
20,fear_conditioning,4,CS-,0.5208333333333334,0.75,0.1875,0.75
20,fear_conditioning,5,CS+,-0.20833333333333334,0.0,0.0,0.5
20,fear_conditioning,5,CS-,0.27083333333333337,0.5,0.4375,1.0
20,fear_conditioning,6,CS+,0.04166666666666666,0.25,0.0,0.5
20,fear_conditioning,6,CS-,0.020833333333333343,0.25,-0.0625,0.5
21,baseline,1,CS+,0.5,0.5,0.5833333333333334,0.75
21,baseline,1,CS-,0.5416666666666666,0.75,0.5625,1.0
21,baseline,2,CS+,0.5,0.5,0.8333333333333334,1.0
21,baseline,2,CS-,0.04166666666666666,0.25,0.3125,0.75
21,baseline,3,CS+,0.75,0.75,0.5833333333333334,0.75
21,baseline,3,CS-,0.29166666666666663,0.5,0.0625,0.5
21,baseline,4,CS+,0.75,0.75,0.5833333333333334,0.75
21,baseline,4,CS-,0.5416666666666666,0.75,0.5625,1.0
21,baseline,5,CS+,0.5,0.5,0.8333333333333334,1.0
21,baseline,5,CS-,0.29166666666666663,0.5,0.5625,1.0
21,baseline,6,CS+,0.25,0.25,0.8333333333333334,1.0
21,baseline,6,CS-,0.7916666666666666,1.0,0.5625,1.0
21,extinction,1,CS+,0.25,0.25,0.33333333333333337,0.5
21,extinction,1,CS-,0.04166666666666666,0.25,0.0625,0.5
21,extinction,2,CS+,0.25,0.25,0.33333333333333337,0.5
21,extinction,2,CS-,0.29166666666666663,0.5,0.0625,0.5
21,extinction,3,CS+,0.25,0.25,0.08333333333333334,0.25
21,extinction,3,CS-,0.29166666666666663,0.5,0.0625,0.5
21,extinction,4,CS+,0.25,0.25,0.08333333333333334,0.25
21,extinction,4,CS-,-0.20833333333333334,0.0,0.3125,0.75
21,extinction,5,CS+,0.0,0.0,0.08333333333333334,0.25
21,extinction,5,CS-,0.5416666666666666,0.75,0.5625,1.0
21,extinction,6,CS+,0.5,0.5,0.33333333333333337,0.5
21,extinction,6,CS-,-0.20833333333333334,0.0,-0.4375,0.0
21,fear_conditioning,1,CS+,0.5,0.5,0.8333333333333334,1.0
21,fear_conditioning,1,CS-,0.04166666666666666,0.25,0.3125,0.75
21,fear_conditioning,2,CS+,0.75,0.75,0.5833333333333334,0.75
21,fear_conditioning,2,CS-,0.7916666666666666,1.0,0.5625,1.0
21,fear_conditioning,3,CS+,0.75,0.75,0.5833333333333334,0.75
21,fear_conditioning,3,CS-,0.5416666666666666,0.75,0.3125,0.75
21,fear_conditioning,4,CS+,0.5,0.5,0.33333333333333337,0.5
21,fear_conditioning,4,CS-,0.7916666666666666,1.0,0.5625,1.0
21,fear_conditioning,5,CS+,0.25,0.25,0.8333333333333334,1.0
21,fear_conditioning,5,CS-,0.7916666666666666,1.0,0.5625,1.0
21,fear_conditioning,6,CS+,0.75,0.75,0.8333333333333334,1.0
21,fear_conditioning,6,CS-,0.7916666666666666,1.0,0.5625,1.0
23,baseline,1,CS+,0.20833333333333334,0.25,0.20833333333333337,0.75
23,baseline,1,CS-,0.10416666666666666,0.25,0.16666666666666663,1.0
23,baseline,2,CS+,-0.041666666666666664,0.0,0.20833333333333337,0.75
23,baseline,2,CS-,-0.14583333333333334,0.0,-0.08333333333333337,0.75
23,baseline,3,CS+,0.4583333333333333,0.5,0.20833333333333337,0.75
23,baseline,3,CS-,-0.14583333333333334,0.0,0.16666666666666663,1.0
23,baseline,4,CS+,0.20833333333333334,0.25,-0.04166666666666663,0.5
23,baseline,4,CS-,0.6041666666666666,0.75,0.16666666666666663,1.0
23,baseline,5,CS+,0.4583333333333333,0.5,0.45833333333333337,1.0
23,baseline,5,CS-,0.6041666666666666,0.75,0.16666666666666663,1.0
23,baseline,6,CS+,0.20833333333333334,0.25,0.20833333333333337,0.75
23,baseline,6,CS-,0.10416666666666666,0.25,0.16666666666666663,1.0
23,extinction,1,CS+,-0.041666666666666664,0.0,0.20833333333333337,0.75
23,extinction,1,CS-,0.10416666666666666,0.25,0.16666666666666663,1.0
23,extinction,2,CS+,-0.041666666666666664,0.0,-0.04166666666666663,0.5
23,extinction,2,CS-,0.35416666666666663,0.5,0.16666666666666663,1.0
23,extinction,3,CS+,-0.041666666666666664,0.0,-0.04166666666666663,0.5
23,extinction,3,CS-,-0.14583333333333334,0.0,0.16666666666666663,1.0
23,extinction,4,CS+,-0.041666666666666664,0.0,0.45833333333333337,1.0
23,extinction,4,CS-,0.35416666666666663,0.5,0.16666666666666663,1.0
23,extinction,5,CS+,-0.041666666666666664,0.0,-0.04166666666666663,0.5
23,extinction,5,CS-,0.10416666666666666,0.25,0.16666666666666663,1.0
23,extinction,6,CS+,0.20833333333333334,0.25,-0.29166666666666663,0.25
23,extinction,6,CS-,0.10416666666666666,0.25,0.16666666666666663,1.0
23,fear_conditioning,1,CS+,-0.041666666666666664,0.0,0.45833333333333337,1.0
23,fear_conditioning,1,CS-,0.6041666666666666,0.75,0.16666666666666663,1.0
23,fear_conditioning,2,CS+,0.7083333333333334,0.75,0.45833333333333337,1.0
23,fear_conditioning,2,CS-,0.8541666666666666,1.0,0.16666666666666663,1.0
23,fear_conditioning,3,CS+,-0.041666666666666664,0.0,-0.04166666666666663,0.5
23,fear_conditioning,3,CS-,0.10416666666666666,0.25,-0.08333333333333337,0.75
23,fear_conditioning,4,CS+,-0.041666666666666664,0.0,-0.04166666666666663,0.5
23,fear_conditioning,4,CS-,-0.14583333333333334,0.0,0.16666666666666663,1.0
23,fear_conditioning,5,CS+,-0.041666666666666664,0.0,-0.04166666666666663,0.5
23,fear_conditioning,5,CS-,0.35416666666666663,0.5,-0.08333333333333337,0.75
23,fear_conditioning,6,CS+,-0.041666666666666664,0.0,-0.04166666666666663,0.5
23,fear_conditioning,6,CS-,-0.14583333333333334,0.0,0.16666666666666663,1.0
