subject,phase,block,condition,hc_cr,hc_hr,lc_cr,lc_hr
6,fear_conditioning,3,CS+,0.6875,0.75,0.6666666666666667,1.0
6,fear_conditioning,3,CS-,-0.020833333333333332,0.0,0.3958333333333333,0.5
6,fear_conditioning,4,CS+,0.4375,0.5,0.6666666666666667,1.0
6,fear_conditioning,4,CS-,-0.020833333333333332,0.0,-0.10416666666666667,0.0
6,fear_conditioning,5,CS+,0.6875,0.75,0.4166666666666667,0.75
6,fear_conditioning,5,CS-,-0.020833333333333332,0.0,0.14583333333333331,0.25
6,fear_conditioning,6,CS+,0.9375,1.0,0.6666666666666667,1.0
6,fear_conditioning,6,CS-,-0.020833333333333332,0.0,-0.10416666666666667,0.0
7,baseline,1,CS+,0.4583333333333333,0.5,0.625,0.75
7,baseline,1,CS-,0.5,0.5,0.9583333333333334,1.0
7,baseline,2,CS+,0.20833333333333334,0.25,0.375,0.5
7,baseline,2,CS-,0.0,0.0,-0.041666666666666664,0.0
7,baseline,3,CS+,-0.041666666666666664,0.0,0.375,0.5
7,baseline,3,CS-,0.0,0.0,0.20833333333333334,0.25
7,baseline,4,CS+,0.20833333333333334,0.25,0.125,0.25
7,baseline,4,CS-,0.0,0.0,0.4583333333333333,0.5
7,baseline,5,CS+,0.4583333333333333,0.5,0.625,0.75
7,baseline,5,CS-,0.25,0.25,0.4583333333333333,0.5
7,baseline,6,CS+,0.20833333333333334,0.25,0.625,0.75
7,baseline,6,CS-,0.25,0.25,0.7083333333333334,0.75
7,extinction,1,CS+,0.20833333333333334,0.25,0.625,0.75
7,extinction,1,CS-,0.0,0.0,0.20833333333333334,0.25
7,extinction,2,CS+,0.20833333333333334,0.25,0.375,0.5
7,extinction,2,CS-,0.0,0.0,0.4583333333333333,0.5
7,extinction,3,CS+,0.20833333333333334,0.25,0.375,0.5
7,extinction,3,CS-,0.0,0.0,0.20833333333333334,0.25
7,extinction,4,CS+,0.20833333333333334,0.25,0.125,0.25
7,extinction,4,CS-,0.25,0.25,0.20833333333333334,0.25
7,extinction,5,CS+,0.7083333333333334,0.75,0.875,1.0
7,extinction,5,CS-,0.25,0.25,0.4583333333333333,0.5
7,extinction,6,CS+,0.20833333333333334,0.25,0.125,0.25
7,extinction,6,CS-,0.25,0.25,0.4583333333333333,0.5
7,fear_conditioning,1,CS+,0.4583333333333333,0.5,0.625,0.75
7,fear_conditioning,1,CS-,0.5,0.5,0.9583333333333334,1.0
7,fear_conditioning,2,CS+,0.7083333333333334,0.75,0.625,0.75
7,fear_conditioning,2,CS-,0.25,0.25,0.4583333333333333,0.5
7,fear_conditioning,3,CS+,0.4583333333333333,0.5,0.375,0.5
7,fear_conditioning,3,CS-,0.75,0.75,0.7083333333333334,0.75
7,fear_conditioning,4,CS+,0.20833333333333334,0.25,0.375,0.5
7,fear_conditioning,4,CS-,0.5,0.5,0.7083333333333334,0.75
7,fear_conditioning,5,CS+,0.20833333333333334,0.25,0.375,0.5
7,fear_conditioning,5,CS-,0.5,0.5,0.4583333333333333,0.5
7,fear_conditioning,6,CS+,0.20833333333333334,0.25,0.375,0.5
7,fear_conditioning,6,CS-,0.0,0.0,-0.041666666666666664,0.0
8,baseline,1,CS+,0.4791666666666667,0.5,0.6666666666666667,1.0
8,baseline,1,CS-,0.25,0.25,0.6666666666666667,1.0
8,baseline,2,CS+,0.4791666666666667,0.5,0.6666666666666667,1.0
8,baseline,2,CS-,0.5,0.5,0.6666666666666667,1.0
8,baseline,3,CS+,0.7291666666666666,0.75,0.6666666666666667,1.0
8,baseline,3,CS-,1.0,1.0,0.6666666666666667,1.0
8,baseline,4,CS+,0.7291666666666666,0.75,0.6666666666666667,1.0
8,baseline,4,CS-,0.5,0.5,0.6666666666666667,1.0
8,baseline,5,CS+,0.7291666666666666,0.75,0.6666666666666667,1.0
8,baseline,5,CS-,0.25,0.25,0.4166666666666667,0.75
8,baseline,6,CS+,0.4791666666666667,0.5,0.6666666666666667,1.0
8,baseline,6,CS-,0.75,0.75,0.6666666666666667,1.0
8,extinction,1,CS+,0.4791666666666667,0.5,0.6666666666666667,1.0
8,extinction,1,CS-,0.25,0.25,0.16666666666666669,0.5
8,extinction,2,CS+,0.7291666666666666,0.75,0.6666666666666667,1.0
8,extinction,2,CS-,0.25,0.25,0.6666666666666667,1.0
8,extinction,3,CS+,0.7291666666666666,0.75,0.6666666666666667,1.0
8,extinction,3,CS-,0.75,0.75,0.6666666666666667,1.0
8,extinction,4,CS+,0.9791666666666666,1.0,0.6666666666666667,1.0
8,extinction,4,CS-,0.5,0.5,0.4166666666666667,0.75
8,extinction,5,CS+,0.4791666666666667,0.5,0.6666666666666667,1.0
8,extinction,5,CS-,0.25,0.25,0.4166666666666667,0.75
8,extinction,6,CS+,0.7291666666666666,0.75,0.6666666666666667,1.0
8,extinction,6,CS-,0.5,0.5,0.6666666666666667,1.0
8,fear_conditioning,1,CS+,0.9791666666666666,1.0,0.6666666666666667,1.0
8,fear_conditioning,1,CS-,0.25,0.25,0.6666666666666667,1.0
8,fear_conditioning,2,CS+,0.7291666666666666,0.75,0.6666666666666667,1.0
8,fear_conditioning,2,CS-,0.75,0.75,0.6666666666666667,1.0
8,fear_conditioning,3,CS+,0.9791666666666666,1.0,0.6666666666666667,1.0
8,fear_conditioning,3,CS-,0.5,0.5,0.6666666666666667,1.0
8,fear_conditioning,4,CS+,0.7291666666666666,0.75,0.6666666666666667,1.0
8,fear_conditioning,4,CS-,0.25,0.25,0.6666666666666667,1.0
8,fear_conditioning,5,CS+,0.9791666666666666,1.0,0.6666666666666667,1.0
8,fear_conditioning,5,CS-,0.5,0.5,0.6666666666666667,1.0
8,fear_conditioning,6,CS+,0.7291666666666666,0.75,0.6666666666666667,1.0
8,fear_conditioning,6,CS-,1.0,1.0,0.6666666666666667,1.0
9,baseline,1,CS+,0.375,0.5,0.5416666666666666,0.75
9,baseline,1,CS-,0.4166666666666667,0.5,0.8333333333333334,1.0
9,baseline,2,CS+,0.375,0.5,0.29166666666666663,0.5
9,baseline,2,CS-,0.6666666666666666,0.75,0.5833333333333334,0.75
9,baseline,3,CS+,0.125,0.25,0.29166666666666663,0.5
9,baseline,3,CS-,0.16666666666666669,0.25,0.33333333333333337,0.5
9,baseline,4,CS+,-0.125,0.0,0.04166666666666666,0.25
9,baseline,4,CS-,0.6666666666666666,0.75,0.5833333333333334,0.75
9,baseline,5,CS+,0.125,0.25,0.04166666666666666,0.25
9,baseline,5,CS-,0.16666666666666669,0.25,0.33333333333333337,0.5
9,baseline,6,CS+,-0.125,0.0,0.29166666666666663,0.5
9,baseline,6,CS-,0.4166666666666667,0.5,0.5833333333333334,0.75
9,extinction,1,CS+,0.125,0.25,0.5416666666666666,0.75
9,extinction,1,CS-,0.16666666666666669,0.25,0.5833333333333334,0.75
9,extinction,2,CS+,0.125,0.25,0.5416666666666666,0.75
9,extinction,2,CS-,0.6666666666666666,0.75,0.8333333333333334,1.0
9,extinction,3,CS+,-0.125,0.0,0.04166666666666666,0.25
9,extinction,3,CS-,0.4166666666666667,0.5,0.33333333333333337,0.5
9,extinction,4,CS+,0.125,0.25,0.29166666666666663,0.5
9,extinction,4,CS-,0.16666666666666669,0.25,0.5833333333333334,0.75
9,extinction,5,CS+,0.125,0.25,0.5416666666666666,0.75
9,extinction,5,CS-,0.6666666666666666,0.75,0.5833333333333334,0.75
9,extinction,6,CS+,0.125,0.25,0.04166666666666666,0.25
9,extinction,6,CS-,0.16666666666666669,0.25,0.33333333333333337,0.5
9,fear_conditioning,1,CS+,0.875,1.0,0.7916666666666666,1.0
9,fear_conditioning,1,CS-,0.6666666666666666,0.75,0.8333333333333334,1.0
9,fear_conditioning,2,CS+,0.625,0.75,0.7916666666666666,1.0
9,fear_conditioning,2,CS-,0.6666666666666666,0.75,0.8333333333333334,1.0
9,fear_conditioning,3,CS+,0.625,0.75,0.7916666666666666,1.0
9,fear_conditioning,3,CS-,0.6666666666666666,0.75,0.8333333333333334,1.0
9,fear_conditioning,4,CS+,0.625,0.75,0.7916666666666666,1.0
9,fear_conditioning,4,CS-,0.4166666666666667,0.5,0.33333333333333337,0.5
9,fear_conditioning,5,CS+,0.375,0.5,0.29166666666666663,0.5
9,fear_conditioning,5,CS-,0.4166666666666667,0.5,0.8333333333333334,1.0
9,fear_conditioning,6,CS+,0.375,0.5,0.5416666666666666,0.75
9,fear_conditioning,6,CS-,0.9166666666666666,1.0,0.8333333333333334,1.0
10,baseline,1,CS+,-0.0625,0.0,0.22916666666666669,0.5
10,baseline,1,CS-,0.3958333333333333,0.5,0.4375,0.75
10,baseline,2,CS+,0.9375,1.0,0.7291666666666667,1.0
10,baseline,2,CS-,0.6458333333333334,0.75,0.4375,0.75
10,baseline,3,CS+,0.6875,0.75,0.7291666666666667,1.0
10,baseline,3,CS-,0.8958333333333334,1.0,0.6875,1.0
10,baseline,4,CS+,0.1875,0.25,0.4791666666666667,0.75
10,baseline,4,CS-,0.3958333333333333,0.5,0.6875,1.0
10,baseline,5,CS+,0.9375,1.0,0.7291666666666667,1.0
10,baseline,5,CS-,0.3958333333333333,0.5,0.4375,0.75
10,baseline,6,CS+,0.6875,0.75,0.4791666666666667,0.75
10,baseline,6,CS-,0.3958333333333333,0.5,0.6875,1.0
10,extinction,1,CS+,0.4375,0.5,0.4791666666666667,0.75
10,extinction,1,CS-,-0.10416666666666667,0.0,-0.0625,0.25
10,extinction,2,CS+,0.9375,1.0,0.7291666666666667,1.0
10,extinction,2,CS-,0.8958333333333334,1.0,0.6875,1.0
10,extinction,3,CS+,0.6875,0.75,0.7291666666666667,1.0
10,extinction,3,CS-,0.14583333333333331,0.25,-0.0625,0.25
10,extinction,4,CS+,0.9375,1.0,0.7291666666666667,1.0
10,extinction,4,CS-,0.6458333333333334,0.75,0.6875,1.0
10,extinction,5,CS+,0.6875,0.75,0.4791666666666667,0.75
10,extinction,5,CS-,0.3958333333333333,0.5,0.1875,0.5
10,extinction,6,CS+,0.9375,1.0,0.7291666666666667,1.0
10,extinction,6,CS-,0.6458333333333334,0.75,0.6875,1.0
10,fear_conditioning,1,CS+,0.9375,1.0,0.7291666666666667,1.0
10,fear_conditioning,1,CS-,0.3958333333333333,0.5,0.4375,0.75
10,fear_conditioning,2,CS+,0.9375,1.0,0.7291666666666667,1.0
10,fear_conditioning,2,CS-,0.14583333333333331,0.25,0.6875,1.0
10,fear_conditioning,3,CS+,0.9375,1.0,0.7291666666666667,1.0
10,fear_conditioning,3,CS-,0.14583333333333331,0.25,0.4375,0.75
10,fear_conditioning,4,CS+,0.6875,0.75,0.7291666666666667,1.0
10,fear_conditioning,4,CS-,0.3958333333333333,0.5,0.4375,0.75
10,fear_conditioning,5,CS+,0.9375,1.0,0.7291666666666667,1.0
10,fear_conditioning,5,CS-,0.6458333333333334,0.75,0.4375,0.75
10,fear_conditioning,6,CS+,0.9375,1.0,0.7291666666666667,1.0
10,fear_conditioning,6,CS-,-0.10416666666666667,0.0,0.4375,0.75
12,baseline,1,CS+,0.4375,0.5,0.5833333333333333,1.0
12,baseline,1,CS-,0.75,0.75,0.8333333333333334,1.0
12,baseline,2,CS+,0.6875,0.75,0.5833333333333333,1.0
12,baseline,2,CS-,0.5,0.5,0.5833333333333334,0.75
12,baseline,3,CS+,0.4375,0.5,0.5833333333333333,1.0
12,baseline,3,CS-,0.5,0.5,0.5833333333333334,0.75
12,baseline,4,CS+,0.6875,0.75,0.5833333333333333,1.0
12,baseline,4,CS-,0.5,0.5,0.5833333333333334,0.75
12,baseline,5,CS+,0.1875,0.25,0.5833333333333333,1.0
12,baseline,5,CS-,0.25,0.25,0.8333333333333334,1.0
12,baseline,6,CS+,0.4375,0.5,0.3333333333333333,0.75
12,baseline,6,CS-,0.25,0.25,0.8333333333333334,1.0
12,extinction,1,CS+,-0.0625,0.0,0.5833333333333333,1.0
12,extinction,1,CS-,0.25,0.25,0.5833333333333334,0.75
12,extinction,2,CS+,0.1875,0.25,0.3333333333333333,0.75
12,extinction,2,CS-,0.0,0.0,0.08333333333333334,0.25
12,extinction,3,CS+,-0.0625,0.0,0.08333333333333331,0.5
12,extinction,3,CS-,0.0,0.0,0.5833333333333334,0.75
12,extinction,4,CS+,0.4375,0.5,0.5833333333333333,1.0
12,extinction,4,CS-,0.25,0.25,0.33333333333333337,0.5
