index,onset,duration,trial_type,stimulus,memory_condition,encode_phase,response,low_confidence_accuracy,high_confidence_accuracy,response_time,phase,source_memory
11,86.76700000000002,3.0,CS+,tools/reflexhammer.jpg,Old,baseline,DO,H,H,1.091,memory_run-01,acquisition
16,125.15,3.0,CS+,tools/drillbit.jpg,Old,baseline,DO,H,H,1.077,memory_run-01,acquisition
23,178.533,3.0,CS+,tools/beadingtool.jpg,Old,baseline,DO,H,H,0.8190000000000001,memory_run-01,acquisition
32,243.117,3.0,CS+,tools/cheesegrater.jpg,Old,baseline,DO,H,H,0.942,memory_run-01,extinction
43,327.833,3.0,CS+,tools/gong.jpg,Old,baseline,DO,H,H,1.581,memory_run-01,acquisition
53,405.417,3.0,CS+,tools/electricbreaker.jpg,Old,baseline,DO,H,H,2.628,memory_run-01,extinction
71,541.55,3.0,CS+,tools/plunger.jpg,Old,baseline,DO,H,H,1.416,memory_run-01,acquisition
79,601.033,3.0,CS+,tools/transmissionwrench.jpg,Old,baseline,DO,H,H,1.358,memory_run-01,acquisition
90,74.817,3.0,CS+,tools/faxmachine.jpg,Old,baseline,DO,H,H,0.785,memory_run-02,acquisition
98,131.45,3.0,CS+,tools/hairdryer.jpg,Old,baseline,DO,H,H,0.797,memory_run-02,extinction
103,166.817,3.0,CS+,tools/rollingpin.jpg,Old,baseline,DO,H,H,1.006,memory_run-02,extinction
115,251.65,3.0,CS+,tools/scissors.jpg,Old,baseline,DO,H,H,1.3330000000000002,memory_run-02,baseline
131,375.667,3.0,CS+,tools/gardenhose.jpg,Old,baseline,DO,H,H,1.4780000000000002,memory_run-02,acquisition
135,407.917,3.0,CS+,tools/ladder.jpg,Old,baseline,DO,H,H,1.631,memory_run-02,extinction
143,472.467,3.0,CS+,tools/ropeandpulley.jpg,Old,baseline,DO,H,H,1.589,memory_run-02,extinction
146,496.667,3.0,CS+,tools/plow.jpg,Old,baseline,DO,H,H,0.8590000000000001,memory_run-02,acquisition
160,4.017,3.0,CS+,tools/shoehorn.jpg,Old,baseline,DO,H,H,1.139,memory_run-03,acquisition
167,53.484,3.0,CS+,tools/paintroller.jpg,Old,baseline,DO,H,H,0.958,memory_run-03,acquisition
181,152.35,3.0,CS+,tools/weldinghelmet.jpg,Old,baseline,DO,H,H,1.003,memory_run-03,acquisition
189,208.9,3.0,CS+,tools/chisel.jpg,Old,baseline,MO,H,M,1.793,memory_run-03,baseline
210,367.117,3.0,CS+,tools/wheelbarrow.jpg,Old,baseline,MN,M,M,1.742,memory_run-03,extinction
214,399.384,3.0,CS+,tools/rake.jpg,Old,baseline,DO,H,H,0.731,memory_run-03,acquisition
227,504.167,3.0,CS+,tools/stove.jpg,Old,baseline,DO,H,H,1.467,memory_run-03,acquisition
238,592.85,3.0,CS+,tools/pliers.jpg,Old,baseline,MN,M,M,1.651,memory_run-03,acquisition
17,133.2,3.0,CS+,tools/viceclamp.jpg,Old,acquisition,DO,H,H,1.238,memory_run-01,extinction
18,141.267,3.0,CS+,tools/mallet.jpg,Old,acquisition,DO,H,H,0.662,memory_run-01,baseline
21,163.417,3.0,CS+,tools/beaker.jpg,Old,acquisition,DO,H,H,0.649,memory_run-01,acquisition
37,281.483,3.0,CS+,tools/vegetablepeeler.jpg,Old,acquisition,DN,M,M,1.7380000000000002,memory_run-01,extinction
52,397.35,3.0,CS+,tools/benchdogs.jpg,Old,acquisition,DO,H,H,1.351,memory_run-01,acquisition
55,419.533,3.0,CS+,tools/tubeflaring.jpg,Old,acquisition,MO,H,M,2.158,memory_run-01,baseline
60,456.817,3.0,CS+,tools/pruner.jpg,Old,acquisition,DO,H,H,1.371,memory_run-01,extinction
77,586.9169999999998,3.0,CS+,tools/sander.jpg,Old,acquisition,DO,H,H,1.086,memory_run-01,acquisition
83,25.267,3.0,CS+,tools/ruler.jpg,Old,acquisition,DO,H,H,0.75,memory_run-02,acquisition
88,60.667,3.0,CS+,tools/fan.jpg,Old,acquisition,DO,H,H,0.8220000000000001,memory_run-02,acquisition
