index,onset,duration,trial_type,stimulus,memory_condition,encode_phase,response,low_confidence_accuracy,high_confidence_accuracy,response_time,phase,source_memory
16,120.184,3.0,CS+,animals/horse.jpg,Old,baseline,MO,H,M,1.425,memory_run-01,acquisition
19,143.434,3.0,CS+,animals/shrimp.jpg,Old,baseline,DO,H,H,1.173,memory_run-01,acquisition
35,264.66700000000003,3.0,CS+,animals/caterpillarhawkmoth.jpg,Old,baseline,DO,H,H,0.675,memory_run-01,acquisition
38,286.884,3.0,CS+,animals/flamingo.jpg,Old,baseline,DO,H,H,1.062,memory_run-01,acquisition
43,325.267,3.0,CS+,animals/goldfish.jpg,Old,baseline,DO,H,H,0.836,memory_run-01,acquisition
46,348.517,3.0,CS+,animals/hyena.jpg,Old,baseline,DO,H,H,1.099,memory_run-01,acquisition
60,456.584,3.0,CS+,animals/marmot.jpg,Old,baseline,MO,H,M,1.23,memory_run-01,extinction
77,586.9,3.0,CS+,animals/cricket.jpg,Old,baseline,MO,H,M,1.32,memory_run-01,acquisition
82,18.2,3.0,CS+,animals/starfish.jpg,Old,baseline,DN,M,M,1.083,memory_run-02,extinction
99,138.683,3.0,CS+,animals/halibut.jpg,Old,baseline,MO,H,M,1.087,memory_run-02,acquisition
104,174.15,3.0,CS+,animals/perch.jpg,Old,baseline,MO,H,M,1.247,memory_run-02,acquisition
111,223.75,3.0,CS+,animals/cat.jpg,Old,baseline,DO,H,H,1.087,memory_run-02,acquisition
125,328.033,3.0,CS+,animals/cranebug.jpg,Old,baseline,DO,H,H,1.518,memory_run-02,acquisition
128,352.283,3.0,CS+,animals/canary.jpg,Old,baseline,DO,H,H,0.743,memory_run-02,acquisition
147,505.999,3.0,CS+,animals/racoon.jpg,Old,baseline,MO,H,M,1.897,memory_run-02,acquisition
153,554.533,3.0,CS+,animals/salmon.jpg,Old,baseline,MO,H,M,1.659,memory_run-02,acquisition
172,89.0,3.0,CS+,animals/reindeer.jpg,Old,baseline,MO,H,M,1.298,memory_run-03,acquisition
176,117.3,3.0,CS+,animals/llama.jpg,Old,baseline,DO,H,H,1.288,memory_run-03,acquisition
182,159.8,3.0,CS+,animals/skunk.jpg,Old,baseline,DO,H,H,0.831,memory_run-03,acquisition
183,166.866,3.0,CS+,animals/aardvark.jpg,Old,baseline,DO,H,H,0.8370000000000001,memory_run-03,acquisition
200,287.249,3.0,CS+,animals/finch.jpg,Old,baseline,DO,H,H,0.6920000000000001,memory_run-03,acquisition
222,464.93300000000005,3.0,CS+,animals/rhino.jpg,Old,baseline,DO,H,H,1.064,memory_run-03,acquisition
236,578.049,3.0,CS+,animals/zebra.jpg,Old,baseline,DO,H,H,1.584,memory_run-03,acquisition
237,586.116,3.0,CS+,animals/elephantafrican.jpg,Old,baseline,DN,M,M,1.463,memory_run-03,acquisition
1,11.1,3.0,CS+,animals/gerbil.jpg,Old,acquisition,DN,M,M,1.319,memory_run-01,acquisition
5,40.4,3.0,CS+,animals/mole.jpg,Old,acquisition,DO,H,H,1.617,memory_run-01,acquisition
33,249.517,3.0,CS+,animals/pigeon.jpg,Old,acquisition,DO,H,H,0.984,memory_run-01,acquisition
34,256.6,3.0,CS+,animals/pelican.jpg,Old,acquisition,DO,H,H,0.7340000000000001,memory_run-01,acquisition
42,317.184,3.0,CS+,animals/caterpillarpeacockmoth.jpg,Old,acquisition,DO,H,H,1.039,memory_run-01,acquisition
