index,onset,duration,trial_type,stimulus,memory_condition,encode_phase,response,low_confidence_accuracy,high_confidence_accuracy,response_time,phase,source_memory
7,56.61600000000001,3.0,CS+,animals/dragonfly.jpg,Old,baseline,MN,M,M,1.4340000000000002,memory_run-01,extinction
12,94.983,3.0,CS+,animals/flea.jpg,Old,baseline,DO,H,H,1.151,memory_run-01,acquisition
24,184.883,3.0,CS+,animals/angelfish.jpg,Old,baseline,MN,M,M,1.3769999999999998,memory_run-01,extinction
32,245.549,3.0,CS+,animals/prayingmantis.jpg,Old,baseline,DO,H,H,1.11,memory_run-01,extinction
57,433.399,3.0,CS+,animals/pike.jpg,Old,baseline,MN,M,M,1.699,memory_run-01,extinction
58,440.466,3.0,CS+,animals/crow.jpg,Old,baseline,MO,H,M,1.7009999999999998,memory_run-01,baseline
60,455.649,3.0,CS+,animals/ostrich.jpg,Old,baseline,MN,M,M,1.3259999999999998,memory_run-01,extinction
61,462.699,3.0,CS+,animals/tiger.jpg,Old,baseline,MN,M,M,1.267,memory_run-01,baseline
83,25.3,3.0,CS+,animals/caterpillarpeacockmoth.jpg,Old,baseline,DO,H,H,1.003,memory_run-02,acquisition
85,39.467,3.0,CS+,animals/mole.jpg,Old,baseline,DO,H,H,1.162,memory_run-02,acquisition
104,173.833,3.0,CS+,animals/boar.jpg,Old,baseline,DO,H,H,1.226,memory_run-02,acquisition
106,187.983,3.0,CS+,animals/gerbil.jpg,Old,baseline,MN,M,M,1.823,memory_run-02,extinction
127,343.55,3.0,CS+,animals/porcupine.jpg,Old,baseline,DO,H,H,1.017,memory_run-02,extinction
136,416.15,3.0,CS+,animals/pelican.jpg,Old,baseline,MN,M,M,1.439,memory_run-02,acquisition
140,448.43300000000005,3.0,CS+,animals/giraffe.jpg,Old,baseline,MO,H,M,0.915,memory_run-02,extinction
141,456.5,3.0,CS+,animals/pigeon.jpg,Old,baseline,DO,H,H,1.03,memory_run-02,acquisition
167,53.5,3.0,CS+,animals/herculesbeetle.jpg,Old,baseline,MO,H,M,1.287,memory_run-03,acquisition
169,67.634,3.0,CS+,animals/quail.jpg,Old,baseline,DN,M,M,1.208,memory_run-03,extinction
193,237.467,3.0,CS+,animals/snapper.jpg,Old,baseline,MN,M,M,1.155,memory_run-03,baseline
195,251.633,3.0,CS+,animals/hummingbird.jpg,Old,baseline,DN,M,M,1.104,memory_run-03,extinction
200,286.983,3.0,CS+,animals/waterbuffalo.jpg,Old,baseline,DN,M,M,1.527,memory_run-03,acquisition
216,416.083,3.0,CS+,animals/baboon.jpg,Old,baseline,MO,H,M,1.7619999999999998,memory_run-03,extinction
220,448.333,3.0,CS+,animals/leopard.jpg,Old,baseline,MO,H,M,1.228,memory_run-03,acquisition
221,456.4,3.0,CS+,animals/cow.jpg,Old,baseline,DO,H,H,1.4280000000000002,memory_run-03,acquisition
2,19.183,3.0,CS+,animals/assassinbug.jpg,Old,acquisition,DO,H,H,1.679,memory_run-01,extinction
8,64.683,3.0,CS+,animals/catfish.jpg,Old,acquisition,DO,H,H,1.05,memory_run-01,acquisition
21,162.616,3.0,CS+,animals/palmcockatoo.jpg,Old,acquisition,DO,H,H,0.78,memory_run-01,acquisition
36,275.782,3.0,CS+,animals/ant.jpg,Old,acquisition,DO,H,H,1.23,memory_run-01,acquisition
52,395.966,3.0,CS+,animals/snail.jpg,Old,acquisition,MO,H,M,1.28,memory_run-01,extinction
56,426.316,3.0,CS+,animals/baldeagle.jpg,Old,acquisition,DO,H,H,1.35,memory_run-01,baseline
62,470.765,3.0,CS+,animals/duck.jpg,Old,acquisition,DO,H,H,1.887,memory_run-01,acquisition
63,478.849,3.0,CS+,animals/shark.jpg,Old,acquisition,DO,H,H,0.948,memory_run-01,acquisition
82,18.217,3.0,CS+,animals/firebug.jpg,Old,acquisition,DO,H,H,1.238,memory_run-02,acquisition
99,138.5,3.0,CS+,animals/mahimahi.jpg,Old,acquisition,DO,H,H,0.915,memory_run-02,acquisition
102,159.683,3.0,CS+,animals/herring.jpg,Old,acquisition,DO,H,H,1.078,memory_run-02,acquisition
105,180.917,3.0,CS+,animals/dramaderry.jpg,Old,acquisition,DO,H,H,0.977,memory_run-02,acquisition
131,375.816,3.0,CS+,animals/camel.jpg,Old,acquisition,DO,H,H,0.805,memory_run-02,acquisition
134,400.016,3.0,CS+,animals/mink.jpg,Old,acquisition,DO,H,H,0.84,memory_run-02,acquisition
142,464.566,3.0,CS+,animals/mouse.jpg,Old,acquisition,DO,H,H,0.732,memory_run-02,acquisition
143,472.616,3.0,CS+,animals/sheep.jpg,Old,acquisition,MN,M,M,1.111,memory_run-02,baseline
161,11.067,3.0,CS+,animals/partridge.jpg,Old,acquisition,DN,M,M,1.297,memory_run-03,extinction
179,138.36700000000002,3.0,CS+,animals/anteater.jpg,Old,acquisition,DO,H,H,0.947,memory_run-03,acquisition
182,159.6,3.0,CS+,animals/carp.jpg,Old,acquisition,MO,H,M,1.215,memory_run-03,extinction
187,195.017,3.0,CS+,animals/turkey.jpg,Old,acquisition,MO,H,M,1.638,memory_run-03,acquisition
204,319.283,3.0,CS+,animals/chipmunk.jpg,Old,acquisition,DN,M,M,1.52,memory_run-03,baseline
211,375.75,3.0,CS+,animals/seal.jpg,Old,acquisition,DO,H,H,0.867,memory_run-03,acquisition
222,464.466,3.0,CS+,animals/brown_bear.jpg,Old,acquisition,DN,M,M,1.212,memory_run-03,extinction
223,472.533,3.0,CS+,animals/rabbit.jpg,Old,acquisition,MN,M,M,1.444,memory_run-03,extinction
5,42.466,3.0,CS+,animals/zebra.jpg,Old,extinction,MN,M,M,1.737,memory_run-01,acquisition
14,110.133,3.0,CS+,animals/aardvark.jpg,Old,extinction,DO,H,H,0.813,memory_run-01,acquisition
20,155.549,3.0,CS+,animals/skunk.jpg,Old,extinction,DO,H,H,1.193,memory_run-01,acquisition
25,192.966,3.0,CS+,animals/finch.jpg,Old,extinction,DO,H,H,1.17,memory_run-01,baseline
40,306.066,3.0,CS+,animals/reindeer.jpg,Old,extinction,DO,H,H,1.0659999999999998,memory_run-01,acquisition
43,328.2990000000001,3.0,CS+,animals/llama.jpg,Old,extinction,DO,H,H,1.056,memory_run-01,acquisition
64,486.915,3.0,CS+,animals/rhino.jpg,Old,extinction,DO,H,H,0.7829999999999999,memory_run-01,baseline
65,494.999,3.0,CS+,animals/elephantafrican.jpg,Old,extinction,DO,H,H,1.482,memory_run-01,acquisition
88,60.734,3.0,CS+,animals/caterpillarhawkmoth.jpg,Old,extinction,MO,H,M,1.52,memory_run-02,extinction
89,67.834,3.0,CS+,animals/hyena.jpg,Old,extinction,DO,H,H,1.157,memory_run-02,acquisition
110,216.283,3.0,CS+,animals/cricket.jpg,Old,extinction,MO,H,M,2.4130000000000003,memory_run-02,baseline
116,258.767,3.0,CS+,animals/goldfish.jpg,Old,extinction,MN,M,M,1.419,memory_run-02,baseline
120,287.083,3.0,CS+,animals/marmot.jpg,Old,extinction,MN,M,M,1.853,memory_run-02,extinction
139,440.366,3.0,CS+,animals/flamingo.jpg,Old,extinction,MN,M,M,1.588,memory_run-02,acquisition
144,480.666,3.0,CS+,animals/shrimp.jpg,Old,extinction,DO,H,H,0.904,memory_run-02,acquisition
145,488.75,3.0,CS+,animals/horse.jpg,Old,extinction,DO,H,H,1.395,memory_run-02,baseline
163,25.2,3.0,CS+,animals/halibut.jpg,Old,extinction,DN,M,M,1.378,memory_run-03,extinction
171,81.8,3.0,CS+,animals/cranebug.jpg,Old,extinction,MN,M,M,1.716,memory_run-03,extinction
180,145.434,3.0,CS+,animals/starfish.jpg,Old,extinction,DO,H,H,0.875,memory_run-03,acquisition
199,279.91700000000003,3.0,CS+,animals/canary.jpg,Old,extinction,DN,M,M,1.46,memory_run-03,extinction
206,335.43300000000005,3.0,CS+,animals/perch.jpg,Old,extinction,MN,M,M,1.0,memory_run-03,extinction
218,432.216,3.0,CS+,animals/salmon.jpg,Old,extinction,MN,M,M,1.2819999999999998,memory_run-03,extinction
224,480.583,3.0,CS+,animals/racoon.jpg,Old,extinction,MN,M,M,1.192,memory_run-03,extinction
