effect,subject,encode_phase,condition,source_memory,0,1,2,3,4,5,6
Condition,5,acquisition,CS-,acquisition,78.60137049357097,83.53091748555501,129.63643391927084,53.091688791910805,-29.409751892089844,23.37320093313853,39.58830134073893
Condition,5,acquisition,CS-,baseline,-25.810657501220703,-104.79255676269531,-4.952040195465088,-2.610863447189331,-53.05195617675781,-10.252937316894531,-37.12078094482422
Condition,5,acquisition,CS-,extinction,62.04540876547495,43.75866826375326,106.78378804524739,83.93833669026692,38.29013188680013,26.543731053670246,44.29428891340891
Condition,5,baseline,CS+,acquisition,52.55016009012858,74.63232962290446,89.84495075543721,73.83029301961263,12.532476107279459,35.49081675211588,84.79437812169392
Condition,5,baseline,CS+,baseline,129.4622802734375,217.24554443359375,141.6983642578125,97.58731842041016,108.2923812866211,64.8950424194336,104.14876556396484
Condition,5,baseline,CS+,extinction,123.47909927368164,169.49320220947266,156.45117950439453,83.73249053955078,91.12030029296875,52.021453857421875,24.74295711517334
Condition,5,baseline,CS-,acquisition,26.30238978068034,38.623023986816406,62.20477294921875,23.097983300685883,18.14816991488139,-2.012730916341146,29.018052975336712
Condition,5,baseline,CS-,baseline,242.5222625732422,318.86205291748047,371.6954650878906,137.07892227172852,248.69798278808594,35.04023742675781,140.77879333496094
Condition,5,baseline,CS-,extinction,43.89059193929037,64.23428599039714,128.6627629597982,79.08209737141927,37.30825614929199,11.579444090525309,45.64783732096354
Condition,5,extinction,CS+,acquisition,107.75226974487305,219.72772979736328,146.6386349995931,67.58385594685872,31.60126495361328,42.6024169921875,105.91491444905598
Condition,5,extinction,CS+,baseline,0.5146894454956055,41.05351257324219,65.80901336669922,2.182023525238037,-32.173553466796875,30.51917266845703,11.393688201904297
Condition,5,extinction,CS+,extinction,86.40097745259602,129.1310246785482,120.49257151285808,89.07245635986328,64.31408945719402,29.24492120742798,68.03881581624348
Condition,5,extinction,CS-,acquisition,88.05705134073894,114.07659022013347,151.90933481852213,72.90361022949219,50.623969395955406,33.02178478240967,91.29285939534505
Condition,5,extinction,CS-,baseline,44.72339153289795,167.53336334228516,130.13380432128906,90.90225219726562,-0.0018739700317382812,14.966259479522705,75.27300834655762
Condition,5,extinction,CS-,extinction,44.69137346744537,97.04148002962272,93.53937021891277,54.92452176411947,49.528794606526695,20.462356567382812,61.66125615437826
Condition,6,acquisition,CS+,acquisition,198.03771464029947,433.9368489583333,308.28490193684894,167.78540547688803,138.84896596272787,142.92766825358072,613.5929972330729
Condition,6,acquisition,CS+,baseline,209.7490997314453,507.6533660888672,357.4048767089844,177.4271240234375,148.9012565612793,152.19386291503906,751.6076354980469
Condition,6,acquisition,CS+,extinction,142.60213088989258,358.3558044433594,234.36294555664062,101.11817169189453,55.746484100818634,129.42840957641602,607.52099609375
Condition,6,acquisition,CS-,acquisition,-80.75961303710938,68.9460220336914,51.41193389892578,6.561028003692627,-85.95404052734375,16.93344497680664,262.3833923339844
Condition,6,acquisition,CS-,baseline,123.4558817545573,402.89239501953125,261.4845377604167,105.00966389973958,113.90364837646484,95.7472915649414,578.1403401692709
Condition,6,acquisition,CS-,extinction,117.875062306722,360.87384033203125,246.47714233398438,115.32183583577473,102.08422088623047,115.25719197591145,559.080067952474
Condition,6,baseline,CS+,acquisition,155.03748067220053,379.0503743489583,264.3591766357422,140.95801289876303,103.99065971374512,142.09441375732422,595.0208536783854
Condition,6,baseline,CS+,baseline,168.39457194010416,446.04249064127606,285.30524190266925,153.30089823404947,149.6714630126953,130.74658203125,533.309804280599
Condition,6,baseline,CS+,extinction,224.20582580566406,449.74831136067706,313.62135823567706,133.302365620931,84.15055974324544,137.48113759358725,690.432861328125
Condition,6,baseline,CS-,acquisition,146.82392756144205,386.3401387532552,282.8037414550781,96.1704495747884,191.0021718343099,113.19337717692058,691.9064025878906
Condition,6,baseline,CS-,baseline,125.16688028971355,314.16233317057294,285.697509765625,128.73739369710287,144.06971232096353,122.25062052408855,519.2899373372396
Condition,6,baseline,CS-,extinction,138.74156061808267,328.88304138183594,272.48314412434894,109.82403818766277,73.65647888183594,114.73767852783203,564.8509114583334
Condition,6,extinction,CS+,acquisition,212.02503967285156,461.9407653808594,307.0402119954427,177.47928365071616,135.80979029337564,162.18274434407553,629.7760823567709
Condition,6,extinction,CS+,baseline,164.1915715535482,510.8763122558594,300.0359344482422,166.72993977864584,113.22651100158691,159.81106567382812,721.3986612955729
Condition,6,extinction,CS+,extinction,181.2409210205078,340.97877502441406,296.19718170166016,154.12431716918945,201.24314880371094,117.83199310302734,654.011474609375
Condition,6,extinction,CS-,acquisition,163.70946502685547,407.54661560058594,285.8297882080078,118.01025390625,175.06195068359375,101.42440605163574,716.5356750488281
Condition,6,extinction,CS-,baseline,52.352691650390625,243.70114135742188,205.22550201416016,91.90015411376953,51.37938737869263,87.07901382446289,299.0919952392578
Condition,6,extinction,CS-,extinction,49.6940024693807,243.92886352539062,201.83551534016928,88.03305943806966,72.10831832885742,83.44287872314453,449.3068339029948
Condition,7,acquisition,CS+,acquisition,122.87710316975911,68.27383168538411,124.51795450846355,52.59248002370199,83.11119079589844,-7.412319183349609,69.91252899169922
Condition,7,acquisition,CS+,baseline,124.96902465820312,126.3884391784668,146.55901336669922,56.5272159576416,104.7701627612114,-12.807095289230347,143.8790283203125
Condition,7,acquisition,CS+,extinction,59.4351110458374,10.816335678100586,87.55297597249348,72.66935443878174,68.74306519826253,-10.298741658528646,115.84666061401367
Condition,7,acquisition,CS-,acquisition,40.43087673187256,83.35768508911133,93.06260172526042,97.72392463684082,81.20790481567383,25.384644826253254,101.39189211527507
Condition,7,acquisition,CS-,baseline,84.63714345296223,108.8044942220052,114.01589711507161,100.43017323811848,120.46832275390625,29.266913096110027,85.75569112102191
Condition,7,acquisition,CS-,extinction,2.2718238830566406,39.26529121398926,37.635149002075195,84.6292679309845,6.531147003173828,70.76748466491699,85.45344066619873
Condition,7,baseline,CS+,acquisition,-28.83014678955078,-31.93873929977417,26.912168502807617,45.27099800109863,-6.001890182495117,-18.754230499267578,-60.13352012634277
Condition,7,baseline,CS+,baseline,42.14669060707092,35.841065088907875,90.36372884114583,54.50715891520182,29.07559649149577,-15.343685626983643,88.37966982523601
Condition,7,baseline,CS+,extinction,39.72355651855469,12.605172316233316,100.77999496459961,39.38741111755371,26.140565236409504,-26.836388270060223,38.40561612447103
Condition,7,baseline,CS-,acquisition,4.032163619995117,89.12068939208984,33.006215929985046,69.1745777130127,58.2130126953125,10.135103225708008,89.64907455444336
Condition,7,baseline,CS-,baseline,6.677326202392578,27.1000337600708,7.37952995300293,43.495670318603516,17.629846572875977,-26.221089363098145,-18.100217819213867
Condition,7,baseline,CS-,extinction,74.98986689249675,126.54384867350261,99.55328877766927,112.86461512247722,95.10469309488933,40.038283030192055,123.12282021840413
Condition,7,extinction,CS+,acquisition,133.05297342936197,47.082794189453125,195.37296040852866,92.83384577433269,153.75606536865234,-18.686068216959637,71.31789271036784
Condition,7,extinction,CS+,baseline,83.39085388183594,111.55178960164388,126.64969635009766,76.02614148457845,65.87185923258464,-2.272958437601725,125.00554529825847
Condition,7,extinction,CS+,extinction,34.44190247853597,4.609548250834147,78.25827407836914,46.38580067952474,-10.587307850519815,-29.445123692353565,-2.449774901072184
Condition,7,extinction,CS-,acquisition,103.17978191375732,148.5138111114502,125.27807009220123,89.51971769332886,65.98031234741211,9.228240966796875,92.19621658325195
Condition,7,extinction,CS-,baseline,28.720280647277832,76.60682042439778,67.50724411010742,76.98576736450195,68.68512217203777,14.981512069702148,94.2882588704427
Condition,7,extinction,CS-,extinction,43.74725596110026,53.22087860107422,82.70831616719563,84.60629781087239,12.165854136149088,-9.62566884358724,39.07932790120443
Condition,8,acquisition,CS+,acquisition,101.76212565104167,180.78343709309897,239.70218912760416,154.22310384114584,94.39048767089844,48.10974375406901,171.4216105143229
Condition,8,acquisition,CS+,baseline,158.2538299560547,244.38392639160156,309.01092529296875,156.7142333984375,56.673927307128906,50.256778717041016,180.5419158935547
Condition,8,acquisition,CS+,extinction,110.92487335205078,186.7257537841797,260.0013122558594,152.49484252929688,137.09378051757812,17.616384506225586,234.08006286621094
Condition,8,acquisition,CS-,acquisition,89.62109756469727,215.34448750813803,227.26422627766928,119.46053822835286,93.23184458414714,47.37945302327474,135.8797861735026
Condition,8,acquisition,CS-,baseline,78.01516914367676,225.93092346191406,213.0488739013672,130.01278177897134,84.9280522664388,52.74893569946289,148.31924438476562
Condition,8,acquisition,CS-,extinction,73.2379379272461,224.8615519205729,239.56783548990884,123.5381342569987,118.80309232076009,58.13451894124349,96.24930127461751
Condition,8,baseline,CS+,acquisition,98.78222401936848,152.44473775227866,228.7081298828125,138.94740295410156,87.0830904642741,39.805928548177086,190.54033406575522
Condition,8,baseline,CS+,baseline,138.0797882080078,222.08027140299478,283.1717173258464,163.72674560546875,130.57546869913736,49.99250284830729,218.46722920735678
Condition,8,baseline,CS+,extinction,108.61190541585286,216.66041564941406,253.33930460611978,146.9229736328125,116.41768137613933,45.438226064046226,198.1097208658854
Condition,8,baseline,CS-,acquisition,131.77217610677084,231.284912109375,223.4615732828776,132.98416646321616,154.5188013712565,56.61209487915039,138.9396718343099
Condition,8,baseline,CS-,baseline,50.216945012410484,211.20547993977866,181.8370107014974,129.8776830037435,91.19099934895833,60.48477681477865,123.44093068440755
Condition,8,baseline,CS-,extinction,130.3288310368856,232.28651428222656,235.59561157226562,143.58536783854166,50.83986568450928,50.961448669433594,163.59782918294272
Condition,8,extinction,CS+,acquisition,88.40369923909505,170.46821085611978,234.49424743652344,147.64545694986978,125.52610778808594,38.94502258300781,188.1666717529297
Condition,8,extinction,CS+,baseline,78.63058662414551,180.4350840250651,241.40714518229166,148.95529429117838,57.193214416503906,37.22180589040121,121.09427642822266
Condition,8,extinction,CS+,extinction,100.101256052653,165.30745442708334,224.36283365885416,132.64395141601562,122.77245457967122,36.59521245956421,223.41605631510416
Condition,8,extinction,CS-,acquisition,121.00119018554688,262.63494873046875,255.30075073242188,151.29113260904947,119.06519571940105,57.68804931640625,197.41534678141275
Condition,8,extinction,CS-,baseline,184.304443359375,262.14613342285156,307.4962921142578,154.54428100585938,108.45271301269531,74.44122695922852,137.9816665649414
Condition,8,extinction,CS-,extinction,76.06121190388997,206.21883646647134,212.41699727376303,117.04192606608073,85.40858205159505,39.616920471191406,172.72512817382812
Condition,9,acquisition,CS+,acquisition,84.25184122721355,168.3678181966146,87.71274058024089,59.861820220947266,-20.506866455078125,41.35182889302572,80.09948857625325
Condition,9,acquisition,CS+,baseline,106.741943359375,194.98357137044272,136.85427856445312,80.71082623799641,134.4515755971273,60.36970583597819,151.03374481201172
Condition,9,acquisition,CS+,extinction,-145.23690795898438,61.439659118652344,45.36003875732422,73.59597778320312,177.98785400390625,31.880769729614258,205.08302307128906
Condition,9,acquisition,CS-,acquisition,28.722756961981457,99.60942077636719,125.9916508992513,34.68402624130249,-16.76604398091634,13.539775371551514,74.16999435424805
Condition,9,acquisition,CS-,baseline,-6.889947414398193,120.50468444824219,198.0313720703125,27.218612670898438,19.733657836914062,4.129706382751465,104.69044494628906
Condition,9,acquisition,CS-,extinction,66.37768046061198,134.621218363444,134.2193806966146,31.595072428385418,36.538424809773765,7.671547015508016,80.37726147969563
Condition,9,baseline,CS+,acquisition,-41.46724239985148,51.99371592203776,-32.84513854980469,8.911832173665365,21.004872004191082,2.987100621064504,12.488686243693033
Condition,9,baseline,CS+,baseline,90.6854019165039,157.174929300944,133.39120737711588,66.5763422648112,-16.352981567382812,18.732983271280926,74.64144706726074
Condition,9,baseline,CS+,extinction,57.99628194173177,146.19394175211588,72.03611373901367,27.411139458417892,8.827296415964762,9.066889444986979,78.93769709269206
Condition,9,baseline,CS-,acquisition,33.177656173706055,116.13071060180664,110.09261322021484,15.402091979980469,-43.84834289550781,38.94059658050537,48.058868408203125
Condition,9,baseline,CS-,baseline,118.23871421813965,201.12493133544922,233.87059783935547,45.469581604003906,-21.05642318725586,27.85689067840576,100.84450149536133
Condition,9,baseline,CS-,extinction,81.59897486368816,170.2623748779297,171.68152618408203,26.50344975789388,-26.711479822794598,28.17485562960307,71.0467923482259
Condition,9,extinction,CS+,acquisition,72.37229855855306,152.5246785481771,67.63022867838542,56.18179130554199,45.279470125834145,33.254462560017906,85.7711690266927
Condition,9,extinction,CS+,baseline,113.9956766764323,174.3828862508138,149.52879079182944,65.50446955362956,-25.29693857828776,45.09102249145508,91.26921463012695
Condition,9,extinction,CS+,extinction,63.32628059387207,173.80803680419922,56.91161823272705,30.439807891845703,59.28603649139404,8.650724411010742,94.3869218826294
Condition,9,extinction,CS-,acquisition,25.119432131449383,95.87214024861653,145.4967244466146,49.32518768310547,-53.98138578732809,20.51446533203125,28.25731913248698
Condition,9,extinction,CS-,baseline,96.35416666666667,155.8126475016276,154.13094838460287,60.12313938140869,10.682982762654623,36.294013023376465,102.01223500569661
Condition,9,extinction,CS-,extinction,73.37314558029175,139.1052220662435,187.18183135986328,44.585503896077476,106.1488545735677,35.65107480684916,113.09484227498372
Condition,10,acquisition,CS+,acquisition,110.79879506429036,245.39598083496094,180.31686401367188,181.3352813720703,151.52550252278647,72.93426005045573,83.37174733479817
Condition,10,acquisition,CS+,extinction,97.14541482925415,198.98464965820312,157.91083399454752,162.98309834798178,181.6288096110026,54.38857841491699,39.96208572387695
Condition,10,acquisition,CS-,acquisition,103.10148620605469,146.9404754638672,217.1048126220703,165.2963104248047,121.12145233154297,64.90800476074219,-36.9317741394043
Condition,10,acquisition,CS-,baseline,88.39148457845052,242.67603047688803,164.56108601888022,173.490478515625,136.08945973714194,64.40973154703777,-5.205620447794597
Condition,10,acquisition,CS-,extinction,117.5578842163086,227.80882263183594,217.0676472981771,194.15958658854166,137.2617162068685,82.76403681437175,8.953656514485678
Condition,10,baseline,CS+,acquisition,121.55767313639323,257.25391642252606,213.87147521972656,211.05186462402344,164.8643798828125,78.46607971191406,102.74106025695801
Condition,10,baseline,CS+,baseline,107.59716796875,298.3388977050781,181.40609232584634,217.94073486328125,145.46874491373697,91.26632436116536,26.16853141784668
Condition,10,baseline,CS+,extinction,128.36590576171875,269.5246938069661,173.3184814453125,181.03918965657553,152.9447275797526,79.71835581461589,87.87588246663411
Condition,10,baseline,CS-,acquisition,112.15145111083984,235.59601338704428,195.21251424153647,166.10984802246094,69.76400212446849,86.33780924479167,12.369126001993815
Condition,10,baseline,CS-,baseline,98.22545623779297,203.11213175455728,201.34137471516928,188.98946634928384,140.81830596923828,53.066562016805015,24.34185282389323
Condition,10,baseline,CS-,extinction,79.69273885091145,213.53643798828125,181.25482686360678,169.11572265625,108.90608215332031,76.24763870239258,6.0625966389973955
Condition,10,extinction,CS+,acquisition,132.01599884033203,276.1491444905599,202.88726806640625,193.56811014811197,128.32080841064453,81.84062321980794,69.81591288248698
Condition,10,extinction,CS+,extinction,77.19020462036133,202.33911641438803,154.00406392415366,173.25850423177084,98.3052790959676,88.54349136352539,1.3076979319254558
Condition,10,extinction,CS-,acquisition,105.43795649210612,215.65641276041666,178.09447224934897,166.3296381632487,85.13669649759929,56.87308438618978,-20.131733258565266
Condition,10,extinction,CS-,baseline,120.50506591796875,241.08334350585938,224.6926040649414,210.5478744506836,132.0292510986328,87.6106071472168,104.5572280883789
Condition,10,extinction,CS-,extinction,110.18518829345703,244.06277974446616,190.37792460123697,175.67144266764322,112.81839497884114,79.2119534810384,-29.120824178059895
Condition,12,acquisition,CS+,acquisition,88.423521677653,133.1173553466797,192.88024393717447,91.54678599039714,-6.196007092793782,54.13334655761719,53.55668703715006
Condition,12,acquisition,CS+,baseline,110.63492838541667,143.37787628173828,166.3687540690104,93.18954722086589,-18.542654037475586,62.41162363688151,68.20984903971355
Condition,12,acquisition,CS+,extinction,76.713019490242,179.55949783325195,182.0140380859375,82.05390357971191,0.8313112258911133,59.71512222290039,80.09493255615234
Condition,12,acquisition,CS-,acquisition,204.03922271728516,310.8751220703125,266.11827087402344,119.31546020507812,22.314506769180298,84.43413162231445,108.80849075317383
Condition,12,acquisition,CS-,baseline,113.95125961303711,158.0327351888021,175.75459798177084,95.89600626627605,-2.527745564778646,68.17349370320638,73.2649695078532
Condition,12,acquisition,CS-,extinction,91.04421869913737,139.5087865193685,151.08563741048178,68.35664494832356,-13.622327168782553,39.86998430887858,42.579172452290855
Condition,12,baseline,CS+,acquisition,61.832173665364586,137.3714141845703,187.12691243489584,88.95486958821614,-16.35100555419922,41.42333475748698,36.81671905517578
Condition,12,baseline,CS+,baseline,63.1204719543457,102.72195943196614,167.47547912597656,92.27601114908855,-10.22794222831726,62.86757787068685,18.841704686482746
Condition,12,baseline,CS+,extinction,36.03267033894857,84.53123219807942,157.97570292154947,66.68488756815593,10.268142700195312,38.892072995503746,38.153370221455894
Condition,12,baseline,CS-,acquisition,122.39044189453125,205.60294596354166,187.0264638264974,111.97907257080078,-24.6829195022583,89.48076883951823,58.47040621439616
Condition,12,baseline,CS-,baseline,139.7498982747396,181.03539021809897,186.6291961669922,105.04908243815105,27.026390075683594,74.02761332194011,73.23810068766277
Condition,12,baseline,CS-,extinction,132.7398910522461,200.52867126464844,183.02796936035156,112.44024912516277,21.87938706080119,78.55387878417969,93.55103810628255
Condition,12,extinction,CS+,acquisition,119.49953079223633,156.95258331298828,211.5575408935547,95.5951042175293,104.07633209228516,40.92461967468262,133.9156837463379
Condition,12,extinction,CS+,baseline,25.090119043986004,92.36470540364583,137.03599802652994,63.09344991048177,20.187489827473957,20.31830406188965,61.341360092163086
Condition,12,extinction,CS+,extinction,82.33247756958008,161.92438507080078,194.0412139892578,75.72045644124348,17.6955992380778,35.91706212361654,69.51169840494792
Condition,12,extinction,CS-,acquisition,87.08951568603516,160.9653752644857,182.26839955647787,90.26385243733723,20.152218182881672,62.7409725189209,39.414034366607666
Condition,12,extinction,CS-,baseline,33.94748338063558,82.99401505788167,101.89581298828125,61.487693786621094,-16.549065589904785,44.73183568318685,-5.330913543701172
Condition,12,extinction,CS-,extinction,152.46944427490234,169.70403289794922,220.39772033691406,103.94115702311198,8.038466771443685,79.81639862060547,40.38352108001709
Condition,13,acquisition,CS+,acquisition,330.8954213460286,416.16175333658856,450.98119099934894,236.03433736165366,94.01974614461263,138.16814422607422,428.89263916015625
Condition,13,acquisition,CS+,baseline,278.0155436197917,355.17481486002606,396.25982666015625,167.80357106526694,123.91044616699219,117.83384704589844,398.14427693684894
Condition,13,acquisition,CS+,extinction,369.9441324869792,343.48826090494794,463.68886311848956,222.9899444580078,74.53651173909505,126.72410837809245,379.48695882161456
Condition,13,acquisition,CS-,acquisition,320.9481709798177,377.05138142903644,435.5185139973958,212.26989237467447,129.04268900553384,102.5626449584961,472.63477579752606
Condition,13,acquisition,CS-,baseline,299.6325988769531,351.13494873046875,427.2003479003906,196.48759969075522,88.31731224060059,119.58600616455078,364.0767059326172
Condition,13,acquisition,CS-,extinction,298.76807657877606,353.89684041341144,418.9501241048177,178.99788920084634,71.9388198852539,103.56892395019531,404.0044759114583
