Subj Encode Condition Response InputFile
103 baseline CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC103/all_memory_runs/source_memory.feat/reg_standard/stats/cope6.nii.gz
103 acquisition CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC103/all_memory_runs/source_memory.feat/reg_standard/stats/cope10.nii.gz
103 acquisition CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC103/all_memory_runs/source_memory.feat/reg_standard/stats/cope11.nii.gz
103 acquisition CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC103/all_memory_runs/source_memory.feat/reg_standard/stats/cope12.nii.gz
103 extinction CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC103/all_memory_runs/source_memory.feat/reg_standard/stats/cope16.nii.gz
103 extinction CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC103/all_memory_runs/source_memory.feat/reg_standard/stats/cope17.nii.gz
103 extinction CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC103/all_memory_runs/source_memory.feat/reg_standard/stats/cope18.nii.gz
104 baseline CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC104/all_memory_runs/source_memory.feat/reg_standard/stats/cope1.nii.gz
104 baseline CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC104/all_memory_runs/source_memory.feat/reg_standard/stats/cope2.nii.gz
104 acquisition CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC104/all_memory_runs/source_memory.feat/reg_standard/stats/cope7.nii.gz
104 acquisition CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC104/all_memory_runs/source_memory.feat/reg_standard/stats/cope8.nii.gz
104 acquisition CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC104/all_memory_runs/source_memory.feat/reg_standard/stats/cope9.nii.gz
104 extinction CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC104/all_memory_runs/source_memory.feat/reg_standard/stats/cope13.nii.gz
104 extinction CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC104/all_memory_runs/source_memory.feat/reg_standard/stats/cope14.nii.gz
104 baseline CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC104/all_memory_runs/source_memory.feat/reg_standard/stats/cope4.nii.gz
104 baseline CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC104/all_memory_runs/source_memory.feat/reg_standard/stats/cope5.nii.gz
104 baseline CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC104/all_memory_runs/source_memory.feat/reg_standard/stats/cope6.nii.gz
104 acquisition CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC104/all_memory_runs/source_memory.feat/reg_standard/stats/cope10.nii.gz
104 acquisition CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC104/all_memory_runs/source_memory.feat/reg_standard/stats/cope11.nii.gz
104 acquisition CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC104/all_memory_runs/source_memory.feat/reg_standard/stats/cope12.nii.gz
104 extinction CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC104/all_memory_runs/source_memory.feat/reg_standard/stats/cope16.nii.gz
104 extinction CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC104/all_memory_runs/source_memory.feat/reg_standard/stats/cope17.nii.gz
104 extinction CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC104/all_memory_runs/source_memory.feat/reg_standard/stats/cope18.nii.gz
104 baseline CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC104/all_memory_runs/source_memory.feat/reg_standard/stats/cope3.nii.gz
104 extinction CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC104/all_memory_runs/source_memory.feat/reg_standard/stats/cope15.nii.gz
105 baseline CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC105/all_memory_runs/source_memory.feat/reg_standard/stats/cope1.nii.gz
105 baseline CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC105/all_memory_runs/source_memory.feat/reg_standard/stats/cope2.nii.gz
105 baseline CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC105/all_memory_runs/source_memory.feat/reg_standard/stats/cope3.nii.gz
105 acquisition CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC105/all_memory_runs/source_memory.feat/reg_standard/stats/cope7.nii.gz
105 acquisition CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC105/all_memory_runs/source_memory.feat/reg_standard/stats/cope8.nii.gz
105 extinction CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC105/all_memory_runs/source_memory.feat/reg_standard/stats/cope13.nii.gz
105 extinction CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC105/all_memory_runs/source_memory.feat/reg_standard/stats/cope14.nii.gz
105 extinction CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC105/all_memory_runs/source_memory.feat/reg_standard/stats/cope15.nii.gz
105 baseline CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC105/all_memory_runs/source_memory.feat/reg_standard/stats/cope4.nii.gz
105 baseline CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC105/all_memory_runs/source_memory.feat/reg_standard/stats/cope5.nii.gz
105 baseline CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC105/all_memory_runs/source_memory.feat/reg_standard/stats/cope6.nii.gz
105 acquisition CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC105/all_memory_runs/source_memory.feat/reg_standard/stats/cope10.nii.gz
105 acquisition CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC105/all_memory_runs/source_memory.feat/reg_standard/stats/cope11.nii.gz
105 acquisition CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC105/all_memory_runs/source_memory.feat/reg_standard/stats/cope12.nii.gz
105 extinction CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC105/all_memory_runs/source_memory.feat/reg_standard/stats/cope16.nii.gz
105 extinction CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC105/all_memory_runs/source_memory.feat/reg_standard/stats/cope17.nii.gz
105 extinction CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC105/all_memory_runs/source_memory.feat/reg_standard/stats/cope18.nii.gz
105 acquisition CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC105/all_memory_runs/source_memory.feat/reg_standard/stats/cope9.nii.gz
106 baseline CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC106/all_memory_runs/source_memory.feat/reg_standard/stats/cope1.nii.gz
106 baseline CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC106/all_memory_runs/source_memory.feat/reg_standard/stats/cope2.nii.gz
106 baseline CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC106/all_memory_runs/source_memory.feat/reg_standard/stats/cope3.nii.gz
106 acquisition CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC106/all_memory_runs/source_memory.feat/reg_standard/stats/cope7.nii.gz
106 acquisition CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC106/all_memory_runs/source_memory.feat/reg_standard/stats/cope8.nii.gz
106 extinction CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC106/all_memory_runs/source_memory.feat/reg_standard/stats/cope13.nii.gz
106 extinction CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC106/all_memory_runs/source_memory.feat/reg_standard/stats/cope14.nii.gz
106 extinction CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC106/all_memory_runs/source_memory.feat/reg_standard/stats/cope15.nii.gz
106 baseline CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC106/all_memory_runs/source_memory.feat/reg_standard/stats/cope4.nii.gz
106 baseline CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC106/all_memory_runs/source_memory.feat/reg_standard/stats/cope5.nii.gz
106 baseline CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC106/all_memory_runs/source_memory.feat/reg_standard/stats/cope6.nii.gz
106 acquisition CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC106/all_memory_runs/source_memory.feat/reg_standard/stats/cope10.nii.gz
106 acquisition CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC106/all_memory_runs/source_memory.feat/reg_standard/stats/cope11.nii.gz
106 acquisition CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC106/all_memory_runs/source_memory.feat/reg_standard/stats/cope12.nii.gz
106 extinction CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC106/all_memory_runs/source_memory.feat/reg_standard/stats/cope16.nii.gz
106 extinction CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC106/all_memory_runs/source_memory.feat/reg_standard/stats/cope17.nii.gz
106 extinction CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC106/all_memory_runs/source_memory.feat/reg_standard/stats/cope18.nii.gz
107 baseline CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC107/all_memory_runs/source_memory.feat/reg_standard/stats/cope1.nii.gz
107 baseline CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC107/all_memory_runs/source_memory.feat/reg_standard/stats/cope2.nii.gz
107 baseline CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC107/all_memory_runs/source_memory.feat/reg_standard/stats/cope3.nii.gz
107 acquisition CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC107/all_memory_runs/source_memory.feat/reg_standard/stats/cope7.nii.gz
107 acquisition CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC107/all_memory_runs/source_memory.feat/reg_standard/stats/cope8.nii.gz
107 acquisition CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC107/all_memory_runs/source_memory.feat/reg_standard/stats/cope9.nii.gz
107 extinction CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC107/all_memory_runs/source_memory.feat/reg_standard/stats/cope13.nii.gz
107 extinction CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC107/all_memory_runs/source_memory.feat/reg_standard/stats/cope14.nii.gz
107 baseline CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC107/all_memory_runs/source_memory.feat/reg_standard/stats/cope4.nii.gz
107 baseline CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC107/all_memory_runs/source_memory.feat/reg_standard/stats/cope5.nii.gz
107 baseline CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC107/all_memory_runs/source_memory.feat/reg_standard/stats/cope6.nii.gz
107 acquisition CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC107/all_memory_runs/source_memory.feat/reg_standard/stats/cope10.nii.gz
107 acquisition CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC107/all_memory_runs/source_memory.feat/reg_standard/stats/cope11.nii.gz
107 extinction CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC107/all_memory_runs/source_memory.feat/reg_standard/stats/cope16.nii.gz
107 extinction CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC107/all_memory_runs/source_memory.feat/reg_standard/stats/cope17.nii.gz
107 extinction CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC107/all_memory_runs/source_memory.feat/reg_standard/stats/cope18.nii.gz
107 extinction CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC107/all_memory_runs/source_memory.feat/reg_standard/stats/cope15.nii.gz
107 acquisition CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC107/all_memory_runs/source_memory.feat/reg_standard/stats/cope12.nii.gz
108 baseline CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC108/all_memory_runs/source_memory.feat/reg_standard/stats/cope1.nii.gz
108 baseline CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC108/all_memory_runs/source_memory.feat/reg_standard/stats/cope2.nii.gz
108 baseline CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC108/all_memory_runs/source_memory.feat/reg_standard/stats/cope3.nii.gz
108 acquisition CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC108/all_memory_runs/source_memory.feat/reg_standard/stats/cope7.nii.gz
108 acquisition CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC108/all_memory_runs/source_memory.feat/reg_standard/stats/cope8.nii.gz
108 acquisition CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC108/all_memory_runs/source_memory.feat/reg_standard/stats/cope9.nii.gz
108 extinction CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC108/all_memory_runs/source_memory.feat/reg_standard/stats/cope13.nii.gz
108 extinction CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC108/all_memory_runs/source_memory.feat/reg_standard/stats/cope14.nii.gz
108 extinction CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC108/all_memory_runs/source_memory.feat/reg_standard/stats/cope15.nii.gz
108 baseline CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC108/all_memory_runs/source_memory.feat/reg_standard/stats/cope4.nii.gz
108 baseline CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC108/all_memory_runs/source_memory.feat/reg_standard/stats/cope5.nii.gz
108 baseline CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC108/all_memory_runs/source_memory.feat/reg_standard/stats/cope6.nii.gz
108 acquisition CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC108/all_memory_runs/source_memory.feat/reg_standard/stats/cope10.nii.gz
108 acquisition CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC108/all_memory_runs/source_memory.feat/reg_standard/stats/cope11.nii.gz
108 acquisition CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC108/all_memory_runs/source_memory.feat/reg_standard/stats/cope12.nii.gz
108 extinction CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC108/all_memory_runs/source_memory.feat/reg_standard/stats/cope17.nii.gz
108 extinction CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC108/all_memory_runs/source_memory.feat/reg_standard/stats/cope18.nii.gz
108 extinction CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC108/all_memory_runs/source_memory.feat/reg_standard/stats/cope16.nii.gz
109 baseline CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC109/all_memory_runs/source_memory.feat/reg_standard/stats/cope2.nii.gz
109 baseline CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC109/all_memory_runs/source_memory.feat/reg_standard/stats/cope3.nii.gz
109 acquisition CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC109/all_memory_runs/source_memory.feat/reg_standard/stats/cope7.nii.gz
109 acquisition CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC109/all_memory_runs/source_memory.feat/reg_standard/stats/cope8.nii.gz
109 acquisition CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC109/all_memory_runs/source_memory.feat/reg_standard/stats/cope9.nii.gz
109 extinction CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC109/all_memory_runs/source_memory.feat/reg_standard/stats/cope14.nii.gz
109 extinction CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC109/all_memory_runs/source_memory.feat/reg_standard/stats/cope15.nii.gz
109 baseline CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC109/all_memory_runs/source_memory.feat/reg_standard/stats/cope4.nii.gz
109 baseline CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC109/all_memory_runs/source_memory.feat/reg_standard/stats/cope5.nii.gz
109 baseline CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC109/all_memory_runs/source_memory.feat/reg_standard/stats/cope6.nii.gz
109 acquisition CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC109/all_memory_runs/source_memory.feat/reg_standard/stats/cope11.nii.gz
109 acquisition CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC109/all_memory_runs/source_memory.feat/reg_standard/stats/cope12.nii.gz
109 extinction CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC109/all_memory_runs/source_memory.feat/reg_standard/stats/cope16.nii.gz
109 extinction CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC109/all_memory_runs/source_memory.feat/reg_standard/stats/cope17.nii.gz
109 extinction CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC109/all_memory_runs/source_memory.feat/reg_standard/stats/cope18.nii.gz
109 baseline CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC109/all_memory_runs/source_memory.feat/reg_standard/stats/cope1.nii.gz
110 baseline CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC110/all_memory_runs/source_memory.feat/reg_standard/stats/cope1.nii.gz
110 baseline CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC110/all_memory_runs/source_memory.feat/reg_standard/stats/cope2.nii.gz
110 baseline CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC110/all_memory_runs/source_memory.feat/reg_standard/stats/cope3.nii.gz
110 acquisition CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC110/all_memory_runs/source_memory.feat/reg_standard/stats/cope7.nii.gz
110 acquisition CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC110/all_memory_runs/source_memory.feat/reg_standard/stats/cope8.nii.gz
110 acquisition CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC110/all_memory_runs/source_memory.feat/reg_standard/stats/cope9.nii.gz
110 extinction CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC110/all_memory_runs/source_memory.feat/reg_standard/stats/cope13.nii.gz
110 extinction CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC110/all_memory_runs/source_memory.feat/reg_standard/stats/cope14.nii.gz
110 extinction CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC110/all_memory_runs/source_memory.feat/reg_standard/stats/cope15.nii.gz
110 baseline CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC110/all_memory_runs/source_memory.feat/reg_standard/stats/cope4.nii.gz
110 baseline CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC110/all_memory_runs/source_memory.feat/reg_standard/stats/cope5.nii.gz
110 baseline CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC110/all_memory_runs/source_memory.feat/reg_standard/stats/cope6.nii.gz
110 acquisition CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC110/all_memory_runs/source_memory.feat/reg_standard/stats/cope11.nii.gz
110 acquisition CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC110/all_memory_runs/source_memory.feat/reg_standard/stats/cope12.nii.gz
110 extinction CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC110/all_memory_runs/source_memory.feat/reg_standard/stats/cope16.nii.gz
110 extinction CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC110/all_memory_runs/source_memory.feat/reg_standard/stats/cope18.nii.gz
110 acquisition CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC110/all_memory_runs/source_memory.feat/reg_standard/stats/cope10.nii.gz
110 extinction CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC110/all_memory_runs/source_memory.feat/reg_standard/stats/cope17.nii.gz
111 baseline CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC111/all_memory_runs/source_memory.feat/reg_standard/stats/cope1.nii.gz
111 baseline CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC111/all_memory_runs/source_memory.feat/reg_standard/stats/cope2.nii.gz
111 acquisition CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC111/all_memory_runs/source_memory.feat/reg_standard/stats/cope7.nii.gz
111 acquisition CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC111/all_memory_runs/source_memory.feat/reg_standard/stats/cope8.nii.gz
111 acquisition CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC111/all_memory_runs/source_memory.feat/reg_standard/stats/cope9.nii.gz
111 extinction CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC111/all_memory_runs/source_memory.feat/reg_standard/stats/cope13.nii.gz
111 extinction CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC111/all_memory_runs/source_memory.feat/reg_standard/stats/cope14.nii.gz
111 baseline CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC111/all_memory_runs/source_memory.feat/reg_standard/stats/cope4.nii.gz
111 baseline CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC111/all_memory_runs/source_memory.feat/reg_standard/stats/cope6.nii.gz
111 acquisition CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC111/all_memory_runs/source_memory.feat/reg_standard/stats/cope10.nii.gz
111 acquisition CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC111/all_memory_runs/source_memory.feat/reg_standard/stats/cope11.nii.gz
111 acquisition CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC111/all_memory_runs/source_memory.feat/reg_standard/stats/cope12.nii.gz
111 extinction CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC111/all_memory_runs/source_memory.feat/reg_standard/stats/cope16.nii.gz
111 extinction CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC111/all_memory_runs/source_memory.feat/reg_standard/stats/cope17.nii.gz
111 extinction CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC111/all_memory_runs/source_memory.feat/reg_standard/stats/cope18.nii.gz
111 baseline CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC111/all_memory_runs/source_memory.feat/reg_standard/stats/cope3.nii.gz
112 baseline CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC112/all_memory_runs/source_memory.feat/reg_standard/stats/cope2.nii.gz
112 baseline CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC112/all_memory_runs/source_memory.feat/reg_standard/stats/cope3.nii.gz
112 acquisition CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC112/all_memory_runs/source_memory.feat/reg_standard/stats/cope7.nii.gz
112 acquisition CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC112/all_memory_runs/source_memory.feat/reg_standard/stats/cope8.nii.gz
112 acquisition CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC112/all_memory_runs/source_memory.feat/reg_standard/stats/cope9.nii.gz
112 extinction CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC112/all_memory_runs/source_memory.feat/reg_standard/stats/cope14.nii.gz
112 extinction CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC112/all_memory_runs/source_memory.feat/reg_standard/stats/cope15.nii.gz
112 baseline CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC112/all_memory_runs/source_memory.feat/reg_standard/stats/cope4.nii.gz
112 baseline CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC112/all_memory_runs/source_memory.feat/reg_standard/stats/cope5.nii.gz
112 baseline CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC112/all_memory_runs/source_memory.feat/reg_standard/stats/cope6.nii.gz
112 acquisition CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC112/all_memory_runs/source_memory.feat/reg_standard/stats/cope10.nii.gz
112 acquisition CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC112/all_memory_runs/source_memory.feat/reg_standard/stats/cope12.nii.gz
112 extinction CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC112/all_memory_runs/source_memory.feat/reg_standard/stats/cope16.nii.gz
112 extinction CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC112/all_memory_runs/source_memory.feat/reg_standard/stats/cope17.nii.gz
112 extinction CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC112/all_memory_runs/source_memory.feat/reg_standard/stats/cope18.nii.gz
112 extinction CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC112/all_memory_runs/source_memory.feat/reg_standard/stats/cope13.nii.gz
112 acquisition CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC112/all_memory_runs/source_memory.feat/reg_standard/stats/cope11.nii.gz
112 baseline CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC112/all_memory_runs/source_memory.feat/reg_standard/stats/cope1.nii.gz
113 baseline CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC113/all_memory_runs/source_memory.feat/reg_standard/stats/cope1.nii.gz
113 baseline CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC113/all_memory_runs/source_memory.feat/reg_standard/stats/cope2.nii.gz
113 baseline CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC113/all_memory_runs/source_memory.feat/reg_standard/stats/cope3.nii.gz
113 acquisition CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC113/all_memory_runs/source_memory.feat/reg_standard/stats/cope7.nii.gz
113 acquisition CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC113/all_memory_runs/source_memory.feat/reg_standard/stats/cope8.nii.gz
113 acquisition CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC113/all_memory_runs/source_memory.feat/reg_standard/stats/cope9.nii.gz
113 extinction CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC113/all_memory_runs/source_memory.feat/reg_standard/stats/cope13.nii.gz
113 extinction CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC113/all_memory_runs/source_memory.feat/reg_standard/stats/cope14.nii.gz
113 extinction CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC113/all_memory_runs/source_memory.feat/reg_standard/stats/cope15.nii.gz
113 baseline CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC113/all_memory_runs/source_memory.feat/reg_standard/stats/cope4.nii.gz
113 baseline CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC113/all_memory_runs/source_memory.feat/reg_standard/stats/cope5.nii.gz
