subject,encode_phase,condition,source_memory,run,roi,pe
101,acquisition,CSm,acquisition,memory_run-02,cuneus,74.95806
101,acquisition,CSm,acquisition,memory_run-03,cuneus,86.13601
101,acquisition,CSm,extinction,memory_run-01,cuneus,30.397340000000003
101,acquisition,CSm,extinction,memory_run-02,cuneus,138.5834
101,acquisition,CSm,extinction,memory_run-03,cuneus,42.04053
101,extinction,CSp,baseline,memory_run-01,cuneus,38.75738
101,extinction,CSp,baseline,memory_run-02,cuneus,120.97923999999999
101,extinction,CSp,acquisition,memory_run-01,cuneus,24.268235999999998
101,extinction,CSp,acquisition,memory_run-02,cuneus,65.82375
101,extinction,CSp,acquisition,memory_run-03,cuneus,113.56782
101,extinction,CSp,extinction,memory_run-02,cuneus,137.4115
101,extinction,CSp,extinction,memory_run-03,cuneus,60.931293000000004
101,extinction,CSm,baseline,memory_run-01,cuneus,89.45271
101,extinction,CSm,baseline,memory_run-02,cuneus,97.95595
101,extinction,CSm,acquisition,memory_run-02,cuneus,114.90762
101,extinction,CSm,acquisition,memory_run-03,cuneus,58.977973999999996
101,extinction,CSm,extinction,memory_run-01,cuneus,52.178894
101,extinction,CSm,extinction,memory_run-02,cuneus,99.67454000000001
101,extinction,CSm,extinction,memory_run-03,cuneus,54.954723
102,baseline,CSp,baseline,memory_run-01,cuneus,38.129086
102,baseline,CSp,baseline,memory_run-02,cuneus,-64.57944
102,baseline,CSp,acquisition,memory_run-02,cuneus,23.847178
102,baseline,CSp,acquisition,memory_run-03,cuneus,74.20103
102,baseline,CSp,extinction,memory_run-01,cuneus,12.987043
102,baseline,CSp,extinction,memory_run-02,cuneus,36.882453999999996
102,baseline,CSp,extinction,memory_run-03,cuneus,44.484856
102,baseline,CSm,baseline,memory_run-02,cuneus,39.76271
102,baseline,CSm,acquisition,memory_run-01,cuneus,47.970108
102,baseline,CSm,acquisition,memory_run-02,cuneus,45.434193
102,baseline,CSm,acquisition,memory_run-03,cuneus,-11.928405
102,baseline,CSm,extinction,memory_run-01,cuneus,1.3819653
102,baseline,CSm,extinction,memory_run-02,cuneus,38.890892
102,baseline,CSm,extinction,memory_run-03,cuneus,13.924036
102,acquisition,CSp,baseline,memory_run-02,cuneus,-62.707882
102,acquisition,CSp,baseline,memory_run-03,cuneus,103.273476
102,acquisition,CSp,acquisition,memory_run-01,cuneus,32.585471999999996
102,acquisition,CSp,acquisition,memory_run-03,cuneus,-7.6946383
102,acquisition,CSp,extinction,memory_run-01,cuneus,0.78119934
102,acquisition,CSp,extinction,memory_run-02,cuneus,-11.91075
102,acquisition,CSp,extinction,memory_run-03,cuneus,25.79826
102,acquisition,CSm,baseline,memory_run-01,cuneus,-6.9727254
102,acquisition,CSm,baseline,memory_run-02,cuneus,13.410207000000002
102,acquisition,CSm,baseline,memory_run-03,cuneus,42.1278
102,acquisition,CSm,acquisition,memory_run-01,cuneus,2.2396035
102,acquisition,CSm,acquisition,memory_run-02,cuneus,33.88963
102,acquisition,CSm,acquisition,memory_run-03,cuneus,-42.84535
102,acquisition,CSm,extinction,memory_run-01,cuneus,-0.7180127
102,acquisition,CSm,extinction,memory_run-02,cuneus,30.997671
102,acquisition,CSm,extinction,memory_run-03,cuneus,-8.639946
102,extinction,CSp,baseline,memory_run-01,cuneus,-102.341995
102,extinction,CSp,baseline,memory_run-02,cuneus,67.59873
102,extinction,CSp,acquisition,memory_run-01,cuneus,15.875495
102,extinction,CSp,acquisition,memory_run-02,cuneus,7.735425
102,extinction,CSp,acquisition,memory_run-03,cuneus,13.168693
102,extinction,CSp,extinction,memory_run-01,cuneus,23.081310000000002
102,extinction,CSp,extinction,memory_run-02,cuneus,-26.002876
102,extinction,CSp,extinction,memory_run-03,cuneus,-10.310317
102,extinction,CSm,baseline,memory_run-01,cuneus,39.142277
102,extinction,CSm,baseline,memory_run-02,cuneus,6.7669435
102,extinction,CSm,acquisition,memory_run-01,cuneus,185.81891000000002
102,extinction,CSm,acquisition,memory_run-02,cuneus,34.676590000000004
102,extinction,CSm,acquisition,memory_run-03,cuneus,12.499259
102,extinction,CSm,extinction,memory_run-01,cuneus,14.138389000000002
102,extinction,CSm,extinction,memory_run-02,cuneus,46.616096
102,extinction,CSm,extinction,memory_run-03,cuneus,33.78425
103,baseline,CSp,baseline,memory_run-01,cuneus,168.43848
103,baseline,CSp,baseline,memory_run-02,cuneus,151.73198
103,baseline,CSp,baseline,memory_run-03,cuneus,145.44029
103,baseline,CSp,acquisition,memory_run-01,cuneus,167.54073
103,baseline,CSp,acquisition,memory_run-02,cuneus,169.30746000000002
103,baseline,CSp,acquisition,memory_run-03,cuneus,147.03388999999999
103,baseline,CSp,extinction,memory_run-01,cuneus,125.89482
103,baseline,CSp,extinction,memory_run-02,cuneus,88.71461500000001
103,baseline,CSp,extinction,memory_run-03,cuneus,141.94955
103,baseline,CSm,baseline,memory_run-01,cuneus,153.32811999999998
103,baseline,CSm,baseline,memory_run-02,cuneus,153.71527
103,baseline,CSm,baseline,memory_run-03,cuneus,123.05866999999999
103,baseline,CSm,acquisition,memory_run-01,cuneus,112.34375
103,baseline,CSm,acquisition,memory_run-02,cuneus,92.76678000000001
103,baseline,CSm,acquisition,memory_run-03,cuneus,170.65259
103,baseline,CSm,extinction,memory_run-01,cuneus,206.12888999999998
103,baseline,CSm,extinction,memory_run-02,cuneus,163.43971000000002
103,baseline,CSm,extinction,memory_run-03,cuneus,135.85324
103,acquisition,CSp,baseline,memory_run-01,cuneus,117.224144
103,acquisition,CSp,baseline,memory_run-02,cuneus,206.93903
103,acquisition,CSp,baseline,memory_run-03,cuneus,129.76566
103,acquisition,CSp,acquisition,memory_run-01,cuneus,159.79976000000002
103,acquisition,CSp,acquisition,memory_run-02,cuneus,136.70921
103,acquisition,CSp,acquisition,memory_run-03,cuneus,180.55083
103,acquisition,CSp,extinction,memory_run-01,cuneus,154.83428999999998
103,acquisition,CSp,extinction,memory_run-02,cuneus,82.83712
103,acquisition,CSp,extinction,memory_run-03,cuneus,146.31837
103,acquisition,CSm,baseline,memory_run-01,cuneus,160.21222
103,acquisition,CSm,baseline,memory_run-02,cuneus,142.90259
103,acquisition,CSm,baseline,memory_run-03,cuneus,130.99437
103,acquisition,CSm,acquisition,memory_run-01,cuneus,171.12318
103,acquisition,CSm,acquisition,memory_run-03,cuneus,143.17934
103,acquisition,CSm,extinction,memory_run-01,cuneus,111.16645
103,acquisition,CSm,extinction,memory_run-02,cuneus,153.72755
103,acquisition,CSm,extinction,memory_run-03,cuneus,281.00146
103,extinction,CSp,baseline,memory_run-01,cuneus,122.7794
103,extinction,CSp,baseline,memory_run-02,cuneus,228.71872000000002
103,extinction,CSp,baseline,memory_run-03,cuneus,196.32875
103,extinction,CSp,acquisition,memory_run-01,cuneus,172.07016000000002
103,extinction,CSp,acquisition,memory_run-02,cuneus,175.06793000000002
103,extinction,CSp,acquisition,memory_run-03,cuneus,191.41522
103,extinction,CSp,extinction,memory_run-01,cuneus,136.38683
103,extinction,CSp,extinction,memory_run-02,cuneus,38.489407
103,extinction,CSp,extinction,memory_run-03,cuneus,133.67055
103,extinction,CSm,baseline,memory_run-01,cuneus,149.59673
103,extinction,CSm,baseline,memory_run-02,cuneus,177.94566
103,extinction,CSm,baseline,memory_run-03,cuneus,203.80957
103,extinction,CSm,acquisition,memory_run-01,cuneus,134.28278
103,extinction,CSm,acquisition,memory_run-02,cuneus,142.6718
103,extinction,CSm,acquisition,memory_run-03,cuneus,151.09557
103,extinction,CSm,extinction,memory_run-01,cuneus,129.63828999999998
103,extinction,CSm,extinction,memory_run-02,cuneus,38.71887
103,extinction,CSm,extinction,memory_run-03,cuneus,221.97992000000002
104,baseline,CSp,baseline,memory_run-01,cuneus,103.95405600000001
104,baseline,CSp,baseline,memory_run-02,cuneus,-12.5809
104,baseline,CSp,baseline,memory_run-03,cuneus,0.35293270000000004
104,baseline,CSp,acquisition,memory_run-01,cuneus,11.787291999999999
104,baseline,CSp,acquisition,memory_run-02,cuneus,-21.494989999999998
104,baseline,CSp,acquisition,memory_run-03,cuneus,4.6602798
104,baseline,CSp,extinction,memory_run-02,cuneus,-65.65555
104,baseline,CSp,extinction,memory_run-03,cuneus,-67.63163
104,baseline,CSm,baseline,memory_run-01,cuneus,57.283924
104,baseline,CSm,baseline,memory_run-02,cuneus,4.1221256
104,baseline,CSm,baseline,memory_run-03,cuneus,-30.824995
104,baseline,CSm,acquisition,memory_run-01,cuneus,71.14145
104,baseline,CSm,acquisition,memory_run-02,cuneus,3.027637
104,baseline,CSm,acquisition,memory_run-03,cuneus,-3.6883426
104,baseline,CSm,extinction,memory_run-01,cuneus,74.13013000000001
104,baseline,CSm,extinction,memory_run-02,cuneus,0.16182628
104,baseline,CSm,extinction,memory_run-03,cuneus,10.8181715
104,acquisition,CSp,baseline,memory_run-01,cuneus,131.30032
104,acquisition,CSp,baseline,memory_run-02,cuneus,22.306757
104,acquisition,CSp,baseline,memory_run-03,cuneus,10.172725999999999
104,acquisition,CSp,acquisition,memory_run-01,cuneus,108.73319
104,acquisition,CSp,acquisition,memory_run-02,cuneus,13.834345
104,acquisition,CSp,acquisition,memory_run-03,cuneus,9.66882
104,acquisition,CSp,extinction,memory_run-01,cuneus,38.234882
104,acquisition,CSp,extinction,memory_run-02,cuneus,-2.4993572
104,acquisition,CSp,extinction,memory_run-03,cuneus,-76.10856
104,acquisition,CSm,baseline,memory_run-01,cuneus,25.784178
104,acquisition,CSm,baseline,memory_run-02,cuneus,-15.651719
104,acquisition,CSm,baseline,memory_run-03,cuneus,-4.8268914
104,acquisition,CSm,acquisition,memory_run-01,cuneus,32.79299
104,acquisition,CSm,acquisition,memory_run-02,cuneus,-11.227369
104,acquisition,CSm,acquisition,memory_run-03,cuneus,-28.854189
104,acquisition,CSm,extinction,memory_run-01,cuneus,48.417415999999996
104,acquisition,CSm,extinction,memory_run-02,cuneus,-9.070591
104,acquisition,CSm,extinction,memory_run-03,cuneus,-36.013348
104,extinction,CSp,baseline,memory_run-01,cuneus,21.47466
104,extinction,CSp,baseline,memory_run-02,cuneus,-36.022265999999995
104,extinction,CSp,baseline,memory_run-03,cuneus,9.073155
104,extinction,CSp,acquisition,memory_run-01,cuneus,43.774544
104,extinction,CSp,acquisition,memory_run-02,cuneus,-56.965065
104,extinction,CSp,acquisition,memory_run-03,cuneus,-2.695017
104,extinction,CSp,extinction,memory_run-02,cuneus,-9.241869
104,extinction,CSp,extinction,memory_run-03,cuneus,-13.458039999999999
104,extinction,CSm,baseline,memory_run-01,cuneus,103.752464
104,extinction,CSm,baseline,memory_run-02,cuneus,-45.702009999999994
104,extinction,CSm,baseline,memory_run-03,cuneus,-86.50057
104,extinction,CSm,acquisition,memory_run-01,cuneus,66.50763
104,extinction,CSm,acquisition,memory_run-02,cuneus,5.218714
104,extinction,CSm,acquisition,memory_run-03,cuneus,18.96377
104,extinction,CSm,extinction,memory_run-01,cuneus,-6.0741568
104,extinction,CSm,extinction,memory_run-02,cuneus,-54.83363000000001
104,extinction,CSm,extinction,memory_run-03,cuneus,-34.754692
105,baseline,CSp,baseline,memory_run-01,cuneus,183.97691
105,baseline,CSp,baseline,memory_run-02,cuneus,81.05959
105,baseline,CSp,baseline,memory_run-03,cuneus,128.37044
105,baseline,CSp,acquisition,memory_run-01,cuneus,107.9713
105,baseline,CSp,acquisition,memory_run-02,cuneus,110.15063500000001
105,baseline,CSp,acquisition,memory_run-03,cuneus,228.90442000000002
105,baseline,CSp,extinction,memory_run-01,cuneus,20.364794
105,baseline,CSp,extinction,memory_run-02,cuneus,131.75168
105,baseline,CSp,extinction,memory_run-03,cuneus,-117.19147
105,baseline,CSm,baseline,memory_run-01,cuneus,64.82679
105,baseline,CSm,baseline,memory_run-02,cuneus,48.38223
105,baseline,CSm,baseline,memory_run-03,cuneus,23.260393
105,baseline,CSm,acquisition,memory_run-01,cuneus,16.861473
105,baseline,CSm,acquisition,memory_run-02,cuneus,332.1213
105,baseline,CSm,acquisition,memory_run-03,cuneus,39.27575
105,baseline,CSm,extinction,memory_run-01,cuneus,99.333
105,baseline,CSm,extinction,memory_run-02,cuneus,87.33256
105,baseline,CSm,extinction,memory_run-03,cuneus,167.87566999999999
105,acquisition,CSp,baseline,memory_run-01,cuneus,97.628914
105,acquisition,CSp,baseline,memory_run-02,cuneus,77.83005
105,acquisition,CSp,baseline,memory_run-03,cuneus,91.26226
105,acquisition,CSp,acquisition,memory_run-01,cuneus,99.63920999999999
105,acquisition,CSp,acquisition,memory_run-02,cuneus,147.24995
105,acquisition,CSp,acquisition,memory_run-03,cuneus,136.36542
105,acquisition,CSp,extinction,memory_run-02,cuneus,30.899534000000003
105,acquisition,CSm,baseline,memory_run-01,cuneus,80.68811
105,acquisition,CSm,baseline,memory_run-02,cuneus,71.58071
105,acquisition,CSm,baseline,memory_run-03,cuneus,109.53076999999999
105,acquisition,CSm,acquisition,memory_run-01,cuneus,61.707455
105,acquisition,CSm,acquisition,memory_run-02,cuneus,136.16473
105,acquisition,CSm,acquisition,memory_run-03,cuneus,209.74277
105,acquisition,CSm,extinction,memory_run-01,cuneus,56.256474
105,acquisition,CSm,extinction,memory_run-03,cuneus,247.73645
105,extinction,CSp,baseline,memory_run-01,cuneus,83.21706999999999
105,extinction,CSp,baseline,memory_run-02,cuneus,-64.1273
105,extinction,CSp,baseline,memory_run-03,cuneus,35.89627
105,extinction,CSp,acquisition,memory_run-01,cuneus,163.3968
105,extinction,CSp,acquisition,memory_run-02,cuneus,140.45463999999998
105,extinction,CSp,acquisition,memory_run-03,cuneus,180.44968
105,extinction,CSp,extinction,memory_run-01,cuneus,123.90995
105,extinction,CSp,extinction,memory_run-02,cuneus,135.83646000000002
105,extinction,CSm,baseline,memory_run-01,cuneus,167.21161
105,extinction,CSm,baseline,memory_run-02,cuneus,117.4483
105,extinction,CSm,baseline,memory_run-03,cuneus,94.00725600000001
105,extinction,CSm,acquisition,memory_run-01,cuneus,25.656197
105,extinction,CSm,acquisition,memory_run-02,cuneus,80.32189
105,extinction,CSm,acquisition,memory_run-03,cuneus,-24.520120000000002
105,extinction,CSm,extinction,memory_run-01,cuneus,125.37853999999999
105,extinction,CSm,extinction,memory_run-02,cuneus,50.147278
105,extinction,CSm,extinction,memory_run-03,cuneus,271.31323
106,baseline,CSp,baseline,memory_run-01,cuneus,202.45367
106,baseline,CSp,baseline,memory_run-02,cuneus,190.34628
106,baseline,CSp,baseline,memory_run-03,cuneus,192.01367
106,baseline,CSp,acquisition,memory_run-01,cuneus,226.48833
106,baseline,CSp,acquisition,memory_run-02,cuneus,158.61702
106,baseline,CSp,acquisition,memory_run-03,cuneus,196.60278
106,baseline,CSp,extinction,memory_run-01,cuneus,239.1739
106,baseline,CSp,extinction,memory_run-03,cuneus,126.64962
106,baseline,CSm,baseline,memory_run-01,cuneus,201.15807
106,baseline,CSm,baseline,memory_run-02,cuneus,250.10022
106,baseline,CSm,baseline,memory_run-03,cuneus,145.07529
106,baseline,CSm,acquisition,memory_run-01,cuneus,252.01917000000003
106,baseline,CSm,acquisition,memory_run-02,cuneus,167.2172
106,baseline,CSm,acquisition,memory_run-03,cuneus,80.66441
106,baseline,CSm,extinction,memory_run-01,cuneus,131.516
106,baseline,CSm,extinction,memory_run-02,cuneus,191.82678
106,acquisition,CSp,baseline,memory_run-01,cuneus,209.81322999999998
106,acquisition,CSp,baseline,memory_run-02,cuneus,167.88756
106,acquisition,CSp,baseline,memory_run-03,cuneus,178.79677
106,acquisition,CSp,acquisition,memory_run-01,cuneus,177.74236000000002
106,acquisition,CSp,acquisition,memory_run-02,cuneus,180.25668000000002
106,acquisition,CSp,acquisition,memory_run-03,cuneus,201.63551
106,acquisition,CSm,baseline,memory_run-01,cuneus,227.7457
106,acquisition,CSm,baseline,memory_run-02,cuneus,167.2098
106,acquisition,CSm,baseline,memory_run-03,cuneus,142.359
106,acquisition,CSm,acquisition,memory_run-01,cuneus,255.3436
106,acquisition,CSm,acquisition,memory_run-02,cuneus,173.52046
106,acquisition,CSm,acquisition,memory_run-03,cuneus,166.62422
106,acquisition,CSm,extinction,memory_run-01,cuneus,260.6608
106,acquisition,CSm,extinction,memory_run-02,cuneus,232.23457000000002
106,acquisition,CSm,extinction,memory_run-03,cuneus,157.97359
106,extinction,CSp,baseline,memory_run-01,cuneus,281.07937999999996
106,extinction,CSp,baseline,memory_run-02,cuneus,185.10849
106,extinction,CSp,baseline,memory_run-03,cuneus,75.788666
106,extinction,CSp,acquisition,memory_run-01,cuneus,302.98593
106,extinction,CSp,acquisition,memory_run-02,cuneus,159.38675
106,extinction,CSp,acquisition,memory_run-03,cuneus,132.8392
106,extinction,CSp,extinction,memory_run-01,cuneus,143.2423
106,extinction,CSp,extinction,memory_run-03,cuneus,225.36356
106,extinction,CSm,baseline,memory_run-01,cuneus,178.37747
106,extinction,CSm,baseline,memory_run-02,cuneus,169.8389
106,extinction,CSm,baseline,memory_run-03,cuneus,185.04895
106,extinction,CSm,acquisition,memory_run-01,cuneus,109.20338000000001
106,extinction,CSm,acquisition,memory_run-02,cuneus,239.8307
106,extinction,CSm,acquisition,memory_run-03,cuneus,199.06033
106,extinction,CSm,extinction,memory_run-01,cuneus,185.18413999999999
106,extinction,CSm,extinction,memory_run-02,cuneus,229.30407999999997
106,extinction,CSm,extinction,memory_run-03,cuneus,179.80921999999998
107,baseline,CSp,baseline,memory_run-01,cuneus,87.11281600000001
107,baseline,CSp,baseline,memory_run-02,cuneus,27.457921999999996
107,baseline,CSp,baseline,memory_run-03,cuneus,154.56538
107,baseline,CSp,acquisition,memory_run-01,cuneus,39.83915
107,baseline,CSp,acquisition,memory_run-02,cuneus,103.34791
107,baseline,CSp,acquisition,memory_run-03,cuneus,56.938976000000004
107,baseline,CSp,extinction,memory_run-01,cuneus,95.894295
107,baseline,CSp,extinction,memory_run-02,cuneus,118.64149499999999
107,baseline,CSp,extinction,memory_run-03,cuneus,28.719890000000003
107,baseline,CSm,baseline,memory_run-01,cuneus,38.92495
107,baseline,CSm,baseline,memory_run-02,cuneus,44.29407
107,baseline,CSm,baseline,memory_run-03,cuneus,136.94402
107,baseline,CSm,acquisition,memory_run-01,cuneus,55.183537
107,baseline,CSm,acquisition,memory_run-02,cuneus,59.3587
107,baseline,CSm,acquisition,memory_run-03,cuneus,133.07336
107,baseline,CSm,extinction,memory_run-01,cuneus,21.646910000000002
107,baseline,CSm,extinction,memory_run-02,cuneus,114.34164399999999
107,baseline,CSm,extinction,memory_run-03,cuneus,105.53806000000002
107,acquisition,CSp,baseline,memory_run-01,cuneus,41.05914
107,acquisition,CSp,baseline,memory_run-02,cuneus,61.27418
107,acquisition,CSp,baseline,memory_run-03,cuneus,46.091694
107,acquisition,CSp,acquisition,memory_run-01,cuneus,47.693798
107,acquisition,CSp,acquisition,memory_run-02,cuneus,125.6228
107,acquisition,CSp,acquisition,memory_run-03,cuneus,111.08815
107,acquisition,CSp,extinction,memory_run-01,cuneus,109.11591000000001
107,acquisition,CSp,extinction,memory_run-02,cuneus,135.92391999999998
107,acquisition,CSp,extinction,memory_run-03,cuneus,133.90443
107,acquisition,CSm,baseline,memory_run-01,cuneus,73.35965999999999
107,acquisition,CSm,baseline,memory_run-02,cuneus,155.7903
107,acquisition,CSm,baseline,memory_run-03,cuneus,127.72739399999999
107,acquisition,CSm,acquisition,memory_run-01,cuneus,23.807545
107,acquisition,CSm,acquisition,memory_run-02,cuneus,107.23584
107,acquisition,CSm,acquisition,memory_run-03,cuneus,147.91171
107,acquisition,CSm,extinction,memory_run-02,cuneus,52.688556999999996
107,acquisition,CSm,extinction,memory_run-03,cuneus,60.407177000000004
107,extinction,CSp,baseline,memory_run-01,cuneus,97.85135
107,extinction,CSp,baseline,memory_run-02,cuneus,168.45332
107,extinction,CSp,baseline,memory_run-03,cuneus,114.35383600000002
107,extinction,CSp,acquisition,memory_run-01,cuneus,88.99814599999999
107,extinction,CSp,acquisition,memory_run-02,cuneus,121.34164399999999
107,extinction,CSp,acquisition,memory_run-03,cuneus,152.25291
107,extinction,CSp,extinction,memory_run-02,cuneus,157.48566
107,extinction,CSm,baseline,memory_run-01,cuneus,83.65884399999999
107,extinction,CSm,baseline,memory_run-02,cuneus,49.299434999999995
107,extinction,CSm,baseline,memory_run-03,cuneus,151.01883
107,extinction,CSm,acquisition,memory_run-01,cuneus,119.74888999999999
107,extinction,CSm,acquisition,memory_run-02,cuneus,91.57938399999999
107,extinction,CSm,acquisition,memory_run-03,cuneus,100.32428
107,extinction,CSm,extinction,memory_run-01,cuneus,58.079678
107,extinction,CSm,extinction,memory_run-02,cuneus,101.62929
107,extinction,CSm,extinction,memory_run-03,cuneus,79.6756
108,baseline,CSp,baseline,memory_run-01,cuneus,53.248881999999995
108,baseline,CSp,baseline,memory_run-03,cuneus,36.191303000000005
108,baseline,CSp,acquisition,memory_run-01,cuneus,46.446613
108,baseline,CSp,acquisition,memory_run-02,cuneus,56.138878000000005
108,baseline,CSp,acquisition,memory_run-03,cuneus,31.168065999999996
108,baseline,CSp,extinction,memory_run-01,cuneus,8.022302
108,baseline,CSp,extinction,memory_run-02,cuneus,-23.050262
108,baseline,CSp,extinction,memory_run-03,cuneus,45.771347
108,baseline,CSm,baseline,memory_run-01,cuneus,19.145287
108,baseline,CSm,baseline,memory_run-02,cuneus,15.061295000000001
108,baseline,CSm,baseline,memory_run-03,cuneus,23.562054
108,baseline,CSm,acquisition,memory_run-01,cuneus,66.536026
108,baseline,CSm,acquisition,memory_run-02,cuneus,28.545801
108,baseline,CSm,acquisition,memory_run-03,cuneus,48.676390000000005
108,baseline,CSm,extinction,memory_run-01,cuneus,117.11976999999999
108,baseline,CSm,extinction,memory_run-02,cuneus,70.922714
108,baseline,CSm,extinction,memory_run-03,cuneus,38.780563
108,acquisition,CSp,baseline,memory_run-01,cuneus,-65.09662
108,acquisition,CSp,baseline,memory_run-02,cuneus,70.98807
108,acquisition,CSp,baseline,memory_run-03,cuneus,53.164352
108,acquisition,CSp,acquisition,memory_run-01,cuneus,16.165167
108,acquisition,CSp,acquisition,memory_run-02,cuneus,59.257130000000004
108,acquisition,CSp,acquisition,memory_run-03,cuneus,-84.32414
108,acquisition,CSp,extinction,memory_run-01,cuneus,19.736867999999998
108,acquisition,CSp,extinction,memory_run-02,cuneus,89.93473
108,acquisition,CSp,extinction,memory_run-03,cuneus,39.606617
108,acquisition,CSm,baseline,memory_run-01,cuneus,17.153833
108,acquisition,CSm,baseline,memory_run-02,cuneus,48.5334
108,acquisition,CSm,baseline,memory_run-03,cuneus,-17.174803
108,acquisition,CSm,acquisition,memory_run-01,cuneus,19.718817
108,acquisition,CSm,acquisition,memory_run-02,cuneus,89.70504
108,acquisition,CSm,acquisition,memory_run-03,cuneus,-1.6111919
108,acquisition,CSm,extinction,memory_run-01,cuneus,103.85175
108,acquisition,CSm,extinction,memory_run-02,cuneus,2.9994874
108,acquisition,CSm,extinction,memory_run-03,cuneus,37.48468
108,extinction,CSp,baseline,memory_run-01,cuneus,49.117092
108,extinction,CSp,baseline,memory_run-02,cuneus,73.08905
108,extinction,CSp,baseline,memory_run-03,cuneus,25.560743
108,extinction,CSp,acquisition,memory_run-01,cuneus,36.992909999999995
108,extinction,CSp,acquisition,memory_run-02,cuneus,-34.13315
108,extinction,CSp,acquisition,memory_run-03,cuneus,39.62976
108,extinction,CSp,extinction,memory_run-01,cuneus,74.9272
108,extinction,CSp,extinction,memory_run-02,cuneus,23.75924
108,extinction,CSp,extinction,memory_run-03,cuneus,-10.000714
108,extinction,CSm,baseline,memory_run-02,cuneus,90.90063
108,extinction,CSm,baseline,memory_run-03,cuneus,91.30722
108,extinction,CSm,acquisition,memory_run-01,cuneus,52.350925
108,extinction,CSm,acquisition,memory_run-02,cuneus,72.07831999999999
108,extinction,CSm,acquisition,memory_run-03,cuneus,-22.33984
108,extinction,CSm,extinction,memory_run-01,cuneus,16.925724
108,extinction,CSm,extinction,memory_run-02,cuneus,64.168655
108,extinction,CSm,extinction,memory_run-03,cuneus,53.907764
109,baseline,CSp,baseline,memory_run-02,cuneus,217.46207
109,baseline,CSp,baseline,memory_run-03,cuneus,107.34563
109,baseline,CSp,acquisition,memory_run-01,cuneus,-10.478242
109,baseline,CSp,acquisition,memory_run-02,cuneus,111.221
109,baseline,CSp,acquisition,memory_run-03,cuneus,18.048841
109,baseline,CSp,extinction,memory_run-01,cuneus,-60.74715
109,baseline,CSp,extinction,memory_run-02,cuneus,104.982285
109,baseline,CSp,extinction,memory_run-03,cuneus,-10.005948
109,baseline,CSm,baseline,memory_run-01,cuneus,-90.325356
109,baseline,CSm,baseline,memory_run-03,cuneus,11.743091
109,baseline,CSm,acquisition,memory_run-01,cuneus,-11.403258000000001
109,baseline,CSm,acquisition,memory_run-02,cuneus,145.92805
109,baseline,CSm,acquisition,memory_run-03,cuneus,-37.51812
109,baseline,CSm,extinction,memory_run-01,cuneus,53.645540000000004
109,baseline,CSm,extinction,memory_run-02,cuneus,155.85265
109,baseline,CSm,extinction,memory_run-03,cuneus,126.563736
109,acquisition,CSp,baseline,memory_run-01,cuneus,-47.086067
109,acquisition,CSp,acquisition,memory_run-01,cuneus,-35.294174
109,acquisition,CSp,acquisition,memory_run-02,cuneus,67.89725
109,acquisition,CSp,acquisition,memory_run-03,cuneus,-36.678806
109,acquisition,CSp,extinction,memory_run-01,cuneus,21.552039999999998
109,acquisition,CSp,extinction,memory_run-02,cuneus,165.0008
109,acquisition,CSp,extinction,memory_run-03,cuneus,-85.868256
109,acquisition,CSm,acquisition,memory_run-01,cuneus,-94.89663
109,acquisition,CSm,acquisition,memory_run-02,cuneus,176.21584
109,acquisition,CSm,acquisition,memory_run-03,cuneus,-30.844933
109,acquisition,CSm,extinction,memory_run-01,cuneus,-12.741608
109,acquisition,CSm,extinction,memory_run-02,cuneus,297.1519
109,acquisition,CSm,extinction,memory_run-03,cuneus,75.20901500000001
109,extinction,CSp,acquisition,memory_run-01,cuneus,-17.574806
109,extinction,CSp,acquisition,memory_run-02,cuneus,85.07486
109,extinction,CSp,acquisition,memory_run-03,cuneus,-63.14155
109,extinction,CSp,extinction,memory_run-01,cuneus,-8.784286999999999
109,extinction,CSp,extinction,memory_run-02,cuneus,86.7011
109,extinction,CSp,extinction,memory_run-03,cuneus,-25.924355
109,extinction,CSm,baseline,memory_run-01,cuneus,-116.53924599999999
109,extinction,CSm,baseline,memory_run-02,cuneus,-12.342616
109,extinction,CSm,baseline,memory_run-03,cuneus,8.851046
109,extinction,CSm,acquisition,memory_run-01,cuneus,-86.15321999999999
109,extinction,CSm,acquisition,memory_run-02,cuneus,156.09328
109,extinction,CSm,acquisition,memory_run-03,cuneus,-20.856485
109,extinction,CSm,extinction,memory_run-01,cuneus,-36.854874
109,extinction,CSm,extinction,memory_run-02,cuneus,-23.261332
109,extinction,CSm,extinction,memory_run-03,cuneus,14.561162
110,baseline,CSp,baseline,memory_run-01,cuneus,37.1168
110,baseline,CSp,baseline,memory_run-02,cuneus,80.15216
110,baseline,CSp,baseline,memory_run-03,cuneus,-60.635059999999996
110,baseline,CSp,acquisition,memory_run-01,cuneus,49.86633
110,baseline,CSp,acquisition,memory_run-02,cuneus,43.966732
110,baseline,CSp,acquisition,memory_run-03,cuneus,-195.12537
110,baseline,CSp,extinction,memory_run-01,cuneus,258.17755
110,baseline,CSp,extinction,memory_run-02,cuneus,-240.03548999999998
110,baseline,CSp,extinction,memory_run-03,cuneus,-463.63662999999997
110,baseline,CSm,baseline,memory_run-01,cuneus,284.50363
110,baseline,CSm,baseline,memory_run-02,cuneus,106.12281999999999
110,baseline,CSm,baseline,memory_run-03,cuneus,-459.65146
110,baseline,CSm,acquisition,memory_run-01,cuneus,-44.847195
