subject,encode_phase,condition,source_memory,run,roi,pe
10,extinction,CSp,extinction,memory_run-02,cuneus,72.107574
10,extinction,CSp,extinction,memory_run-03,cuneus,124.89312
10,extinction,CSm,baseline,memory_run-01,cuneus,261.2435
10,extinction,CSm,baseline,memory_run-02,cuneus,158.66368
10,extinction,CSm,acquisition,memory_run-01,cuneus,269.48758
10,extinction,CSm,acquisition,memory_run-02,cuneus,-21.053846
10,extinction,CSm,acquisition,memory_run-03,cuneus,192.0999
10,extinction,CSm,extinction,memory_run-01,cuneus,212.5397
10,extinction,CSm,extinction,memory_run-02,cuneus,185.48463
10,extinction,CSm,extinction,memory_run-03,cuneus,235.16364
12,baseline,CSp,baseline,memory_run-01,cuneus,55.779026
12,baseline,CSp,baseline,memory_run-02,cuneus,61.833527000000004
12,baseline,CSp,baseline,memory_run-03,cuneus,17.143465
12,baseline,CSp,acquisition,memory_run-01,cuneus,51.44513
12,baseline,CSp,acquisition,memory_run-02,cuneus,-43.614574
12,baseline,CSp,acquisition,memory_run-03,cuneus,18.173189999999998
12,baseline,CSp,extinction,memory_run-01,cuneus,47.61907
12,baseline,CSp,extinction,memory_run-02,cuneus,3.7807195
12,baseline,CSp,extinction,memory_run-03,cuneus,44.373177
12,baseline,CSm,baseline,memory_run-01,cuneus,61.410576
12,baseline,CSm,baseline,memory_run-02,cuneus,72.763664
12,baseline,CSm,baseline,memory_run-03,cuneus,44.317528
12,baseline,CSm,acquisition,memory_run-01,cuneus,39.652145000000004
12,baseline,CSm,acquisition,memory_run-02,cuneus,87.98406
12,baseline,CSm,acquisition,memory_run-03,cuneus,52.09943
12,baseline,CSm,extinction,memory_run-01,cuneus,91.6436
12,baseline,CSm,extinction,memory_run-02,cuneus,38.446274
12,baseline,CSm,extinction,memory_run-03,cuneus,52.582280000000004
12,acquisition,CSp,baseline,memory_run-01,cuneus,3.0441808999999997
12,acquisition,CSp,baseline,memory_run-02,cuneus,77.9964
12,acquisition,CSp,baseline,memory_run-03,cuneus,66.49650600000001
12,acquisition,CSp,acquisition,memory_run-01,cuneus,67.710396
12,acquisition,CSp,acquisition,memory_run-02,cuneus,53.358086
12,acquisition,CSp,acquisition,memory_run-03,cuneus,46.11772
12,acquisition,CSp,extinction,memory_run-01,cuneus,33.77044
12,acquisition,CSp,extinction,memory_run-02,cuneus,18.505054
12,acquisition,CSm,baseline,memory_run-01,cuneus,105.58566
12,acquisition,CSm,baseline,memory_run-02,cuneus,21.632397
12,acquisition,CSm,baseline,memory_run-03,cuneus,58.84993000000001
12,acquisition,CSm,acquisition,memory_run-01,cuneus,142.64186
12,acquisition,CSm,acquisition,memory_run-03,cuneus,178.77213999999998
12,acquisition,CSm,extinction,memory_run-01,cuneus,84.75973499999999
12,acquisition,CSm,extinction,memory_run-02,cuneus,26.1372
12,acquisition,CSm,extinction,memory_run-03,cuneus,23.151907
12,extinction,CSp,baseline,memory_run-01,cuneus,3.03932
12,extinction,CSp,baseline,memory_run-02,cuneus,-15.434557999999999
12,extinction,CSp,baseline,memory_run-03,cuneus,-49.16195
12,extinction,CSp,acquisition,memory_run-01,cuneus,26.186977
12,extinction,CSp,acquisition,memory_run-03,cuneus,48.529037
12,extinction,CSp,extinction,memory_run-01,cuneus,88.80306
12,extinction,CSp,extinction,memory_run-02,cuneus,60.576572
12,extinction,CSp,extinction,memory_run-03,cuneus,15.040593
12,extinction,CSm,baseline,memory_run-01,cuneus,-70.974304
12,extinction,CSm,baseline,memory_run-02,cuneus,101.86265999999999
12,extinction,CSm,baseline,memory_run-03,cuneus,1.6946747
12,extinction,CSm,acquisition,memory_run-01,cuneus,72.1329
12,extinction,CSm,acquisition,memory_run-02,cuneus,54.13865
12,extinction,CSm,acquisition,memory_run-03,cuneus,83.40018
12,extinction,CSm,extinction,memory_run-01,cuneus,83.51791
12,extinction,CSm,extinction,memory_run-02,cuneus,51.56373
12,extinction,CSm,extinction,memory_run-03,cuneus,55.36623
13,baseline,CSp,baseline,memory_run-01,cuneus,361.11562999999995
13,baseline,CSp,baseline,memory_run-02,cuneus,290.5999
13,baseline,CSp,baseline,memory_run-03,cuneus,51.871574
13,baseline,CSp,acquisition,memory_run-01,cuneus,187.65883
13,baseline,CSp,acquisition,memory_run-02,cuneus,342.45117
13,baseline,CSp,acquisition,memory_run-03,cuneus,178.09305
13,baseline,CSp,extinction,memory_run-01,cuneus,252.08972000000003
13,baseline,CSp,extinction,memory_run-03,cuneus,281.37115
13,baseline,CSm,baseline,memory_run-01,cuneus,135.53152
13,baseline,CSm,baseline,memory_run-02,cuneus,192.56028999999998
13,baseline,CSm,baseline,memory_run-03,cuneus,189.50253
13,baseline,CSm,acquisition,memory_run-02,cuneus,135.10297
13,baseline,CSm,extinction,memory_run-01,cuneus,304.79507
13,baseline,CSm,extinction,memory_run-02,cuneus,53.989509999999996
13,baseline,CSm,extinction,memory_run-03,cuneus,240.06882000000002
13,acquisition,CSp,baseline,memory_run-01,cuneus,245.63824
13,acquisition,CSp,baseline,memory_run-02,cuneus,274.74765
13,acquisition,CSp,baseline,memory_run-03,cuneus,135.03957
13,acquisition,CSp,acquisition,memory_run-01,cuneus,173.21251
13,acquisition,CSp,acquisition,memory_run-02,cuneus,213.34947000000003
13,acquisition,CSp,acquisition,memory_run-03,cuneus,280.5019
13,acquisition,CSp,extinction,memory_run-01,cuneus,201.15976
13,acquisition,CSp,extinction,memory_run-02,cuneus,299.9592
13,acquisition,CSp,extinction,memory_run-03,cuneus,352.17357999999996
13,acquisition,CSm,baseline,memory_run-01,cuneus,327.3517
13,acquisition,CSm,baseline,memory_run-02,cuneus,263.63013
13,acquisition,CSm,baseline,memory_run-03,cuneus,213.07341
13,acquisition,CSm,acquisition,memory_run-01,cuneus,186.32695
13,acquisition,CSm,acquisition,memory_run-02,cuneus,275.6796
13,acquisition,CSm,acquisition,memory_run-03,cuneus,165.98112
13,acquisition,CSm,extinction,memory_run-01,cuneus,265.53827
13,acquisition,CSm,extinction,memory_run-02,cuneus,291.51977999999997
13,acquisition,CSm,extinction,memory_run-03,cuneus,156.22768
13,extinction,CSp,baseline,memory_run-01,cuneus,210.78548999999998
13,extinction,CSp,baseline,memory_run-02,cuneus,297.41275
13,extinction,CSp,baseline,memory_run-03,cuneus,272.62646
13,extinction,CSp,acquisition,memory_run-01,cuneus,130.84172
13,extinction,CSp,acquisition,memory_run-02,cuneus,380.0956
13,extinction,CSp,acquisition,memory_run-03,cuneus,227.41496
13,extinction,CSp,extinction,memory_run-01,cuneus,241.42049
13,extinction,CSp,extinction,memory_run-02,cuneus,265.92685
13,extinction,CSp,extinction,memory_run-03,cuneus,202.34749
13,extinction,CSm,baseline,memory_run-02,cuneus,251.05896
13,extinction,CSm,baseline,memory_run-03,cuneus,233.61388
13,extinction,CSm,acquisition,memory_run-01,cuneus,149.90929
13,extinction,CSm,acquisition,memory_run-02,cuneus,161.4512
13,extinction,CSm,acquisition,memory_run-03,cuneus,44.514553
13,extinction,CSm,extinction,memory_run-01,cuneus,283.82812
13,extinction,CSm,extinction,memory_run-02,cuneus,303.7425
13,extinction,CSm,extinction,memory_run-03,cuneus,190.61067
14,baseline,CSp,baseline,memory_run-01,cuneus,138.81413
14,baseline,CSp,baseline,memory_run-02,cuneus,153.84555
14,baseline,CSp,baseline,memory_run-03,cuneus,125.49358000000001
14,baseline,CSp,acquisition,memory_run-01,cuneus,50.917534
14,baseline,CSp,acquisition,memory_run-02,cuneus,209.71864
14,baseline,CSp,acquisition,memory_run-03,cuneus,185.04105
14,baseline,CSp,extinction,memory_run-01,cuneus,175.61182
14,baseline,CSp,extinction,memory_run-02,cuneus,192.94696000000002
14,baseline,CSp,extinction,memory_run-03,cuneus,107.467964
14,baseline,CSm,baseline,memory_run-01,cuneus,157.3999
14,baseline,CSm,baseline,memory_run-02,cuneus,149.68108
14,baseline,CSm,baseline,memory_run-03,cuneus,201.96223
14,baseline,CSm,acquisition,memory_run-01,cuneus,85.99492
14,baseline,CSm,acquisition,memory_run-02,cuneus,274.59924
14,baseline,CSm,acquisition,memory_run-03,cuneus,167.73492
14,baseline,CSm,extinction,memory_run-01,cuneus,274.4327
14,baseline,CSm,extinction,memory_run-02,cuneus,101.54045
14,acquisition,CSp,baseline,memory_run-02,cuneus,227.15812999999997
14,acquisition,CSp,baseline,memory_run-03,cuneus,148.01093999999998
14,acquisition,CSp,acquisition,memory_run-01,cuneus,109.97898
14,acquisition,CSp,acquisition,memory_run-02,cuneus,244.80241
14,acquisition,CSp,acquisition,memory_run-03,cuneus,257.76007000000004
14,acquisition,CSp,extinction,memory_run-01,cuneus,110.53818500000001
14,acquisition,CSp,extinction,memory_run-02,cuneus,285.68045
14,acquisition,CSp,extinction,memory_run-03,cuneus,90.13498
14,acquisition,CSm,baseline,memory_run-01,cuneus,137.94687
14,acquisition,CSm,baseline,memory_run-02,cuneus,146.20391999999998
14,acquisition,CSm,baseline,memory_run-03,cuneus,185.08977
14,acquisition,CSm,acquisition,memory_run-02,cuneus,149.20938
14,acquisition,CSm,acquisition,memory_run-03,cuneus,241.62297
14,acquisition,CSm,extinction,memory_run-01,cuneus,122.0526
14,acquisition,CSm,extinction,memory_run-02,cuneus,132.0709
14,acquisition,CSm,extinction,memory_run-03,cuneus,133.47743
14,extinction,CSp,baseline,memory_run-01,cuneus,150.33936
14,extinction,CSp,baseline,memory_run-02,cuneus,207.11713
14,extinction,CSp,baseline,memory_run-03,cuneus,120.64061000000001
14,extinction,CSp,acquisition,memory_run-01,cuneus,106.516624
14,extinction,CSp,acquisition,memory_run-02,cuneus,198.20161000000002
14,extinction,CSp,acquisition,memory_run-03,cuneus,274.966
14,extinction,CSp,extinction,memory_run-01,cuneus,121.526474
14,extinction,CSp,extinction,memory_run-02,cuneus,265.10272000000003
14,extinction,CSp,extinction,memory_run-03,cuneus,246.17075
14,extinction,CSm,baseline,memory_run-01,cuneus,159.28117
14,extinction,CSm,baseline,memory_run-02,cuneus,258.9716
14,extinction,CSm,acquisition,memory_run-01,cuneus,133.422
14,extinction,CSm,acquisition,memory_run-02,cuneus,268.8032
14,extinction,CSm,acquisition,memory_run-03,cuneus,246.38371
14,extinction,CSm,extinction,memory_run-01,cuneus,198.71829
14,extinction,CSm,extinction,memory_run-02,cuneus,190.30452
14,extinction,CSm,extinction,memory_run-03,cuneus,150.73813
15,baseline,CSp,baseline,memory_run-01,cuneus,55.35015
15,baseline,CSp,baseline,memory_run-03,cuneus,63.264469999999996
15,baseline,CSp,acquisition,memory_run-01,cuneus,21.253366
15,baseline,CSp,acquisition,memory_run-02,cuneus,49.95216
15,baseline,CSp,acquisition,memory_run-03,cuneus,71.30573000000001
15,baseline,CSp,extinction,memory_run-02,cuneus,48.499706
15,baseline,CSm,baseline,memory_run-02,cuneus,70.58351
15,baseline,CSm,baseline,memory_run-03,cuneus,76.82939
15,baseline,CSm,acquisition,memory_run-01,cuneus,9.255452
15,baseline,CSm,acquisition,memory_run-02,cuneus,83.98968
15,baseline,CSm,acquisition,memory_run-03,cuneus,37.04848
15,baseline,CSm,extinction,memory_run-01,cuneus,49.630196000000005
15,baseline,CSm,extinction,memory_run-02,cuneus,12.654688
15,baseline,CSm,extinction,memory_run-03,cuneus,67.35419499999999
15,acquisition,CSp,baseline,memory_run-02,cuneus,140.98936
15,acquisition,CSp,baseline,memory_run-03,cuneus,-27.808097999999998
15,acquisition,CSp,acquisition,memory_run-01,cuneus,47.033558
15,acquisition,CSp,acquisition,memory_run-02,cuneus,81.60016999999999
15,acquisition,CSp,acquisition,memory_run-03,cuneus,75.12231
15,acquisition,CSp,extinction,memory_run-03,cuneus,92.97636
15,acquisition,CSm,baseline,memory_run-02,cuneus,86.34218
15,acquisition,CSm,acquisition,memory_run-01,cuneus,-7.752228
15,acquisition,CSm,acquisition,memory_run-02,cuneus,44.817863
15,acquisition,CSm,acquisition,memory_run-03,cuneus,58.283554
15,acquisition,CSm,extinction,memory_run-01,cuneus,43.25737
15,acquisition,CSm,extinction,memory_run-02,cuneus,112.25872
15,acquisition,CSm,extinction,memory_run-03,cuneus,48.352707
15,extinction,CSp,acquisition,memory_run-01,cuneus,46.251183000000005
15,extinction,CSp,acquisition,memory_run-02,cuneus,53.19899399999999
15,extinction,CSp,acquisition,memory_run-03,cuneus,42.339447
15,extinction,CSp,extinction,memory_run-01,cuneus,-5.6591797
15,extinction,CSp,extinction,memory_run-02,cuneus,73.612
15,extinction,CSp,extinction,memory_run-03,cuneus,2.0693613999999996
15,extinction,CSm,baseline,memory_run-01,cuneus,80.04983
15,extinction,CSm,acquisition,memory_run-01,cuneus,-3.6944269999999997
15,extinction,CSm,acquisition,memory_run-02,cuneus,122.058304
15,extinction,CSm,acquisition,memory_run-03,cuneus,8.698663999999999
15,extinction,CSm,extinction,memory_run-01,cuneus,76.32368000000001
15,extinction,CSm,extinction,memory_run-02,cuneus,44.593
15,extinction,CSm,extinction,memory_run-03,cuneus,27.403036
16,baseline,CSp,baseline,memory_run-01,cuneus,-2.0992053
16,baseline,CSp,baseline,memory_run-02,cuneus,63.144318000000005
16,baseline,CSp,acquisition,memory_run-01,cuneus,51.134586
16,baseline,CSp,acquisition,memory_run-02,cuneus,45.013756
16,baseline,CSp,acquisition,memory_run-03,cuneus,67.177025
16,baseline,CSp,extinction,memory_run-01,cuneus,-8.716542
16,baseline,CSp,extinction,memory_run-02,cuneus,60.082687
16,baseline,CSp,extinction,memory_run-03,cuneus,32.396267
16,baseline,CSm,baseline,memory_run-01,cuneus,29.224853999999997
16,baseline,CSm,baseline,memory_run-02,cuneus,36.887012
16,baseline,CSm,baseline,memory_run-03,cuneus,64.963646
16,baseline,CSm,acquisition,memory_run-01,cuneus,16.902046
16,baseline,CSm,acquisition,memory_run-02,cuneus,46.991642
16,baseline,CSm,acquisition,memory_run-03,cuneus,52.222744
16,baseline,CSm,extinction,memory_run-01,cuneus,25.4281
16,baseline,CSm,extinction,memory_run-02,cuneus,63.81426
16,baseline,CSm,extinction,memory_run-03,cuneus,34.20787
16,acquisition,CSp,baseline,memory_run-01,cuneus,17.483791
16,acquisition,CSp,baseline,memory_run-02,cuneus,15.778576999999999
16,acquisition,CSp,acquisition,memory_run-01,cuneus,46.852676
16,acquisition,CSp,acquisition,memory_run-02,cuneus,52.454530000000005
16,acquisition,CSp,acquisition,memory_run-03,cuneus,82.61143
16,acquisition,CSp,extinction,memory_run-01,cuneus,29.564148
16,acquisition,CSm,baseline,memory_run-01,cuneus,29.60844
16,acquisition,CSm,baseline,memory_run-02,cuneus,10.604032499999999
16,acquisition,CSm,baseline,memory_run-03,cuneus,75.17489
16,acquisition,CSm,acquisition,memory_run-01,cuneus,16.716210999999998
16,acquisition,CSm,acquisition,memory_run-02,cuneus,38.94797
16,acquisition,CSm,extinction,memory_run-01,cuneus,56.368134
16,acquisition,CSm,extinction,memory_run-02,cuneus,36.343582
16,acquisition,CSm,extinction,memory_run-03,cuneus,27.32958
16,extinction,CSp,baseline,memory_run-01,cuneus,26.955685
16,extinction,CSp,baseline,memory_run-02,cuneus,41.415283
16,extinction,CSp,baseline,memory_run-03,cuneus,24.72733
16,extinction,CSp,acquisition,memory_run-01,cuneus,57.100944999999996
16,extinction,CSp,acquisition,memory_run-02,cuneus,45.313972
16,extinction,CSp,acquisition,memory_run-03,cuneus,62.907238
16,extinction,CSp,extinction,memory_run-01,cuneus,22.381954
16,extinction,CSp,extinction,memory_run-02,cuneus,89.38576
16,extinction,CSp,extinction,memory_run-03,cuneus,29.640057000000002
16,extinction,CSm,baseline,memory_run-01,cuneus,4.5220814
16,extinction,CSm,baseline,memory_run-02,cuneus,11.221556
16,extinction,CSm,baseline,memory_run-03,cuneus,85.31874
16,extinction,CSm,acquisition,memory_run-01,cuneus,22.98131
16,extinction,CSm,acquisition,memory_run-02,cuneus,50.7425
16,extinction,CSm,acquisition,memory_run-03,cuneus,-15.822780999999999
16,extinction,CSm,extinction,memory_run-01,cuneus,26.186604
16,extinction,CSm,extinction,memory_run-02,cuneus,5.5991807
16,extinction,CSm,extinction,memory_run-03,cuneus,-5.863171599999999
17,baseline,CSp,baseline,memory_run-02,cuneus,67.05057
17,baseline,CSp,baseline,memory_run-03,cuneus,166.04616000000001
17,baseline,CSp,acquisition,memory_run-01,cuneus,50.14223
17,baseline,CSp,acquisition,memory_run-02,cuneus,100.756775
17,baseline,CSp,acquisition,memory_run-03,cuneus,16.863216
17,baseline,CSp,extinction,memory_run-02,cuneus,88.40989
17,baseline,CSp,extinction,memory_run-03,cuneus,61.54486
17,baseline,CSm,baseline,memory_run-01,cuneus,27.170383
17,baseline,CSm,baseline,memory_run-02,cuneus,86.61239
17,baseline,CSm,baseline,memory_run-03,cuneus,27.920599
17,baseline,CSm,acquisition,memory_run-01,cuneus,40.56178
17,baseline,CSm,acquisition,memory_run-02,cuneus,65.45665
17,baseline,CSm,acquisition,memory_run-03,cuneus,-45.639946
17,baseline,CSm,extinction,memory_run-01,cuneus,21.997993
17,baseline,CSm,extinction,memory_run-02,cuneus,178.42700000000002
17,baseline,CSm,extinction,memory_run-03,cuneus,12.064433
17,acquisition,CSp,baseline,memory_run-01,cuneus,75.492584
17,acquisition,CSp,acquisition,memory_run-01,cuneus,80.92878
17,acquisition,CSp,acquisition,memory_run-02,cuneus,97.68034
17,acquisition,CSp,acquisition,memory_run-03,cuneus,43.458991999999995
17,acquisition,CSp,extinction,memory_run-03,cuneus,104.753235
17,acquisition,CSm,baseline,memory_run-01,cuneus,-46.52438
17,acquisition,CSm,baseline,memory_run-02,cuneus,98.20383000000001
17,acquisition,CSm,baseline,memory_run-03,cuneus,26.426678000000003
17,acquisition,CSm,acquisition,memory_run-01,cuneus,37.011143
17,acquisition,CSm,acquisition,memory_run-02,cuneus,61.541059999999995
17,acquisition,CSm,acquisition,memory_run-03,cuneus,31.678822999999998
17,acquisition,CSm,extinction,memory_run-01,cuneus,93.10548399999999
17,acquisition,CSm,extinction,memory_run-02,cuneus,38.159714
17,acquisition,CSm,extinction,memory_run-03,cuneus,48.94064
17,extinction,CSp,baseline,memory_run-02,cuneus,96.6821
17,extinction,CSp,baseline,memory_run-03,cuneus,97.5042
17,extinction,CSp,acquisition,memory_run-01,cuneus,79.39926
17,extinction,CSp,acquisition,memory_run-02,cuneus,93.9092
17,extinction,CSp,acquisition,memory_run-03,cuneus,74.95708499999999
17,extinction,CSp,extinction,memory_run-01,cuneus,48.386322
17,extinction,CSp,extinction,memory_run-02,cuneus,13.101244
17,extinction,CSp,extinction,memory_run-03,cuneus,37.832867
17,extinction,CSm,baseline,memory_run-01,cuneus,41.323948
17,extinction,CSm,baseline,memory_run-02,cuneus,55.766059999999996
17,extinction,CSm,baseline,memory_run-03,cuneus,56.14176
17,extinction,CSm,acquisition,memory_run-01,cuneus,56.38596999999999
17,extinction,CSm,acquisition,memory_run-02,cuneus,71.693214
17,extinction,CSm,acquisition,memory_run-03,cuneus,41.486247999999996
17,extinction,CSm,extinction,memory_run-01,cuneus,37.448479999999996
17,extinction,CSm,extinction,memory_run-02,cuneus,62.154106000000006
17,extinction,CSm,extinction,memory_run-03,cuneus,77.80027
19,baseline,CSp,baseline,memory_run-01,cuneus,-29.255046999999998
19,baseline,CSp,baseline,memory_run-02,cuneus,17.012486
19,baseline,CSp,baseline,memory_run-03,cuneus,20.522351999999998
19,baseline,CSp,acquisition,memory_run-02,cuneus,55.71961999999999
19,baseline,CSp,acquisition,memory_run-03,cuneus,14.104338
19,baseline,CSp,extinction,memory_run-01,cuneus,30.890032
19,baseline,CSp,extinction,memory_run-02,cuneus,76.42278
19,baseline,CSp,extinction,memory_run-03,cuneus,49.911815999999995
19,baseline,CSm,baseline,memory_run-01,cuneus,30.021433000000002
19,baseline,CSm,baseline,memory_run-02,cuneus,-5.8391848
19,baseline,CSm,baseline,memory_run-03,cuneus,71.89635
19,baseline,CSm,acquisition,memory_run-01,cuneus,1.6517438000000002
19,baseline,CSm,acquisition,memory_run-02,cuneus,-6.340834
19,baseline,CSm,acquisition,memory_run-03,cuneus,162.46794
19,baseline,CSm,extinction,memory_run-01,cuneus,24.439176999999997
19,baseline,CSm,extinction,memory_run-02,cuneus,8.42177
19,baseline,CSm,extinction,memory_run-03,cuneus,67.02598
19,acquisition,CSp,baseline,memory_run-01,cuneus,-12.724917999999999
19,acquisition,CSp,baseline,memory_run-02,cuneus,-26.4262
19,acquisition,CSp,baseline,memory_run-03,cuneus,13.868174
19,acquisition,CSp,acquisition,memory_run-01,cuneus,12.469553
19,acquisition,CSp,acquisition,memory_run-02,cuneus,-13.633157
19,acquisition,CSp,acquisition,memory_run-03,cuneus,93.86222
19,acquisition,CSp,extinction,memory_run-01,cuneus,26.562796000000002
19,acquisition,CSp,extinction,memory_run-02,cuneus,79.26256
19,acquisition,CSp,extinction,memory_run-03,cuneus,29.512276
19,acquisition,CSm,baseline,memory_run-01,cuneus,22.820206
19,acquisition,CSm,baseline,memory_run-02,cuneus,27.896317
19,acquisition,CSm,baseline,memory_run-03,cuneus,65.25461999999999
19,acquisition,CSm,acquisition,memory_run-01,cuneus,50.671658
19,acquisition,CSm,acquisition,memory_run-02,cuneus,-156.8654
19,acquisition,CSm,acquisition,memory_run-03,cuneus,42.603336
19,acquisition,CSm,extinction,memory_run-01,cuneus,13.578691500000001
19,acquisition,CSm,extinction,memory_run-02,cuneus,55.469919999999995
19,acquisition,CSm,extinction,memory_run-03,cuneus,89.05720500000001
19,extinction,CSp,baseline,memory_run-01,cuneus,-0.8938625
19,extinction,CSp,baseline,memory_run-02,cuneus,-33.927696000000005
19,extinction,CSp,baseline,memory_run-03,cuneus,135.99754
19,extinction,CSp,acquisition,memory_run-01,cuneus,6.5072794
19,extinction,CSp,acquisition,memory_run-02,cuneus,-1.0321622
19,extinction,CSp,acquisition,memory_run-03,cuneus,20.187214
19,extinction,CSp,extinction,memory_run-01,cuneus,21.163748000000002
19,extinction,CSp,extinction,memory_run-02,cuneus,12.454486
19,extinction,CSp,extinction,memory_run-03,cuneus,53.45694
19,extinction,CSm,baseline,memory_run-01,cuneus,30.553696000000002
19,extinction,CSm,baseline,memory_run-02,cuneus,53.870506000000006
19,extinction,CSm,baseline,memory_run-03,cuneus,75.53352
19,extinction,CSm,acquisition,memory_run-01,cuneus,25.047873000000003
19,extinction,CSm,acquisition,memory_run-02,cuneus,41.662193
19,extinction,CSm,acquisition,memory_run-03,cuneus,35.34197
19,extinction,CSm,extinction,memory_run-01,cuneus,-0.8608485
19,extinction,CSm,extinction,memory_run-02,cuneus,-8.728907000000001
19,extinction,CSm,extinction,memory_run-03,cuneus,62.421238
21,baseline,CSp,baseline,memory_run-01,cuneus,198.05002
21,baseline,CSp,baseline,memory_run-02,cuneus,80.306526
21,baseline,CSp,baseline,memory_run-03,cuneus,105.63627
21,baseline,CSp,acquisition,memory_run-01,cuneus,116.65665
21,baseline,CSp,acquisition,memory_run-02,cuneus,136.8218
21,baseline,CSp,acquisition,memory_run-03,cuneus,125.46026599999999
21,baseline,CSp,extinction,memory_run-01,cuneus,108.87898
21,baseline,CSp,extinction,memory_run-02,cuneus,84.07632
21,baseline,CSp,extinction,memory_run-03,cuneus,173.22641000000002
21,baseline,CSm,baseline,memory_run-01,cuneus,136.99251999999998
21,baseline,CSm,baseline,memory_run-02,cuneus,68.90661
21,baseline,CSm,baseline,memory_run-03,cuneus,54.56468
21,baseline,CSm,acquisition,memory_run-01,cuneus,123.25395
21,baseline,CSm,acquisition,memory_run-02,cuneus,79.31416
21,baseline,CSm,acquisition,memory_run-03,cuneus,90.88996
21,baseline,CSm,extinction,memory_run-01,cuneus,123.83665
21,baseline,CSm,extinction,memory_run-02,cuneus,70.10548399999999
21,baseline,CSm,extinction,memory_run-03,cuneus,75.33854000000001
21,acquisition,CSp,baseline,memory_run-01,cuneus,143.61847
21,acquisition,CSp,baseline,memory_run-02,cuneus,99.05854000000001
21,acquisition,CSp,baseline,memory_run-03,cuneus,122.27891499999998
21,acquisition,CSp,acquisition,memory_run-01,cuneus,136.72055
21,acquisition,CSp,acquisition,memory_run-02,cuneus,25.989738
21,acquisition,CSp,acquisition,memory_run-03,cuneus,69.16613000000001
21,acquisition,CSp,extinction,memory_run-01,cuneus,17.438354
21,acquisition,CSp,extinction,memory_run-03,cuneus,119.72973999999999
21,acquisition,CSm,baseline,memory_run-01,cuneus,157.65613000000002
21,acquisition,CSm,baseline,memory_run-02,cuneus,78.81806
21,acquisition,CSm,baseline,memory_run-03,cuneus,61.873619999999995
21,acquisition,CSm,acquisition,memory_run-01,cuneus,70.35125
21,acquisition,CSm,acquisition,memory_run-02,cuneus,88.53238
21,acquisition,CSm,acquisition,memory_run-03,cuneus,59.762046999999995
21,acquisition,CSm,extinction,memory_run-01,cuneus,125.5819
21,acquisition,CSm,extinction,memory_run-02,cuneus,84.38914
21,acquisition,CSm,extinction,memory_run-03,cuneus,99.34326
21,extinction,CSp,baseline,memory_run-01,cuneus,152.1723
21,extinction,CSp,baseline,memory_run-03,cuneus,83.35263
21,extinction,CSp,acquisition,memory_run-01,cuneus,114.17452
21,extinction,CSp,acquisition,memory_run-02,cuneus,45.701126
21,extinction,CSp,acquisition,memory_run-03,cuneus,87.79092
21,extinction,CSp,extinction,memory_run-01,cuneus,71.41273000000001
21,extinction,CSp,extinction,memory_run-02,cuneus,82.51177
21,extinction,CSp,extinction,memory_run-03,cuneus,90.23519
21,extinction,CSm,baseline,memory_run-01,cuneus,106.63453
21,extinction,CSm,baseline,memory_run-02,cuneus,36.13198
21,extinction,CSm,baseline,memory_run-03,cuneus,50.308792
21,extinction,CSm,acquisition,memory_run-01,cuneus,142.45271
21,extinction,CSm,acquisition,memory_run-02,cuneus,49.46557
21,extinction,CSm,acquisition,memory_run-03,cuneus,37.35013
21,extinction,CSm,extinction,memory_run-01,cuneus,127.86140400000001
21,extinction,CSm,extinction,memory_run-02,cuneus,138.70355
21,extinction,CSm,extinction,memory_run-03,cuneus,42.888214000000005
101,baseline,CSp,baseline,memory_run-01,cuneus,25.319971
101,baseline,CSp,baseline,memory_run-03,cuneus,73.82579
101,baseline,CSp,acquisition,memory_run-01,cuneus,-22.084263
101,baseline,CSp,acquisition,memory_run-02,cuneus,86.16622
101,baseline,CSp,acquisition,memory_run-03,cuneus,51.315224
101,baseline,CSp,extinction,memory_run-01,cuneus,40.318977000000004
101,baseline,CSp,extinction,memory_run-02,cuneus,118.8682
101,baseline,CSp,extinction,memory_run-03,cuneus,7.9074755
101,baseline,CSm,baseline,memory_run-01,cuneus,26.117168
101,baseline,CSm,baseline,memory_run-02,cuneus,94.47653000000001
101,baseline,CSm,baseline,memory_run-03,cuneus,122.75459
101,baseline,CSm,acquisition,memory_run-01,cuneus,40.390236
101,baseline,CSm,acquisition,memory_run-03,cuneus,116.35028
101,baseline,CSm,extinction,memory_run-01,cuneus,-12.698944000000001
101,baseline,CSm,extinction,memory_run-02,cuneus,119.856346
101,baseline,CSm,extinction,memory_run-03,cuneus,28.374934999999997
101,acquisition,CSp,baseline,memory_run-01,cuneus,86.37525
101,acquisition,CSp,baseline,memory_run-02,cuneus,3.1059444
101,acquisition,CSp,baseline,memory_run-03,cuneus,4.4846497
101,acquisition,CSp,acquisition,memory_run-01,cuneus,70.42355
101,acquisition,CSp,acquisition,memory_run-02,cuneus,65.621086
101,acquisition,CSp,acquisition,memory_run-03,cuneus,42.470397999999996
101,acquisition,CSp,extinction,memory_run-01,cuneus,40.595993
101,acquisition,CSp,extinction,memory_run-03,cuneus,20.5067
101,acquisition,CSm,baseline,memory_run-02,cuneus,291.07202
101,acquisition,CSm,baseline,memory_run-03,cuneus,-73.24027
101,acquisition,CSm,acquisition,memory_run-01,cuneus,-40.206696
