subject,encode_phase,condition,source_memory,run,effect,pe
101,extinction,CSm,acquisition,3,Response,[15.65022087097168 49.1673469543457 139.52920532226562 40.57460403442383]
101,extinction,CSm,acquisition,3,Condition,"[220.6208038330078 261.93084716796875 317.0062255859375 106.4600830078125
 89.79370880126953 156.97349548339844 114.84281158447266]"
101,extinction,CSm,acquisition,3,Condition_Response,[58.97797393798828]
101,extinction,CSm,extinction,1,Response,[39.21409225463867 44.33719253540039 16.28721809387207 74.23101043701172]
101,extinction,CSm,extinction,1,Condition,"[192.92623901367188 245.08164978027344 289.05023193359375
 74.81867980957031 107.65988159179688 117.0792465209961 68.95291137695312]"
101,extinction,CSm,extinction,1,Condition_Response,[52.17889404296875]
101,extinction,CSm,extinction,2,Response,[73.66825866699219 17.846263885498047 58.3040885925293 -28.138269424438477]
101,extinction,CSm,extinction,2,Condition,"[106.95487976074219 192.0857696533203 131.92501831054688 56.51144027709961
 -71.8942642211914 119.89413452148438 269.32379150390625]"
101,extinction,CSm,extinction,2,Condition_Response,[99.6745376586914]
101,extinction,CSm,extinction,3,Response,"[-43.829627990722656 1.9518946409225464 56.8011360168457
 -18.676450729370117]"
101,extinction,CSm,extinction,3,Condition,"[144.87254333496094 160.2227783203125 266.8759765625 79.41230773925781
 -34.497947692871094 126.65518188476562 44.69163131713867]"
101,extinction,CSm,extinction,3,Condition_Response,[54.9547233581543]
102,baseline,CSp,baseline,1,Response,[53.18095779418945 95.68563079833984 202.20457458496094 66.82056427001953]
102,baseline,CSp,baseline,1,Condition,"[109.63414764404297 205.60665893554688 225.06564331054688
 70.91949462890625 161.71566772460938 54.6174201965332 276.4869079589844]"
102,baseline,CSp,baseline,1,Condition_Response,[38.129085540771484]
102,baseline,CSp,baseline,2,Response,"[35.06772232055664 -117.14934539794922 -133.4261016845703
 117.96528625488281]"
102,baseline,CSp,baseline,2,Condition,"[137.52084350585938 131.02499389648438 152.1391143798828 82.13923645019531
 105.7963638305664 66.28540802001953 11.590347290039062]"
102,baseline,CSp,baseline,2,Condition_Response,[-64.57943725585938]
102,baseline,CSp,baseline,3,Response,
102,baseline,CSp,baseline,3,Condition,
102,baseline,CSp,baseline,3,Condition_Response,
102,baseline,CSp,acquisition,1,Response,
102,baseline,CSp,acquisition,1,Condition,
102,baseline,CSp,acquisition,1,Condition_Response,
102,baseline,CSp,acquisition,2,Response,[86.73574829101562 7.39945125579834 -14.438648223876953 94.10164642333984]
102,baseline,CSp,acquisition,2,Condition,"[100.41848754882812 180.7747802734375 214.42076110839844
 15.030328750610352 93.115478515625 93.57147216796875 203.45997619628906]"
102,baseline,CSp,acquisition,2,Condition_Response,[23.847177505493164]
102,baseline,CSp,acquisition,3,Response,[16.89431381225586 29.46385955810547 79.29817199707031 45.8364372253418]
102,baseline,CSp,acquisition,3,Condition,"[96.73567199707031 109.6791763305664 169.47091674804688 34.925960540771484
 87.52411651611328 41.44070816040039 142.11045837402344]"
102,baseline,CSp,acquisition,3,Condition_Response,[74.2010269165039]
102,baseline,CSp,extinction,1,Response,[-22.698368072509766 4.686986446380615 22.70781898498535 30.36524200439453]
102,baseline,CSp,extinction,1,Condition,"[58.283939361572266 141.2750701904297 125.4679946899414 47.20648956298828
 -19.76572608947754 27.935565948486328 168.68121337890625]"
102,baseline,CSp,extinction,1,Condition_Response,[12.987043380737305]
102,baseline,CSp,extinction,2,Response,"[-24.555036544799805 -74.77400970458984 -69.18762969970703
 -18.158498764038086]"
102,baseline,CSp,extinction,2,Condition,"[68.44954681396484 96.12757110595703 114.80897521972656 33.900169372558594
 29.78192710876465 23.434959411621094 26.517230987548828]"
102,baseline,CSp,extinction,2,Condition_Response,[36.88245391845703]
102,baseline,CSp,extinction,3,Response,[36.31632614135742 97.42544555664062 171.8634796142578 -37.23291778564453]
102,baseline,CSp,extinction,3,Condition,"[61.13136672973633 81.52852630615234 118.75334930419922 32.76274108886719
 -74.56297302246094 26.941999435424805 134.18814086914062]"
102,baseline,CSp,extinction,3,Condition_Response,[44.48485565185547]
102,baseline,CSm,baseline,1,Response,
102,baseline,CSm,baseline,1,Condition,
102,baseline,CSm,baseline,1,Condition_Response,
102,baseline,CSm,baseline,2,Response,"[-50.90547180175781 136.37686157226562 5.04284143447876
 -19.856395721435547]"
102,baseline,CSm,baseline,2,Condition,"[47.938987731933594 173.96046447753906 60.96226119995117 39.31071853637695
 -130.5951385498047 16.7518253326416 211.65469360351562]"
102,baseline,CSm,baseline,2,Condition_Response,[39.76271057128906]
102,baseline,CSm,baseline,3,Response,
102,baseline,CSm,baseline,3,Condition,
102,baseline,CSm,baseline,3,Condition_Response,
102,baseline,CSm,acquisition,1,Response,[67.30809783935547 70.22764587402344 99.34663391113281 37.60523986816406]
102,baseline,CSm,acquisition,1,Condition,"[132.98362731933594 175.36895751953125 167.11492919921875
 51.55622100830078 133.9635009765625 37.37390899658203 138.61257934570312]"
102,baseline,CSm,acquisition,1,Condition_Response,[47.97010803222656]
102,baseline,CSm,acquisition,2,Response,"[-1.8872231245040894 -96.16385650634766 -55.988895416259766
 68.90672302246094]"
102,baseline,CSm,acquisition,2,Condition,"[104.75080108642578 199.1039276123047 112.12324523925781
 51.841461181640625 153.98085021972656 71.63994598388672
 111.84718322753906]"
102,baseline,CSm,acquisition,2,Condition_Response,[45.4341926574707]
102,baseline,CSm,acquisition,3,Response,"[57.290794372558594 86.39134979248047 100.44763946533203
 -57.63898468017578]"
102,baseline,CSm,acquisition,3,Condition,"[-48.28358840942383 -9.43811321258545 -47.07750701904297
 -9.098928451538086 -66.98104858398438 2.3011550903320312
 18.181245803833008]"
102,baseline,CSm,acquisition,3,Condition_Response,[-11.928404808044434]
102,baseline,CSm,extinction,1,Response,"[-58.829261779785156 -13.42101764678955 30.926679611206055
 20.895715713500977]"
102,baseline,CSm,extinction,1,Condition,"[83.64214324951172 176.03720092773438 114.15130615234375
 43.618961334228516 76.8644790649414 33.721717834472656 187.4502716064453]"
102,baseline,CSm,extinction,1,Condition_Response,[1.3819652795791626]
102,baseline,CSm,extinction,2,Response,"[-39.39725112915039 -37.76171112060547 -82.77758026123047
 10.878551483154297]"
102,baseline,CSm,extinction,2,Condition,"[109.66682434082031 187.49473571777344 134.00437927246094
 44.87349319458008 14.778318405151367 36.60983657836914 100.04682922363281]"
102,baseline,CSm,extinction,2,Condition_Response,[38.890892028808594]
102,baseline,CSm,extinction,3,Response,"[-50.82990264892578 60.91459655761719 134.60198974609375
 -14.683429718017578]"
102,baseline,CSm,extinction,3,Condition,"[83.7104263305664 96.8858642578125 128.7192840576172 29.046937942504883
 59.70594024658203 51.451717376708984 85.33238220214844]"
102,baseline,CSm,extinction,3,Condition_Response,[13.924036026000977]
102,acquisition,CSp,baseline,1,Response,
102,acquisition,CSp,baseline,1,Condition,
102,acquisition,CSp,baseline,1,Condition_Response,
102,acquisition,CSp,baseline,2,Response,"[-40.8471565246582 -1.5614337921142578 -69.29354858398438
 -64.48210906982422]"
102,acquisition,CSp,baseline,2,Condition,"[-24.340652465820312 -24.561033248901367 -43.210941314697266
 -15.07483959197998 -38.35026168823242 21.266267776489258
 -115.56734466552734]"
102,acquisition,CSp,baseline,2,Condition_Response,[-62.707881927490234]
102,acquisition,CSp,baseline,3,Response,[93.79859161376953 42.182159423828125 93.4919204711914 39.020442962646484]
102,acquisition,CSp,baseline,3,Condition,"[92.36749267578125 186.3959503173828 125.89054107666016 49.96515655517578
 239.01199340820312 78.89254760742188 356.0003356933594]"
102,acquisition,CSp,baseline,3,Condition_Response,[103.27347564697266]
102,acquisition,CSp,acquisition,1,Response,"[-129.245849609375 -82.05399322509766 -26.219491958618164
 76.26177978515625]"
102,acquisition,CSp,acquisition,1,Condition,"[49.79265213012695 61.00386047363281 180.76710510253906 62.59688949584961
 -89.04198455810547 46.04515838623047 132.0955047607422]"
102,acquisition,CSp,acquisition,1,Condition_Response,[32.585472106933594]
102,acquisition,CSp,acquisition,2,Response,
102,acquisition,CSp,acquisition,2,Condition,
102,acquisition,CSp,acquisition,2,Condition_Response,
102,acquisition,CSp,acquisition,3,Response,"[-75.87973022460938 51.455230712890625 -220.4228057861328
 -48.24641036987305]"
102,acquisition,CSp,acquisition,3,Condition,"[-52.046958923339844 -44.67320251464844 -101.49702453613281
 -17.277851104736328 -265.7772521972656 -44.798553466796875
 -140.9789276123047]"
102,acquisition,CSp,acquisition,3,Condition_Response,[-7.694638252258301]
102,acquisition,CSp,extinction,1,Response,"[-16.022584915161133 -22.76248550415039 98.30751037597656
 24.763490676879883]"
102,acquisition,CSp,extinction,1,Condition,"[96.74832153320312 197.03558349609375 129.01296997070312 65.72210693359375
 49.61622619628906 19.339723587036133 268.84619140625]"
102,acquisition,CSp,extinction,1,Condition_Response,[0.7811993360519409]
102,acquisition,CSp,extinction,2,Response,[47.42314529418945 -64.12979888916016 62.71927261352539 79.81993865966797]
102,acquisition,CSp,extinction,2,Condition,"[95.44709014892578 181.74481201171875 158.35183715820312 52.7706298828125
 142.3692169189453 66.98294067382812 199.4422149658203]"
102,acquisition,CSp,extinction,2,Condition_Response,[-11.910750389099121]
102,acquisition,CSp,extinction,3,Response,"[-32.89185333251953 22.65218162536621 -15.606473922729492
 8.138066291809082]"
102,acquisition,CSp,extinction,3,Condition,"[73.25642395019531 79.8248291015625 122.00395202636719 32.73308563232422
 -27.556856155395508 37.30538558959961 82.8237075805664]"
102,acquisition,CSp,extinction,3,Condition_Response,[25.798259735107422]
102,acquisition,CSm,baseline,1,Response,"[-1.284514307975769 -8.653871536254883 -59.42350387573242
 -17.983285903930664]"
102,acquisition,CSm,baseline,1,Condition,"[33.14326858520508 123.1291732788086 69.41475677490234 28.145654678344727
 -63.191436767578125 7.724153995513916 136.5449981689453]"
102,acquisition,CSm,baseline,1,Condition_Response,[-6.9727253913879395]
102,acquisition,CSm,baseline,2,Response,"[-17.592439651489258 -8.929665565490723 126.95340728759766
 -4.147610664367676]"
102,acquisition,CSm,baseline,2,Condition,"[73.00459289550781 142.0227508544922 93.0035171508789 8.400822639465332
 125.74363708496094 5.018706321716309 133.85848999023438]"
102,acquisition,CSm,baseline,2,Condition_Response,[13.41020679473877]
102,acquisition,CSm,baseline,3,Response,[-54.16151809692383 -42.63624572753906 60.28841018676758 63.50336456298828]
102,acquisition,CSm,baseline,3,Condition,"[89.6969223022461 156.60797119140625 138.74639892578125 33.887203216552734
 131.92898559570312 49.26301193237305 155.30909729003906]"
102,acquisition,CSm,baseline,3,Condition_Response,[42.12779998779297]
102,acquisition,CSm,acquisition,1,Response,"[-83.6140365600586 -3.3584446907043457 85.46604919433594
 -20.37627601623535]"
102,acquisition,CSm,acquisition,1,Condition,"[63.742427825927734 163.55763244628906 146.27581787109375
 41.65629196166992 -86.05213165283203 14.423967361450195
 225.64907836914062]"
102,acquisition,CSm,acquisition,1,Condition_Response,[2.2396035194396973]
102,acquisition,CSm,acquisition,2,Response,"[41.23305130004883 -69.83539581298828 50.804813385009766
 118.85238647460938]"
102,acquisition,CSm,acquisition,2,Condition,"[37.419620513916016 161.6645965576172 32.721309661865234 9.77311897277832
 143.57086181640625 34.27008819580078 191.02085876464844]"
102,acquisition,CSm,acquisition,2,Condition_Response,[33.88962936401367]
102,acquisition,CSm,acquisition,3,Response,"[16.8172550201416 -31.800743103027344 -105.06036376953125
 -39.046234130859375]"
102,acquisition,CSm,acquisition,3,Condition,"[14.787079811096191 -19.84123992919922 30.976829528808594
 39.552330017089844 -253.60940551757812 14.851052284240723
 -178.4000244140625]"
102,acquisition,CSm,acquisition,3,Condition_Response,[-42.8453483581543]
102,acquisition,CSm,extinction,1,Response,"[-96.94630432128906 -117.9925537109375 -77.04298400878906
 -23.339569091796875]"
102,acquisition,CSm,extinction,1,Condition,"[99.9979019165039 247.12591552734375 97.4382553100586 29.529821395874023
 128.6195831298828 5.29917573928833 121.4024658203125]"
102,acquisition,CSm,extinction,1,Condition_Response,[-0.7180126905441284]
102,acquisition,CSm,extinction,2,Response,"[18.131885528564453 -8.298046112060547 13.93500804901123
 -66.77515411376953]"
102,acquisition,CSm,extinction,2,Condition,"[62.59046173095703 168.54351806640625 90.65190124511719 8.899807929992676
 -77.29591369628906 26.079116821289062 71.5429458618164]"
102,acquisition,CSm,extinction,2,Condition_Response,[30.997671127319336]
102,acquisition,CSm,extinction,3,Response,"[-35.75322341918945 -68.74756622314453 10.299495697021484
 1.1362673044204712]"
102,acquisition,CSm,extinction,3,Condition,"[33.43754577636719 94.484375 75.22993469238281 5.119838714599609
 34.08882141113281 32.425323486328125 33.19953155517578]"
102,acquisition,CSm,extinction,3,Condition_Response,[-8.639945983886719]
102,extinction,CSp,baseline,1,Response,"[39.643245697021484 34.239410400390625 -168.57766723632812
 -9.501270294189453]"
102,extinction,CSp,baseline,1,Condition,"[-101.0732192993164 -86.23553466796875 -68.8963851928711 42.34939193725586
 -388.4511413574219 -44.73504638671875 -43.79740905761719]"
102,extinction,CSp,baseline,1,Condition_Response,[-102.34199523925781]
102,extinction,CSp,baseline,2,Response,"[-18.12413787841797 -89.80764770507812 7.633071422576904
 -24.915504455566406]"
102,extinction,CSp,baseline,2,Condition,"[58.079307556152344 166.573486328125 114.04042053222656 50.7059326171875
 66.6532211303711 6.431324481964111 273.3244323730469]"
102,extinction,CSp,baseline,2,Condition_Response,[67.5987319946289]
102,extinction,CSp,baseline,3,Response,
102,extinction,CSp,baseline,3,Condition,
102,extinction,CSp,baseline,3,Condition_Response,
102,extinction,CSp,acquisition,1,Response,[74.08474731445312 11.672429084777832 102.8053970336914 82.50597381591797]
102,extinction,CSp,acquisition,1,Condition,"[120.9564208984375 166.24513244628906 195.6275634765625 51.837276458740234
 232.9202423095703 42.23874282836914 206.54327392578125]"
102,extinction,CSp,acquisition,1,Condition_Response,[15.875494956970215]
102,extinction,CSp,acquisition,2,Response,"[65.08191680908203 51.00519943237305 115.42888641357422
 -19.619958877563477]"
102,extinction,CSp,acquisition,2,Condition,"[102.75874328613281 197.30892944335938 136.4639892578125 25.7239933013916
 8.743941307067871 28.926103591918945 200.41098022460938]"
102,extinction,CSp,acquisition,2,Condition_Response,[7.735424995422363]
102,extinction,CSp,acquisition,3,Response,"[77.59473419189453 93.51213073730469 13.915631294250488
 -10.298593521118164]"
102,extinction,CSp,acquisition,3,Condition,"[36.979896545410156 -4.245983600616455 56.8519401550293 29.96715545654297
 -60.81809616088867 56.63460922241211 -32.41912078857422]"
102,extinction,CSp,acquisition,3,Condition_Response,[13.168692588806152]
102,extinction,CSp,extinction,1,Response,"[-2.2803008556365967 28.730772018432617 113.21725463867188
 19.67621421813965]"
102,extinction,CSp,extinction,1,Condition,"[41.57893753051758 133.48033142089844 114.3185806274414 48.690589904785156
 77.89136505126953 20.170738220214844 190.97573852539062]"
102,extinction,CSp,extinction,1,Condition_Response,[23.081310272216797]
102,extinction,CSp,extinction,2,Response,[23.737653732299805 47.11547088623047 111.311279296875 -79.26535034179688]
102,extinction,CSp,extinction,2,Condition,"[58.24226760864258 125.79131317138672 121.28636169433594 19.05609893798828
 -38.857566833496094 29.861312866210938 136.89414978027344]"
102,extinction,CSp,extinction,2,Condition_Response,[-26.00287628173828]
102,extinction,CSp,extinction,3,Response,[1.25923490524292 -49.490028381347656 60.72875213623047 61.57196044921875]
102,extinction,CSp,extinction,3,Condition,"[89.37584686279297 116.5941390991211 122.40478515625 8.534972190856934
 106.42469024658203 46.18449020385742 137.45529174804688]"
102,extinction,CSp,extinction,3,Condition_Response,[-10.310317039489746]
102,extinction,CSm,baseline,1,Response,[62.6136474609375 62.94670486450195 155.16598510742188 -75.78865814208984]
102,extinction,CSm,baseline,1,Condition,"[90.48420715332031 231.56455993652344 63.58412551879883 26.289867401123047
 34.619361877441406 -15.150237083435059 220.37811279296875]"
102,extinction,CSm,baseline,1,Condition_Response,[39.142276763916016]
102,extinction,CSm,baseline,2,Response,"[28.250486373901367 8.649827003479004 -51.879371643066406
 -7.172587871551514]"
102,extinction,CSm,baseline,2,Condition,"[12.711291313171387 84.75212097167969 41.00352096557617 43.2407341003418
 0.9615408182144165 21.117340087890625 28.544158935546875]"
102,extinction,CSm,baseline,2,Condition_Response,[6.766943454742432]
102,extinction,CSm,baseline,3,Response,
102,extinction,CSm,baseline,3,Condition,
102,extinction,CSm,baseline,3,Condition_Response,
102,extinction,CSm,acquisition,1,Response,[206.6724853515625 209.713623046875 105.13417053222656 84.06775665283203]
102,extinction,CSm,acquisition,1,Condition,"[226.89309692382812 302.2277526855469 319.10443115234375
 104.24800109863281 189.5980682373047 86.58427429199219 317.728515625]"
102,extinction,CSm,acquisition,1,Condition_Response,[185.81890869140625]
102,extinction,CSm,acquisition,2,Response,"[-29.20389175415039 5.734795093536377 63.14456558227539
 -37.280399322509766]"
102,extinction,CSm,acquisition,2,Condition,"[53.738243103027344 105.25363159179688 96.93914794921875
 25.479480743408203 -85.71141052246094 22.334163665771484
 101.93475341796875]"
102,extinction,CSm,acquisition,2,Condition_Response,[34.67658996582031]
102,extinction,CSm,acquisition,3,Response,"[-59.62501907348633 -81.2955093383789 139.76559448242188
 10.218491554260254]"
102,extinction,CSm,acquisition,3,Condition,"[95.848876953125 174.20558166503906 125.20601654052734 37.93790054321289
 180.53697204589844 63.97802734375 190.82069396972656]"
102,extinction,CSm,acquisition,3,Condition_Response,[12.499258995056152]
102,extinction,CSm,extinction,1,Response,[-78.47142791748047 -57.7418098449707 16.25774574279785 4.162143707275391]
102,extinction,CSm,extinction,1,Condition,"[41.65420150756836 163.4696502685547 89.90323638916016 34.898834228515625
 36.8366584777832 4.499264717102051 166.8411407470703]"
102,extinction,CSm,extinction,1,Condition_Response,[14.138388633728027]
102,extinction,CSm,extinction,2,Response,"[-51.094520568847656 -3.742685317993164 182.36810302734375
 35.98430252075195]"
102,extinction,CSm,extinction,2,Condition,"[117.06206512451172 234.94577026367188 105.7029037475586
 -4.271727561950684 158.29981994628906 40.8775520324707 242.44654846191406]"
102,extinction,CSm,extinction,2,Condition_Response,[46.61609649658203]
102,extinction,CSm,extinction,3,Response,[-6.593656063079834 10.383539199829102 52.0263671875 -3.6107332706451416]
102,extinction,CSm,extinction,3,Condition,"[52.92559814453125 75.88037109375 86.82594299316406 19.76560401916504
 80.69042205810547 49.16448974609375 82.72245025634766]"
102,extinction,CSm,extinction,3,Condition_Response,[33.78424835205078]
103,baseline,CSp,baseline,1,Response,[187.49266052246094 98.74625396728516 122.8558120727539 105.51421356201172]
103,baseline,CSp,baseline,1,Condition,"[198.46510314941406 250.48875427246094 195.7633819580078 89.85102081298828
 115.91283416748047 52.844486236572266 197.29067993164062]"
103,baseline,CSp,baseline,1,Condition_Response,[168.4384765625]
103,baseline,CSp,baseline,2,Response,[19.550395965576172 38.65093994140625 206.73191833496094 75.85356903076172]
103,baseline,CSp,baseline,2,Condition,"[158.2521514892578 248.61886596679688 209.78155517578125 88.93592834472656
 113.49597930908203 63.66905975341797 163.72732543945312]"
103,baseline,CSp,baseline,2,Condition_Response,[151.7319793701172]
103,baseline,CSp,baseline,3,Response,[47.56535720825195 0.8167378306388855 168.5751495361328 58.78977966308594]
103,baseline,CSp,baseline,3,Condition,"[199.1353302001953 243.2709503173828 218.61827087402344 84.4179458618164
 54.97927474975586 50.188358306884766 64.2211685180664]"
103,baseline,CSp,baseline,3,Condition_Response,[145.44029235839844]
103,baseline,CSp,acquisition,1,Response,[12.966041564941406 -25.97277069091797 171.97747802734375 72.778076171875]
103,baseline,CSp,acquisition,1,Condition,"[162.96975708007812 272.54534912109375 165.72952270507812
 117.12899017333984 123.52783966064453 57.62771987915039 65.84390258789062]"
103,baseline,CSp,acquisition,1,Condition_Response,[167.5407257080078]
103,baseline,CSp,acquisition,2,Response,[47.41776657104492 -9.430614471435547 74.7151107788086 16.84647560119629]
103,baseline,CSp,acquisition,2,Condition,"[151.92694091796875 254.26907348632812 196.85968017578125
 80.45325469970703 45.351531982421875 52.62101745605469 35.45278549194336]"
103,baseline,CSp,acquisition,2,Condition_Response,[169.30746459960938]
103,baseline,CSp,acquisition,3,Response,[-120.9192886352539 9.362310409545898 101.31109619140625 76.18460845947266]
103,baseline,CSp,acquisition,3,Condition,"[125.38232421875 201.559814453125 146.97068786621094 112.85771179199219
 14.751060485839844 37.63081359863281 6.427709579467773]"
103,baseline,CSp,acquisition,3,Condition_Response,[147.0338897705078]
103,baseline,CSp,extinction,1,Response,[70.63682556152344 -56.40890121459961 101.77307891845703 60.77219772338867]
103,baseline,CSp,extinction,1,Condition,"[185.07269287109375 251.41110229492188 207.417724609375 159.748046875
 34.783042907714844 124.09796905517578 69.9796142578125]"
103,baseline,CSp,extinction,1,Condition_Response,[125.89482116699219]
103,baseline,CSp,extinction,2,Response,[-105.509033203125 -95.60456848144531 80.6507339477539 8.983559608459473]
103,baseline,CSp,extinction,2,Condition,"[73.79540252685547 52.70005416870117 76.70957946777344 -15.525481224060059
 73.24822235107422 39.68153381347656 46.44023132324219]"
103,baseline,CSp,extinction,2,Condition_Response,[88.71461486816406]
103,baseline,CSp,extinction,3,Response,"[23.85848045349121 -72.65019989013672 -55.30590057373047
 -8.949854850769043]"
103,baseline,CSp,extinction,3,Condition,"[122.16912841796875 200.15481567382812 168.34976196289062 97.2950210571289
 -14.920413970947266 50.30690383911133 -24.168155670166016]"
103,baseline,CSp,extinction,3,Condition_Response,[141.94955444335938]
103,baseline,CSm,baseline,1,Response,[54.89993667602539 9.632043838500977 149.5404815673828 53.03867721557617]
103,baseline,CSm,baseline,1,Condition,"[155.03189086914062 161.54420471191406 169.2732391357422 69.61163330078125
 79.9346923828125 38.66603469848633 70.17378997802734]"
103,baseline,CSm,baseline,1,Condition_Response,[153.328125]
103,baseline,CSm,baseline,2,Response,"[-130.87606811523438 -53.66398239135742 17.161657333374023
 13.953937530517578]"
103,baseline,CSm,baseline,2,Condition,"[87.7764663696289 137.81700134277344 82.8051528930664 13.728363990783691
 45.1995964050293 11.266807556152344 7.335582256317139]"
103,baseline,CSm,baseline,2,Condition_Response,[153.71527099609375]
103,baseline,CSm,baseline,3,Response,"[-84.47406005859375 -15.038304328918457 71.53953552246094
 60.43121337890625]"
103,baseline,CSm,baseline,3,Condition,"[160.62986755371094 165.72647094726562 209.2879180908203 44.8337287902832
 50.2957649230957 11.798839569091797 60.28435516357422]"
103,baseline,CSm,baseline,3,Condition_Response,[123.05867004394531]
103,baseline,CSm,acquisition,1,Response,"[108.16792297363281 -53.29140090942383 266.5520935058594
 102.99557495117188]"
103,baseline,CSm,acquisition,1,Condition,"[124.67758178710938 125.26507568359375 143.04336547851562
 100.85507202148438 96.09878540039062 116.2136459350586 136.6621551513672]"
103,baseline,CSm,acquisition,1,Condition_Response,[112.34375]
103,baseline,CSm,acquisition,2,Response,"[-186.32086181640625 -59.11653137207031 -40.1480827331543
 -92.25833129882812]"
103,baseline,CSm,acquisition,2,Condition,"[27.575973510742188 57.55085372924805 58.48920440673828 -40.71792984008789
 22.17913055419922 -12.603044509887695 -26.618995666503906]"
103,baseline,CSm,acquisition,2,Condition_Response,[92.76677703857422]
103,baseline,CSm,acquisition,3,Response,"[139.42686462402344 26.542070388793945 231.37600708007812
 117.0643081665039]"
103,baseline,CSm,acquisition,3,Condition,"[195.56356811523438 219.25900268554688 245.74038696289062
 147.70294189453125 53.198211669921875 75.47344207763672
 61.175872802734375]"
103,baseline,CSm,acquisition,3,Condition_Response,[170.652587890625]
103,baseline,CSm,extinction,1,Response,[65.99954986572266 39.72967529296875 198.47914123535156 124.96460723876953]
103,baseline,CSm,extinction,1,Condition,"[216.10287475585938 292.6883850097656 203.1888427734375 127.80349731445312
 67.16922760009766 100.55546569824219 117.67200469970703]"
103,baseline,CSm,extinction,1,Condition_Response,[206.12889099121094]
103,baseline,CSm,extinction,2,Response,[-21.515888214111328 45.19451904296875 83.3661880493164 -86.05056762695312]
103,baseline,CSm,extinction,2,Condition,"[143.81871032714844 126.92828369140625 126.36305236816406
 -8.41673469543457 51.98274230957031 -3.6954972743988037
 127.35807800292969]"
103,baseline,CSm,extinction,2,Condition_Response,[163.43971252441406]
103,baseline,CSm,extinction,3,Response,"[-187.01947021484375 11.691399574279785 -72.32258605957031
 -78.52328491210938]"
103,baseline,CSm,extinction,3,Condition,"[64.76371002197266 105.32987213134766 104.45236206054688
 18.250415802001953 -12.044514656066895 -24.388994216918945
 -19.842065811157227]"
103,baseline,CSm,extinction,3,Condition_Response,[135.85324096679688]
103,acquisition,CSp,baseline,1,Response,[131.05679321289062 -26.426830291748047 178.279296875 114.8331527709961]
103,acquisition,CSp,baseline,1,Condition,"[245.3115234375 389.2095947265625 264.89190673828125 174.5035400390625
 74.83638000488281 136.288818359375 110.53791809082031]"
103,acquisition,CSp,baseline,1,Condition_Response,[117.2241439819336]
103,acquisition,CSp,baseline,2,Response,"[-57.25761032104492 19.248071670532227 134.25096130371094
 28.062110900878906]"
103,acquisition,CSp,baseline,2,Condition,"[138.30406188964844 226.25437927246094 124.6661376953125 80.77375030517578
 61.513919830322266 62.63020324707031 90.04407501220703]"
103,acquisition,CSp,baseline,2,Condition_Response,[206.93902587890625]
103,acquisition,CSp,baseline,3,Response,[63.172828674316406 18.897672653198242 136.5194549560547 20.77271842956543]
103,acquisition,CSp,baseline,3,Condition,"[151.691162109375 325.0076599121094 184.81785583496094 151.1812744140625
 -8.296602249145508 94.09436798095703 13.665647506713867]"
103,acquisition,CSp,baseline,3,Condition_Response,[129.76565551757812]
103,acquisition,CSp,acquisition,1,Response,"[164.50160217285156 11.45251750946045 238.08670043945312
 166.50767517089844]"
103,acquisition,CSp,acquisition,1,Condition,"[216.67466735839844 312.21942138671875 228.48439025878906
 141.75926208496094 117.55264282226562 128.91278076171875
 122.34008026123047]"
103,acquisition,CSp,acquisition,1,Condition_Response,[159.7997589111328]
103,acquisition,CSp,acquisition,2,Response,"[-43.89667510986328 -15.477385520935059 199.15467834472656
 77.61229705810547]"
103,acquisition,CSp,acquisition,2,Condition,"[175.48109436035156 343.1932373046875 249.14483642578125 107.35400390625
 98.71234893798828 107.23727416992188 95.38279724121094]"
103,acquisition,CSp,acquisition,2,Condition_Response,[136.70921325683594]
103,acquisition,CSp,acquisition,3,Response,[23.856550216674805 15.5453462600708 214.0074005126953 40.60231018066406]
103,acquisition,CSp,acquisition,3,Condition,"[240.24588012695312 353.478759765625 186.9334716796875 97.7181396484375
 84.0282974243164 53.709877014160156 103.88887786865234]"
103,acquisition,CSp,acquisition,3,Condition_Response,[180.5508270263672]
103,acquisition,CSp,extinction,1,Response,"[138.2464141845703 -32.45511245727539 52.349056243896484
 28.334543228149414]"
103,acquisition,CSp,extinction,1,Condition,"[148.09169006347656 182.2975311279297 147.84230041503906
 120.98648834228516 49.08396530151367 93.27166748046875 3.879408836364746]"
103,acquisition,CSp,extinction,1,Condition_Response,[154.83428955078125]
103,acquisition,CSp,extinction,2,Response,"[-129.68209838867188 -4.128908634185791 63.78236389160156
 -44.256370544433594]"
103,acquisition,CSp,extinction,2,Condition,"[146.1033477783203 235.80271911621094 157.14988708496094
 24.973987579345703 88.26280975341797 -3.0847601890563965
 84.47758483886719]"
103,acquisition,CSp,extinction,2,Condition_Response,[82.83712005615234]
103,acquisition,CSp,extinction,3,Response,"[-25.033580780029297 -11.450873374938965 65.82161712646484
 38.8620719909668]"
103,acquisition,CSp,extinction,3,Condition,"[167.2847442626953 229.9091033935547 169.57369995117188 74.0758285522461
 43.30937576293945 57.50278854370117 12.052764892578125]"
103,acquisition,CSp,extinction,3,Condition_Response,[146.31837463378906]
103,acquisition,CSm,baseline,1,Response,"[-88.39137268066406 -27.13197135925293 122.16105651855469
 44.17277908325195]"
