index,onset,duration,trial_type,stimulus,memory_condition,encode_phase,response,low_confidence_accuracy,high_confidence_accuracy,response_time,phase,source_memory
5,39.5,3.0,CS+,tools/treadmill.jpg,Old,baseline,DO,H,H,1.6740000000000002,memory_run-01,baseline
15,114.4,3.0,CS+,tools/campingstove.jpg,Old,baseline,DN,M,M,1.737,memory_run-01,extinction
25,189.266,3.0,CS+,tools/extensioncord.jpg,Old,baseline,MN,M,M,2.8710000000000004,memory_run-01,acquisition
29,218.6,3.0,CS+,tools/padlock.jpg,Old,baseline,MO,H,M,1.686,memory_run-01,acquisition
47,362.033,3.0,CS+,tools/bucket.jpg,Old,baseline,MO,H,M,2.593,memory_run-01,acquisition
56,429.75,3.0,CS+,tools/paintbrush.jpg,Old,baseline,DO,H,H,1.3259999999999998,memory_run-01,acquisition
68,521.7,3.0,CS+,tools/carpetblower.jpg,Old,baseline,DO,H,H,1.2,memory_run-01,extinction
77,587.4169999999998,3.0,CS+,tools/screwdriver.jpg,Old,baseline,DO,H,H,2.199,memory_run-01,baseline
83,25.267,3.0,CS+,tools/monkeywrench.jpg,Old,baseline,DO,H,H,0.918,memory_run-02,baseline
87,53.667,3.0,CS+,tools/camera.jpg,Old,baseline,DO,H,H,1.043,memory_run-02,baseline
104,174.11700000000005,3.0,CS+,tools/edger.jpg,Old,baseline,DN,M,M,1.515,memory_run-02,baseline
116,259.117,3.0,CS+,tools/solderingtorch.jpg,Old,baseline,MO,H,M,2.11,memory_run-02,acquisition
122,303.717,3.0,CS+,tools/measuringtape.jpg,Old,baseline,MO,H,M,2.101,memory_run-02,acquisition
134,400.717,3.0,CS+,tools/workbench.jpg,Old,baseline,DO,H,H,1.91,memory_run-02,extinction
142,465.383,3.0,CS+,tools/microwave.jpg,Old,baseline,MO,H,M,2.51,memory_run-02,baseline
152,546.1669999999998,3.0,CS+,tools/jumpercables.jpg,Old,baseline,DO,H,H,2.239,memory_run-02,baseline
160,4.033,3.0,CS+,tools/hammer.jpg,Old,baseline,MO,H,M,1.48,memory_run-03,baseline
