index,onset,duration,trial_type,stimulus,memory_condition,encode_phase,response,low_confidence_accuracy,high_confidence_accuracy,response_time,phase,source_memory
10,79.884,3.0,CS+,animals/caterpillarhawkmoth.jpg,Old,baseline,MN,M,M,1.901,memory_run-01,acquisition
13,103.117,3.0,CS+,animals/hyena.jpg,Old,baseline,DO,H,H,1.112,memory_run-01,acquisition
32,247.467,3.0,CS+,animals/cricket.jpg,Old,baseline,DO,H,H,1.156,memory_run-01,acquisition
38,290.9,3.0,CS+,animals/goldfish.jpg,Old,baseline,MN,M,M,1.877,memory_run-01,acquisition
44,338.202,3.0,CS+,animals/marmot.jpg,Old,baseline,DO,H,H,0.927,memory_run-01,acquisition
46,353.352,3.0,CS+,animals/flamingo.jpg,Old,baseline,MO,H,M,2.101,memory_run-01,acquisition
64,489.952,3.0,CS+,animals/shrimp.jpg,Old,baseline,DO,H,H,1.293,memory_run-01,acquisition
65,498.052,3.0,CS+,animals/horse.jpg,Old,baseline,DO,H,H,1.257,memory_run-01,baseline
89,67.583,3.0,CS+,animals/halibut.jpg,Old,baseline,MO,H,M,1.612,memory_run-02,extinction
96,117.067,3.0,CS+,animals/cranebug.jpg,Old,baseline,DO,H,H,1.267,memory_run-02,acquisition
106,187.784,3.0,CS+,animals/starfish.jpg,Old,baseline,DO,H,H,1.093,memory_run-02,acquisition
110,216.017,3.0,CS+,animals/canary.jpg,Old,baseline,DO,H,H,1.4480000000000002,memory_run-02,acquisition
120,286.6,3.0,CS+,animals/perch.jpg,Old,baseline,MO,H,M,1.057,memory_run-02,acquisition
136,415.617,3.0,CS+,animals/salmon.jpg,Old,baseline,MN,M,M,1.241,memory_run-02,acquisition
144,480.2,3.0,CS+,animals/racoon.jpg,Old,baseline,MN,M,M,1.285,memory_run-02,acquisition
145,488.283,3.0,CS+,animals/cat.jpg,Old,baseline,MO,H,M,1.403,memory_run-02,extinction
168,60.583,3.0,CS+,animals/aardvark.jpg,Old,baseline,MN,M,M,1.471,memory_run-03,acquisition
172,88.833,3.0,CS+,animals/zebra.jpg,Old,baseline,DO,H,H,1.105,memory_run-03,acquisition
184,173.55,3.0,CS+,animals/skunk.jpg,Old,baseline,MO,H,M,1.284,memory_run-03,acquisition
189,208.883,3.0,CS+,animals/finch.jpg,Old,baseline,MO,H,M,1.52,memory_run-03,acquisition
208,351.066,3.0,CS+,animals/reindeer.jpg,Old,baseline,DN,M,M,1.058,memory_run-03,acquisition
212,383.316,3.0,CS+,animals/llama.jpg,Old,baseline,DO,H,H,1.381,memory_run-03,acquisition
224,480.099,3.0,CS+,animals/rhino.jpg,Old,baseline,MO,H,M,1.36,memory_run-03,baseline
225,488.15,3.0,CS+,animals/elephantafrican.jpg,Old,baseline,MN,M,M,1.631,memory_run-03,acquisition
0,4.017,3.0,CS+,animals/caterpillarpeacockmoth.jpg,Old,acquisition,DO,H,H,1.703,memory_run-01,acquisition
12,96.05,3.0,CS+,animals/mole.jpg,Old,acquisition,DO,H,H,1.599,memory_run-01,acquisition
25,192.917,3.0,CS+,animals/boar.jpg,Old,acquisition,DO,H,H,1.021,memory_run-01,acquisition
30,233.317,3.0,CS+,animals/gerbil.jpg,Old,acquisition,DO,H,H,1.146,memory_run-01,acquisition
55,422.102,3.0,CS+,animals/porcupine.jpg,Old,acquisition,DO,H,H,1.019,memory_run-01,acquisition
57,436.302,3.0,CS+,animals/pelican.jpg,Old,acquisition,DO,H,H,1.389,memory_run-01,acquisition
60,459.585,3.0,CS+,animals/giraffe.jpg,Old,acquisition,DO,H,H,1.658,memory_run-01,acquisition
61,467.669,3.0,CS+,animals/pigeon.jpg,Old,acquisition,DO,H,H,0.986,memory_run-01,acquisition
88,60.517,3.0,CS+,animals/herculesbeetle.jpg,Old,acquisition,DO,H,H,1.253,memory_run-02,acquisition
95,109.984,3.0,CS+,animals/quail.jpg,Old,acquisition,DO,H,H,1.271,memory_run-02,acquisition
104,173.61700000000005,3.0,CS+,animals/snapper.jpg,Old,acquisition,MO,H,M,1.31,memory_run-02,acquisition
107,194.85,3.0,CS+,animals/hummingbird.jpg,Old,acquisition,MO,H,M,1.194,memory_run-02,acquisition
130,367.2,3.0,CS+,animals/waterbuffalo.jpg,Old,acquisition,DO,H,H,1.222,memory_run-02,acquisition
131,375.267,3.0,CS+,animals/baboon.jpg,Old,acquisition,DO,H,H,1.126,memory_run-02,acquisition
140,447.916,3.0,CS+,animals/leopard.jpg,Old,acquisition,DO,H,H,1.435,memory_run-02,baseline
141,455.983,3.0,CS+,animals/cow.jpg,Old,acquisition,DO,H,H,1.074,memory_run-02,acquisition
166,46.483,3.0,CS+,animals/flea.jpg,Old,acquisition,DO,H,H,1.199,memory_run-03,acquisition
176,117.083,3.0,CS+,animals/dragonfly.jpg,Old,acquisition,MO,H,M,1.501,memory_run-03,acquisition
186,187.65,3.0,CS+,animals/angelfish.jpg,Old,acquisition,DO,H,H,1.337,memory_run-03,extinction
188,201.8,3.0,CS+,animals/prayingmantis.jpg,Old,acquisition,DO,H,H,1.152,memory_run-03,acquisition
204,318.833,3.0,CS+,animals/pike.jpg,Old,acquisition,MO,H,M,1.802,memory_run-03,acquisition
215,407.5,3.0,CS+,animals/crow.jpg,Old,acquisition,MO,H,M,1.751,memory_run-03,acquisition
220,447.833,3.0,CS+,animals/ostrich.jpg,Old,acquisition,DO,H,H,1.142,memory_run-03,acquisition
221,455.9,3.0,CS+,animals/tiger.jpg,Old,acquisition,DO,H,H,0.949,memory_run-03,baseline
5,43.467,3.0,CS+,animals/firebug.jpg,Old,extinction,MO,H,M,1.213,memory_run-01,acquisition
11,87.96700000000001,3.0,CS+,animals/mahimahi.jpg,Old,extinction,MN,M,M,1.575,memory_run-01,acquisition
21,162.567,3.0,CS+,animals/herring.jpg,Old,extinction,MN,M,M,2.283,memory_run-01,acquisition
24,184.817,3.0,CS+,animals/dramaderry.jpg,Old,extinction,DO,H,H,1.172,memory_run-01,acquisition
43,330.119,3.0,CS+,animals/camel.jpg,Old,extinction,MN,M,M,1.984,memory_run-01,extinction
45,345.2680000000001,3.0,CS+,animals/mink.jpg,Old,extinction,MN,M,M,1.401,memory_run-01,extinction
62,474.769,3.0,CS+,animals/mouse.jpg,Old,extinction,MO,H,M,1.412,memory_run-01,acquisition
63,482.852,3.0,CS+,animals/sheep.jpg,Old,extinction,MO,H,M,1.354,memory_run-01,acquisition
