roi,encode_phase,memory_phase,subject,rsa,group
dACC,extinction,retrieval,13,-0.16914099241655675,control
dACC,extinction,retrieval,14,0.02244255912144444,control
dACC,extinction,retrieval,15,-0.004187165273306759,control
dACC,extinction,retrieval,16,0.29006133402234296,control
dACC,extinction,retrieval,17,0.3209570581958333,control
dACC,extinction,retrieval,18,-0.034931077610007896,control
dACC,extinction,retrieval,19,-0.26807335122825426,control
dACC,extinction,retrieval,20,-0.06763437537899149,control
dACC,extinction,retrieval,21,0.18314204132255646,control
dACC,extinction,retrieval,23,-0.10963412535311134,control
dACC,extinction,retrieval,24,0.13483669326761874,control
dACC,extinction,retrieval,25,0.08167123564580672,control
dACC,extinction,retrieval,26,-0.009750451588582468,control
mOFC,acquisition,encoding,1,0.5331634107150003,control
mOFC,acquisition,encoding,2,0.2576679979121171,control
mOFC,acquisition,encoding,3,-0.007151551756071323,control
mOFC,acquisition,encoding,4,-0.01826014407886628,control
mOFC,acquisition,encoding,5,0.23901669459558306,control
mOFC,acquisition,encoding,6,0.29506298091397126,control
mOFC,acquisition,encoding,7,0.26809152943112263,control
mOFC,acquisition,encoding,8,0.13730150383192352,control
mOFC,acquisition,encoding,9,0.044696569859076496,control
mOFC,acquisition,encoding,10,-0.059024427987420414,control
mOFC,acquisition,encoding,12,0.058791185701660115,control
mOFC,acquisition,encoding,13,0.043107035335293475,control
mOFC,acquisition,encoding,14,0.26496793935316854,control
mOFC,acquisition,encoding,15,0.7061942868101267,control
mOFC,acquisition,encoding,16,0.16483243978058448,control
mOFC,acquisition,encoding,17,0.2850512996396606,control
mOFC,acquisition,encoding,18,0.35929453804777567,control
mOFC,acquisition,encoding,19,0.6134375639089366,control
mOFC,acquisition,encoding,20,0.309902546348231,control
mOFC,acquisition,encoding,21,0.33443837057521214,control
mOFC,acquisition,encoding,23,0.053719917875715784,control
mOFC,acquisition,encoding,24,0.30676385202840983,control
mOFC,acquisition,encoding,25,0.04217464995273987,control
mOFC,acquisition,encoding,26,0.42412874319702537,control
mOFC,acquisition,retrieval,1,-0.06514386871171154,control
mOFC,acquisition,retrieval,2,-0.1510831938188329,control
mOFC,acquisition,retrieval,3,0.0220551825088586,control
mOFC,acquisition,retrieval,4,-0.0847377472586239,control
mOFC,acquisition,retrieval,5,0.02064796564316023,control
mOFC,acquisition,retrieval,6,-0.06243229775366632,control
mOFC,acquisition,retrieval,7,0.09668979331444738,control
mOFC,acquisition,retrieval,8,0.08482168335179116,control
mOFC,acquisition,retrieval,9,0.018388022946218496,control
mOFC,acquisition,retrieval,10,0.12074642180058409,control
mOFC,acquisition,retrieval,12,-0.18408786295814222,control
mOFC,acquisition,retrieval,13,0.282080662031833,control
mOFC,acquisition,retrieval,14,-0.2681153499110107,control
mOFC,acquisition,retrieval,15,0.14295653629618113,control
mOFC,acquisition,retrieval,16,0.25205305025471625,control
mOFC,acquisition,retrieval,17,0.06858020892228822,control
mOFC,acquisition,retrieval,18,0.1199892976806344,control
mOFC,acquisition,retrieval,19,-0.11218067010764465,control
mOFC,acquisition,retrieval,20,-0.028111821460647824,control
mOFC,acquisition,retrieval,21,0.0018365024665589619,control
mOFC,acquisition,retrieval,23,0.06989767461497048,control
mOFC,acquisition,retrieval,24,0.03925081589782475,control
mOFC,acquisition,retrieval,25,-0.03658817045744359,control
mOFC,acquisition,retrieval,26,-0.08351282889072587,control
mOFC,baseline,encoding,1,-0.04024800595842301,control
mOFC,baseline,encoding,2,0.20792998670003743,control
mOFC,baseline,encoding,3,0.05429975736755305,control
mOFC,baseline,encoding,4,0.29937446508695487,control
mOFC,baseline,encoding,5,0.08532122889473412,control
mOFC,baseline,encoding,6,-0.012755269377565881,control
mOFC,baseline,encoding,7,-0.046665223760552904,control
mOFC,baseline,encoding,8,0.03720246215357542,control
mOFC,baseline,encoding,9,-0.056642601888475586,control
mOFC,baseline,encoding,10,-0.3549375488032945,control
mOFC,baseline,encoding,12,-0.015181733744371234,control
mOFC,baseline,encoding,13,0.028037429880487325,control
mOFC,baseline,encoding,14,-0.11683736851125781,control
mOFC,baseline,encoding,15,0.021990652366845553,control
mOFC,baseline,encoding,16,0.03003787910795558,control
mOFC,baseline,encoding,17,-0.07664689055238282,control
mOFC,baseline,encoding,18,-0.014675829525027398,control
mOFC,baseline,encoding,19,0.1178261774293255,control
mOFC,baseline,encoding,20,-0.05836268713027601,control
mOFC,baseline,encoding,21,0.2891973485119805,control
mOFC,baseline,encoding,23,-0.22028642278405094,control
mOFC,baseline,encoding,24,0.20189094487033943,control
mOFC,baseline,encoding,25,-0.096845117991185,control
mOFC,baseline,encoding,26,-0.2724870849770541,control
mOFC,baseline,retrieval,1,-0.04903399375441671,control
mOFC,baseline,retrieval,2,0.22386632896033037,control
mOFC,baseline,retrieval,3,0.004149108291278042,control
mOFC,baseline,retrieval,4,-0.10377851068752192,control
mOFC,baseline,retrieval,5,-0.07124019988267749,control
mOFC,baseline,retrieval,6,0.13116779912264703,control
mOFC,baseline,retrieval,7,-0.021510144509936165,control
mOFC,baseline,retrieval,8,0.04644353935049175,control
mOFC,baseline,retrieval,9,-0.008047316139518285,control
mOFC,baseline,retrieval,10,0.15309353045493712,control
mOFC,baseline,retrieval,12,0.08594418326283142,control
mOFC,baseline,retrieval,13,0.14025968569855118,control
mOFC,baseline,retrieval,14,0.033309128045564684,control
mOFC,baseline,retrieval,15,-0.072807569235883,control
mOFC,baseline,retrieval,16,0.1384517349336093,control
mOFC,baseline,retrieval,17,-0.008129702590287613,control
mOFC,baseline,retrieval,18,0.01963922446618116,control
mOFC,baseline,retrieval,19,0.026823023831397008,control
mOFC,baseline,retrieval,20,-0.05266876420556109,control
mOFC,baseline,retrieval,21,0.0013258366542955868,control
mOFC,baseline,retrieval,23,-0.051348908966465934,control
mOFC,baseline,retrieval,24,0.4705504451769743,control
mOFC,baseline,retrieval,25,-0.1113728673979132,control
mOFC,baseline,retrieval,26,-0.006500098868220172,control
mOFC,early_extinction,encoding,1,0.9647210231650272,control
mOFC,early_extinction,encoding,2,0.5504979179003877,control
mOFC,early_extinction,encoding,3,0.10666350999438623,control
mOFC,early_extinction,encoding,4,0.3662424430255845,control
mOFC,early_extinction,encoding,5,-0.2621950570163931,control
mOFC,early_extinction,encoding,6,0.08887876549332407,control
mOFC,early_extinction,encoding,7,0.240134282487901,control
mOFC,early_extinction,encoding,8,-0.04746252206327568,control
mOFC,early_extinction,encoding,9,0.1607710165014546,control
mOFC,early_extinction,encoding,10,0.5419463515092525,control
mOFC,early_extinction,encoding,12,0.19693122187407827,control
mOFC,early_extinction,encoding,13,0.21430812846097305,control
mOFC,early_extinction,encoding,14,-0.23798471844981817,control
mOFC,early_extinction,encoding,15,0.3206707692606403,control
mOFC,early_extinction,encoding,16,0.4442215289213268,control
mOFC,early_extinction,encoding,17,-0.0768083700319479,control
mOFC,early_extinction,encoding,18,0.230605245605971,control
mOFC,early_extinction,encoding,19,0.11889869945411946,control
mOFC,early_extinction,encoding,20,0.14278142950479517,control
mOFC,early_extinction,encoding,21,-0.1502212544924661,control
mOFC,early_extinction,encoding,23,0.23009775136360383,control
mOFC,early_extinction,encoding,24,-0.6379181633629069,control
mOFC,early_extinction,encoding,25,0.010349908376312694,control
mOFC,early_extinction,encoding,26,0.7165017529258951,control
mOFC,early_extinction,retrieval,1,-0.12758675485729498,control
mOFC,early_extinction,retrieval,2,0.012474098581580467,control
mOFC,early_extinction,retrieval,3,-0.07026416152114343,control
mOFC,early_extinction,retrieval,4,0.4109504835660645,control
mOFC,early_extinction,retrieval,5,0.00013073904808798276,control
mOFC,early_extinction,retrieval,6,0.31785153893272666,control
mOFC,early_extinction,retrieval,7,0.2881036997023486,control
mOFC,early_extinction,retrieval,8,-0.1127578871361618,control
mOFC,early_extinction,retrieval,9,-0.02434947345831137,control
mOFC,early_extinction,retrieval,10,0.18651154387243252,control
mOFC,early_extinction,retrieval,12,-0.1935009872470335,control
mOFC,early_extinction,retrieval,13,0.3365384616522767,control
mOFC,early_extinction,retrieval,14,0.15310973961674823,control
mOFC,early_extinction,retrieval,15,0.11636607635508128,control
mOFC,early_extinction,retrieval,16,0.3511893101907092,control
mOFC,early_extinction,retrieval,17,0.32385764895220737,control
mOFC,early_extinction,retrieval,18,0.17835180147612295,control
mOFC,early_extinction,retrieval,19,-0.17663830153180926,control
mOFC,early_extinction,retrieval,20,-0.12623901714480598,control
mOFC,early_extinction,retrieval,21,-0.05063153603389527,control
mOFC,early_extinction,retrieval,23,-0.010971597950248213,control
mOFC,early_extinction,retrieval,24,0.262353114709578,control
mOFC,early_extinction,retrieval,25,-0.09057487184070398,control
mOFC,early_extinction,retrieval,26,0.349211208240326,control
mOFC,extinction,encoding,1,0.4448477115748816,control
mOFC,extinction,encoding,2,0.059844180313467665,control
mOFC,extinction,encoding,3,-0.2628438738063311,control
mOFC,extinction,encoding,4,-0.09894085600964961,control
mOFC,extinction,encoding,5,0.27447626146687,control
mOFC,extinction,encoding,6,0.5653208902134819,control
mOFC,extinction,encoding,7,-0.06285256286924552,control
mOFC,extinction,encoding,8,0.10862998546845698,control
mOFC,extinction,encoding,9,0.12669089339126327,control
mOFC,extinction,encoding,10,0.6115400680528986,control
mOFC,extinction,encoding,12,-0.009400610630345807,control
mOFC,extinction,encoding,13,0.33571186635660244,control
mOFC,extinction,encoding,14,0.054047032280236745,control
mOFC,extinction,encoding,15,-0.016845839875042345,control
mOFC,extinction,encoding,16,0.2913284651037686,control
mOFC,extinction,encoding,17,0.21779145307001846,control
mOFC,extinction,encoding,18,0.3825658161461222,control
mOFC,extinction,encoding,19,0.12356624150080886,control
mOFC,extinction,encoding,20,0.0638032925007873,control
mOFC,extinction,encoding,21,0.12794928283934962,control
mOFC,extinction,encoding,23,-0.057363137204117065,control
mOFC,extinction,encoding,24,0.7762871206230206,control
mOFC,extinction,encoding,25,-0.10040087554412408,control
mOFC,extinction,encoding,26,0.34970404417425516,control
mOFC,extinction,retrieval,1,0.007396896521547153,control
mOFC,extinction,retrieval,2,-0.12615151406467318,control
mOFC,extinction,retrieval,3,-0.0613441752577079,control
mOFC,extinction,retrieval,4,0.09775713015113308,control
mOFC,extinction,retrieval,5,-0.04361172000430151,control
mOFC,extinction,retrieval,6,0.030823499755194272,control
mOFC,extinction,retrieval,7,-0.10544163726002896,control
mOFC,extinction,retrieval,8,0.12457333951073946,control
mOFC,extinction,retrieval,9,0.08779785783892075,control
mOFC,extinction,retrieval,10,0.6042211411573555,control
mOFC,extinction,retrieval,12,0.07749230982766442,control
mOFC,extinction,retrieval,13,0.4972000956370888,control
mOFC,extinction,retrieval,14,0.06696577344432786,control
mOFC,extinction,retrieval,15,0.10414774972310148,control
mOFC,extinction,retrieval,16,0.38261921557741807,control
mOFC,extinction,retrieval,17,0.671666544852046,control
mOFC,extinction,retrieval,18,0.08928995550855481,control
mOFC,extinction,retrieval,19,-0.1764956334965665,control
mOFC,extinction,retrieval,20,0.09047172515249997,control
mOFC,extinction,retrieval,21,-0.038067969226785126,control
mOFC,extinction,retrieval,23,-0.1103470148815372,control
mOFC,extinction,retrieval,24,0.5940204841960052,control
mOFC,extinction,retrieval,25,0.0573314044478921,control
mOFC,extinction,retrieval,26,0.007643722079759052,control
dACC,acquisition,encoding,101,0.1706505864750113,ptsd
dACC,acquisition,encoding,102,0.021593303329742797,ptsd
dACC,acquisition,encoding,103,-0.23186491723101332,ptsd
dACC,acquisition,encoding,104,0.19034340885607604,ptsd
dACC,acquisition,encoding,105,0.3546073375791402,ptsd
dACC,acquisition,encoding,106,0.06375366250959644,ptsd
dACC,acquisition,encoding,107,0.23466128448199067,ptsd
dACC,acquisition,encoding,108,0.22781059131140108,ptsd
dACC,acquisition,encoding,109,0.1422810484926879,ptsd
dACC,acquisition,encoding,110,0.0006220639154792262,ptsd
dACC,acquisition,encoding,111,-0.04752650286557317,ptsd
dACC,acquisition,encoding,112,0.38705760614837653,ptsd
dACC,acquisition,encoding,113,0.5086112843255007,ptsd
dACC,acquisition,encoding,114,0.2504268121173101,ptsd
dACC,acquisition,encoding,115,0.19661809905304162,ptsd
dACC,acquisition,encoding,116,0.04289128284979732,ptsd
dACC,acquisition,encoding,117,0.23700162340559494,ptsd
dACC,acquisition,encoding,118,0.03024892433602422,ptsd
dACC,acquisition,encoding,120,0.2310007386641475,ptsd
dACC,acquisition,encoding,121,0.1506658693141959,ptsd
dACC,acquisition,encoding,122,0.3465559779915436,ptsd
dACC,acquisition,encoding,123,0.15866016231884583,ptsd
dACC,acquisition,encoding,124,0.2604545161930172,ptsd
dACC,acquisition,encoding,125,-0.05716328676309157,ptsd
dACC,acquisition,retrieval,101,0.18799178772653408,ptsd
dACC,acquisition,retrieval,102,0.07366148282053452,ptsd
dACC,acquisition,retrieval,103,-0.043609351656036396,ptsd
dACC,acquisition,retrieval,104,0.03573536774216412,ptsd
dACC,acquisition,retrieval,105,0.24596279479631256,ptsd
dACC,acquisition,retrieval,106,0.04037190175003594,ptsd
dACC,acquisition,retrieval,107,0.08322882547244403,ptsd
dACC,acquisition,retrieval,108,-0.02919652409046386,ptsd
dACC,acquisition,retrieval,109,0.0420077928177798,ptsd
dACC,acquisition,retrieval,110,0.01920222794019577,ptsd
dACC,acquisition,retrieval,111,-0.05384402416007003,ptsd
dACC,acquisition,retrieval,112,0.2456023955996165,ptsd
dACC,acquisition,retrieval,113,0.2766067146365716,ptsd
dACC,acquisition,retrieval,114,0.06009506114997537,ptsd
dACC,acquisition,retrieval,115,-0.05506750272759647,ptsd
dACC,acquisition,retrieval,116,0.0028420592066625283,ptsd
dACC,acquisition,retrieval,117,0.5307761122478563,ptsd
dACC,acquisition,retrieval,118,0.12435569352457072,ptsd
dACC,acquisition,retrieval,120,-0.017785091814898638,ptsd
dACC,acquisition,retrieval,121,0.08409011029456331,ptsd
dACC,acquisition,retrieval,122,0.10805302842616249,ptsd
dACC,acquisition,retrieval,123,0.019961275922558683,ptsd
dACC,acquisition,retrieval,124,-0.03903342597530235,ptsd
dACC,acquisition,retrieval,125,0.11885241505111832,ptsd
dACC,baseline,encoding,101,0.11963471101887971,ptsd
dACC,baseline,encoding,102,-0.0030449342618528163,ptsd
dACC,baseline,encoding,103,-0.06573802260013681,ptsd
dACC,baseline,encoding,104,-0.06154121378953059,ptsd
dACC,baseline,encoding,105,-0.012982371870585596,ptsd
dACC,baseline,encoding,106,0.06355336312679433,ptsd
dACC,baseline,encoding,107,-0.17117823633468243,ptsd
dACC,baseline,encoding,108,-0.017028015798209006,ptsd
dACC,baseline,encoding,109,0.27032022243163156,ptsd
dACC,baseline,encoding,110,0.009559041277074867,ptsd
dACC,baseline,encoding,111,0.023310025501046258,ptsd
dACC,baseline,encoding,112,-0.12883344780203496,ptsd
dACC,baseline,encoding,113,0.003079777657844701,ptsd
dACC,baseline,encoding,114,0.08119738156845799,ptsd
dACC,baseline,encoding,115,0.0149251598687494,ptsd
dACC,baseline,encoding,116,-0.046241317993876624,ptsd
dACC,baseline,encoding,117,0.04701702217959744,ptsd
dACC,baseline,encoding,118,0.20404506816942175,ptsd
dACC,baseline,encoding,120,0.007368478803909784,ptsd
dACC,baseline,encoding,121,-0.09353441207427143,ptsd
dACC,baseline,encoding,122,0.4523544962419873,ptsd
dACC,baseline,encoding,123,0.2143998678551711,ptsd
dACC,baseline,encoding,124,-0.13488957490419323,ptsd
dACC,baseline,encoding,125,0.021765315212532083,ptsd
dACC,baseline,retrieval,101,-0.09072157989573609,ptsd
dACC,baseline,retrieval,102,-0.014575393275678215,ptsd
dACC,baseline,retrieval,103,0.007470256724847912,ptsd
dACC,baseline,retrieval,104,0.047018822423326036,ptsd
dACC,baseline,retrieval,105,0.10561176862639314,ptsd
dACC,baseline,retrieval,106,0.16757157580756504,ptsd
dACC,baseline,retrieval,107,-0.1478136024780817,ptsd
dACC,baseline,retrieval,108,-0.05656661658899914,ptsd
dACC,baseline,retrieval,109,-0.03596693876348209,ptsd
dACC,baseline,retrieval,110,-0.12472963375291143,ptsd
dACC,baseline,retrieval,111,-0.06400499000575458,ptsd
dACC,baseline,retrieval,112,0.2535244179396612,ptsd
dACC,baseline,retrieval,113,0.029016185207803524,ptsd
dACC,baseline,retrieval,114,0.015566295318456574,ptsd
dACC,baseline,retrieval,115,0.009676531945607608,ptsd
dACC,baseline,retrieval,116,0.11756637194528982,ptsd
dACC,baseline,retrieval,117,-0.12235328435484594,ptsd
dACC,baseline,retrieval,118,0.05749297247817015,ptsd
dACC,baseline,retrieval,120,0.046013202466359454,ptsd
dACC,baseline,retrieval,121,0.008312470222316015,ptsd
dACC,baseline,retrieval,122,0.12730207499206114,ptsd
dACC,baseline,retrieval,123,0.06379167114315196,ptsd
dACC,baseline,retrieval,124,-0.1103098689967735,ptsd
dACC,baseline,retrieval,125,-0.12592050881790273,ptsd
dACC,early_extinction,encoding,101,0.3186656335703127,ptsd
dACC,early_extinction,encoding,102,-0.01747044797173994,ptsd
dACC,early_extinction,encoding,103,-0.22074043218278414,ptsd
dACC,early_extinction,encoding,104,0.005228034881188115,ptsd
dACC,early_extinction,encoding,105,0.05173351515908331,ptsd
dACC,early_extinction,encoding,106,0.10933753816830416,ptsd
dACC,early_extinction,encoding,107,0.3179723805964316,ptsd
dACC,early_extinction,encoding,108,-0.14164796537640478,ptsd
dACC,early_extinction,encoding,109,0.2128898535426878,ptsd
dACC,early_extinction,encoding,110,0.1301130289438739,ptsd
dACC,early_extinction,encoding,111,-0.030993206902194412,ptsd
dACC,early_extinction,encoding,112,0.3311981278612498,ptsd
dACC,early_extinction,encoding,113,0.38205907446459686,ptsd
dACC,early_extinction,encoding,114,0.19241821211666357,ptsd
dACC,early_extinction,encoding,115,-0.18511123399563262,ptsd
dACC,early_extinction,encoding,116,-0.23663334254153173,ptsd
dACC,early_extinction,encoding,117,-0.02770601821457186,ptsd
dACC,early_extinction,encoding,118,0.039818590481981636,ptsd
dACC,early_extinction,encoding,120,-0.4773502591581743,ptsd
dACC,early_extinction,encoding,121,0.6725461823427772,ptsd
dACC,early_extinction,encoding,122,0.16843066535505774,ptsd
dACC,early_extinction,encoding,123,0.10868034334929982,ptsd
dACC,early_extinction,encoding,124,-0.16375078445169067,ptsd
