index,onset,duration,trial_type,stimulus,memory_condition,encode_phase,response,low_confidence_accuracy,high_confidence_accuracy,response_time,phase,source_memory
5,40.667,3.0,CS+,tools/gong.jpg,Old,baseline,DO,H,H,0.8420000000000001,memory_run-01,acquisition
11,85.417,3.0,CS+,tools/beadingtool.jpg,Old,baseline,DO,H,H,1.415,memory_run-01,acquisition
20,154.55,3.0,CS+,tools/reflexhammer.jpg,Old,baseline,DO,H,H,1.382,memory_run-01,acquisition
30,231.784,3.0,CS+,tools/cheesegrater.jpg,Old,baseline,DO,H,H,0.631,memory_run-01,acquisition
54,416.867,3.0,CS+,tools/plunger.jpg,Old,baseline,DO,H,H,0.953,memory_run-01,acquisition
56,432.134,3.0,CS+,tools/transmissionwrench.jpg,Old,baseline,DO,H,H,0.988,memory_run-01,acquisition
66,508.434,3.0,CS+,tools/drillbit.jpg,Old,baseline,DO,H,H,0.72,memory_run-01,acquisition
67,515.5840000000002,3.0,CS+,tools/electricbreaker.jpg,Old,baseline,DO,H,H,0.941,memory_run-01,acquisition
85,39.733,3.0,CS+,tools/plow.jpg,Old,baseline,DO,H,H,0.865,memory_run-02,acquisition
97,125.383,3.0,CS+,tools/faxmachine.jpg,Old,baseline,DO,H,H,1.341,memory_run-02,extinction
103,168.15,3.0,CS+,tools/ropeandpulley.jpg,Old,baseline,DO,H,H,1.025,memory_run-02,acquisition
108,203.8,3.0,CS+,tools/hairdryer.jpg,Old,baseline,DO,H,H,0.983,memory_run-02,acquisition
135,411.317,3.0,CS+,tools/rollingpin.jpg,Old,baseline,DO,H,H,0.627,memory_run-02,acquisition
137,427.567,3.0,CS+,tools/gardenhose.jpg,Old,baseline,DO,H,H,0.536,memory_run-02,acquisition
146,500.734,3.0,CS+,tools/scissors.jpg,Old,baseline,DO,H,H,0.637,memory_run-02,acquisition
147,508.867,3.0,CS+,tools/ladder.jpg,Old,baseline,DO,H,H,0.8690000000000001,memory_run-02,extinction
163,25.433000000000003,3.0,CS+,tools/shoehorn.jpg,Old,baseline,DO,H,H,0.7559999999999999,memory_run-03,acquisition
165,39.683,3.0,CS+,tools/weldinghelmet.jpg,Old,baseline,DN,M,M,0.6609999999999999,memory_run-03,extinction
185,182.183,3.0,CS+,tools/stove.jpg,Old,baseline,DO,H,H,0.85,memory_run-03,acquisition
193,239.233,3.0,CS+,tools/paintroller.jpg,Old,baseline,DO,H,H,1.217,memory_run-03,extinction
213,394.767,3.0,CS+,tools/chisel.jpg,Old,baseline,DO,H,H,1.4240000000000002,memory_run-03,acquisition
219,443.567,3.0,CS+,tools/rake.jpg,Old,baseline,DO,H,H,0.858,memory_run-03,acquisition
226,500.434,3.0,CS+,tools/wheelbarrow.jpg,Old,baseline,DO,H,H,1.3330000000000002,memory_run-03,extinction
227,508.55,3.0,CS+,tools/pliers.jpg,Old,baseline,DO,H,H,1.3,memory_run-03,baseline
12,93.55,3.0,CS+,tools/benchdogs.jpg,Old,acquisition,DO,H,H,1.108,memory_run-01,acquisition
19,146.417,3.0,CS+,tools/beaker.jpg,Old,acquisition,DO,H,H,0.955,memory_run-01,acquisition
26,201.267,3.0,CS+,tools/tubeflaring.jpg,Old,acquisition,DO,H,H,0.993,memory_run-01,acquisition
37,284.65,3.0,CS+,tools/sander.jpg,Old,acquisition,DO,H,H,1.105,memory_run-01,acquisition
43,331.467,3.0,CS+,tools/mallet.jpg,Old,acquisition,DO,H,H,0.753,memory_run-01,acquisition
51,393.467,3.0,CS+,tools/vegetablepeeler.jpg,Old,acquisition,DO,H,H,0.804,memory_run-01,acquisition
68,522.7180000000002,3.0,CS+,tools/viceclamp.jpg,Old,acquisition,DO,H,H,0.927,memory_run-01,acquisition
69,529.8340000000002,3.0,CS+,tools/pruner.jpg,Old,acquisition,DO,H,H,0.679,memory_run-01,acquisition
89,68.283,3.0,CS+,tools/levelmount.jpg,Old,acquisition,DO,H,H,0.823,memory_run-02,extinction
99,139.65,3.0,CS+,tools/blackboard.jpg,Old,acquisition,DO,H,H,1.176,memory_run-02,acquisition
107,196.667,3.0,CS+,tools/sparkplug.jpg,Old,acquisition,DO,H,H,0.907,memory_run-02,acquisition
115,253.7,3.0,CS+,tools/fan.jpg,Old,acquisition,DO,H,H,1.162,memory_run-02,acquisition
127,346.2,3.0,CS+,tools/thermometer.jpg,Old,acquisition,DO,H,H,0.976,memory_run-02,baseline
129,362.467,3.0,CS+,tools/measuringcups.jpg,Old,acquisition,DO,H,H,0.92,memory_run-02,acquisition
148,516.984,3.0,CS+,tools/broom.jpg,Old,acquisition,DO,H,H,1.3230000000000002,memory_run-02,acquisition
149,525.117,3.0,CS+,tools/ruler.jpg,Old,acquisition,DO,H,H,1.03,memory_run-02,acquisition
164,32.566,3.0,CS+,tools/eraser.jpg,Old,acquisition,DO,H,H,0.934,memory_run-03,acquisition
177,125.133,3.0,CS+,tools/woodchipper.jpg,Old,acquisition,DO,H,H,0.768,memory_run-03,acquisition
182,160.783,3.0,CS+,tools/routerplane.jpg,Old,acquisition,DO,H,H,0.846,memory_run-03,acquisition
198,274.867,3.0,CS+,tools/measuringdevice.jpg,Old,acquisition,MO,H,M,1.912,memory_run-03,acquisition
203,313.483,3.0,CS+,tools/weedeater.jpg,Old,acquisition,DO,H,H,0.769,memory_run-03,acquisition
216,419.167,3.0,CS+,tools/lawnmower.jpg,Old,acquisition,DO,H,H,0.8390000000000001,memory_run-03,acquisition
228,516.6669999999998,3.0,CS+,tools/spoon.jpg,Old,acquisition,DN,M,M,0.962,memory_run-03,baseline
229,524.784,3.0,CS+,tools/wrench.jpg,Old,acquisition,DO,H,H,0.6609999999999999,memory_run-03,acquisition
4,33.534,3.0,CS+,tools/campingstove.jpg,Old,extinction,MO,H,M,0.919,memory_run-01,acquisition
9,71.184,3.0,CS+,tools/carpetblower.jpg,Old,extinction,DO,H,H,0.898,memory_run-01,extinction
28,216.517,3.0,CS+,tools/treadmill.jpg,Old,extinction,DO,H,H,0.821,memory_run-01,acquisition
39,300.9170000000001,3.0,CS+,tools/extensioncord.jpg,Old,extinction,DO,H,H,1.187,memory_run-01,acquisition
41,316.184,3.0,CS+,tools/padlock.jpg,Old,extinction,DN,M,M,0.961,memory_run-01,baseline
59,454.534,3.0,CS+,tools/bucket.jpg,Old,extinction,DO,H,H,0.935,memory_run-01,acquisition
70,537.951,3.0,CS+,tools/paintbrush.jpg,Old,extinction,DO,H,H,1.045,memory_run-01,acquisition
71,545.068,3.0,CS+,tools/screwdriver.jpg,Old,extinction,DO,H,H,0.7070000000000001,memory_run-01,baseline
82,18.35,3.0,CS+,tools/camera.jpg,Old,extinction,DO,H,H,1.102,memory_run-02,acquisition
93,96.833,3.0,CS+,tools/solderingtorch.jpg,Old,extinction,DO,H,H,1.273,memory_run-02,acquisition
111,225.15,3.0,CS+,tools/microwave.jpg,Old,extinction,DO,H,H,1.356,memory_run-02,acquisition
117,267.95,3.0,CS+,tools/workbench.jpg,Old,extinction,DO,H,H,1.033,memory_run-02,acquisition
123,313.7,3.0,CS+,tools/edger.jpg,Old,extinction,DO,H,H,0.84,memory_run-02,acquisition
126,338.084,3.0,CS+,tools/jumpercables.jpg,Old,extinction,DN,M,M,0.962,memory_run-02,extinction
150,533.234,3.0,CS+,tools/monkeywrench.jpg,Old,extinction,DO,H,H,0.637,memory_run-02,acquisition
151,541.367,3.0,CS+,tools/measuringtape.jpg,Old,extinction,,M,M,,memory_run-02,extinction
170,75.283,3.0,CS+,tools/videogamecontroller.jpg,Old,extinction,DO,H,H,0.898,memory_run-03,extinction
178,132.25,3.0,CS+,tools/duffelbag.jpg,Old,extinction,DN,M,M,0.856,memory_run-03,extinction
184,175.033,3.0,CS+,tools/airpump.jpg,Old,extinction,DO,H,H,0.792,memory_run-03,acquisition
189,210.7,3.0,CS+,tools/toaster.jpg,Old,extinction,DO,H,H,0.696,memory_run-03,acquisition
201,297.25,3.0,CS+,tools/squeegee.jpg,Old,extinction,DO,H,H,1.051,memory_run-03,acquisition
207,345.9840000000001,3.0,CS+,tools/blower.jpg,Old,extinction,DO,H,H,0.787,memory_run-03,acquisition
230,532.9169999999998,3.0,CS+,tools/chainsaw.jpg,Old,extinction,DO,H,H,0.7340000000000001,memory_run-03,acquisition
231,541.034,3.0,CS+,tools/hammer.jpg,Old,extinction,DO,H,H,0.608,memory_run-03,acquisition
1,11.167,3.0,CS+,tools/engine.jpg,New,foil,DO,FA,FA,2.942,memory_run-01,
2,18.3,3.0,CS+,tools/grapplinghook.jpg,New,foil,DN,CR,CR,1.214,memory_run-01,
7,55.917,3.0,CS+,tools/bolt.jpg,New,foil,DN,CR,CR,1.122,memory_run-01,
17,132.15,3.0,CS+,tools/keys.jpg,New,foil,MO,FA,CR,1.639,memory_run-01,
32,247.034,3.0,CS+,tools/whistle.jpg,New,foil,DN,CR,CR,1.018,memory_run-01,
33,254.15,3.0,CS+,tools/whisk.jpg,New,foil,DN,CR,CR,0.95,memory_run-01,
34,262.267,3.0,CS+,tools/magnet.jpg,New,foil,DN,CR,CR,0.8390000000000001,memory_run-01,
35,269.4,3.0,CS+,tools/mellonballer.jpg,New,foil,DN,CR,CR,1.064,memory_run-01,
45,347.701,3.0,CS+,tools/microscope.jpg,New,foil,DO,FA,FA,0.688,memory_run-01,
46,354.834,3.0,CS+,tools/level.jpg,New,foil,DN,CR,CR,1.722,memory_run-01,
57,439.267,3.0,CS+,tools/caulkinggun.jpg,New,foil,DN,CR,CR,1.057,memory_run-01,
58,446.401,3.0,CS+,tools/electricdrill.jpg,New,foil,DO,FA,FA,1.237,memory_run-01,
76,583.701,3.0,CS+,tools/dremel.jpg,New,foil,DO,FA,FA,0.815,memory_run-01,
77,590.818,3.0,CS+,tools/lantern.jpg,New,foil,DO,FA,FA,1.442,memory_run-01,
78,598.951,3.0,CS+,tools/wateringcan.jpg,New,foil,DO,FA,FA,1.028,memory_run-01,
79,607.068,3.0,CS+,tools/burnisher.jpg,New,foil,DN,CR,CR,0.86,memory_run-01,
80,4.033,3.0,CS+,tools/hedgeshears.jpg,New,foil,DN,CR,CR,2.254,memory_run-02,
84,32.6,3.0,CS+,tools/anvil.jpg,New,foil,DN,CR,CR,1.19,memory_run-02,
86,46.85,3.0,CS+,tools/stapler.jpg,New,foil,DO,FA,FA,1.137,memory_run-02,
95,111.1,3.0,CS+,tools/duster.jpg,New,foil,DO,FA,FA,1.308,memory_run-02,
101,153.9,3.0,CS+,tools/pizzacutter.jpg,New,foil,DN,CR,CR,1.024,memory_run-02,
102,161.033,3.0,CS+,tools/flashlight.jpg,New,foil,DO,FA,FA,0.614,memory_run-02,
106,189.533,3.0,CS+,tools/pick.jpg,New,foil,DO,FA,FA,1.656,memory_run-02,
112,232.284,3.0,CS+,tools/telephone.jpg,New,foil,DO,FA,FA,0.919,memory_run-02,
122,305.584,3.0,CS+,tools/battery.jpg,New,foil,,CR,CR,,memory_run-02,
124,321.834,3.0,CS+,tools/razorblade.jpg,New,foil,DN,CR,CR,1.021,memory_run-02,
130,370.601,3.0,CS+,tools/sawblade.jpg,New,foil,DN,CR,CR,0.8740000000000001,memory_run-02,
138,435.717,3.0,CS+,tools/laptop.jpg,New,foil,DN,CR,CR,1.077,memory_run-02,
156,582.034,3.0,CS+,tools/snowbrush.jpg,New,foil,DO,FA,FA,0.728,memory_run-02,
157,590.151,3.0,CS+,tools/carabiner.jpg,New,foil,DN,CR,CR,1.412,memory_run-02,
158,598.284,3.0,CS+,tools/scratchawl.jpg,New,foil,DO,FA,FA,1.273,memory_run-02,
159,606.434,3.0,CS+,tools/clamp.jpg,New,foil,DO,FA,FA,0.616,memory_run-02,
167,53.933,3.0,CS+,tools/cuttingboard.jpg,New,foil,DN,CR,CR,0.7959999999999999,memory_run-03,
168,61.05,3.0,CS+,tools/magnifyingglass.jpg,New,foil,DN,CR,CR,1.129,memory_run-03,
171,82.4,3.0,CS+,tools/staplegun.jpg,New,foil,DN,CR,CR,0.88,memory_run-03,
179,139.38299999999998,3.0,CS+,tools/smartphone.jpg,New,foil,DN,CR,CR,0.873,memory_run-03,
183,167.9,3.0,CS+,tools/shovel.jpg,New,foil,DO,FA,FA,0.622,memory_run-03,
187,196.433,3.0,CS+,tools/vicegrips.jpg,New,foil,DO,FA,FA,0.7559999999999999,memory_run-03,
188,203.583,3.0,CS+,tools/compass.jpg,New,foil,DO,FA,FA,1.062,memory_run-03,
196,260.6,3.0,CS+,tools/clippers.jpg,New,foil,DO,FA,FA,0.825,memory_run-03,
