6.76670000e+01	3.00000000e+00	1.00000000e+00
8.18170000e+01	3.00000000e+00	1.00000000e+00
9.59670000e+01	3.00000000e+00	1.00000000e+00
1.24334000e+02	3.00000000e+00	1.00000000e+00
1.88067000e+02	3.00000000e+00	1.00000000e+00
2.02234000e+02	3.00000000e+00	1.00000000e+00
2.44717000e+02	3.00000000e+00	1.00000000e+00
2.80151000e+02	3.00000000e+00	1.00000000e+00
3.11484000e+02	3.00000000e+00	1.00000000e+00
3.35701000e+02	3.00000000e+00	1.00000000e+00
3.59934000e+02	3.00000000e+00	1.00000000e+00
4.32651000e+02	3.00000000e+00	1.00000000e+00
5.13485000e+02	3.00000000e+00	1.00000000e+00
5.29635000e+02	3.00000000e+00	1.00000000e+00
5.86151000e+02	3.00000000e+00	1.00000000e+00
6.02318000e+02	3.00000000e+00	1.00000000e+00
