index,onset,duration,trial_type,stimulus,memory_condition,encode_phase,response,low_confidence_accuracy,high_confidence_accuracy,response_time,phase,source_memory
0,4.05,3.0,CS+,animals/caterpillarhawkmoth.jpg,Old,baseline,DO,H,H,1.604,memory_run-01,acquisition
5,40.8,3.0,CS+,animals/hyena.jpg,Old,baseline,DO,H,H,1.237,memory_run-01,baseline
20,153.783,3.0,CS+,animals/cricket.jpg,Old,baseline,DO,H,H,1.217,memory_run-01,baseline
38,292.15,3.0,CS+,animals/goldfish.jpg,Old,baseline,MO,H,M,1.369,memory_run-01,baseline
47,363.367,3.0,CS+,animals/marmot.jpg,Old,baseline,DO,H,H,1.033,memory_run-01,extinction
59,454.95,3.0,CS+,animals/flamingo.jpg,Old,baseline,DO,H,H,0.8190000000000001,memory_run-01,extinction
64,491.567,3.0,CS+,animals/shrimp.jpg,Old,baseline,DO,H,H,0.97,memory_run-01,baseline
65,498.717,3.0,CS+,animals/horse.jpg,Old,baseline,MN,M,M,1.581,memory_run-01,acquisition
84,32.667,3.0,CS+,animals/halibut.jpg,Old,baseline,MO,H,M,1.149,memory_run-02,extinction
86,46.967,3.0,CS+,animals/cranebug.jpg,Old,baseline,DO,H,H,1.189,memory_run-02,acquisition
103,168.417,3.0,CS+,animals/starfish.jpg,Old,baseline,MO,H,M,1.587,memory_run-02,baseline
119,282.617,3.0,CS+,animals/canary.jpg,Old,baseline,DO,H,H,1.159,memory_run-02,baseline
130,371.084,3.0,CS+,animals/perch.jpg,Old,baseline,MO,H,M,1.121,memory_run-02,baseline
138,436.184,3.0,CS+,animals/salmon.jpg,Old,baseline,MO,H,M,1.171,memory_run-02,extinction
144,485.034,3.0,CS+,animals/racoon.jpg,Old,baseline,MO,H,M,1.471,memory_run-02,extinction
145,493.167,3.0,CS+,animals/cat.jpg,Old,baseline,DO,H,H,1.581,memory_run-02,extinction
164,32.633,3.0,CS+,animals/zebra.jpg,Old,baseline,DO,H,H,1.39,memory_run-03,baseline
170,75.416,3.0,CS+,animals/aardvark.jpg,Old,baseline,MO,H,M,1.129,memory_run-03,extinction
180,146.75,3.0,CS+,animals/skunk.jpg,Old,baseline,DO,H,H,1.005,memory_run-03,baseline
192,232.35,3.0,CS+,animals/finch.jpg,Old,baseline,MO,H,M,1.534,memory_run-03,acquisition
202,305.6,3.0,CS+,animals/reindeer.jpg,Old,baseline,MO,H,M,1.003,memory_run-03,extinction
