subject,trial_type,encode_phase,response,CSp_trial,CSm_trial
1,CS+,acquisition,DO,3.0,
1,CS-,extinction,MN,,10.0
1,CS+,extinction,MO,8.0,
1,CS+,baseline,DO,3.0,
1,CS+,acquisition,MO,8.0,
1,CS+,baseline,DO,12.0,
1,CS-,baseline,DO,,13.0
1,CS-,baseline,MN,,18.0
1,CS-,acquisition,DO,,8.0
1,CS-,extinction,MO,,2.0
1,CS-,acquisition,DN,,22.0
1,CS+,extinction,MN,23.0,
1,CS+,baseline,DO,2.0,
1,CS-,extinction,MO,,1.0
1,CS-,baseline,MN,,8.0
1,CS+,extinction,DO,7.0,
1,CS+,acquisition,DO,15.0,
1,CS-,acquisition,MN,,3.0
1,CS-,acquisition,MN,,15.0
1,CS+,extinction,MN,12.0,
1,CS-,extinction,DO,,15.0
1,CS+,acquisition,DO,1.0,
1,CS+,baseline,DO,8.0,
1,CS-,baseline,MN,,10.0
1,CS+,extinction,DO,5.0,
1,CS-,acquisition,MO,,9.0
1,CS-,extinction,DO,,18.0
1,CS-,acquisition,MO,,20.0
1,CS+,extinction,MO,18.0,
1,CS+,baseline,MO,20.0,
1,CS+,baseline,DO,11.0,
1,CS+,acquisition,MO,6.0,
1,CS-,extinction,MN,,3.0
1,CS-,baseline,DO,,5.0
1,CS+,acquisition,MO,4.0,
1,CS-,baseline,MN,,14.0
1,CS+,baseline,DO,7.0,
1,CS+,baseline,,22.0,
1,CS+,acquisition,DO,12.0,
1,CS+,acquisition,DO,22.0,
1,CS+,extinction,MO,11.0,
1,CS+,extinction,MO,4.0,
1,CS-,baseline,DO,,2.0
1,CS-,baseline,MO,,3.0
1,CS-,acquisition,DN,,17.0
1,CS-,acquisition,MO,,11.0
1,CS-,extinction,MN,,23.0
1,CS-,extinction,MO,,8.0
1,CS+,extinction,MN,20.0,
1,CS-,acquisition,MO,,23.0
1,CS-,acquisition,DN,,13.0
1,CS+,acquisition,DO,5.0,
1,CS-,extinction,DO,,14.0
1,CS-,baseline,MN,,21.0
1,CS-,baseline,DN,,12.0
1,CS-,extinction,MN,,6.0
1,CS+,baseline,DO,18.0,
1,CS+,baseline,MN,21.0,
1,CS+,extinction,DN,13.0,
1,CS+,acquisition,DO,9.0,
1,CS+,baseline,DN,14.0,
1,CS+,extinction,MO,19.0,
1,CS+,extinction,DO,22.0,
1,CS-,baseline,DO,,4.0
1,CS+,acquisition,MO,24.0,
1,CS+,baseline,DO,15.0,
1,CS-,acquisition,MO,,24.0
1,CS+,acquisition,DO,2.0,
1,CS-,baseline,DN,,11.0
1,CS-,acquisition,MO,,7.0
1,CS-,extinction,,,22.0
1,CS-,extinction,MO,,20.0
1,CS+,acquisition,DO,11.0,
1,CS-,baseline,MN,,7.0
1,CS+,extinction,DO,14.0,
1,CS-,baseline,DO,,9.0
1,CS+,extinction,DO,6.0,
1,CS+,baseline,DO,4.0,
1,CS+,acquisition,DO,23.0,
1,CS+,baseline,MO,9.0,
1,CS-,extinction,MN,,11.0
1,CS-,acquisition,MN,,2.0
1,CS-,extinction,DO,,16.0
1,CS-,acquisition,MO,,12.0
1,CS+,baseline,MO,6.0,
1,CS+,baseline,MO,16.0,
1,CS+,acquisition,DO,18.0,
1,CS+,acquisition,MO,7.0,
1,CS+,extinction,MN,15.0,
1,CS+,extinction,MN,16.0,
1,CS-,baseline,MN,,1.0
1,CS-,baseline,MO,,15.0
1,CS-,acquisition,MO,,5.0
1,CS-,acquisition,DO,,16.0
1,CS-,extinction,MN,,24.0
1,CS-,extinction,DN,,19.0
1,CS+,extinction,DN,10.0,
1,CS-,acquisition,MO,,6.0
1,CS-,extinction,,,4.0
1,CS-,baseline,MO,,20.0
1,CS-,extinction,DO,,21.0
1,CS+,acquisition,MN,19.0,
1,CS+,acquisition,DO,14.0,
1,CS+,extinction,MO,21.0,
1,CS-,baseline,MO,,22.0
1,CS+,baseline,DO,19.0,
1,CS-,acquisition,MN,,4.0
1,CS+,baseline,MO,5.0,
1,CS+,extinction,MO,24.0,
1,CS-,baseline,MN,,6.0
1,CS-,extinction,MN,,9.0
1,CS-,extinction,MN,,12.0
1,CS-,acquisition,DO,,18.0
1,CS+,baseline,MN,10.0,
1,CS-,acquisition,MN,,21.0
1,CS-,baseline,MN,,19.0
1,CS+,extinction,MN,1.0,
1,CS+,acquisition,MO,13.0,
1,CS+,acquisition,MO,10.0,
1,CS+,baseline,DO,23.0,
1,CS-,baseline,,,23.0
1,CS+,baseline,DO,17.0,
1,CS-,acquisition,MN,,19.0
1,CS+,extinction,MN,9.0,
1,CS+,extinction,MO,3.0,
1,CS-,acquisition,MO,,1.0
1,CS-,extinction,MO,,17.0
1,CS-,extinction,MN,,13.0
1,CS+,acquisition,DO,16.0,
1,CS+,acquisition,DO,17.0,
1,CS-,baseline,MO,,17.0
1,CS+,baseline,,1.0,
1,CS+,baseline,DO,13.0,
1,CS+,baseline,MO,24.0,
1,CS+,acquisition,DO,20.0,
1,CS+,acquisition,DO,21.0,
1,CS+,extinction,DN,2.0,
1,CS+,extinction,DO,17.0,
1,CS-,baseline,DO,,24.0
1,CS-,baseline,MN,,16.0
1,CS-,acquisition,MN,,10.0
1,CS-,acquisition,MN,,14.0
1,CS-,extinction,MO,,5.0
1,CS-,extinction,MO,,7.0
2,CS+,acquisition,DO,16.0,
2,CS-,extinction,MN,,22.0
2,CS-,extinction,MO,,24.0
2,CS+,acquisition,DN,7.0,
2,CS-,baseline,DO,,21.0
2,CS+,extinction,DO,9.0,
2,CS+,baseline,DO,22.0,
2,CS-,baseline,DO,,24.0
2,CS-,acquisition,MN,,20.0
2,CS-,acquisition,DO,,24.0
2,CS+,extinction,DO,4.0,
2,CS+,baseline,DO,23.0,
2,CS+,extinction,DO,16.0,
2,CS+,acquisition,MN,14.0,
2,CS+,baseline,DO,15.0,
2,CS-,extinction,DN,,18.0
2,CS-,baseline,DO,,11.0
2,CS+,baseline,DO,14.0,
2,CS-,extinction,DO,,16.0
2,CS-,baseline,DO,,18.0
2,CS+,acquisition,DO,6.0,
2,CS+,extinction,DO,2.0,
2,CS-,acquisition,MN,,15.0
2,CS-,acquisition,DO,,4.0
2,CS+,extinction,DO,14.0,
2,CS+,baseline,DO,16.0,
2,CS-,acquisition,DO,,9.0
2,CS-,baseline,DO,,16.0
2,CS-,extinction,DN,,8.0
2,CS-,acquisition,MO,,18.0
2,CS+,baseline,DO,4.0,
2,CS+,acquisition,DO,15.0,
2,CS-,baseline,DN,,12.0
2,CS+,extinction,DO,1.0,
2,CS-,extinction,DO,,17.0
2,CS+,acquisition,DN,22.0,
2,CS+,baseline,DO,11.0,
2,CS+,baseline,DO,12.0,
2,CS+,acquisition,DN,12.0,
2,CS+,acquisition,DO,23.0,
2,CS+,extinction,DO,17.0,
2,CS+,extinction,DO,21.0,
2,CS-,baseline,DO,,13.0
2,CS-,baseline,DO,,4.0
2,CS-,acquisition,DN,,13.0
2,CS-,acquisition,DN,,8.0
2,CS-,extinction,DN,,10.0
2,CS-,extinction,DO,,7.0
2,CS+,baseline,DO,18.0,
2,CS+,extinction,DO,8.0,
2,CS+,acquisition,DO,17.0,
2,CS+,extinction,DO,7.0,
2,CS-,acquisition,DO,,6.0
2,CS-,baseline,DN,,10.0
2,CS+,baseline,DO,2.0,
2,CS+,acquisition,DO,21.0,
2,CS-,extinction,DN,,2.0
2,CS-,extinction,MO,,9.0
2,CS-,acquisition,DO,,11.0
2,CS-,baseline,DO,,22.0
2,CS-,acquisition,DO,,5.0
2,CS+,acquisition,DO,18.0,
2,CS+,baseline,DO,5.0,
2,CS-,baseline,DO,,8.0
2,CS-,acquisition,DN,,3.0
2,CS-,baseline,DO,,3.0
2,CS+,extinction,DO,22.0,
2,CS-,extinction,DN,,20.0
2,CS-,extinction,DO,,13.0
2,CS+,acquisition,DO,10.0,
2,CS+,extinction,DO,20.0,
2,CS+,baseline,DO,9.0,
2,CS+,extinction,DN,10.0,
2,CS-,extinction,DO,,19.0
2,CS-,baseline,MN,,19.0
2,CS+,acquisition,DO,2.0,
2,CS+,baseline,DO,8.0,
2,CS+,acquisition,DO,8.0,
2,CS-,acquisition,DN,,7.0
2,CS-,acquisition,,,10.0
2,CS-,baseline,DO,,15.0
2,CS-,extinction,DO,,15.0
2,CS+,baseline,DN,17.0,
2,CS+,extinction,DO,12.0,
2,CS+,baseline,DO,6.0,
2,CS+,baseline,DO,21.0,
2,CS+,acquisition,DO,24.0,
2,CS+,acquisition,DO,1.0,
2,CS+,extinction,DN,5.0,
2,CS+,extinction,DO,18.0,
2,CS-,baseline,DN,,5.0
2,CS-,baseline,DO,,6.0
2,CS-,acquisition,DN,,17.0
2,CS-,acquisition,DN,,22.0
2,CS-,extinction,DO,,4.0
2,CS-,extinction,DN,,1.0
2,CS+,baseline,DO,24.0,
2,CS+,baseline,DN,19.0,
2,CS-,acquisition,MO,,21.0
2,CS-,acquisition,DN,,16.0
2,CS-,extinction,DO,,3.0
2,CS+,acquisition,MN,9.0,
2,CS-,baseline,DO,,9.0
2,CS+,extinction,DO,11.0,
2,CS-,baseline,DO,,20.0
2,CS+,extinction,DO,13.0,
2,CS+,acquisition,DO,3.0,
2,CS-,extinction,DO,,12.0
2,CS+,acquisition,DO,11.0,
2,CS-,baseline,DN,,7.0
2,CS-,extinction,DO,,11.0
2,CS+,baseline,DO,20.0,
2,CS-,acquisition,DO,,2.0
2,CS+,acquisition,DN,5.0,
2,CS+,extinction,DO,23.0,
2,CS-,baseline,DN,,14.0
2,CS+,baseline,DO,13.0,
2,CS-,acquisition,DN,,23.0
2,CS+,extinction,DO,6.0,
2,CS-,extinction,DN,,5.0
2,CS-,extinction,DN,,6.0
2,CS+,baseline,DO,7.0,
2,CS+,baseline,DO,3.0,
2,CS-,acquisition,DO,,19.0
2,CS+,extinction,DO,15.0,
2,CS-,baseline,DO,,1.0
2,CS-,baseline,MN,,2.0
2,CS+,extinction,DO,24.0,
2,CS+,acquisition,DO,20.0,
2,CS-,extinction,,,21.0
2,CS-,acquisition,DO,,12.0
2,CS+,acquisition,DO,19.0,
2,CS+,baseline,DO,10.0,
2,CS+,baseline,DO,1.0,
2,CS+,acquisition,DO,4.0,
2,CS+,acquisition,DO,13.0,
2,CS+,extinction,DO,19.0,
2,CS+,extinction,DO,3.0,
2,CS-,baseline,DO,,17.0
2,CS-,baseline,MN,,23.0
2,CS-,acquisition,DN,,1.0
2,CS-,acquisition,MN,,14.0
2,CS-,extinction,DO,,23.0
2,CS-,extinction,DO,,14.0
3,CS-,acquisition,,,5.0
3,CS-,extinction,DN,,16.0
3,CS+,extinction,DO,10.0,
3,CS+,acquisition,MO,21.0,
3,CS+,baseline,MN,7.0,
3,CS-,extinction,DO,,19.0
3,CS+,baseline,DN,22.0,
3,CS+,acquisition,MO,8.0,
3,CS-,acquisition,MO,,22.0
3,CS-,baseline,,,24.0
3,CS-,baseline,DO,,7.0
3,CS+,extinction,MO,18.0,
3,CS+,acquisition,MO,16.0,
3,CS-,extinction,DO,,11.0
3,CS+,acquisition,MO,5.0,
3,CS-,acquisition,DN,,20.0
3,CS-,baseline,DO,,17.0
3,CS-,extinction,DN,,7.0
3,CS-,acquisition,DN,,3.0
3,CS+,baseline,DN,11.0,
3,CS+,extinction,MO,19.0,
3,CS-,baseline,MN,,9.0
3,CS+,extinction,MO,8.0,
3,CS+,baseline,MO,8.0,
3,CS+,extinction,DN,6.0,
3,CS-,extinction,MO,,3.0
3,CS+,acquisition,MO,6.0,
3,CS-,baseline,DO,,22.0
3,CS+,baseline,MO,20.0,
3,CS+,acquisition,DN,2.0,
3,CS+,extinction,MO,1.0,
3,CS-,acquisition,DN,,23.0
3,CS-,baseline,DN,,16.0
3,CS-,acquisition,MN,,12.0
3,CS-,extinction,MO,,6.0
3,CS+,baseline,MO,6.0,
3,CS+,baseline,DO,5.0,
3,CS+,baseline,MO,14.0,
3,CS+,acquisition,MO,19.0,
3,CS+,acquisition,DN,1.0,
3,CS+,extinction,MO,23.0,
3,CS+,extinction,DO,20.0,
3,CS-,baseline,DN,,10.0
3,CS-,baseline,MN,,18.0
3,CS-,acquisition,MO,,10.0
3,CS-,acquisition,MN,,1.0
3,CS-,extinction,DN,,18.0
3,CS-,extinction,DO,,5.0
3,CS-,extinction,DN,,13.0
3,CS+,extinction,MO,21.0,
3,CS+,baseline,DO,17.0,
3,CS-,baseline,MN,,14.0
3,CS+,acquisition,DO,3.0,
3,CS+,baseline,MO,23.0,
3,CS-,extinction,MN,,4.0
3,CS+,extinction,MO,5.0,
3,CS-,baseline,DN,,5.0
3,CS-,acquisition,DN,,14.0
3,CS-,acquisition,MO,,2.0
3,CS+,acquisition,DN,10.0,
3,CS-,extinction,DN,,24.0
3,CS+,extinction,DO,15.0,
3,CS-,baseline,MO,,6.0
3,CS-,acquisition,MO,,15.0
3,CS+,baseline,DO,12.0,
3,CS-,extinction,DN,,2.0
3,CS+,acquisition,MO,9.0,
3,CS+,extinction,DO,17.0,
3,CS+,acquisition,MO,18.0,
3,CS-,acquisition,DN,,6.0
3,CS-,baseline,MO,,11.0
3,CS+,baseline,DO,3.0,
3,CS-,extinction,DN,,9.0
3,CS-,baseline,DO,,19.0
3,CS-,baseline,DN,,8.0
3,CS+,acquisition,MO,24.0,
3,CS+,extinction,DO,16.0,
3,CS+,extinction,DO,24.0,
3,CS-,acquisition,DN,,7.0
3,CS-,extinction,DN,,23.0
3,CS+,acquisition,DO,4.0,
3,CS-,acquisition,MO,,24.0
3,CS+,baseline,DO,21.0,
3,CS+,baseline,DO,4.0,
3,CS+,baseline,MN,18.0,
3,CS+,baseline,DO,16.0,
3,CS+,acquisition,DO,22.0,
3,CS+,acquisition,MO,7.0,
3,CS+,extinction,DN,7.0,
3,CS+,extinction,MN,11.0,
3,CS-,baseline,DO,,21.0
3,CS-,baseline,DN,,1.0
3,CS-,acquisition,MO,,8.0
3,CS-,acquisition,MN,,11.0
3,CS-,extinction,MO,,20.0
3,CS-,extinction,MO,,15.0
3,CS+,acquisition,MN,11.0,
3,CS-,baseline,DN,,13.0
3,CS+,extinction,MO,14.0,
3,CS-,acquisition,DN,,21.0
3,CS+,extinction,MO,13.0,
3,CS-,baseline,DO,,20.0
3,CS+,baseline,DO,1.0,
3,CS+,acquisition,MO,15.0,
3,CS+,baseline,DN,15.0,
3,CS-,extinction,DO,,10.0
3,CS-,acquisition,DN,,16.0
3,CS-,extinction,MO,,1.0
3,CS-,acquisition,MO,,17.0
3,CS-,extinction,DN,,14.0
3,CS+,acquisition,DO,14.0,
3,CS+,extinction,DO,4.0,
3,CS-,baseline,MO,,4.0
3,CS+,extinction,DO,3.0,
3,CS-,baseline,MN,,15.0
3,CS-,acquisition,MN,,13.0
3,CS-,extinction,DN,,21.0
3,CS+,acquisition,MN,12.0,
3,CS+,baseline,MN,24.0,
3,CS+,baseline,MN,13.0,
3,CS+,baseline,MO,9.0,
3,CS-,acquisition,DO,,19.0
3,CS+,extinction,DO,12.0,
3,CS+,acquisition,MN,20.0,
3,CS+,extinction,MO,22.0,
3,CS-,extinction,MO,,22.0
3,CS+,baseline,DO,10.0,
3,CS-,extinction,MN,,17.0
3,CS-,acquisition,DN,,18.0
3,CS+,acquisition,MO,23.0,
3,CS-,baseline,DN,,3.0
3,CS-,baseline,DO,,2.0
3,CS+,baseline,MO,19.0,
3,CS+,baseline,MO,2.0,
3,CS+,acquisition,DO,13.0,
3,CS+,acquisition,DO,17.0,
3,CS+,extinction,MO,9.0,
3,CS+,extinction,MO,2.0,
3,CS-,baseline,DO,,12.0
3,CS-,baseline,MO,,23.0
3,CS-,acquisition,MO,,9.0
3,CS-,acquisition,MO,,4.0
3,CS-,extinction,MO,,12.0
3,CS-,extinction,MN,,8.0
4,CS+,extinction,MN,15.0,
4,CS-,extinction,DO,,24.0
4,CS+,acquisition,DO,8.0,
4,CS+,extinction,MO,8.0,
4,CS-,acquisition,MN,,2.0
4,CS+,acquisition,MO,18.0,
4,CS-,baseline,DO,,20.0
4,CS-,baseline,DO,,9.0
4,CS-,acquisition,DO,,7.0
4,CS+,baseline,DO,9.0,
4,CS-,extinction,MO,,17.0
4,CS+,baseline,DO,5.0,
4,CS+,extinction,DO,12.0,
4,CS+,acquisition,MN,6.0,
4,CS-,extinction,MN,,22.0
4,CS+,baseline,DO,20.0,
4,CS+,baseline,DO,7.0,
4,CS+,extinction,DO,9.0,
4,CS-,extinction,MN,,10.0
4,CS-,acquisition,DN,,12.0
4,CS-,baseline,DO,,5.0
4,CS-,acquisition,DO,,18.0
4,CS+,acquisition,DN,23.0,
4,CS-,baseline,DO,,14.0
4,CS+,baseline,DO,6.0,
4,CS-,extinction,MO,,12.0
4,CS+,extinction,DO,16.0,
4,CS+,acquisition,MO,3.0,
4,CS+,baseline,MN,13.0,
4,CS+,extinction,DO,2.0,
4,CS-,acquisition,DO,,15.0
4,CS-,baseline,MN,,4.0
4,CS-,baseline,MO,,22.0
4,CS+,acquisition,MO,5.0,
4,CS-,extinction,MO,,19.0
4,CS-,acquisition,MN,,4.0
4,CS-,baseline,DO,,23.0
4,CS-,baseline,MN,,15.0
4,CS-,acquisition,DN,,11.0
4,CS-,acquisition,DO,,23.0
4,CS-,extinction,DO,,8.0
4,CS-,extinction,DO,,2.0
4,CS+,baseline,DO,17.0,
4,CS+,baseline,MN,11.0,
4,CS+,acquisition,MO,13.0,
4,CS+,acquisition,MN,9.0,
4,CS+,extinction,MO,20.0,
4,CS+,extinction,MO,17.0,
4,CS-,extinction,DO,,1.0
4,CS+,extinction,DO,13.0,
4,CS-,acquisition,DO,,10.0
4,CS+,baseline,DO,19.0,
4,CS-,baseline,DO,,10.0
4,CS+,baseline,DN,3.0,
4,CS+,acquisition,DN,21.0,
4,CS-,acquisition,DO,,22.0
4,CS-,baseline,DO,,12.0
4,CS+,acquisition,DO,15.0,
4,CS+,extinction,DO,23.0,
4,CS-,extinction,DN,,6.0
4,CS+,acquisition,MO,7.0,
4,CS+,baseline,DO,10.0,
4,CS-,extinction,MN,,5.0
4,CS-,baseline,MO,,7.0
4,CS+,baseline,DO,1.0,
4,CS+,extinction,MN,5.0,
4,CS+,acquisition,DO,20.0,
4,CS-,baseline,DO,,19.0
4,CS-,acquisition,MO,,17.0
4,CS+,extinction,DN,19.0,
4,CS-,acquisition,DO,,14.0
4,CS-,extinction,DO,,13.0
4,CS+,acquisition,MO,4.0,
4,CS+,acquisition,DO,14.0,
4,CS-,acquisition,DO,,13.0
4,CS+,baseline,MO,18.0,
4,CS+,baseline,DO,14.0,
4,CS-,baseline,DO,,8.0
4,CS-,acquisition,DO,,16.0
4,CS-,extinction,DO,,15.0
4,CS-,baseline,MO,,21.0
4,CS+,extinction,MO,6.0,
4,CS+,extinction,DO,10.0,
4,CS-,extinction,DN,,23.0
4,CS-,baseline,DO,,3.0
4,CS-,baseline,DO,,13.0
4,CS-,acquisition,DO,,1.0
4,CS-,acquisition,DO,,24.0
4,CS-,extinction,MO,,9.0
4,CS-,extinction,MN,,3.0
4,CS+,baseline,MN,16.0,
4,CS+,baseline,DN,12.0,
4,CS+,acquisition,DO,1.0,
4,CS+,acquisition,DO,12.0,
4,CS+,extinction,DO,24.0,
4,CS+,extinction,DO,1.0,
4,CS-,baseline,DO,,11.0
4,CS+,acquisition,MO,19.0,
4,CS+,baseline,DO,21.0,
4,CS+,extinction,DO,21.0,
4,CS+,extinction,DO,11.0,
4,CS-,baseline,MO,,18.0
4,CS-,acquisition,MO,,19.0
4,CS-,extinction,MO,,16.0
4,CS+,acquisition,MO,10.0,
4,CS-,acquisition,MO,,3.0
4,CS-,extinction,MO,,14.0
4,CS+,baseline,DO,24.0,
4,CS-,baseline,DO,,24.0
4,CS+,extinction,DO,18.0,
4,CS+,acquisition,DO,16.0,
4,CS-,extinction,MO,,7.0
4,CS+,extinction,MN,22.0,
4,CS-,acquisition,DO,,9.0
4,CS-,acquisition,MN,,20.0
4,CS+,baseline,MN,8.0,
4,CS+,acquisition,MO,2.0,
4,CS-,extinction,DO,,21.0
4,CS-,baseline,DO,,16.0
4,CS+,baseline,MO,15.0,
4,CS+,acquisition,MO,24.0,
4,CS-,acquisition,MO,,8.0
4,CS+,baseline,DO,23.0,
4,CS+,extinction,DO,7.0,
4,CS+,baseline,DO,2.0,
4,CS+,acquisition,DO,22.0,
4,CS-,extinction,MN,,20.0
4,CS-,baseline,MN,,17.0
4,CS-,baseline,DO,,2.0
4,CS+,extinction,DO,3.0,
4,CS-,extinction,MN,,11.0
4,CS-,acquisition,DO,,5.0
4,CS-,baseline,MN,,6.0
4,CS-,baseline,MN,,1.0
4,CS-,acquisition,DO,,6.0
4,CS-,acquisition,DO,,21.0
4,CS-,extinction,MO,,18.0
4,CS-,extinction,DO,,4.0
4,CS+,baseline,DO,4.0,
4,CS+,baseline,MO,22.0,
4,CS+,acquisition,DO,17.0,
4,CS+,acquisition,DO,11.0,
4,CS+,extinction,DO,4.0,
4,CS+,extinction,MO,14.0,
5,CS-,acquisition,DO,,18.0
5,CS-,acquisition,MN,,1.0
5,CS+,extinction,MO,10.0,
5,CS+,baseline,DO,19.0,
5,CS-,extinction,DO,,11.0
5,CS-,baseline,DO,,19.0
5,CS+,extinction,DO,16.0,
5,CS+,baseline,DO,18.0,
5,CS+,acquisition,DO,11.0,
5,CS-,baseline,DO,,1.0
5,CS-,extinction,DO,,20.0
5,CS+,acquisition,DO,15.0,
5,CS+,baseline,DO,8.0,
5,CS-,extinction,DO,,13.0
5,CS-,acquisition,,,13.0
5,CS+,acquisition,DO,24.0,
5,CS-,baseline,MN,,16.0
5,CS+,extinction,DO,17.0,
5,CS-,baseline,DO,,7.0
5,CS+,baseline,DO,12.0,
5,CS-,acquisition,DO,,16.0
5,CS+,acquisition,DO,7.0,
5,CS-,extinction,DO,,4.0
5,CS+,extinction,DO,5.0,
5,CS+,extinction,DN,14.0,
5,CS-,acquisition,DO,,22.0
5,CS+,acquisition,DO,21.0,
5,CS-,baseline,DO,,10.0
5,CS-,extinction,DO,,2.0
5,CS-,acquisition,DO,,4.0
5,CS+,acquisition,DO,10.0,
5,CS-,extinction,DO,,5.0
5,CS-,baseline,DO,,14.0
5,CS+,baseline,DO,2.0,
5,CS+,baseline,DO,5.0,
5,CS+,extinction,DO,6.0,
5,CS-,baseline,DO,,12.0
5,CS-,baseline,DO,,6.0
5,CS-,acquisition,DN,,24.0
5,CS-,acquisition,DN,,3.0
5,CS-,extinction,DO,,12.0
5,CS-,extinction,DO,,15.0
5,CS+,baseline,DO,20.0,
5,CS+,baseline,DO,13.0,
5,CS+,acquisition,DO,19.0,
5,CS+,acquisition,DO,16.0,
5,CS+,extinction,DO,18.0,
5,CS+,extinction,DO,1.0,
5,CS+,extinction,DO,20.0,
5,CS-,baseline,DO,,17.0
5,CS+,baseline,DO,10.0,
5,CS-,baseline,DN,,18.0
5,CS+,acquisition,DO,22.0,
5,CS-,extinction,DO,,10.0
5,CS-,acquisition,DO,,8.0
5,CS-,extinction,DO,,16.0
5,CS+,extinction,DO,12.0,
5,CS+,baseline,DO,6.0,
5,CS-,acquisition,DO,,6.0
5,CS+,acquisition,DO,13.0,
5,CS+,baseline,DO,16.0,
5,CS-,baseline,DO,,9.0
5,CS+,acquisition,DO,20.0,
5,CS+,baseline,DO,22.0,
5,CS-,acquisition,DO,,5.0
5,CS-,acquisition,DO,,2.0
5,CS+,extinction,DO,2.0,
5,CS-,extinction,DO,,3.0
5,CS-,extinction,DO,,18.0
5,CS+,acquisition,DO,9.0,
5,CS+,extinction,DO,8.0,
5,CS-,baseline,DO,,5.0
5,CS-,baseline,DO,,8.0
5,CS-,extinction,DO,,1.0
5,CS+,extinction,DO,21.0,
5,CS-,acquisition,DO,,17.0
5,CS+,extinction,DN,24.0,
5,CS+,acquisition,DO,1.0,
5,CS-,acquisition,DO,,15.0
5,CS+,acquisition,DO,14.0,
5,CS-,extinction,DO,,17.0
5,CS-,baseline,DO,,15.0
5,CS+,baseline,DO,7.0,
5,CS+,baseline,DO,4.0,
5,CS-,baseline,DO,,2.0
5,CS-,baseline,DO,,3.0
5,CS-,acquisition,DO,,9.0
5,CS-,acquisition,DN,,21.0
5,CS-,extinction,DO,,24.0
5,CS-,extinction,DN,,9.0
5,CS+,baseline,DO,9.0,
5,CS+,baseline,DO,21.0,
5,CS+,acquisition,DO,23.0,
5,CS+,acquisition,DO,8.0,
5,CS+,extinction,DO,19.0,
5,CS+,extinction,,23.0,
5,CS-,acquisition,DN,,23.0
5,CS-,baseline,DO,,4.0
5,CS+,baseline,DO,3.0,
5,CS+,acquisition,DO,12.0,
5,CS+,baseline,DN,17.0,
5,CS-,extinction,DO,,8.0
5,CS-,extinction,DO,,22.0
5,CS+,extinction,DO,7.0,
5,CS-,baseline,DN,,20.0
5,CS-,acquisition,DO,,12.0
5,CS+,acquisition,DO,17.0,
5,CS+,extinction,DN,13.0,
5,CS-,extinction,DO,,21.0
5,CS+,acquisition,DO,3.0,
5,CS+,extinction,DO,9.0,
5,CS+,baseline,DO,14.0,
5,CS+,extinction,DO,22.0,
5,CS-,acquisition,DO,,10.0
5,CS-,acquisition,DO,,20.0
5,CS-,baseline,DO,,23.0
5,CS+,baseline,DO,24.0,
5,CS-,extinction,DN,,23.0
5,CS-,baseline,DN,,24.0
5,CS+,acquisition,MO,6.0,
5,CS-,baseline,DO,,13.0
5,CS+,extinction,DO,11.0,
5,CS+,acquisition,DO,5.0,
5,CS-,extinction,DO,,7.0
5,CS+,extinction,DO,15.0,
5,CS-,baseline,DO,,11.0
5,CS+,baseline,DO,15.0,
5,CS-,extinction,MO,,6.0
5,CS-,acquisition,DO,,7.0
5,CS+,acquisition,DO,18.0,
5,CS-,acquisition,DO,,14.0
5,CS+,baseline,DO,23.0,
5,CS-,baseline,DO,,21.0
5,CS-,baseline,,,22.0
5,CS-,acquisition,DN,,19.0
5,CS-,acquisition,DO,,11.0
5,CS-,extinction,DO,,14.0
5,CS-,extinction,DN,,19.0
5,CS+,baseline,DO,11.0,
5,CS+,baseline,DO,1.0,
5,CS+,acquisition,DN,2.0,
5,CS+,acquisition,DO,4.0,
5,CS+,extinction,DO,3.0,
5,CS+,extinction,DO,4.0,
6,CS-,acquisition,MO,,6.0
6,CS-,acquisition,MN,,19.0
6,CS+,acquisition,DO,5.0,
6,CS+,extinction,MO,7.0,
6,CS+,baseline,DO,2.0,
6,CS+,acquisition,DO,4.0,
6,CS-,baseline,MO,,7.0
6,CS-,extinction,MO,,12.0
6,CS-,baseline,DO,,14.0
6,CS-,extinction,MO,,2.0
6,CS+,baseline,MO,1.0,
6,CS+,extinction,MN,1.0,
6,CS-,extinction,DO,,17.0
6,CS+,extinction,MO,3.0,
6,CS-,baseline,DO,,5.0
6,CS-,acquisition,MO,,1.0
6,CS+,extinction,MN,18.0,
6,CS+,acquisition,MO,10.0,
6,CS-,acquisition,MN,,17.0
6,CS+,baseline,DO,6.0,
6,CS+,baseline,MN,11.0,
6,CS-,baseline,MN,,9.0
6,CS+,acquisition,DO,9.0,
6,CS-,extinction,MN,,18.0
6,CS-,acquisition,MO,,7.0
6,CS-,extinction,MO,,9.0
6,CS+,acquisition,DO,19.0,
6,CS-,baseline,MO,,12.0
6,CS+,extinction,DO,11.0,
6,CS+,baseline,DO,18.0,
6,CS-,extinction,MO,,5.0
6,CS+,acquisition,DO,1.0,
6,CS-,acquisition,MO,,10.0
6,CS-,baseline,MN,,16.0
6,CS+,extinction,MO,13.0,
6,CS+,baseline,MO,14.0,
6,CS-,baseline,MO,,6.0
6,CS-,baseline,MO,,21.0
6,CS-,acquisition,MN,,20.0
6,CS-,acquisition,MN,,21.0
6,CS-,extinction,MO,,20.0
6,CS-,extinction,MN,,10.0
6,CS+,baseline,DO,4.0,
