subject,trial_type,encode_phase,response,CSp_trial,CSm_trial
113,CS+,extinction,MO,6.0,
113,CS-,acquisition,DO,,3.0
113,CS-,extinction,DO,,5.0
113,CS+,acquisition,DO,23.0,
113,CS+,acquisition,DO,18.0,
113,CS-,extinction,MN,,16.0
113,CS+,extinction,DN,22.0,
113,CS-,baseline,DO,,21.0
113,CS+,extinction,DO,7.0,
113,CS+,acquisition,MO,13.0,
113,CS+,baseline,DN,3.0,
113,CS-,extinction,MN,,2.0
113,CS-,acquisition,MN,,11.0
113,CS+,extinction,DN,15.0,
113,CS-,extinction,MN,,6.0
113,CS+,acquisition,DN,3.0,
113,CS+,baseline,DO,8.0,
113,CS-,acquisition,MO,,17.0
113,CS-,baseline,MN,,18.0
113,CS+,acquisition,MN,16.0,
113,CS+,extinction,DO,12.0,
113,CS-,acquisition,DO,,2.0
113,CS+,acquisition,DN,12.0,
113,CS-,acquisition,MO,,13.0
113,CS+,baseline,MO,4.0,
113,CS+,baseline,MO,21.0,
113,CS-,extinction,MN,,10.0
113,CS-,baseline,MO,,24.0
113,CS-,baseline,DO,,12.0
113,CS+,extinction,DO,10.0,
113,CS-,extinction,MN,,3.0
113,CS+,baseline,DN,20.0,
113,CS-,baseline,MO,,22.0
113,CS+,acquisition,MN,2.0,
113,CS-,extinction,MO,,19.0
113,CS-,acquisition,MO,,7.0
113,CS+,extinction,MN,5.0,
113,CS-,acquisition,MN,,23.0
113,CS+,baseline,MN,24.0,
113,CS-,baseline,MO,,5.0
113,CS-,extinction,MN,,11.0
113,CS+,acquisition,MN,1.0,
113,CS+,extinction,MO,23.0,
113,CS-,acquisition,DN,,22.0
113,CS+,extinction,MO,8.0,
113,CS+,baseline,DN,6.0,
113,CS+,baseline,DN,7.0,
113,CS-,acquisition,DO,,9.0
113,CS-,baseline,MN,,9.0
113,CS-,baseline,MO,,14.0
113,CS+,extinction,DO,13.0,
113,CS+,acquisition,DO,22.0,
113,CS-,extinction,MO,,15.0
113,CS-,extinction,MN,,22.0
113,CS+,acquisition,DO,5.0,
113,CS-,baseline,MN,,8.0
113,CS+,acquisition,MN,20.0,
113,CS+,extinction,DO,2.0,
113,CS-,acquisition,MN,,8.0
113,CS+,baseline,MN,11.0,
113,CS-,extinction,MN,,24.0
113,CS-,extinction,DN,,18.0
113,CS+,baseline,MN,19.0,
113,CS+,acquisition,DN,14.0,
113,CS-,acquisition,DO,,18.0
113,CS+,extinction,DN,20.0,
113,CS-,baseline,DO,,19.0
113,CS-,baseline,DN,,4.0
113,CS-,acquisition,MN,,14.0
113,CS-,extinction,DN,,1.0
113,CS+,acquisition,MO,17.0,
113,CS-,baseline,DN,,1.0
113,CS+,extinction,,3.0,
113,CS+,baseline,DO,14.0,
113,CS-,acquisition,MN,,20.0
113,CS-,extinction,MO,,17.0
113,CS+,baseline,DO,5.0,
113,CS+,acquisition,DO,19.0,
113,CS+,extinction,DN,18.0,
113,CS-,acquisition,MO,,24.0
113,CS-,baseline,DN,,3.0
113,CS-,extinction,DN,,23.0
113,CS+,acquisition,DO,15.0,
113,CS-,baseline,MN,,15.0
113,CS-,acquisition,,,12.0
113,CS+,acquisition,MN,7.0,
113,CS+,baseline,DO,1.0,
113,CS+,extinction,MO,4.0,
113,CS+,extinction,DO,16.0,
113,CS-,extinction,MN,,20.0
113,CS+,baseline,MN,12.0,
113,CS+,extinction,MN,14.0,
113,CS+,extinction,MN,21.0,
113,CS+,baseline,MN,2.0,
113,CS+,acquisition,MO,6.0,
113,CS-,acquisition,DN,,5.0
113,CS+,acquisition,MO,4.0,
113,CS-,extinction,MN,,8.0
113,CS-,baseline,MO,,7.0
113,CS-,baseline,DO,,11.0
113,CS-,extinction,DN,,21.0
113,CS-,acquisition,DN,,1.0
113,CS+,baseline,DO,9.0,
114,CS+,acquisition,DN,24.0,
114,CS-,acquisition,DO,,19.0
114,CS+,acquisition,DO,19.0,
114,CS+,extinction,DO,4.0,
114,CS-,baseline,DO,,14.0
114,CS+,extinction,DO,12.0,
114,CS-,baseline,DO,,17.0
114,CS-,acquisition,DO,,14.0
114,CS-,extinction,DN,,2.0
114,CS+,baseline,MO,17.0,
114,CS-,extinction,DN,,9.0
114,CS+,baseline,DO,24.0,
114,CS+,extinction,DO,9.0,
114,CS-,acquisition,MN,,15.0
114,CS-,extinction,MN,,1.0
114,CS-,baseline,DN,,7.0
114,CS+,extinction,DO,3.0,
114,CS-,baseline,MO,,19.0
114,CS+,acquisition,DO,10.0,
114,CS+,acquisition,DO,8.0,
114,CS+,baseline,DO,7.0,
114,CS-,acquisition,DN,,2.0
114,CS-,extinction,DO,,7.0
114,CS+,baseline,DO,22.0,
114,CS+,acquisition,DO,9.0,
114,CS+,baseline,DO,5.0,
114,CS+,extinction,MO,17.0,
114,CS+,baseline,DO,14.0,
114,CS+,acquisition,DO,7.0,
114,CS-,baseline,DO,,20.0
114,CS-,baseline,DN,,5.0
114,CS-,acquisition,MN,,20.0
114,CS+,extinction,MO,23.0,
114,CS-,extinction,MN,,24.0
114,CS-,acquisition,DN,,4.0
114,CS-,extinction,MN,,4.0
114,CS+,baseline,MO,9.0,
114,CS+,acquisition,DO,21.0,
114,CS-,acquisition,DO,,22.0
114,CS-,acquisition,DN,,3.0
114,CS-,extinction,DN,,8.0
114,CS-,baseline,MN,,13.0
114,CS-,extinction,MN,,12.0
114,CS-,baseline,DO,,9.0
114,CS+,acquisition,DO,17.0,
114,CS+,baseline,MO,12.0,
114,CS+,extinction,DO,13.0,
114,CS+,extinction,DO,18.0,
114,CS+,extinction,MO,15.0,
114,CS+,baseline,DN,11.0,
114,CS+,acquisition,MO,20.0,
114,CS-,extinction,MN,,17.0
114,CS-,baseline,DN,,24.0
114,CS+,extinction,DO,7.0,
114,CS-,baseline,MN,,3.0
114,CS-,extinction,DN,,21.0
114,CS-,acquisition,DN,,23.0
114,CS-,acquisition,DN,,18.0
114,CS+,acquisition,DO,3.0,
114,CS+,baseline,MO,20.0,
114,CS+,acquisition,MO,1.0,
114,CS-,extinction,DN,,6.0
114,CS-,baseline,DO,,6.0
114,CS+,baseline,MO,6.0,
114,CS-,acquisition,MN,,1.0
114,CS-,acquisition,MN,,11.0
114,CS+,extinction,MO,6.0,
114,CS-,baseline,DN,,12.0
114,CS+,baseline,DO,13.0,
114,CS+,acquisition,DO,6.0,
114,CS-,extinction,MN,,15.0
114,CS+,extinction,MO,22.0,
114,CS+,extinction,DO,14.0,
114,CS-,acquisition,DN,,17.0
114,CS-,extinction,MN,,5.0
114,CS+,acquisition,DO,22.0,
114,CS-,baseline,DN,,1.0
114,CS+,baseline,DO,21.0,
114,CS+,extinction,DO,2.0,
114,CS+,baseline,DO,4.0,
114,CS-,extinction,DO,,22.0
114,CS+,acquisition,DO,15.0,
114,CS-,acquisition,DO,,16.0
114,CS-,baseline,MO,,15.0
114,CS-,extinction,DN,,20.0
114,CS+,extinction,DO,16.0,
114,CS-,baseline,DO,,11.0
114,CS-,extinction,DO,,11.0
114,CS+,baseline,MO,19.0,
114,CS+,acquisition,DO,5.0,
114,CS+,extinction,DO,20.0,
114,CS-,acquisition,DO,,12.0
114,CS+,baseline,MO,2.0,
114,CS-,baseline,DN,,21.0
114,CS-,acquisition,DN,,24.0
114,CS+,acquisition,DO,11.0,
114,CS-,acquisition,DO,,9.0
114,CS-,extinction,MO,,10.0
114,CS-,acquisition,DO,,21.0
114,CS-,baseline,MO,,10.0
114,CS+,acquisition,DO,14.0,
114,CS-,extinction,MN,,14.0
114,CS+,extinction,DO,8.0,
114,CS+,extinction,MO,5.0,
114,CS-,baseline,DO,,4.0
114,CS+,baseline,MO,8.0,
114,CS+,acquisition,DO,13.0,
114,CS+,baseline,DO,18.0,
114,CS+,extinction,MO,24.0,
114,CS-,acquisition,DO,,6.0
114,CS+,baseline,DO,15.0,
114,CS+,baseline,DO,3.0,
114,CS+,extinction,DO,1.0,
114,CS-,extinction,MN,,23.0
114,CS-,acquisition,MO,,5.0
114,CS-,extinction,DN,,18.0
114,CS+,acquisition,DO,23.0,
114,CS-,baseline,MO,,18.0
114,CS-,baseline,DO,,2.0
114,CS+,acquisition,DO,12.0,
114,CS+,baseline,DO,23.0,
114,CS+,extinction,MN,19.0,
114,CS-,acquisition,DO,,7.0
114,CS-,baseline,DN,,8.0
114,CS+,acquisition,DO,16.0,
114,CS-,baseline,DO,,23.0
114,CS-,extinction,MN,,13.0
114,CS+,extinction,DO,21.0,
114,CS+,acquisition,DO,18.0,
114,CS-,extinction,DN,,16.0
114,CS+,acquisition,MO,2.0,
114,CS-,acquisition,DO,,8.0
114,CS+,baseline,DO,1.0,
114,CS-,acquisition,DO,,13.0
114,CS-,baseline,DO,,22.0
114,CS+,extinction,DO,11.0,
114,CS-,extinction,MN,,3.0
114,CS-,extinction,DO,,19.0
114,CS+,acquisition,DO,4.0,
114,CS-,baseline,MN,,16.0
114,CS+,extinction,MO,10.0,
114,CS+,baseline,DO,10.0,
114,CS+,baseline,DN,16.0,
114,CS-,acquisition,MO,,10.0
115,CS-,baseline,DO,,18.0
115,CS+,baseline,DO,10.0,
115,CS-,acquisition,DO,,9.0
115,CS-,acquisition,MN,,22.0
115,CS+,acquisition,DO,11.0,
115,CS+,baseline,DN,22.0,
115,CS+,extinction,DN,2.0,
115,CS-,baseline,DN,,9.0
115,CS-,extinction,DN,,22.0
115,CS+,extinction,DO,11.0,
115,CS-,extinction,MO,,19.0
115,CS+,acquisition,DO,10.0,
115,CS-,acquisition,MN,,17.0
115,CS-,extinction,MN,,14.0
115,CS-,baseline,DO,,2.0
115,CS+,baseline,DN,11.0,
115,CS-,baseline,DO,,17.0
115,CS+,extinction,DN,13.0,
115,CS+,extinction,DO,4.0,
115,CS-,acquisition,MO,,7.0
115,CS-,extinction,DO,,6.0
115,CS+,acquisition,DO,20.0,
115,CS+,baseline,MN,5.0,
115,CS+,acquisition,DO,18.0,
115,CS-,baseline,DO,,20.0
115,CS+,baseline,DO,18.0,
115,CS+,extinction,MO,18.0,
115,CS-,extinction,DO,,8.0
115,CS-,baseline,MN,,12.0
115,CS+,acquisition,DO,5.0,
115,CS-,extinction,DO,,20.0
115,CS+,extinction,DO,14.0,
115,CS+,acquisition,DO,12.0,
115,CS-,acquisition,DO,,2.0
115,CS-,acquisition,DO,,5.0
115,CS+,baseline,MO,9.0,
115,CS+,extinction,MN,7.0,
115,CS-,extinction,MO,,16.0
115,CS+,acquisition,DO,21.0,
115,CS+,acquisition,DO,8.0,
115,CS+,baseline,DN,19.0,
115,CS-,baseline,DO,,15.0
115,CS+,extinction,DO,5.0,
115,CS-,baseline,DO,,24.0
115,CS-,acquisition,DO,,12.0
115,CS-,acquisition,DO,,15.0
115,CS-,extinction,MO,,1.0
115,CS+,baseline,MO,8.0,
115,CS-,acquisition,MO,,11.0
115,CS-,baseline,MO,,23.0
115,CS-,extinction,MO,,15.0
115,CS-,extinction,MO,,10.0
115,CS-,baseline,DO,,5.0
115,CS+,acquisition,DO,7.0,
115,CS+,baseline,MO,16.0,
115,CS-,acquisition,DO,,8.0
115,CS+,baseline,DO,21.0,
115,CS+,extinction,DO,17.0,
115,CS+,acquisition,DO,13.0,
115,CS+,extinction,MO,15.0,
115,CS+,acquisition,DO,24.0,
115,CS+,extinction,DO,9.0,
115,CS-,baseline,MO,,19.0
115,CS+,extinction,MO,24.0,
115,CS-,baseline,DO,,21.0
115,CS+,baseline,DO,1.0,
115,CS+,baseline,MN,14.0,
115,CS-,acquisition,MO,,4.0
115,CS-,acquisition,,,16.0
115,CS+,acquisition,DO,14.0,
115,CS-,extinction,DO,,23.0
115,CS-,extinction,DO,,24.0
115,CS+,acquisition,DO,23.0,
115,CS+,acquisition,DO,6.0,
115,CS-,baseline,DO,,8.0
115,CS-,acquisition,MO,,6.0
115,CS+,extinction,MN,16.0,
115,CS-,baseline,MO,,3.0
115,CS-,extinction,MO,,4.0
115,CS+,baseline,MN,6.0,
115,CS+,baseline,DO,15.0,
115,CS-,extinction,MN,,17.0
115,CS+,extinction,DO,21.0,
115,CS-,acquisition,MN,,20.0
115,CS+,acquisition,DO,1.0,
115,CS+,extinction,DO,23.0,
115,CS-,baseline,MO,,4.0
115,CS-,extinction,DO,,9.0
115,CS-,acquisition,MN,,10.0
115,CS-,acquisition,MN,,21.0
115,CS+,acquisition,DO,19.0,
115,CS+,baseline,DO,23.0,
115,CS-,baseline,DO,,7.0
115,CS-,extinction,DO,,18.0
115,CS+,baseline,DO,3.0,
115,CS+,extinction,DO,22.0,
115,CS-,baseline,DO,,10.0
115,CS-,extinction,DO,,11.0
115,CS-,acquisition,DO,,24.0
115,CS+,acquisition,DO,15.0,
115,CS-,extinction,DO,,5.0
115,CS+,extinction,MN,10.0,
115,CS+,baseline,DO,24.0,
115,CS+,extinction,MN,8.0,
115,CS-,acquisition,MO,,13.0
115,CS+,acquisition,DO,4.0,
115,CS-,baseline,DO,,14.0
115,CS+,baseline,MN,12.0,
115,CS+,baseline,MN,13.0,
115,CS-,extinction,MN,,13.0
115,CS+,baseline,DO,7.0,
115,CS+,extinction,DO,1.0,
115,CS+,extinction,DN,19.0,
115,CS-,baseline,DO,,11.0
115,CS-,extinction,DN,,7.0
115,CS-,acquisition,DO,,18.0
115,CS+,acquisition,DO,16.0,
115,CS+,acquisition,DO,9.0,
115,CS-,baseline,MO,,22.0
115,CS-,acquisition,MO,,19.0
115,CS-,acquisition,MO,,14.0
115,CS-,baseline,DO,,6.0
115,CS+,acquisition,DO,22.0,
115,CS-,extinction,MO,,21.0
115,CS+,baseline,DO,20.0,
115,CS-,acquisition,MO,,1.0
115,CS+,extinction,MO,3.0,
115,CS+,baseline,DO,2.0,
115,CS-,baseline,MO,,1.0
115,CS-,extinction,DN,,12.0
115,CS+,extinction,DO,12.0,
115,CS+,acquisition,DO,3.0,
115,CS-,extinction,MO,,2.0
115,CS+,extinction,MO,6.0,
115,CS+,baseline,MN,17.0,
115,CS-,acquisition,MO,,23.0
115,CS+,acquisition,DO,2.0,
115,CS-,baseline,MN,,13.0
115,CS-,baseline,DO,,16.0
115,CS+,acquisition,DO,17.0,
115,CS+,extinction,,20.0,
115,CS+,baseline,DO,4.0,
115,CS-,acquisition,DO,,3.0
115,CS-,extinction,MN,,3.0
116,CS-,baseline,MO,,14.0
116,CS+,extinction,MO,19.0,
116,CS-,baseline,DO,,9.0
116,CS-,extinction,MO,,13.0
116,CS+,extinction,MO,21.0,
116,CS-,extinction,MO,,23.0
116,CS+,acquisition,MO,4.0,
116,CS+,baseline,MO,23.0,
116,CS+,acquisition,DO,9.0,
116,CS-,acquisition,MO,,20.0
116,CS+,baseline,MO,6.0,
116,CS-,acquisition,MO,,18.0
116,CS+,acquisition,DO,13.0,
116,CS+,baseline,DO,9.0,
116,CS-,acquisition,DO,,11.0
116,CS+,extinction,MO,23.0,
116,CS-,baseline,DO,,7.0
116,CS+,extinction,MO,6.0,
116,CS+,acquisition,MO,2.0,
116,CS-,baseline,MO,,4.0
116,CS-,extinction,MO,,19.0
116,CS-,acquisition,DO,,14.0
116,CS+,baseline,DO,24.0,
116,CS-,extinction,DO,,24.0
116,CS+,acquisition,DO,12.0,
116,CS+,acquisition,MO,15.0,
116,CS-,acquisition,MO,,21.0
116,CS-,extinction,MO,,4.0
116,CS+,extinction,MO,1.0,
116,CS+,baseline,DO,15.0,
116,CS-,baseline,MO,,3.0
116,CS-,extinction,MN,,10.0
116,CS+,baseline,DO,21.0,
116,CS-,acquisition,MN,,7.0
116,CS+,extinction,MO,13.0,
116,CS-,baseline,MO,,15.0
116,CS-,baseline,MO,,10.0
116,CS-,acquisition,MN,,10.0
116,CS-,baseline,MO,,12.0
116,CS-,extinction,MO,,9.0
116,CS+,extinction,MO,14.0,
116,CS-,extinction,MN,,14.0
116,CS+,baseline,DO,11.0,
116,CS+,extinction,MO,10.0,
116,CS-,acquisition,MO,,6.0
116,CS+,acquisition,MO,23.0,
116,CS+,acquisition,MO,16.0,
116,CS+,baseline,MO,8.0,
116,CS+,acquisition,DO,6.0,
116,CS+,acquisition,MO,8.0,
116,CS+,extinction,MN,8.0,
116,CS+,baseline,MO,5.0,
116,CS-,acquisition,MN,,9.0
116,CS-,baseline,MO,,8.0
116,CS-,extinction,MO,,5.0
116,CS+,extinction,MN,5.0,
116,CS-,extinction,MN,,11.0
116,CS-,baseline,MO,,1.0
116,CS-,acquisition,MO,,15.0
116,CS+,baseline,MO,22.0,
116,CS+,extinction,DO,7.0,
116,CS-,baseline,DO,,23.0
116,CS-,acquisition,MO,,1.0
116,CS-,extinction,MO,,6.0
116,CS-,acquisition,MO,,16.0
116,CS-,baseline,MO,,16.0
116,CS+,extinction,MO,20.0,
116,CS+,acquisition,MO,24.0,
116,CS+,acquisition,MO,5.0,
116,CS+,baseline,MO,18.0,
116,CS+,baseline,MO,19.0,
116,CS-,extinction,MO,,7.0
116,CS+,acquisition,MO,22.0,
116,CS+,extinction,MO,15.0,
116,CS-,extinction,MO,,2.0
116,CS-,baseline,MO,,19.0
116,CS+,baseline,MO,4.0,
116,CS-,extinction,MO,,16.0
116,CS-,baseline,DO,,20.0
116,CS-,acquisition,MO,,8.0
116,CS+,acquisition,MO,18.0,
116,CS+,baseline,MO,20.0,
116,CS-,acquisition,MO,,12.0
116,CS+,extinction,MO,24.0,
116,CS-,acquisition,MN,,19.0
116,CS+,acquisition,MO,20.0,
116,CS+,extinction,MO,3.0,
116,CS-,extinction,MN,,1.0
116,CS-,baseline,MO,,2.0
116,CS-,extinction,MO,,21.0
116,CS-,baseline,MO,,18.0
116,CS+,baseline,MO,14.0,
116,CS+,baseline,MO,16.0,
116,CS-,acquisition,MO,,13.0
116,CS+,extinction,MO,9.0,
116,CS+,acquisition,MO,1.0,
116,CS+,baseline,MO,10.0,
116,CS+,acquisition,MN,19.0,
116,CS-,acquisition,MN,,22.0
116,CS-,baseline,MO,,5.0
116,CS-,extinction,MN,,12.0
116,CS-,acquisition,MO,,5.0
116,CS-,baseline,MO,,6.0
116,CS+,baseline,MO,7.0,
116,CS+,acquisition,DO,11.0,
116,CS+,extinction,MN,22.0,
116,CS-,extinction,MN,,20.0
116,CS+,extinction,MO,17.0,
116,CS-,acquisition,MO,,2.0
116,CS-,baseline,MN,,11.0
116,CS+,extinction,MO,12.0,
116,CS+,acquisition,MO,10.0,
116,CS-,acquisition,MO,,24.0
116,CS+,acquisition,MO,21.0,
116,CS+,baseline,MN,17.0,
116,CS-,extinction,MN,,3.0
116,CS+,extinction,MN,16.0,
116,CS-,baseline,MO,,21.0
116,CS-,extinction,MN,,8.0
116,CS+,baseline,MO,12.0,
116,CS-,baseline,MO,,24.0
116,CS+,acquisition,MO,17.0,
116,CS-,extinction,MN,,22.0
116,CS+,extinction,MO,2.0,
116,CS+,baseline,MO,1.0,
116,CS-,extinction,MO,,18.0
116,CS+,baseline,MO,3.0,
116,CS-,acquisition,MN,,3.0
116,CS-,acquisition,MN,,4.0
116,CS+,acquisition,MO,3.0,
116,CS-,baseline,MN,,13.0
116,CS+,extinction,MO,4.0,
116,CS+,baseline,MN,13.0,
116,CS-,extinction,MN,,15.0
116,CS+,baseline,MO,2.0,
116,CS-,acquisition,MN,,23.0
116,CS+,acquisition,MO,14.0,
116,CS+,acquisition,MO,7.0,
116,CS+,extinction,MN,18.0,
116,CS-,extinction,MO,,17.0
116,CS-,acquisition,DN,,17.0
116,CS-,baseline,MN,,17.0
116,CS+,extinction,MO,11.0,
116,CS-,baseline,MO,,22.0
117,CS+,extinction,MO,9.0,
117,CS-,acquisition,DO,,15.0
117,CS-,baseline,DO,,2.0
117,CS+,acquisition,DO,16.0,
117,CS+,acquisition,DO,15.0,
117,CS-,extinction,MO,,8.0
117,CS-,acquisition,DO,,23.0
117,CS+,baseline,DO,21.0,
117,CS-,extinction,DO,,4.0
117,CS+,baseline,DO,11.0,
117,CS+,extinction,DN,16.0,
117,CS-,baseline,DO,,11.0
117,CS-,extinction,MO,,7.0
117,CS-,baseline,MN,,8.0
117,CS-,baseline,DO,,1.0
117,CS+,baseline,DO,19.0,
117,CS+,acquisition,DO,24.0,
117,CS-,extinction,DO,,5.0
117,CS+,extinction,DO,7.0,
117,CS-,acquisition,DO,,17.0
117,CS+,baseline,DO,20.0,
117,CS+,acquisition,DO,22.0,
117,CS-,acquisition,DO,,1.0
117,CS+,extinction,DO,21.0,
117,CS-,acquisition,DO,,5.0
117,CS-,baseline,DO,,18.0
117,CS+,acquisition,MN,19.0,
117,CS-,extinction,MO,,17.0
117,CS-,extinction,DN,,10.0
117,CS+,extinction,MN,5.0,
117,CS+,baseline,MO,22.0,
117,CS+,baseline,DO,4.0,
117,CS+,acquisition,DO,23.0,
117,CS-,acquisition,DO,,18.0
117,CS-,baseline,DO,,15.0
117,CS+,extinction,MN,22.0,
117,CS-,extinction,MN,,14.0
117,CS-,baseline,DO,,22.0
117,CS+,acquisition,DO,2.0,
117,CS-,extinction,DO,,9.0
117,CS-,baseline,DO,,12.0
117,CS+,acquisition,DO,3.0,
117,CS-,acquisition,DO,,6.0
117,CS-,acquisition,MO,,12.0
117,CS+,extinction,DO,6.0,
117,CS+,baseline,MO,17.0,
117,CS+,extinction,MN,3.0,
117,CS+,baseline,DO,8.0,
117,CS-,extinction,MN,,19.0
117,CS-,acquisition,MN,,16.0
117,CS+,baseline,MN,1.0,
117,CS-,baseline,DN,,14.0
117,CS-,extinction,MO,,2.0
117,CS-,acquisition,DO,,19.0
117,CS+,acquisition,DO,13.0,
117,CS+,extinction,MN,24.0,
117,CS+,baseline,DO,18.0,
117,CS+,extinction,DO,23.0,
117,CS+,acquisition,DO,14.0,
117,CS-,baseline,MO,,21.0
117,CS+,baseline,MN,14.0,
117,CS-,extinction,MN,,1.0
117,CS-,acquisition,DO,,2.0
117,CS+,acquisition,DO,7.0,
117,CS-,acquisition,DN,,21.0
117,CS-,baseline,MO,,16.0
117,CS-,baseline,DO,,23.0
117,CS+,acquisition,DO,20.0,
117,CS+,baseline,DO,6.0,
117,CS-,extinction,DO,,11.0
117,CS+,extinction,DN,20.0,
117,CS+,extinction,MN,13.0,
117,CS-,acquisition,DO,,20.0
117,CS-,acquisition,MO,,22.0
117,CS-,baseline,DO,,7.0
117,CS-,extinction,DO,,23.0
117,CS-,extinction,MN,,13.0
117,CS+,acquisition,DO,10.0,
117,CS+,extinction,DO,2.0,
117,CS+,acquisition,DO,18.0,
117,CS+,baseline,DO,7.0,
117,CS-,baseline,DO,,5.0
117,CS+,baseline,MN,9.0,
117,CS+,extinction,MN,1.0,
117,CS+,acquisition,DO,1.0,
117,CS+,extinction,DN,19.0,
117,CS+,extinction,DN,17.0,
117,CS+,baseline,MN,15.0,
117,CS+,acquisition,MO,9.0,
117,CS-,baseline,DO,,20.0
117,CS-,baseline,DO,,3.0
117,CS-,acquisition,DO,,7.0
117,CS-,extinction,MO,,18.0
117,CS-,extinction,MN,,15.0
117,CS-,acquisition,DO,,11.0
117,CS+,baseline,DO,13.0,
117,CS+,acquisition,MN,6.0,
117,CS+,acquisition,MO,4.0,
117,CS-,baseline,DO,,4.0
117,CS-,acquisition,DO,,9.0
117,CS+,baseline,MN,23.0,
117,CS-,baseline,DO,,24.0
117,CS-,extinction,MN,,24.0
117,CS-,extinction,DO,,12.0
117,CS+,extinction,MN,18.0,
117,CS-,acquisition,DO,,8.0
117,CS+,baseline,DO,2.0,
117,CS+,extinction,MN,15.0,
117,CS+,baseline,MN,24.0,
117,CS-,baseline,MO,,6.0
117,CS+,baseline,MO,16.0,
117,CS+,extinction,DN,12.0,
117,CS+,acquisition,DO,17.0,
117,CS-,acquisition,DO,,4.0
117,CS+,extinction,MN,8.0,
117,CS-,extinction,DO,,16.0
117,CS-,extinction,MO,,22.0
117,CS+,acquisition,DO,5.0,
117,CS-,baseline,MO,,10.0
117,CS-,acquisition,DO,,10.0
117,CS-,baseline,MO,,9.0
117,CS+,acquisition,DO,12.0,
117,CS+,baseline,MO,10.0,
117,CS-,baseline,MO,,17.0
117,CS-,acquisition,DO,,3.0
117,CS+,baseline,MO,12.0,
117,CS-,acquisition,MO,,14.0
117,CS+,extinction,MN,4.0,
117,CS+,acquisition,MO,11.0,
117,CS-,extinction,MN,,20.0
117,CS-,extinction,DO,,3.0
117,CS+,extinction,MN,10.0,
117,CS+,baseline,MN,3.0,
117,CS+,baseline,MO,5.0,
117,CS-,extinction,MO,,21.0
117,CS-,acquisition,DO,,13.0
117,CS+,acquisition,MO,21.0,
117,CS+,extinction,MN,14.0,
117,CS-,extinction,DO,,6.0
117,CS-,acquisition,DO,,24.0
117,CS+,acquisition,DO,8.0,
117,CS+,extinction,MO,11.0,
117,CS-,baseline,DO,,13.0
117,CS-,baseline,DO,,19.0
118,CS-,baseline,,,4.0
118,CS+,acquisition,MO,13.0,
118,CS+,extinction,MN,17.0,
118,CS-,extinction,,,19.0
118,CS-,acquisition,DO,,19.0
118,CS+,baseline,DO,10.0,
118,CS+,acquisition,DO,5.0,
118,CS+,extinction,DO,1.0,
118,CS+,baseline,DO,11.0,
118,CS-,baseline,MO,,3.0
118,CS-,acquisition,MO,,17.0
118,CS-,extinction,,,13.0
118,CS+,baseline,MO,17.0,
118,CS+,extinction,DO,16.0,
118,CS-,acquisition,MO,,14.0
118,CS+,acquisition,DO,14.0,
118,CS-,baseline,DN,,14.0
118,CS-,extinction,DN,,2.0
118,CS-,acquisition,DO,,6.0
118,CS-,baseline,DO,,13.0
118,CS+,extinction,DN,21.0,
118,CS+,acquisition,DO,16.0,
118,CS+,baseline,DO,12.0,
118,CS-,extinction,MN,,11.0
118,CS+,baseline,MO,24.0,
118,CS-,extinction,DN,,10.0
118,CS+,baseline,DO,21.0,
118,CS+,acquisition,MO,17.0,
118,CS-,acquisition,MO,,12.0
118,CS-,acquisition,DO,,23.0
118,CS+,extinction,DO,12.0,
118,CS+,acquisition,,3.0,
118,CS-,baseline,MN,,22.0
118,CS+,extinction,DO,23.0,
118,CS-,extinction,MO,,17.0
118,CS-,baseline,DN,,11.0
118,CS+,baseline,DO,20.0,
118,CS-,baseline,MO,,21.0
118,CS+,baseline,MO,7.0,
118,CS+,acquisition,MO,2.0,
118,CS-,acquisition,DO,,21.0
118,CS-,baseline,DO,,20.0
118,CS+,extinction,MO,5.0,
118,CS-,acquisition,MO,,20.0
118,CS-,extinction,DN,,21.0
118,CS+,extinction,DN,22.0,
118,CS-,extinction,MN,,8.0
118,CS+,acquisition,MO,18.0,
118,CS+,acquisition,DO,21.0,
118,CS+,baseline,MO,8.0,
118,CS+,extinction,MO,19.0,
118,CS-,baseline,MN,,6.0
118,CS-,extinction,DO,,15.0
118,CS+,acquisition,MO,1.0,
118,CS+,extinction,,11.0,
118,CS-,acquisition,MO,,22.0
118,CS-,acquisition,MO,,9.0
118,CS-,extinction,MO,,20.0
118,CS+,baseline,DN,3.0,
118,CS-,baseline,MO,,19.0
118,CS-,acquisition,MN,,10.0
118,CS-,baseline,DO,,10.0
118,CS-,extinction,DN,,24.0
118,CS+,extinction,DO,6.0,
118,CS-,acquisition,DN,,15.0
118,CS-,baseline,MN,,16.0
118,CS+,acquisition,DO,7.0,
118,CS+,acquisition,MN,4.0,
118,CS+,baseline,MO,22.0,
118,CS-,extinction,MN,,12.0
118,CS+,baseline,MN,2.0,
118,CS+,extinction,MN,2.0,
118,CS+,baseline,DO,9.0,
118,CS+,extinction,MO,3.0,
118,CS+,extinction,MN,4.0,
118,CS+,acquisition,DO,11.0,
118,CS-,baseline,MO,,7.0
118,CS-,extinction,MO,,6.0
118,CS+,baseline,DO,19.0,
118,CS-,baseline,MN,,18.0
118,CS+,acquisition,DN,6.0,
118,CS-,acquisition,MN,,11.0
118,CS-,extinction,MO,,9.0
