condition,group,roi,phase,subject,beta
CS+,ptsd,amyg_cem,baseline,115,-8.790757274672034
CS+,ptsd,amyg_cem,baseline,116,20.91159889827012
CS+,ptsd,amyg_cem,baseline,117,-2.688513738788768
CS+,ptsd,amyg_cem,baseline,118,19.27009308203641
CS+,ptsd,amyg_cem,baseline,120,11.470860554753076
CS+,ptsd,amyg_cem,baseline,121,-11.303968974095476
CS+,ptsd,amyg_cem,baseline,122,15.6161381778137
CS+,ptsd,amyg_cem,baseline,123,11.243779665695152
CS+,ptsd,amyg_cem,baseline,124,4.415604210904955
CS+,ptsd,amyg_cem,baseline,125,4.356065618158143
CS+,ptsd,amyg_cem,extinction,101,-22.1144467011715
CS+,ptsd,amyg_cem,extinction,102,-5.304328452957713
CS+,ptsd,amyg_cem,extinction,103,-9.201988258842556
CS+,ptsd,amyg_cem,extinction,104,-16.714390282582787
CS+,ptsd,amyg_cem,extinction,105,-28.216818796702924
CS+,ptsd,amyg_cem,extinction,106,26.897410249597925
CS+,ptsd,amyg_cem,extinction,107,-2.000305337219904
CS+,ptsd,amyg_cem,extinction,108,-16.46144841615266
CS+,ptsd,amyg_cem,extinction,109,9.307646122123849
CS+,ptsd,amyg_cem,extinction,110,19.123804041401673
CS+,ptsd,amyg_cem,extinction,111,-38.26118084525361
CS+,ptsd,amyg_cem,extinction,112,-4.182416989438933
CS+,ptsd,amyg_cem,extinction,113,-26.46282905355439
CS+,ptsd,amyg_cem,extinction,114,4.9434759789052425
CS+,ptsd,amyg_cem,extinction,115,-7.923952218908701
CS+,ptsd,amyg_cem,extinction,116,-5.2041775163523445
CS+,ptsd,amyg_cem,extinction,117,8.206501690446641
CS+,ptsd,amyg_cem,extinction,118,5.162647332478728
CS+,ptsd,amyg_cem,extinction,120,25.04946572805932
CS+,ptsd,amyg_cem,extinction,121,-15.851339523655335
CS+,ptsd,amyg_cem,extinction,122,40.21602689145353
CS+,ptsd,amyg_cem,extinction,123,7.27464770380934
CS+,ptsd,amyg_cem,extinction,124,25.988448340494266
CS+,ptsd,amyg_cem,extinction,125,-1.2288149537090312
CS+,ptsd,hc_body,acquisition,101,5.67480541303133
CS+,ptsd,hc_body,acquisition,102,-2.319552953979384
CS+,ptsd,hc_body,acquisition,103,-4.814381676661496
CS+,ptsd,hc_body,acquisition,104,8.799893907672029
CS+,ptsd,hc_body,acquisition,105,13.537041292292994
CS+,ptsd,hc_body,acquisition,106,34.9904613175609
CS+,ptsd,hc_body,acquisition,107,-23.15253773233441
CS+,ptsd,hc_body,acquisition,108,-12.998503050273507
CS+,ptsd,hc_body,acquisition,109,-16.461026629708368
CS+,ptsd,hc_body,acquisition,110,4.725919150750183
CS+,ptsd,hc_body,acquisition,111,0.04610282957112514
CS+,ptsd,hc_body,acquisition,112,-1.4856613931260154
CS+,ptsd,hc_body,acquisition,113,-3.1985765081296402
CS+,ptsd,hc_body,acquisition,114,6.58059168714413
CS+,ptsd,hc_body,acquisition,115,-24.02382020564705
CS+,ptsd,hc_body,acquisition,116,-7.80694988602955
CS+,ptsd,hc_body,acquisition,117,11.34281282031831
CS+,ptsd,hc_body,acquisition,118,5.513577508347943
CS+,ptsd,hc_body,acquisition,120,14.74971633663916
CS+,ptsd,hc_body,acquisition,121,-15.862790347562516
CS+,ptsd,hc_body,acquisition,122,3.5587080371791893
CS+,ptsd,hc_body,acquisition,123,3.3298263959623142
CS+,ptsd,hc_body,acquisition,124,-1.8360742084011847
CS+,ptsd,hc_body,acquisition,125,18.18591686146381
CS+,ptsd,hc_body,baseline,101,12.165304741813646
CS+,ptsd,hc_body,baseline,102,6.196543259014225
CS+,ptsd,hc_body,baseline,103,-0.8783561578297084
CS+,ptsd,hc_body,baseline,104,14.960896458786635
CS+,ptsd,hc_body,baseline,105,16.589457471002127
CS+,ptsd,hc_body,baseline,106,34.13067500117397
CS+,ptsd,hc_body,baseline,107,-24.96407643995615
CS+,ptsd,hc_body,baseline,108,-10.494665501502505
CS+,ptsd,hc_body,baseline,109,-8.824625981396705
CS+,ptsd,hc_body,baseline,110,2.2989637532978304
CS+,ptsd,hc_body,baseline,111,-13.396109844479394
CS+,ptsd,hc_body,baseline,112,-6.377884413100477
CS+,ptsd,hc_body,baseline,113,-1.500857129794018
CS+,ptsd,hc_body,baseline,114,4.713449577576127
CS+,ptsd,hc_body,baseline,115,-25.52826623099723
CS+,ptsd,hc_body,baseline,116,3.267695095099728
CS+,ptsd,hc_body,baseline,117,-9.727653022096742
CS+,ptsd,hc_body,baseline,118,0.6292151080772337
CS+,ptsd,hc_body,baseline,120,15.339479291364732
CS+,ptsd,hc_body,baseline,121,-15.627067894380815
CS+,ptsd,hc_body,baseline,122,-4.38976413219385
CS+,ptsd,hc_body,baseline,123,-1.5111604186331888
CS+,ptsd,hc_body,baseline,124,-6.993315359080532
CS+,ptsd,hc_body,baseline,125,18.82823633930633
CS+,ptsd,hc_body,extinction,101,11.531957747397636
CS+,ptsd,hc_body,extinction,102,-3.1999755948963955
CS+,ptsd,hc_body,extinction,103,-6.382170080228804
CS+,ptsd,hc_body,extinction,104,11.846151244131205
CS+,ptsd,hc_body,extinction,105,11.718493455037567
CS+,ptsd,hc_body,extinction,106,39.160455796613604
CS+,ptsd,hc_body,extinction,107,-24.478605318662467
CS+,ptsd,hc_body,extinction,108,-23.860377773668407
CS+,ptsd,hc_body,extinction,109,-7.853619490637299
CS+,ptsd,hc_body,extinction,110,10.253409963266533
CS+,ptsd,hc_body,extinction,111,-5.6118170345822955
CS+,ptsd,hc_body,extinction,112,1.218308256084541
CS+,ptsd,hc_body,extinction,113,-4.307834381410328
CS+,ptsd,hc_body,extinction,114,10.374878367827492
CS+,ptsd,hc_body,extinction,115,-16.120848807431788
CS+,ptsd,hc_body,extinction,116,-21.241291336374193
CS+,ptsd,hc_body,extinction,117,-12.006692987445389
CS+,ptsd,hc_body,extinction,118,5.395691983300943
CS+,ptsd,hc_body,extinction,120,12.32006960497683
CS+,ptsd,hc_body,extinction,121,-9.592174827027668
CS+,ptsd,hc_body,extinction,122,2.104979579545581
CS+,ptsd,hc_body,extinction,123,0.0198613908885004
CS+,ptsd,hc_body,extinction,124,12.605120530835569
CS+,ptsd,hc_body,extinction,125,19.931614383959328
CS+,ptsd,hc_head,acquisition,101,-3.4432553786365148
CS+,ptsd,hc_head,acquisition,102,-6.245084075668287
CS+,ptsd,hc_head,acquisition,103,-12.798734028528106
CS+,ptsd,hc_head,acquisition,104,3.3876627154197427
CS+,ptsd,hc_head,acquisition,105,-9.919676918436338
CS+,ptsd,hc_head,acquisition,106,36.64511964155376
CS+,ptsd,hc_head,acquisition,107,-13.570774448134346
CS+,ptsd,hc_head,acquisition,108,-11.718093478853259
CS+,ptsd,hc_head,acquisition,109,-11.18507089172532
CS+,ptsd,hc_head,acquisition,110,9.928850158875631
CS+,ptsd,hc_head,acquisition,111,-18.6654657688622
CS+,ptsd,hc_head,acquisition,112,7.6579874533592545
CS+,ptsd,hc_head,acquisition,113,-12.259876638794678
CS+,ptsd,hc_head,acquisition,114,-5.947298478617557
CS+,ptsd,hc_head,acquisition,115,-26.078717011294323
CS+,ptsd,hc_head,acquisition,116,-4.1197043909273185
CS+,ptsd,hc_head,acquisition,117,9.050631046282302
CS+,ptsd,hc_head,acquisition,118,-0.2345940306643892
CS+,ptsd,hc_head,acquisition,120,-1.7431026507777996
CS+,ptsd,hc_head,acquisition,121,-29.19239023706166
CS+,ptsd,hc_head,acquisition,122,21.276845195372783
CS+,ptsd,hc_head,acquisition,123,4.1358959584888195
CS+,ptsd,hc_head,acquisition,124,-4.980246233156097
CS+,ptsd,hc_head,acquisition,125,7.161994763536329
CS+,ptsd,hc_head,baseline,101,3.208287124454543
CS+,ptsd,hc_head,baseline,102,-2.92476124455604
CS+,ptsd,hc_head,baseline,103,-9.568956644603324
CS+,ptsd,hc_head,baseline,104,0.9004055641290749
CS+,ptsd,hc_head,baseline,105,-17.714096398555924
CS+,ptsd,hc_head,baseline,106,37.80661638772707
CS+,ptsd,hc_head,baseline,107,-12.448350345158088
CS+,ptsd,hc_head,baseline,108,-17.335827569094903
CS+,ptsd,hc_head,baseline,109,-8.14264148036773
CS+,ptsd,hc_head,baseline,110,12.003053628800705
CS+,ptsd,hc_head,baseline,111,-32.995462574373285
CS+,ptsd,hc_head,baseline,112,-1.7008614359642968
CS+,ptsd,hc_head,baseline,113,-12.553232806023786
CS+,ptsd,hc_head,baseline,114,4.56739646150101
CS+,ptsd,hc_head,baseline,115,-26.30971512962515
CS+,ptsd,hc_head,baseline,116,13.047785459855527
CS+,ptsd,hc_head,baseline,117,-12.958524570585757
CS+,ptsd,hc_head,baseline,118,-3.4211533889885892
CS+,ptsd,hc_head,baseline,120,7.736977260911367
CS+,ptsd,hc_head,baseline,121,-31.270755777989656
CS+,ptsd,hc_head,baseline,122,-1.1166585626819705
CS+,ptsd,hc_head,baseline,123,2.1544326992765828
CS+,ptsd,hc_head,baseline,124,-11.141531167035437
CS+,ptsd,hc_head,baseline,125,11.763780561452506
CS+,ptsd,hc_head,extinction,101,-7.771610965703418
CS+,ptsd,hc_head,extinction,102,-10.614226000766633
CS+,ptsd,hc_head,extinction,103,-10.528183792569738
CS+,ptsd,hc_head,extinction,104,7.324366343694723
CS+,ptsd,hc_head,extinction,105,-5.519918698964857
CS+,ptsd,hc_head,extinction,106,28.789991341910305
CS+,ptsd,hc_head,extinction,107,-13.011726703463244
CS+,ptsd,hc_head,extinction,108,-21.789940357529662
CS+,ptsd,hc_head,extinction,109,-3.602181095978967
CS+,ptsd,hc_head,extinction,110,30.20952469733856
CS+,ptsd,hc_head,extinction,111,-14.908511644396276
CS+,ptsd,hc_head,extinction,112,3.610521356080203
CS+,ptsd,hc_head,extinction,113,-20.896973255154137
CS+,ptsd,hc_head,extinction,114,1.5646391027696491
CS+,ptsd,hc_head,extinction,115,-18.02735111513148
CS+,ptsd,hc_head,extinction,116,-17.493866652620813
CS+,ptsd,hc_head,extinction,117,-13.94474750842803
CS+,ptsd,hc_head,extinction,118,3.1586538736802945
CS+,ptsd,hc_head,extinction,120,6.858806601197412
CS+,ptsd,hc_head,extinction,121,-31.15814265639468
CS+,ptsd,hc_head,extinction,122,13.779847456188975
CS+,ptsd,hc_head,extinction,123,2.9683915027633203
CS+,ptsd,hc_head,extinction,124,-0.2880621960342049
CS+,ptsd,hc_head,extinction,125,5.984833034163449
CS+,ptsd,hc_tail,acquisition,101,10.335324446932367
CS+,ptsd,hc_tail,acquisition,102,27.840207911174122
CS+,ptsd,hc_tail,acquisition,103,-26.857957556649733
CS+,ptsd,hc_tail,acquisition,104,12.765775222573554
CS+,ptsd,hc_tail,acquisition,105,22.87925942408675
CS+,ptsd,hc_tail,acquisition,106,22.63587207754961
CS+,ptsd,hc_tail,acquisition,107,9.599165762532946
CS+,ptsd,hc_tail,acquisition,108,6.281068273904649
CS+,ptsd,hc_tail,acquisition,109,-18.131706649795024
CS+,ptsd,hc_tail,acquisition,110,26.639445251696127
CS+,ptsd,hc_tail,acquisition,111,-7.675349960165719
CS+,ptsd,hc_tail,acquisition,112,15.801385015349036
CS+,ptsd,hc_tail,acquisition,113,34.33076461770107
CS+,ptsd,hc_tail,acquisition,114,8.679953281545924
CS+,ptsd,hc_tail,acquisition,115,-8.524010690047389
CS+,ptsd,hc_tail,acquisition,116,14.806280956860807
CS+,ptsd,hc_tail,acquisition,117,12.523509837183598
CS+,ptsd,hc_tail,acquisition,118,3.9873176963224517
CS+,ptsd,hc_tail,acquisition,120,31.91107158601609
CS+,ptsd,hc_tail,acquisition,121,-5.45072958174378
CS+,ptsd,hc_tail,acquisition,122,28.98726561236597
CS+,ptsd,hc_tail,acquisition,123,17.079205963887976
CS+,ptsd,hc_tail,acquisition,124,9.130008519919684
CS+,ptsd,hc_tail,acquisition,125,51.97523591758425
CS+,ptsd,hc_tail,baseline,101,12.474143807337219
CS+,ptsd,hc_tail,baseline,102,22.49407838776824
CS+,ptsd,hc_tail,baseline,103,-4.398347365821489
CS+,ptsd,hc_tail,baseline,104,15.544907170197938
CS+,ptsd,hc_tail,baseline,105,30.09803741469625
CS+,ptsd,hc_tail,baseline,106,24.487451824853483
CS+,ptsd,hc_tail,baseline,107,10.676335014101296
CS+,ptsd,hc_tail,baseline,108,7.532884012959482
CS+,ptsd,hc_tail,baseline,109,-5.299929509296863
CS+,ptsd,hc_tail,baseline,110,28.25061752392318
CS+,ptsd,hc_tail,baseline,111,-8.61983645465225
CS+,ptsd,hc_tail,baseline,112,-1.061019256855139
CS+,ptsd,hc_tail,baseline,113,28.75705744802641
CS+,ptsd,hc_tail,baseline,114,11.14928633093627
CS+,ptsd,hc_tail,baseline,115,-15.86123801933764
CS+,ptsd,hc_tail,baseline,116,27.04026741339337
CS+,ptsd,hc_tail,baseline,117,-17.36646024255619
CS+,ptsd,hc_tail,baseline,118,0.4896022019617513
CS+,ptsd,hc_tail,baseline,120,26.27448573635709
CS+,ptsd,hc_tail,baseline,121,-3.7454449967716377
CS+,ptsd,hc_tail,baseline,122,22.48626406948892
CS+,ptsd,hc_tail,baseline,123,14.363559928161994
CS+,ptsd,hc_tail,baseline,124,2.184684111012664
CS+,ptsd,hc_tail,baseline,125,47.245467772320296
CS+,ptsd,hc_tail,extinction,101,1.9263707947074653
CS+,ptsd,hc_tail,extinction,102,24.893410989220012
CS+,ptsd,hc_tail,extinction,103,-14.124268297304905
CS+,ptsd,hc_tail,extinction,104,12.45999694318805
CS+,ptsd,hc_tail,extinction,105,35.51942952005019
CS+,ptsd,hc_tail,extinction,106,28.617879075647306
CS+,ptsd,hc_tail,extinction,107,8.767631306326281
CS+,ptsd,hc_tail,extinction,108,2.55692393697723
CS+,ptsd,hc_tail,extinction,109,-8.531160118716835
CS+,ptsd,hc_tail,extinction,110,45.40583247982937
CS+,ptsd,hc_tail,extinction,111,-4.293516637322804
CS+,ptsd,hc_tail,extinction,112,7.308303088919881
CS+,ptsd,hc_tail,extinction,113,27.76110528534197
CS+,ptsd,hc_tail,extinction,114,27.3792792183628
CS+,ptsd,hc_tail,extinction,115,1.6321723613633503
CS+,ptsd,hc_tail,extinction,116,3.163686472904824
CS+,ptsd,hc_tail,extinction,117,-19.986890718886247
CS+,ptsd,hc_tail,extinction,118,8.93191513888262
CS+,ptsd,hc_tail,extinction,120,29.99830905566849
CS+,ptsd,hc_tail,extinction,121,3.382451311431148
CS+,ptsd,hc_tail,extinction,122,28.69201217812857
CS+,ptsd,hc_tail,extinction,123,11.972808783635116
CS+,ptsd,hc_tail,extinction,124,30.198329621717
CS+,ptsd,hc_tail,extinction,125,40.5599843365172
CS-,healthy,amyg_bla,acquisition,1,-17.06541577582205
CS-,healthy,amyg_bla,acquisition,2,-28.91810155421672
CS-,healthy,amyg_bla,acquisition,3,4.988634146490822
CS-,healthy,amyg_bla,acquisition,4,-28.74073790503332
CS-,healthy,amyg_bla,acquisition,5,7.143315436511407
CS-,healthy,amyg_bla,acquisition,6,-9.793454325305145
CS-,healthy,amyg_bla,acquisition,7,-15.366850546747449
CS-,healthy,amyg_bla,acquisition,8,0.3700781863460199
CS-,healthy,amyg_bla,acquisition,9,-18.2945868842547
CS-,healthy,amyg_bla,acquisition,10,0.5991390436464482
CS-,healthy,amyg_bla,acquisition,12,-1.4866904065752076
CS-,healthy,amyg_bla,acquisition,13,10.722825766934493
CS-,healthy,amyg_bla,acquisition,14,-42.15715644970308
CS-,healthy,amyg_bla,acquisition,15,3.025097568815614
CS-,healthy,amyg_bla,acquisition,16,-4.5818597577450175
CS-,healthy,amyg_bla,acquisition,17,-15.557859198862419
CS-,healthy,amyg_bla,acquisition,18,7.006575150748861
CS-,healthy,amyg_bla,acquisition,19,-11.534469442035975
CS-,healthy,amyg_bla,acquisition,20,-31.164751548645697
CS-,healthy,amyg_bla,acquisition,21,-10.60348845200556
CS-,healthy,amyg_bla,acquisition,23,0.8618025052933987
CS-,healthy,amyg_bla,acquisition,24,-32.15742496175571
CS-,healthy,amyg_bla,acquisition,25,19.64091701271499
CS-,healthy,amyg_bla,acquisition,26,9.243220136468839
CS-,healthy,amyg_bla,baseline,1,-13.442578263928509
CS-,healthy,amyg_bla,baseline,2,-8.676823653524853
CS-,healthy,amyg_bla,baseline,3,22.998856011535164
CS-,healthy,amyg_bla,baseline,4,-24.57035008549559
CS-,healthy,amyg_bla,baseline,5,-17.216615046320754
CS-,healthy,amyg_bla,baseline,6,-16.60166798478701
CS-,healthy,amyg_bla,baseline,7,-13.50964777820002
CS-,healthy,amyg_bla,baseline,8,5.691186964472243
CS-,healthy,amyg_bla,baseline,9,-4.612222911799615
CS-,healthy,amyg_bla,baseline,10,2.702323546612716
CS-,healthy,amyg_bla,baseline,12,-2.0675318202713417
CS-,healthy,amyg_bla,baseline,13,4.270277472373318
CS-,healthy,amyg_bla,baseline,14,-22.210812496738004
CS-,healthy,amyg_bla,baseline,15,-2.613255442330225
CS-,healthy,amyg_bla,baseline,16,-11.365123373677488
CS-,healthy,amyg_bla,baseline,17,-23.791271623434767
CS-,healthy,amyg_bla,baseline,18,8.305946371930895
CS-,healthy,amyg_bla,baseline,19,-7.962251444438139
CS-,healthy,amyg_bla,baseline,20,-21.547587897750407
CS-,healthy,amyg_bla,baseline,21,-4.892254281271333
CS-,healthy,amyg_bla,baseline,23,-3.996093668764024
CS-,healthy,amyg_bla,baseline,24,-30.683002721325693
CS-,healthy,amyg_bla,baseline,25,-1.834200978189564
CS-,healthy,amyg_bla,baseline,26,15.456575157151196
CS-,healthy,amyg_bla,extinction,1,-12.897631684709669
CS-,healthy,amyg_bla,extinction,2,-33.161087660375884
CS-,healthy,amyg_bla,extinction,3,8.86822352504668
CS-,healthy,amyg_bla,extinction,4,-35.08474554018661
CS-,healthy,amyg_bla,extinction,5,-5.204913821768467
CS-,healthy,amyg_bla,extinction,6,-29.72206161677937
CS-,healthy,amyg_bla,extinction,7,-11.80451860415956
CS-,healthy,amyg_bla,extinction,8,3.1605067019027167
CS-,healthy,amyg_bla,extinction,9,2.773805337027765
CS-,healthy,amyg_bla,extinction,10,5.837136624023646
CS-,healthy,amyg_bla,extinction,12,-5.83686708703578
CS-,healthy,amyg_bla,extinction,13,2.8503700543022883
CS-,healthy,amyg_bla,extinction,14,-33.21550552362617
CS-,healthy,amyg_bla,extinction,15,1.6235847836686084
CS-,healthy,amyg_bla,extinction,16,-9.294950416943756
CS-,healthy,amyg_bla,extinction,17,-16.731896823246473
CS-,healthy,amyg_bla,extinction,18,0.14455919634841435
CS-,healthy,amyg_bla,extinction,19,-21.88497637287535
CS-,healthy,amyg_bla,extinction,20,-29.205296550560746
CS-,healthy,amyg_bla,extinction,21,-10.08724857264176
CS-,healthy,amyg_bla,extinction,23,-2.391443367459664
CS-,healthy,amyg_bla,extinction,24,-30.17926848164625
CS-,healthy,amyg_bla,extinction,25,-16.827888387697016
CS-,healthy,amyg_bla,extinction,26,4.008164002356774
CS-,healthy,amyg_cem,acquisition,1,-36.941487092205186
CS-,healthy,amyg_cem,acquisition,2,-31.020033875370242
CS-,healthy,amyg_cem,acquisition,3,-19.9280404593421
CS-,healthy,amyg_cem,acquisition,4,-42.864218265951976
CS-,healthy,amyg_cem,acquisition,5,12.706496532214096
CS-,healthy,amyg_cem,acquisition,6,17.39794687394802
CS-,healthy,amyg_cem,acquisition,7,-18.30283204621325
CS-,healthy,amyg_cem,acquisition,8,4.621141742914915
CS-,healthy,amyg_cem,acquisition,9,52.959528606459294
CS-,healthy,amyg_cem,acquisition,10,17.318684347945712
CS-,healthy,amyg_cem,acquisition,12,35.461812015973095
CS-,healthy,amyg_cem,acquisition,13,28.862486275914375
CS-,healthy,amyg_cem,acquisition,14,-26.458459047722922
CS-,healthy,amyg_cem,acquisition,15,30.541766580810407
CS-,healthy,amyg_cem,acquisition,16,7.588478144209755
CS-,healthy,amyg_cem,acquisition,17,-7.377483958254257
CS-,healthy,amyg_cem,acquisition,18,47.93119761828483
CS-,healthy,amyg_cem,acquisition,19,-7.3604920963373255
CS-,healthy,amyg_cem,acquisition,20,-23.24427966609066
CS-,healthy,amyg_cem,acquisition,21,9.207350735449127
CS-,healthy,amyg_cem,acquisition,23,36.16500701266143
CS-,healthy,amyg_cem,acquisition,24,-27.430455882431502
CS-,healthy,amyg_cem,acquisition,25,25.17589156500909
CS-,healthy,amyg_cem,acquisition,26,7.373841065573893
CS-,healthy,amyg_cem,baseline,1,-22.49549331740879
CS-,healthy,amyg_cem,baseline,2,2.444082576590471
CS-,healthy,amyg_cem,baseline,3,19.67055431493234
CS-,healthy,amyg_cem,baseline,4,-42.82141418836039
CS-,healthy,amyg_cem,baseline,5,3.2177871817024704
CS-,healthy,amyg_cem,baseline,6,5.322359311358014
CS-,healthy,amyg_cem,baseline,7,-6.6029408274403325
CS-,healthy,amyg_cem,baseline,8,7.20081030597028
CS-,healthy,amyg_cem,baseline,9,31.20436259922349
CS-,healthy,amyg_cem,baseline,10,14.663021257321816
CS-,healthy,amyg_cem,baseline,12,50.01920981105003
CS-,healthy,amyg_cem,baseline,13,12.264607029296055
CS-,healthy,amyg_cem,baseline,14,-6.662757307497992
CS-,healthy,amyg_cem,baseline,15,0.7098156704633224
CS-,healthy,amyg_cem,baseline,16,11.919532259636377
CS-,healthy,amyg_cem,baseline,17,-28.466813294051427
CS-,healthy,amyg_cem,baseline,18,16.24266318043675
CS-,healthy,amyg_cem,baseline,19,-9.980359607305397
CS-,healthy,amyg_cem,baseline,20,7.351632074992273
CS-,healthy,amyg_cem,baseline,21,34.85467586542169
CS-,healthy,amyg_cem,baseline,23,36.961398537425424
CS-,healthy,amyg_cem,baseline,24,-20.12377697822986
CS-,healthy,amyg_cem,baseline,25,-39.03442124371556
CS-,healthy,amyg_cem,baseline,26,10.573986580129713
CS-,healthy,amyg_cem,extinction,1,-28.602083581056505
CS-,healthy,amyg_cem,extinction,2,-9.954510805760835
CS-,healthy,amyg_cem,extinction,3,-0.7585404776036739
CS-,healthy,amyg_cem,extinction,4,-58.503149052461005
CS-,healthy,amyg_cem,extinction,5,41.642822135810384
CS-,healthy,amyg_cem,extinction,6,0.2418250187280743
CS-,healthy,amyg_cem,extinction,7,0.4398090992962905
CS-,healthy,amyg_cem,extinction,8,-4.702256036007351
CS-,healthy,amyg_cem,extinction,9,42.186319384333636
CS-,healthy,amyg_cem,extinction,10,19.57599165996847
CS-,healthy,amyg_cem,extinction,12,48.46852230991071
CS-,healthy,amyg_cem,extinction,13,24.89304057903768
CS-,healthy,amyg_cem,extinction,14,-16.023218166045467
CS-,healthy,amyg_cem,extinction,15,21.922641689089517
CS-,healthy,amyg_cem,extinction,16,7.2218151905884325
CS-,healthy,amyg_cem,extinction,17,-9.098584726015623
CS-,healthy,amyg_cem,extinction,18,27.438069361697696
CS-,healthy,amyg_cem,extinction,19,-13.994850462247785
CS-,healthy,amyg_cem,extinction,20,-9.230062813287779
CS-,healthy,amyg_cem,extinction,21,26.13594255011219
CS-,healthy,amyg_cem,extinction,23,40.3289968558611
CS-,healthy,amyg_cem,extinction,24,-28.9342650646024
CS-,healthy,amyg_cem,extinction,25,-16.744538795891973
CS-,healthy,amyg_cem,extinction,26,6.123655166379953
CS-,healthy,hc_body,acquisition,1,-51.879054513034156
CS-,healthy,hc_body,acquisition,2,-17.334557601625377
CS-,healthy,hc_body,acquisition,3,43.70111278569067
CS-,healthy,hc_body,acquisition,4,-37.76262503597012
CS-,healthy,hc_body,acquisition,5,2.960996633120205
CS-,healthy,hc_body,acquisition,6,-19.944905651326536
CS-,healthy,hc_body,acquisition,7,-20.448780946076177
CS-,healthy,hc_body,acquisition,8,39.657982358299755
CS-,healthy,hc_body,acquisition,9,-13.574680873463027
CS-,healthy,hc_body,acquisition,10,-4.9808991593032665
CS-,healthy,hc_body,acquisition,12,5.746407167328112
CS-,healthy,hc_body,acquisition,13,-9.783587754636017
CS-,healthy,hc_body,acquisition,14,-2.4880766241057937
CS-,healthy,hc_body,acquisition,15,-11.358872905341782
CS-,healthy,hc_body,acquisition,16,-18.015826862407962
CS-,healthy,hc_body,acquisition,17,12.555748813844039
CS-,healthy,hc_body,acquisition,18,9.631691877612873
CS-,healthy,hc_body,acquisition,19,-18.12409121882503
CS-,healthy,hc_body,acquisition,20,-17.714224067202593
CS-,healthy,hc_body,acquisition,21,-4.52007727464225
CS-,healthy,hc_body,acquisition,23,18.258380301711444
CS-,healthy,hc_body,acquisition,24,-35.51060386196547
CS-,healthy,hc_body,acquisition,25,-14.321743673656044
CS-,healthy,hc_body,acquisition,26,-3.642208170247869
CS-,healthy,hc_body,baseline,1,-48.75229077375594
CS-,healthy,hc_body,baseline,2,-21.597459354253672
CS-,healthy,hc_body,baseline,3,12.677739059576252
CS-,healthy,hc_body,baseline,4,-31.32668204320549
CS-,healthy,hc_body,baseline,5,-11.397342120122405
CS-,healthy,hc_body,baseline,6,-14.120204797762792
CS-,healthy,hc_body,baseline,7,-10.604477221687693
CS-,healthy,hc_body,baseline,8,41.24494776092681
CS-,healthy,hc_body,baseline,9,-13.551569328868453
CS-,healthy,hc_body,baseline,10,-8.416085514772655
CS-,healthy,hc_body,baseline,12,-1.6089337908536738
CS-,healthy,hc_body,baseline,13,-0.4461930974091076
CS-,healthy,hc_body,baseline,14,1.868563939945992
CS-,healthy,hc_body,baseline,15,-15.937933819777571
CS-,healthy,hc_body,baseline,16,-17.273724353790932
CS-,healthy,hc_body,baseline,17,12.459085641802055
CS-,healthy,hc_body,baseline,18,-1.814648293528179
CS-,healthy,hc_body,baseline,19,-28.441765198347397
CS-,healthy,hc_body,baseline,20,2.2158874395605097
CS-,healthy,hc_body,baseline,21,8.655274281297437
CS-,healthy,hc_body,baseline,23,14.862108487160064
CS-,healthy,hc_body,baseline,24,-34.19955060582097
CS-,healthy,hc_body,baseline,25,-21.05239061760718
CS-,healthy,hc_body,baseline,26,-4.542506754063396
CS-,healthy,hc_body,extinction,1,-49.93901580442155
CS-,healthy,hc_body,extinction,2,-30.165417185445914
CS-,healthy,hc_body,extinction,3,14.747899914048688
CS-,healthy,hc_body,extinction,4,-29.27838839611993
CS-,healthy,hc_body,extinction,5,7.184640201603718
CS-,healthy,hc_body,extinction,6,-25.379089041539803
CS-,healthy,hc_body,extinction,7,-28.585378433177038
CS-,healthy,hc_body,extinction,8,30.464489411901564
CS-,healthy,hc_body,extinction,9,-20.16833070187325
CS-,healthy,hc_body,extinction,10,-12.266687439226327
CS-,healthy,hc_body,extinction,12,9.302532435591937
CS-,healthy,hc_body,extinction,13,-8.430324508604429
CS-,healthy,hc_body,extinction,14,2.908634147205043
CS-,healthy,hc_body,extinction,15,-16.51897045649143
CS-,healthy,hc_body,extinction,16,-15.669463427118325
CS-,healthy,hc_body,extinction,17,6.894104463041304
CS-,healthy,hc_body,extinction,18,-5.227581377036494
CS-,healthy,hc_body,extinction,19,-19.12993246623976
CS-,healthy,hc_body,extinction,20,0.27750472870839576
CS-,healthy,hc_body,extinction,21,-1.1116274906887431
CS-,healthy,hc_body,extinction,23,14.31574173022616
CS-,healthy,hc_body,extinction,24,-36.64420297897475
CS-,healthy,hc_body,extinction,25,-35.02951783139775
CS-,healthy,hc_body,extinction,26,-2.958100188380565
CS-,healthy,hc_head,acquisition,1,-47.72801705395814
CS-,healthy,hc_head,acquisition,2,-21.76702515529634
CS-,healthy,hc_head,acquisition,3,11.163396081058801
CS-,healthy,hc_head,acquisition,4,-48.3120691404896
CS-,healthy,hc_head,acquisition,5,9.177936967726172
CS-,healthy,hc_head,acquisition,6,-22.84502644031237
CS-,healthy,hc_head,acquisition,7,-1.3294822650406053
CS-,healthy,hc_head,acquisition,8,25.221552578258446
CS-,healthy,hc_head,acquisition,9,22.340279909747306
