index,onset,duration,trial_type,stimulus,memory_condition,encode_phase,response,low_confidence_accuracy,high_confidence_accuracy,response_time,phase,source_memory
13,103.083,3.0,CS+,tools/microwave.jpg,Old,baseline,DO,H,H,2.9760000000000004,memory_run-01,acquisition
15,118.283,3.0,CS+,tools/jumpercables.jpg,Old,baseline,DO,H,H,0.966,memory_run-01,acquisition
26,201.266,3.0,CS+,tools/solderingtorch.jpg,Old,baseline,DO,H,H,2.074,memory_run-01,acquisition
32,246.749,3.0,CS+,tools/measuringtape.jpg,Old,baseline,DO,H,H,1.197,memory_run-01,baseline
50,383.165,3.0,CS+,tools/monkeywrench.jpg,Old,baseline,MO,H,M,2.0540000000000003,memory_run-01,baseline
51,391.231,3.0,CS+,tools/workbench.jpg,Old,baseline,DO,H,H,1.419,memory_run-01,baseline
76,581.181,3.0,CS+,tools/edger.jpg,Old,baseline,MO,H,M,1.649,memory_run-01,acquisition
79,602.414,3.0,CS+,tools/camera.jpg,Old,baseline,DO,H,H,2.544,memory_run-01,acquisition
87,53.633,3.0,CS+,tools/duffelbag.jpg,Old,baseline,MN,M,M,2.361,memory_run-02,baseline
96,117.383,3.0,CS+,tools/chainsaw.jpg,Old,baseline,DO,H,H,1.587,memory_run-02,acquisition
100,145.766,3.0,CS+,tools/squeegee.jpg,Old,baseline,MN,M,M,1.7180000000000002,memory_run-02,acquisition
114,245.016,3.0,CS+,tools/videogamecontroller.jpg,Old,baseline,DO,H,H,0.787,memory_run-02,extinction
135,408.782,3.0,CS+,tools/hammer.jpg,Old,baseline,DO,H,H,1.907,memory_run-02,baseline
138,433.065,3.0,CS+,tools/toaster.jpg,Old,baseline,MN,M,M,1.81,memory_run-02,extinction
143,473.515,3.0,CS+,tools/airpump.jpg,Old,baseline,MN,M,M,1.644,memory_run-02,extinction
158,594.798,3.0,CS+,tools/blower.jpg,Old,baseline,DO,H,H,1.4980000000000002,memory_run-02,baseline
167,53.633,3.0,CS+,tools/extensioncord.jpg,Old,baseline,MN,M,M,1.275,memory_run-03,baseline
177,124.499,3.0,CS+,tools/treadmill.jpg,Old,baseline,DO,H,H,1.172,memory_run-03,extinction
180,145.749,3.0,CS+,tools/bucket.jpg,Old,baseline,MN,M,M,0.958,memory_run-03,acquisition
183,166.982,3.0,CS+,tools/paintbrush.jpg,Old,baseline,MO,H,M,1.906,memory_run-03,baseline
202,303.499,3.0,CS+,tools/padlock.jpg,Old,baseline,MO,H,M,2.64,memory_run-03,acquisition
207,343.915,3.0,CS+,tools/screwdriver.jpg,Old,baseline,MO,H,M,1.452,memory_run-03,baseline
223,473.115,3.0,CS+,tools/carpetblower.jpg,Old,baseline,MN,M,M,1.914,memory_run-03,baseline
224,481.181,3.0,CS+,tools/campingstove.jpg,Old,baseline,MO,H,M,1.452,memory_run-03,acquisition
6,47.51600000000001,3.0,CS+,tools/ropeandpulley.jpg,Old,acquisition,DO,H,H,1.359,memory_run-01,baseline
7,55.599,3.0,CS+,tools/plow.jpg,Old,acquisition,DO,H,H,0.978,memory_run-01,baseline
27,208.366,3.0,CS+,tools/faxmachine.jpg,Old,acquisition,DO,H,H,1.295,memory_run-01,acquisition
36,278.099,3.0,CS+,tools/hairdryer.jpg,Old,acquisition,DO,H,H,1.765,memory_run-01,acquisition
44,336.682,3.0,CS+,tools/rollingpin.jpg,Old,acquisition,MN,M,M,2.356,memory_run-01,extinction
54,413.448,3.0,CS+,tools/gardenhose.jpg,Old,acquisition,DO,H,H,1.0659999999999998,memory_run-01,acquisition
62,474.115,3.0,CS+,tools/scissors.jpg,Old,acquisition,DO,H,H,1.134,memory_run-01,baseline
66,504.414,3.0,CS+,tools/ladder.jpg,Old,acquisition,DO,H,H,1.513,memory_run-01,acquisition
92,89.05,3.0,CS+,tools/rake.jpg,Old,acquisition,DO,H,H,1.194,memory_run-02,extinction
98,131.583,3.0,CS+,tools/pliers.jpg,Old,acquisition,DO,H,H,1.348,memory_run-02,baseline
105,181.233,3.0,CS+,tools/shoehorn.jpg,Old,acquisition,DO,H,H,1.15,memory_run-02,acquisition
113,237.916,3.0,CS+,tools/chisel.jpg,Old,acquisition,DO,H,H,0.935,memory_run-02,acquisition
132,384.482,3.0,CS+,tools/weldinghelmet.jpg,Old,acquisition,DO,H,H,1.519,memory_run-02,extinction
134,400.682,3.0,CS+,tools/paintroller.jpg,Old,acquisition,DO,H,H,1.155,memory_run-02,acquisition
140,449.265,3.0,CS+,tools/stove.jpg,Old,acquisition,DO,H,H,1.195,memory_run-02,baseline
145,489.665,3.0,CS+,tools/wheelbarrow.jpg,Old,acquisition,MO,H,M,1.776,memory_run-02,extinction
162,18.2,3.0,CS+,tools/drillbit.jpg,Old,acquisition,MN,M,M,1.978,memory_run-03,baseline
163,25.266,3.0,CS+,tools/plunger.jpg,Old,acquisition,MO,H,M,1.019,memory_run-03,acquisition
186,188.199,3.0,CS+,tools/gong.jpg,Old,acquisition,DO,H,H,1.216,memory_run-03,extinction
193,237.716,3.0,CS+,tools/transmissionwrench.jpg,Old,acquisition,DO,H,H,1.489,memory_run-03,baseline
201,295.399,3.0,CS+,tools/cheesegrater.jpg,Old,acquisition,DO,H,H,1.019,memory_run-03,extinction
211,376.215,3.0,CS+,tools/reflexhammer.jpg,Old,acquisition,MO,H,M,1.907,memory_run-03,baseline
