1.81500000e+01	3.00000000e+00	1.00000000e+00
4.65000000e+01	3.00000000e+00	1.00000000e+00
1.31483000e+02	3.00000000e+00	1.00000000e+00
1.38550000e+02	3.00000000e+00	1.00000000e+00
1.88116000e+02	3.00000000e+00	1.00000000e+00
2.16500000e+02	3.00000000e+00	1.00000000e+00
2.23566000e+02	3.00000000e+00	1.00000000e+00
2.51883000e+02	3.00000000e+00	1.00000000e+00
2.95333000e+02	3.00000000e+00	1.00000000e+00
3.11466000e+02	3.00000000e+00	1.00000000e+00
3.27633000e+02	3.00000000e+00	1.00000000e+00
4.16466000e+02	3.00000000e+00	1.00000000e+00
4.48783000e+02	3.00000000e+00	1.00000000e+00
4.73000000e+02	3.00000000e+00	1.00000000e+00
4.81066000e+02	3.00000000e+00	1.00000000e+00
5.69966000e+02	3.00000000e+00	1.00000000e+00
