4.03300000e+00	3.00000000e+00	1.00000000e+00
1.11160000e+01	3.00000000e+00	1.00000000e+00
8.68830000e+01	3.00000000e+00	1.00000000e+00
1.03066000e+02	3.00000000e+00	1.00000000e+00
2.00066000e+02	3.00000000e+00	1.00000000e+00
2.07133000e+02	3.00000000e+00	1.00000000e+00
2.82849000e+02	3.00000000e+00	1.00000000e+00
2.89899000e+02	3.00000000e+00	1.00000000e+00
3.13132000e+02	3.00000000e+00	1.00000000e+00
3.36382000e+02	3.00000000e+00	1.00000000e+00
3.43466000e+02	3.00000000e+00	1.00000000e+00
3.57616000e+02	3.00000000e+00	1.00000000e+00
5.79865000e+02	3.00000000e+00	1.00000000e+00
5.86932000e+02	3.00000000e+00	1.00000000e+00
5.93998000e+02	3.00000000e+00	1.00000000e+00
6.02099000e+02	3.00000000e+00	1.00000000e+00
