1.10840000e+01	3.00000000e+00	1.00000000e+00
4.64340000e+01	3.00000000e+00	1.00000000e+00
6.76170000e+01	3.00000000e+00	1.00000000e+00
1.38250000e+02	3.00000000e+00	1.00000000e+00
1.45300000e+02	3.00000000e+00	1.00000000e+00
1.73534000e+02	3.00000000e+00	1.00000000e+00
1.87684000e+02	3.00000000e+00	1.00000000e+00
2.58300000e+02	3.00000000e+00	1.00000000e+00
3.34884000e+02	3.00000000e+00	1.00000000e+00
3.42950000e+02	3.00000000e+00	1.00000000e+00
4.23567000e+02	3.00000000e+00	1.00000000e+00
4.39700000e+02	3.00000000e+00	1.00000000e+00
4.96117000e+02	3.00000000e+00	1.00000000e+00
5.44467000e+02	3.00000000e+00	1.00000000e+00
5.60567000e+02	3.00000000e+00	1.00000000e+00
5.84784000e+02	3.00000000e+00	1.00000000e+00
