1.11670000e+01	3.00000000e+00	1.00000000e+00
1.83000000e+01	3.00000000e+00	1.00000000e+00
5.59170000e+01	3.00000000e+00	1.00000000e+00
1.32150000e+02	3.00000000e+00	1.00000000e+00
2.47034000e+02	3.00000000e+00	1.00000000e+00
2.54150000e+02	3.00000000e+00	1.00000000e+00
2.62267000e+02	3.00000000e+00	1.00000000e+00
2.69400000e+02	3.00000000e+00	1.00000000e+00
3.47701000e+02	3.00000000e+00	1.00000000e+00
3.54834000e+02	3.00000000e+00	1.00000000e+00
4.39267000e+02	3.00000000e+00	1.00000000e+00
4.46401000e+02	3.00000000e+00	1.00000000e+00
5.83701000e+02	3.00000000e+00	1.00000000e+00
5.90818000e+02	3.00000000e+00	1.00000000e+00
5.98951000e+02	3.00000000e+00	1.00000000e+00
6.07068000e+02	3.00000000e+00	1.00000000e+00
