index,onset,duration,trial_type,stimulus,memory_condition,encode_phase,response,low_confidence_accuracy,high_confidence_accuracy,response_time,phase,source_memory
1,12.117,3.0,CS+,animals/caterpillarhawkmoth.jpg,Old,baseline,DO,H,H,0.693,memory_run-01,baseline
3,28.283,3.0,CS+,animals/horse.jpg,Old,baseline,DO,H,H,0.528,memory_run-01,baseline
31,241.65,3.0,CS+,animals/goldfish.jpg,Old,baseline,DO,H,H,0.848,memory_run-01,baseline
34,263.934,3.0,CS+,animals/hyena.jpg,Old,baseline,DN,M,M,1.382,memory_run-01,extinction
41,314.534,3.0,CS+,animals/marmot.jpg,Old,baseline,DO,H,H,0.73,memory_run-01,baseline
55,421.6,3.0,CS+,animals/cricket.jpg,Old,baseline,DO,H,H,0.608,memory_run-01,baseline
68,519.55,3.0,CS+,animals/shrimp.jpg,Old,baseline,DO,H,H,1.215,memory_run-01,baseline
70,535.7,3.0,CS+,animals/flamingo.jpg,Old,baseline,DO,H,H,0.997,memory_run-01,extinction
83,25.267,3.0,CS+,animals/canary.jpg,Old,baseline,DO,H,H,0.5770000000000001,memory_run-02,baseline
97,124.367,3.0,CS+,animals/racoon.jpg,Old,baseline,DO,H,H,0.772,memory_run-02,baseline
102,159.86700000000005,3.0,CS+,animals/cranebug.jpg,Old,baseline,DO,H,H,0.585,memory_run-02,acquisition
103,166.967,3.0,CS+,animals/perch.jpg,Old,baseline,DN,M,M,1.0590000000000002,memory_run-02,extinction
132,384.25,3.0,CS+,animals/starfish.jpg,Old,baseline,DO,H,H,0.7829999999999999,memory_run-02,baseline
139,440.784,3.0,CS+,animals/cat.jpg,Old,baseline,DO,H,H,0.998,memory_run-02,acquisition
141,456.93300000000005,3.0,CS+,animals/halibut.jpg,Old,baseline,MN,M,M,1.5619999999999998,memory_run-02,baseline
155,570.05,3.0,CS+,animals/salmon.jpg,Old,baseline,DO,H,H,0.98,memory_run-02,extinction
161,11.117,3.0,CS+,animals/reindeer.jpg,Old,baseline,DO,H,H,0.857,memory_run-03,extinction
166,46.517,3.0,CS+,animals/finch.jpg,Old,baseline,DO,H,H,0.989,memory_run-03,baseline
188,202.333,3.0,CS+,animals/llama.jpg,Old,baseline,DO,H,H,0.993,memory_run-03,extinction
198,273.083,3.0,CS+,animals/aardvark.jpg,Old,baseline,DO,H,H,0.589,memory_run-03,extinction
208,351.833,3.0,CS+,animals/zebra.jpg,Old,baseline,DO,H,H,0.8540000000000001,memory_run-03,baseline
209,359.917,3.0,CS+,animals/skunk.jpg,Old,baseline,MO,H,M,1.286,memory_run-03,extinction
226,497.234,3.0,CS+,animals/elephantafrican.jpg,Old,baseline,MO,H,M,1.6780000000000002,memory_run-03,acquisition
234,561.884,3.0,CS+,animals/rhino.jpg,Old,baseline,DO,H,H,1.097,memory_run-03,baseline
2,20.2,3.0,CS+,animals/caterpillarpeacockmoth.jpg,Old,acquisition,DO,H,H,0.518,memory_run-01,baseline
9,74.78399999999998,3.0,CS+,animals/boar.jpg,Old,acquisition,DO,H,H,1.083,memory_run-01,acquisition
20,158.75,3.0,CS+,animals/pigeon.jpg,Old,acquisition,DO,H,H,0.491,memory_run-01,baseline
28,219.43400000000003,3.0,CS+,animals/gerbil.jpg,Old,acquisition,DO,H,H,0.964,memory_run-01,baseline
50,382.234,3.0,CS+,animals/mole.jpg,Old,acquisition,DO,H,H,1.527,memory_run-01,baseline
56,429.667,3.0,CS+,animals/giraffe.jpg,Old,acquisition,DO,H,H,0.764,memory_run-01,extinction
65,497.317,3.0,CS+,animals/pelican.jpg,Old,acquisition,MN,M,M,1.406,memory_run-01,acquisition
71,543.7669999999998,3.0,CS+,animals/porcupine.jpg,Old,acquisition,DN,M,M,1.315,memory_run-01,baseline
95,110.217,3.0,CS+,animals/quail.jpg,Old,acquisition,MN,M,M,1.329,memory_run-02,acquisition
98,131.467,3.0,CS+,animals/cow.jpg,Old,acquisition,MO,H,M,1.484,memory_run-02,extinction
