index,onset,duration,trial_type,stimulus,memory_condition,encode_phase,response,low_confidence_accuracy,high_confidence_accuracy,response_time,phase,source_memory
13,102.217,3.0,CS+,tools/drillbit.jpg,Old,baseline,MN,M,M,2.454,memory_run-01,baseline
18,139.667,3.0,CS+,tools/plunger.jpg,Old,baseline,DO,H,H,1.042,memory_run-01,acquisition
24,184.183,3.0,CS+,tools/gong.jpg,Old,baseline,DO,H,H,0.948,memory_run-01,acquisition
25,191.267,3.0,CS+,tools/beadingtool.jpg,Old,baseline,MO,H,M,2.016,memory_run-01,baseline
53,403.65,3.0,CS+,tools/cheesegrater.jpg,Old,baseline,DO,H,H,1.204,memory_run-01,acquisition
57,433.0,3.0,CS+,tools/reflexhammer.jpg,Old,baseline,MN,M,M,1.856,memory_run-01,baseline
67,509.85,3.0,CS+,tools/electricbreaker.jpg,Old,baseline,MO,H,M,1.221,memory_run-01,extinction
78,594.867,3.0,CS+,tools/transmissionwrench.jpg,Old,baseline,MN,M,M,1.36,memory_run-01,extinction
82,18.184,3.0,CS+,tools/plow.jpg,Old,baseline,DO,H,H,1.001,memory_run-02,baseline
84,32.334,3.0,CS+,tools/ropeandpulley.jpg,Old,baseline,MO,H,M,1.509,memory_run-02,acquisition
105,181.117,3.0,CS+,tools/ladder.jpg,Old,baseline,DO,H,H,0.928,memory_run-02,baseline
108,202.334,3.0,CS+,tools/rollingpin.jpg,Old,baseline,DO,H,H,0.789,memory_run-02,extinction
126,335.75,3.0,CS+,tools/hairdryer.jpg,Old,baseline,MO,H,M,1.294,memory_run-02,acquisition
134,400.434,3.0,CS+,tools/gardenhose.jpg,Old,baseline,DO,H,H,1.198,memory_run-02,acquisition
156,578.1669999999998,3.0,CS+,tools/scissors.jpg,Old,baseline,DO,H,H,1.425,memory_run-02,baseline
158,594.3340000000002,3.0,CS+,tools/faxmachine.jpg,Old,baseline,DN,M,M,1.433,memory_run-02,extinction
162,18.216,3.0,CS+,tools/wheelbarrow.jpg,Old,baseline,DO,H,H,0.897,memory_run-03,acquisition
164,32.367,3.0,CS+,tools/shoehorn.jpg,Old,baseline,MN,M,M,1.151,memory_run-03,extinction
180,145.683,3.0,CS+,tools/weldinghelmet.jpg,Old,baseline,DO,H,H,1.479,memory_run-03,acquisition
193,237.783,3.0,CS+,tools/paintroller.jpg,Old,baseline,DO,H,H,1.869,memory_run-03,baseline
200,287.333,3.0,CS+,tools/pliers.jpg,Old,baseline,MO,H,M,1.346,memory_run-03,baseline
210,368.066,3.0,CS+,tools/chisel.jpg,Old,baseline,DN,M,M,1.283,memory_run-03,extinction
226,497.267,3.0,CS+,tools/rake.jpg,Old,baseline,DO,H,H,0.7909999999999999,memory_run-03,acquisition
230,529.617,3.0,CS+,tools/stove.jpg,Old,baseline,DN,M,M,1.7919999999999998,memory_run-03,acquisition
4,33.4,3.0,CS+,tools/beaker.jpg,Old,acquisition,DO,H,H,1.942,memory_run-01,baseline
14,109.317,3.0,CS+,tools/sander.jpg,Old,acquisition,MN,M,M,1.641,memory_run-01,baseline
29,222.6,3.0,CS+,tools/mallet.jpg,Old,acquisition,DO,H,H,1.3769999999999998,memory_run-01,extinction
35,268.16700000000003,3.0,CS+,tools/viceclamp.jpg,Old,acquisition,DO,H,H,1.53,memory_run-01,acquisition
41,314.666,3.0,CS+,tools/tubeflaring.jpg,Old,acquisition,MN,M,M,1.236,memory_run-01,extinction
52,395.55,3.0,CS+,tools/vegetablepeeler.jpg,Old,acquisition,DO,H,H,0.909,memory_run-01,acquisition
65,494.667,3.0,CS+,tools/benchdogs.jpg,Old,acquisition,DO,H,H,1.278,memory_run-01,extinction
72,548.35,3.0,CS+,tools/pruner.jpg,Old,acquisition,MO,H,M,1.212,memory_run-01,baseline
88,60.7,3.0,CS+,tools/broom.jpg,Old,acquisition,DO,H,H,0.753,memory_run-02,acquisition
96,117.434,3.0,CS+,tools/sparkplug.jpg,Old,acquisition,DO,H,H,1.112,memory_run-02,baseline
