index,onset,duration,trial_type,stimulus,memory_condition,encode_phase,response,low_confidence_accuracy,high_confidence_accuracy,response_time,phase,source_memory
8,62.75,3.0,CS+,animals/marmot.jpg,Old,baseline,DO,H,H,1.385,memory_run-01,acquisition
18,138.516,3.0,CS+,animals/flamingo.jpg,Old,baseline,DO,H,H,1.318,memory_run-01,acquisition
22,169.85,3.0,CS+,animals/horse.jpg,Old,baseline,DO,H,H,1.225,memory_run-01,acquisition
27,207.3,3.0,CS+,animals/shrimp.jpg,Old,baseline,MO,H,M,1.212,memory_run-01,baseline
40,303.4,3.0,CS+,animals/goldfish.jpg,Old,baseline,DO,H,H,1.827,memory_run-01,baseline
44,335.749,3.0,CS+,animals/cricket.jpg,Old,baseline,DO,H,H,1.063,memory_run-01,acquisition
67,512.65,3.0,CS+,animals/caterpillarhawkmoth.jpg,Old,baseline,DO,H,H,0.716,memory_run-01,acquisition
73,559.116,3.0,CS+,animals/hyena.jpg,Old,baseline,DO,H,H,1.202,memory_run-01,acquisition
82,18.2,3.0,CS+,animals/racoon.jpg,Old,baseline,DO,H,H,1.017,memory_run-02,acquisition
96,117.233,3.0,CS+,animals/perch.jpg,Old,baseline,DO,H,H,1.411,memory_run-02,acquisition
104,173.86700000000005,3.0,CS+,animals/canary.jpg,Old,baseline,DO,H,H,0.912,memory_run-02,acquisition
119,280.117,3.0,CS+,animals/salmon.jpg,Old,baseline,DO,H,H,1.519,memory_run-02,acquisition
124,319.533,3.0,CS+,animals/cat.jpg,Old,baseline,DO,H,H,1.192,memory_run-02,acquisition
130,368.033,3.0,CS+,animals/cranebug.jpg,Old,baseline,DO,H,H,1.033,memory_run-02,acquisition
142,464.983,3.0,CS+,animals/starfish.jpg,Old,baseline,DO,H,H,0.91,memory_run-02,baseline
158,594.4169999999998,3.0,CS+,animals/halibut.jpg,Old,baseline,MO,H,M,1.163,memory_run-02,acquisition
172,89.133,3.0,CS+,animals/aardvark.jpg,Old,baseline,DO,H,H,0.733,memory_run-03,acquisition
173,96.216,3.0,CS+,animals/elephantafrican.jpg,Old,baseline,DO,H,H,0.774,memory_run-03,baseline
182,160.05,3.0,CS+,animals/reindeer.jpg,Old,baseline,DO,H,H,0.723,memory_run-03,acquisition
190,216.816,3.0,CS+,animals/zebra.jpg,Old,baseline,DO,H,H,0.768,memory_run-03,baseline
204,320.116,3.0,CS+,animals/llama.jpg,Old,baseline,DO,H,H,0.682,memory_run-03,baseline
210,368.65,3.0,CS+,animals/skunk.jpg,Old,baseline,DO,H,H,0.78,memory_run-03,acquisition
222,465.733,3.0,CS+,animals/finch.jpg,Old,baseline,DO,H,H,1.7519999999999998,memory_run-03,extinction
229,522.4,3.0,CS+,animals/rhino.jpg,Old,baseline,DO,H,H,0.7959999999999999,memory_run-03,acquisition
5,41.466,3.0,CS+,animals/caterpillarpeacockmoth.jpg,Old,acquisition,DO,H,H,1.14,memory_run-01,extinction
14,107.2,3.0,CS+,animals/gerbil.jpg,Old,acquisition,DO,H,H,0.952,memory_run-01,acquisition
31,236.616,3.0,CS+,animals/mole.jpg,Old,acquisition,DO,H,H,1.232,memory_run-01,acquisition
38,288.216,3.0,CS+,animals/pelican.jpg,Old,acquisition,DO,H,H,1.159,memory_run-01,acquisition
43,327.666,3.0,CS+,animals/pigeon.jpg,Old,acquisition,DO,H,H,1.217,memory_run-01,acquisition
58,442.8,3.0,CS+,animals/porcupine.jpg,Old,acquisition,DO,H,H,1.154,memory_run-01,baseline
62,474.199,3.0,CS+,animals/boar.jpg,Old,acquisition,DO,H,H,0.992,memory_run-01,acquisition
79,603.65,3.0,CS+,animals/giraffe.jpg,Old,acquisition,DO,H,H,0.989,memory_run-01,baseline
85,39.417,3.0,CS+,animals/hummingbird.jpg,Old,acquisition,MO,H,M,1.511,memory_run-02,acquisition
99,138.467,3.0,CS+,animals/baboon.jpg,Old,acquisition,DO,H,H,0.918,memory_run-02,acquisition
