index,onset,duration,trial_type,stimulus,memory_condition,encode_phase,response,low_confidence_accuracy,high_confidence_accuracy,response_time,phase,source_memory
3,26.25,3.0,CS+,tools/reflexhammer.jpg,Old,baseline,MO,H,M,1.833,memory_run-01,baseline
10,79.8,3.0,CS+,tools/electricbreaker.jpg,Old,baseline,DO,H,H,1.5490000000000002,memory_run-01,acquisition
23,176.801,3.0,CS+,tools/drillbit.jpg,Old,baseline,MO,H,M,2.564,memory_run-01,acquisition
24,184.867,3.0,CS+,tools/transmissionwrench.jpg,Old,baseline,MO,H,M,1.446,memory_run-01,acquisition
43,331.417,3.0,CS+,tools/plunger.jpg,Old,baseline,DO,H,H,1.329,memory_run-01,acquisition
45,346.56699999999995,3.0,CS+,tools/cheesegrater.jpg,Old,baseline,MN,M,M,2.995,memory_run-01,extinction
67,511.318,3.0,CS+,tools/beadingtool.jpg,Old,baseline,DO,H,H,1.843,memory_run-01,acquisition
70,534.535,3.0,CS+,tools/gong.jpg,Old,baseline,MO,H,M,2.169,memory_run-01,acquisition
80,4.017,3.0,CS+,tools/ladder.jpg,Old,baseline,MN,M,M,2.645,memory_run-02,acquisition
88,60.6,3.0,CS+,tools/faxmachine.jpg,Old,baseline,DO,H,H,1.55,memory_run-02,acquisition
107,195.15,3.0,CS+,tools/scissors.jpg,Old,baseline,MN,M,M,1.671,memory_run-02,extinction
109,209.317,3.0,CS+,tools/rollingpin.jpg,Old,baseline,MN,M,M,2.1,memory_run-02,acquisition
133,392.234,3.0,CS+,tools/hairdryer.jpg,Old,baseline,DN,M,M,1.425,memory_run-02,extinction
139,440.734,3.0,CS+,tools/plow.jpg,Old,baseline,DO,H,H,1.242,memory_run-02,baseline
142,464.984,3.0,CS+,tools/gardenhose.jpg,Old,baseline,MN,M,M,1.374,memory_run-02,extinction
143,473.068,3.0,CS+,tools/ropeandpulley.jpg,Old,baseline,MN,M,M,1.7180000000000002,memory_run-02,acquisition
164,32.35,3.0,CS+,tools/weldinghelmet.jpg,Old,baseline,MO,H,M,2.2030000000000003,memory_run-03,extinction
169,67.766,3.0,CS+,tools/paintroller.jpg,Old,baseline,MN,M,M,1.892,memory_run-03,extinction
180,145.88299999999995,3.0,CS+,tools/rake.jpg,Old,baseline,MO,H,M,1.555,memory_run-03,acquisition
189,209.583,3.0,CS+,tools/chisel.jpg,Old,baseline,MO,H,M,1.602,memory_run-03,acquisition
202,303.567,3.0,CS+,tools/stove.jpg,Old,baseline,MN,M,M,2.2840000000000003,memory_run-03,extinction
219,440.85,3.0,CS+,tools/wheelbarrow.jpg,Old,baseline,MO,H,M,2.122,memory_run-03,acquisition
224,481.234,3.0,CS+,tools/shoehorn.jpg,Old,baseline,DO,H,H,1.1,memory_run-03,acquisition
236,578.168,3.0,CS+,tools/pliers.jpg,Old,baseline,MN,M,M,1.888,memory_run-03,extinction
