4.03300000e+00	3.00000000e+00	1.00000000e+00
6.07000000e+01	3.00000000e+00	1.00000000e+00
8.20000000e+01	3.00000000e+00	1.00000000e+00
1.24516000e+02	3.00000000e+00	1.00000000e+00
1.52850000e+02	3.00000000e+00	1.00000000e+00
2.16650000e+02	3.00000000e+00	1.00000000e+00
2.37950000e+02	3.00000000e+00	1.00000000e+00
2.80500000e+02	3.00000000e+00	1.00000000e+00
3.44199000e+02	3.00000000e+00	1.00000000e+00
3.84683000e+02	3.00000000e+00	1.00000000e+00
3.92783000e+02	3.00000000e+00	1.00000000e+00
4.08949000e+02	3.00000000e+00	1.00000000e+00
4.65533000e+02	3.00000000e+00	1.00000000e+00
4.89783000e+02	3.00000000e+00	1.00000000e+00
4.97900000e+02	3.00000000e+00	1.00000000e+00
5.70700000e+02	3.00000000e+00	1.00000000e+00
