4.03300000e+00	3.00000000e+00	1.00000000e+00
4.14830000e+01	3.00000000e+00	1.00000000e+00
7.18330000e+01	3.00000000e+00	1.00000000e+00
9.40830000e+01	3.00000000e+00	1.00000000e+00
1.62817000e+02	3.00000000e+00	1.00000000e+00
1.95117000e+02	3.00000000e+00	1.00000000e+00
2.48667000e+02	3.00000000e+00	1.00000000e+00
2.93133000e+02	3.00000000e+00	1.00000000e+00
3.07267000e+02	3.00000000e+00	1.00000000e+00
3.44650000e+02	3.00000000e+00	1.00000000e+00
3.76950000e+02	3.00000000e+00	1.00000000e+00
4.20400000e+02	3.00000000e+00	1.00000000e+00
5.40667000e+02	3.00000000e+00	1.00000000e+00
5.48751000e+02	3.00000000e+00	1.00000000e+00
5.64901000e+02	3.00000000e+00	1.00000000e+00
5.95234000e+02	3.00000000e+00	1.00000000e+00
