1.11340000e+01	3.00000000e+00	1.00000000e+00
3.23840000e+01	3.00000000e+00	1.00000000e+00
9.61170000e+01	3.00000000e+00	1.00000000e+00
1.24350000e+02	3.00000000e+00	1.00000000e+00
1.52617000e+02	3.00000000e+00	1.00000000e+00
2.23367000e+02	3.00000000e+00	1.00000000e+00
2.51683000e+02	3.00000000e+00	1.00000000e+00
2.65867000e+02	3.00000000e+00	1.00000000e+00
2.95150000e+02	3.00000000e+00	1.00000000e+00
3.03233000e+02	3.00000000e+00	1.00000000e+00
4.08083000e+02	3.00000000e+00	1.00000000e+00
4.24233000e+02	3.00000000e+00	1.00000000e+00
5.77549000e+02	3.00000000e+00	1.00000000e+00
5.85616000e+02	3.00000000e+00	1.00000000e+00
5.93699000e+02	3.00000000e+00	1.00000000e+00
6.01783000e+02	3.00000000e+00	1.00000000e+00
