index,onset,duration,trial_type,stimulus,memory_condition,encode_phase,response,low_confidence_accuracy,high_confidence_accuracy,response_time,phase,source_memory
14,111.867,3.0,CS+,tools/gong.jpg,Old,baseline,DO,H,H,0.85,memory_run-01,baseline
19,150.55,3.0,CS+,tools/beadingtool.jpg,Old,baseline,DO,H,H,1.306,memory_run-01,extinction
26,204.517,3.0,CS+,tools/reflexhammer.jpg,Old,baseline,DO,H,H,1.307,memory_run-01,baseline
27,211.65,3.0,CS+,tools/cheesegrater.jpg,Old,baseline,DO,H,H,0.952,memory_run-01,extinction
43,335.8,3.0,CS+,tools/plunger.jpg,Old,baseline,DO,H,H,1.177,memory_run-01,baseline
49,383.584,3.0,CS+,tools/transmissionwrench.jpg,Old,baseline,MN,M,M,2.143,memory_run-01,baseline
66,512.901,3.0,CS+,tools/drillbit.jpg,Old,baseline,DO,H,H,0.9,memory_run-01,baseline
67,520.034,3.0,CS+,tools/electricbreaker.jpg,Old,baseline,MN,M,M,2.077,memory_run-01,acquisition
89,68.333,3.0,CS+,tools/plow.jpg,Old,baseline,DO,H,H,1.256,memory_run-02,acquisition
91,82.633,3.0,CS+,tools/faxmachine.jpg,Old,baseline,DN,M,M,1.671,memory_run-02,extinction
101,154.11700000000005,3.0,CS+,tools/ropeandpulley.jpg,Old,baseline,DO,H,H,1.335,memory_run-02,acquisition
104,175.55,3.0,CS+,tools/hairdryer.jpg,Old,baseline,DO,H,H,1.269,memory_run-02,baseline
124,322.383,3.0,CS+,tools/rollingpin.jpg,Old,baseline,MO,H,M,2.003,memory_run-02,acquisition
127,346.767,3.0,CS+,tools/gardenhose.jpg,Old,baseline,DO,H,H,1.024,memory_run-02,extinction
146,501.367,3.0,CS+,tools/scissors.jpg,Old,baseline,MN,M,M,2.234,memory_run-02,acquisition
147,509.484,3.0,CS+,tools/ladder.jpg,Old,baseline,DN,M,M,1.958,memory_run-02,extinction
162,18.3,3.0,CS+,tools/shoehorn.jpg,Old,baseline,DO,H,H,1.371,memory_run-03,extinction
178,132.517,3.0,CS+,tools/weldinghelmet.jpg,Old,baseline,DO,H,H,1.344,memory_run-03,baseline
194,246.751,3.0,CS+,tools/stove.jpg,Old,baseline,MN,M,M,2.111,memory_run-03,extinction
