onset,duration,trial_type,stimulus,shock,response,response_time,recognition_memory
4.016,5.0,CS+,tools/weldinghelmet.jpg,CSUS,1,0.767,DO
15.165999999999999,4.5,CS-,animals/angelfish.jpg,CS,2,0.894,MO
26.715999999999998,4.5,CS+,tools/stove.jpg,CS,2,1.3230000000000002,MO
36.266,4.0,CS+,tools/plow.jpg,CSUS,1,1.605,DO
47.416000000000004,4.0,CS-,animals/waterbuffalo.jpg,CS,2,1.8359999999999999,DO
56.466,4.5,CS-,animals/crow.jpg,CS,2,1.45,DN
68.016,4.5,CS+,tools/gardenhose.jpg,CS,2,1.975,MO
79.566,5.0,CS-,animals/snapper.jpg,CS,2,1.167,MO
89.616,4.0,CS-,animals/pigeon.jpg,CS,2,1.42,DO
100.666,4.5,CS+,tools/transmissionwrench.jpg,CSUS,1,1.4869999999999999,MN
111.316,4.5,CS+,tools/reflexhammer.jpg,CSUS,2,1.5130000000000001,DO
120.96600000000001,5.0,CS-,animals/leopard.jpg,CS,2,1.516,DO
131.016,5.0,CS+,tools/beadingtool.jpg,CS,1,1.386,DO
142.066,4.0,CS-,animals/porcupine.jpg,CS,1,1.608,DO
151.116,5.0,CS+,tools/electricbreaker.jpg,CS,1,1.331,DO
161.166,5.0,CS-,animals/herculesbeetle.jpg,CS,2,1.436,DO
172.21599999999998,4.0,CS-,animals/dragonfly.jpg,CS,2,1.183,DO
183.266,4.5,CS+,tools/paintroller.jpg,CSUS,2,1.146,DO
193.917,4.5,CS-,animals/cow.jpg,CS,2,1.092,MN
205.45,5.0,CS+,tools/cheesegrater.jpg,CSUS,1,1.5119999999999998,MN
216.6,4.0,CS-,animals/tiger.jpg,CS,1,1.8230000000000002,DO
225.65,4.0,CS+,tools/chisel.jpg,CS,1,1.4869999999999999,DO
235.7,4.0,CS+,tools/ladder.jpg,CS,2,1.581,DO
246.75,4.0,CS-,animals/pike.jpg,CS,2,1.159,DO
255.8,5.0,CS-,animals/hummingbird.jpg,CS,2,1.364,DO
266.85,4.0,CS+,tools/wheelbarrow.jpg,CSUS,2,2.201,DO
278.0,5.0,CS-,animals/caterpillarpeacockmoth.jpg,CS,2,1.324,DO
289.05,4.5,CS-,animals/boar.jpg,CS,2,1.895,DO
298.6,5.0,CS+,tools/rake.jpg,CS,2,1.587,MN
309.633,4.0,CS+,tools/hairdryer.jpg,CS,2,0.986,DN
318.683,4.5,CS-,animals/pelican.jpg,CS,2,1.645,DO
330.233,5.0,CS+,tools/plunger.jpg,CSUS,2,1.744,DO
340.38300000000004,4.5,CS-,animals/quail.jpg,CS,2,1.109,DO
350.93300000000005,4.0,CS+,tools/drillbit.jpg,CS,1,2.085,MO
360.983,5.0,CS-,animals/ostrich.jpg,CS,2,0.983,DO
373.033,4.0,CS+,tools/rollingpin.jpg,CS,1,0.7240000000000001,MO
383.083,4.5,CS+,tools/scissors.jpg,CSUS,1,1.41,MO
392.733,4.5,CS-,animals/gerbil.jpg,CS,2,0.833,DO
404.283,5.0,CS-,animals/prayingmantis.jpg,CS,2,1.08,DO
414.333,5.0,CS+,tools/shoehorn.jpg,CSUS,1,1.655,DO
426.5,4.5,CS+,tools/ropeandpulley.jpg,CS,2,2.388,DO
438.05,4.5,CS-,animals/giraffe.jpg,CS,2,1.058,DO
448.6,4.0,CS+,tools/faxmachine.jpg,CSUS,1,1.6840000000000002,DO
459.75,4.0,CS-,animals/baboon.jpg,CS,2,1.537,DO
468.8,5.0,CS+,tools/gong.jpg,CS,2,2.14,DO
479.85,5.0,CS-,animals/flea.jpg,CS,2,2.3890000000000002,DO
490.9,4.5,CS+,tools/pliers.jpg,CSUS,1,0.745,MO
500.55,4.0,CS-,animals/mole.jpg,CS,2,1.1520000000000001,DO
