onset,duration,trial_type,stimulus,shock,response,response_time,recognition_memory
4.05,4.5,CS+,animals/boar.jpg,CSUS,1.0,1.3090000000000002,DO
15.732999999999999,5.0,CS-,tools/ladder.jpg,CS,2.0,0.8759999999999999,DO
27.816999999999997,4.5,CS+,animals/gerbil.jpg,CS,1.0,0.765,DO
39.4,5.0,CS+,animals/leopard.jpg,CSUS,1.0,1.079,DO
50.583999999999996,5.0,CS-,tools/ropeandpulley.jpg,CS,2.0,1.155,MO
60.667,4.0,CS-,tools/reflexhammer.jpg,CS,2.0,0.9179999999999999,MO
70.75,5.0,CS+,animals/ostrich.jpg,CS,2.0,0.716,DO
81.834,4.5,CS-,tools/scissors.jpg,CS,2.0,0.7340000000000001,DO
91.417,4.0,CS-,tools/shoehorn.jpg,CS,2.0,0.6409999999999999,MN
100.484,4.0,CS+,animals/mole.jpg,CSUS,1.0,1.023,MO
109.667,4.0,CS+,animals/pigeon.jpg,CSUS,2.0,0.7909999999999999,MO
118.85,4.5,CS-,tools/gardenhose.jpg,CS,2.0,1.6280000000000001,MN
128.434,5.0,CS+,animals/waterbuffalo.jpg,CS,1.0,0.723,DO
139.517,5.0,CS-,tools/beadingtool.jpg,CS,2.0,0.846,MO
149.6,4.5,CS+,animals/baboon.jpg,CS,1.0,0.9520000000000001,DO
159.184,4.5,CS-,tools/gong.jpg,CS,2.0,1.151,MN
170.75,4.5,CS-,tools/faxmachine.jpg,CS,2.0,0.711,MN
181.334,4.5,CS+,animals/flea.jpg,CSUS,2.0,1.744,DO
193.017,4.5,CS-,tools/pliers.jpg,CS,2.0,0.7190000000000001,MO
204.61700000000002,4.5,CS+,animals/crow.jpg,CSUS,1.0,2.69,MO
214.3,4.0,CS-,tools/drillbit.jpg,CS,2.0,0.892,MO
225.38400000000001,4.0,CS+,animals/pike.jpg,CS,1.0,2.804,MO
235.45,4.5,CS+,animals/snapper.jpg,CS,2.0,1.476,MN
247.03400000000002,4.0,CS-,tools/electricbreaker.jpg,CS,2.0,0.632,MO
257.1,4.5,CS-,tools/rollingpin.jpg,CS,2.0,0.644,MN
268.684,4.0,CS+,animals/hummingbird.jpg,CSUS,1.0,2.1430000000000002,MO
278.867,4.5,CS-,tools/chisel.jpg,CS,2.0,0.687,MO
289.45,4.0,CS-,tools/rake.jpg,CS,2.0,1.215,DO
300.534,4.5,CS+,animals/cow.jpg,CS,1.0,2.544,MO
311.1,4.0,CS+,animals/dragonfly.jpg,CS,1.0,2.407,MO
320.16700000000003,5.0,CS-,tools/paintroller.jpg,CS,2.0,0.8009999999999999,MN
332.25,5.0,CS+,animals/caterpillarpeacockmoth.jpg,CSUS,2.0,3.685,DO
342.434,4.0,CS-,tools/cheesegrater.jpg,CS,2.0,0.812,MO
351.517,5.0,CS+,animals/porcupine.jpg,CS,1.0,2.231,DO
362.584,4.5,CS-,tools/hairdryer.jpg,CS,2.0,0.69,MN
374.167,4.0,CS+,animals/quail.jpg,CS,1.0,2.182,MN
383.25,5.0,CS+,animals/prayingmantis.jpg,CSUS,1.0,2.085,DO
393.434,5.0,CS-,tools/wheelbarrow.jpg,CS,2.0,0.92,MO
404.5,4.0,CS-,tools/plow.jpg,CS,2.0,0.757,MN
415.584,5.0,CS+,animals/giraffe.jpg,CSUS,2.0,3.852,DO
426.75,4.0,CS+,animals/herculesbeetle.jpg,CS,,0.0,DO
436.834,5.0,CS-,tools/stove.jpg,CS,2.0,0.856,MN
447.917,5.0,CS+,animals/pelican.jpg,CSUS,1.0,1.271,MO
460.1,5.0,CS-,tools/plunger.jpg,CS,2.0,0.6729999999999999,MO
470.167,4.0,CS+,animals/tiger.jpg,CS,1.0,2.884,DO
481.23400000000004,5.0,CS-,tools/weldinghelmet.jpg,CS,2.0,1.666,DN
492.31699999999995,4.5,CS+,animals/angelfish.jpg,CSUS,1.0,2.351,MO
502.001,4.0,CS-,tools/transmissionwrench.jpg,CS,2.0,0.909,MN
