onset,duration,trial_type,stimulus,shock,response,response_time,recognition_memory
4.0169999999999995,4.5,CS+,animals/firebug.jpg,CSUS,1,0.812,DO
14.667,5.0,CS-,tools/beaker.jpg,CS,2,0.8370000000000001,MN
24.717,5.0,CS+,animals/snail.jpg,CS,2,1.072,MO
34.75,5.0,CS+,animals/herring.jpg,CSUS,2,1.795,DO
45.917,4.5,CS-,tools/broom.jpg,CS,2,0.9179999999999999,DO
56.45,5.0,CS-,tools/mallet.jpg,CS,2,1.235,DN
66.5,4.0,CS+,animals/baldeagle.jpg,CS,2,1.055,DO
77.53399999999999,4.0,CS-,tools/pruner.jpg,CS,1,0.755,MO
86.56700000000001,5.0,CS-,tools/measuringcups.jpg,CS,2,1.899,DO
97.6,4.0,CS+,animals/mahimahi.jpg,CSUS,1,0.995,DO
107.76700000000001,4.5,CS+,animals/sheep.jpg,CSUS,2,0.647,MN
119.4,4.0,CS-,tools/spoon.jpg,CS,2,0.915,MN
129.451,4.5,CS+,animals/shark.jpg,CS,1,1.0390000000000001,DO
139.984,4.0,CS-,tools/sparkplug.jpg,CS,2,1.035,MN
151.034,4.5,CS+,animals/partridge.jpg,CS,2,1.55,DN
160.584,4.5,CS-,tools/routerplane.jpg,CS,2,1.29,MN
172.13400000000001,4.5,CS-,tools/tubeflaring.jpg,CS,2,1.239,MO
183.68400000000003,5.0,CS+,animals/palmcockatoo.jpg,CSUS,2,1.092,DO
194.834,4.5,CS-,tools/lawnmower.jpg,CS,2,0.9890000000000001,MN
206.36700000000002,4.0,CS+,animals/mouse.jpg,CSUS,2,0.87,DO
217.5,4.0,CS-,tools/weedeater.jpg,CS,2,0.9109999999999999,MN
226.53400000000002,4.5,CS+,animals/assassinbug.jpg,CS,1,0.6890000000000001,DO
236.084,4.0,CS+,animals/carp.jpg,CS,1,0.7140000000000001,MO
245.13400000000001,4.5,CS-,tools/blackboard.jpg,CS,2,1.57,MN
256.684,5.0,CS-,tools/fan.jpg,CS,2,1.082,MO
267.73400000000004,4.0,CS+,animals/anteater.jpg,CSUS,2,1.037,DO
277.884,4.5,CS-,tools/ruler.jpg,CS,2,0.72,MN
288.41700000000003,5.0,CS-,tools/measuringdevice.jpg,CS,1,1.262,MN
300.467,5.0,CS+,animals/seal.jpg,CS,2,1.031,DO
310.517,4.5,CS+,animals/turkey.jpg,CS,1,0.9,MO
320.051,4.0,CS-,tools/wrench.jpg,CS,2,0.596,MN
330.084,5.0,CS+,animals/chipmunk.jpg,CSUS,1,0.737,DN
341.23400000000004,4.5,CS-,tools/viceclamp.jpg,CS,2,0.6609999999999999,MN
351.784,5.0,CS+,animals/camel.jpg,CS,2,0.996,DO
363.81699999999995,5.0,CS-,tools/eraser.jpg,CS,2,1.276,MO
375.851,5.0,CS+,animals/mink.jpg,CS,1,0.763,DO
385.901,5.0,CS+,animals/catfish.jpg,CSUS,1,1.088,DO
398.051,4.0,CS-,tools/sander.jpg,CS,2,0.556,MN
407.101,4.5,CS-,tools/woodchipper.jpg,CS,2,0.529,MN
418.651,4.5,CS+,animals/brown_bear.jpg,CSUS,1,0.9229999999999999,DN
429.31699999999995,4.0,CS+,animals/ant.jpg,CS,2,1.0390000000000001,DO
440.351,5.0,CS-,tools/thermometer.jpg,CS,2,1.002,DO
452.384,4.5,CS+,animals/duck.jpg,CSUS,1,1.085,DO
462.034,4.0,CS-,tools/vegetablepeeler.jpg,CS,2,0.9670000000000001,DO
472.084,4.0,CS+,animals/dramaderry.jpg,CS,1,1.2109999999999999,DO
481.134,5.0,CS-,tools/benchdogs.jpg,CS,2,1.1440000000000001,DN
491.184,4.0,CS+,animals/rabbit.jpg,CSUS,1,0.8390000000000001,MN
500.334,4.0,CS-,tools/levelmount.jpg,CS,2,0.536,MN
