onset,duration,trial_type,stimulus,shock,response,response_time,recognition_memory
4.033,4.0,CS+,animals/baboon.jpg,CSUS,2,1.129,DO
13.2,5.0,CS-,tools/stove.jpg,CS,2,1.234,DN
25.25,4.0,CS+,animals/caterpillarpeacockmoth.jpg,CS,1,1.186,DO
36.3,5.0,CS+,animals/snapper.jpg,CSUS,1,1.146,DN
46.45,4.5,CS-,tools/chisel.jpg,CS,2,0.782,DO
58.0,4.0,CS-,tools/pliers.jpg,CS,2,0.5760000000000001,MO
68.05,4.5,CS+,animals/hummingbird.jpg,CS,1,0.5589999999999999,MN
77.6,5.0,CS-,tools/ladder.jpg,CS,2,0.444,MO
88.65,5.0,CS-,tools/drillbit.jpg,CS,2,0.69,DO
98.7,4.0,CS+,animals/boar.jpg,CSUS,1,0.413,DO
108.85,4.0,CS+,animals/pike.jpg,CSUS,2,0.41100000000000003,DN
119.0,4.0,CS-,tools/electricbreaker.jpg,CS,2,0.619,DO
129.05,5.0,CS+,animals/angelfish.jpg,CS,2,0.40299999999999997,DO
141.083,4.0,CS-,tools/beadingtool.jpg,CS,2,0.9640000000000001,DO
150.13299999999998,4.5,CS+,animals/ostrich.jpg,CS,1,4.015,DO
159.683,4.5,CS-,tools/gong.jpg,CS,2,0.36200000000000004,DO
171.233,4.5,CS-,tools/plow.jpg,CS,2,0.46299999999999997,DO
181.767,4.5,CS+,animals/mole.jpg,CSUS,2,0.348,DO
192.417,5.0,CS-,tools/transmissionwrench.jpg,CS,2,0.436,MN
202.467,4.5,CS+,animals/gerbil.jpg,CSUS,1,0.4,DO
212.11700000000002,4.0,CS-,tools/plunger.jpg,CS,2,0.574,DO
223.167,4.0,CS+,animals/herculesbeetle.jpg,CS,2,0.456,DO
234.217,5.0,CS+,animals/prayingmantis.jpg,CS,2,0.534,DO
244.267,5.0,CS-,tools/rake.jpg,CS,2,0.40299999999999997,DO
256.317,4.5,CS-,tools/weldinghelmet.jpg,CS,2,0.423,DO
267.867,4.5,CS+,animals/leopard.jpg,CSUS,1,0.46399999999999997,DO
279.517,4.0,CS-,tools/paintroller.jpg,CS,2,0.413,DO
288.567,4.0,CS-,tools/faxmachine.jpg,CS,2,0.41600000000000004,MO
298.617,5.0,CS+,animals/waterbuffalo.jpg,CS,1,0.72,DN
309.66700000000003,4.0,CS+,animals/giraffe.jpg,CS,2,0.7120000000000001,DO
319.7,5.0,CS-,tools/rollingpin.jpg,CS,2,0.322,DO
329.75,4.0,CS+,animals/pelican.jpg,CSUS,1,0.44799999999999995,MN
339.9,4.0,CS-,tools/hairdryer.jpg,CS,2,0.423,DO
349.95,4.0,CS+,animals/flea.jpg,CS,1,0.452,MO
360.0,4.0,CS-,tools/wheelbarrow.jpg,CS,2,0.428,DO
371.05,5.0,CS+,animals/porcupine.jpg,CS,1,1.101,DN
381.1,4.5,CS+,animals/dragonfly.jpg,CSUS,2,0.6609999999999999,DO
391.75,4.5,CS-,tools/reflexhammer.jpg,CS,2,0.371,DN
401.3,5.0,CS-,tools/shoehorn.jpg,CS,2,0.5660000000000001,DO
413.35,5.0,CS+,animals/pigeon.jpg,CSUS,1,0.618,DO
423.5,4.5,CS+,animals/cow.jpg,CS,1,0.617,MO
435.034,4.5,CS-,tools/scissors.jpg,CS,2,0.344,MO
446.584,5.0,CS+,animals/tiger.jpg,CSUS,1,1.198,DO
456.73400000000004,5.0,CS-,tools/cheesegrater.jpg,CS,2,0.542,MN
467.784,4.5,CS+,animals/crow.jpg,CS,1,0.807,DO
479.334,4.5,CS-,tools/gardenhose.jpg,CS,2,0.40299999999999997,DO
488.884,5.0,CS+,animals/quail.jpg,CSUS,2,0.583,MN
501.034,4.5,CS-,tools/ropeandpulley.jpg,CS,2,0.441,DO
