onset,duration,trial_type,stimulus,shock,response,response_time,recognition_memory
4.034,5.0,CS+,animals/gerbil.jpg,CSUS,1,0.5870000000000001,DO
15.184000000000001,5.0,CS-,tools/wheelbarrow.jpg,CS,2,0.654,MO
27.234,5.0,CS+,animals/prayingmantis.jpg,CS,1,0.598,DO
37.284,5.0,CS+,animals/ostrich.jpg,CSUS,1,1.3090000000000002,
47.434,4.0,CS-,tools/reflexhammer.jpg,CS,2,0.727,
56.467,5.0,CS-,tools/hairdryer.jpg,CS,2,0.63,MN
67.517,4.0,CS+,animals/caterpillarpeacockmoth.jpg,CS,2,1.209,DO
78.567,4.5,CS-,tools/beadingtool.jpg,CS,2,0.8420000000000001,MO
90.117,4.5,CS-,tools/rake.jpg,CS,2,0.637,DO
100.667,4.5,CS+,animals/pelican.jpg,CSUS,1,0.943,DO
110.31700000000001,4.5,CS+,animals/porcupine.jpg,CSUS,1,0.615,DO
119.96700000000001,4.5,CS-,tools/electricbreaker.jpg,CS,2,0.42700000000000005,
130.517,4.5,CS+,animals/dragonfly.jpg,CS,2,0.8959999999999999,MO
142.067,4.0,CS-,tools/paintroller.jpg,CS,2,0.578,DO
153.11700000000002,5.0,CS+,animals/hummingbird.jpg,CS,1,0.618,DO
165.167,4.0,CS-,tools/pliers.jpg,CS,2,0.499,DO
176.217,4.5,CS-,tools/drillbit.jpg,CS,2,0.535,
186.767,4.0,CS+,animals/pigeon.jpg,CSUS,1,0.522,DO
195.917,4.5,CS-,tools/gong.jpg,CS,2,0.589,DN
207.467,5.0,CS+,animals/waterbuffalo.jpg,CSUS,1,0.642,DO
217.61700000000002,4.0,CS-,tools/gardenhose.jpg,CS,2,0.517,MO
227.667,4.0,CS+,animals/pike.jpg,CS,1,0.723,MO
237.717,4.0,CS+,animals/baboon.jpg,CS,1,0.601,DO
248.75099999999998,5.0,CS-,tools/chisel.jpg,CS,2,0.524,DO
258.784,5.0,CS-,tools/scissors.jpg,CS,2,0.586,DO
268.817,4.5,CS+,animals/snapper.jpg,CSUS,2,1.1159999999999999,DO
280.468,4.5,CS-,tools/plow.jpg,CS,2,0.517,MO
292.018,4.5,CS-,tools/weldinghelmet.jpg,CS,2,0.51,MO
301.551,4.5,CS+,animals/herculesbeetle.jpg,CS,2,1.6480000000000001,
313.101,5.0,CS+,animals/cow.jpg,CS,1,0.602,DO
323.151,5.0,CS-,tools/transmissionwrench.jpg,CS,2,0.528,DO
333.20099999999996,4.0,CS+,animals/flea.jpg,CSUS,2,0.9470000000000001,
342.351,5.0,CS-,tools/stove.jpg,CS,2,0.706,MN
353.401,4.5,CS+,animals/tiger.jpg,CS,1,0.625,
363.95099999999996,4.0,CS-,tools/rollingpin.jpg,CS,2,0.517,DO
373.98400000000004,4.5,CS+,animals/mole.jpg,CS,1,0.614,DO
385.534,4.0,CS+,animals/leopard.jpg,CSUS,2,1.093,DO
394.684,4.0,CS-,tools/shoehorn.jpg,CS,2,0.52,DN
404.73400000000004,4.0,CS-,tools/cheesegrater.jpg,CS,2,0.5539999999999999,MO
415.785,4.5,CS+,animals/crow.jpg,CSUS,1,0.986,
425.435,5.0,CS+,animals/giraffe.jpg,CS,1,0.611,DO
437.485,4.5,CS-,tools/ladder.jpg,CS,2,0.523,MN
448.035,4.0,CS+,animals/boar.jpg,CSUS,1,1.014,DO
459.185,5.0,CS-,tools/faxmachine.jpg,CS,2,0.746,DO
470.235,5.0,CS+,animals/angelfish.jpg,CS,2,1.618,
481.285,5.0,CS-,tools/ropeandpulley.jpg,CS,2,0.596,MO
492.335,4.0,CS+,animals/quail.jpg,CSUS,1,1.466,MN
501.485,4.0,CS-,tools/plunger.jpg,CS,2,0.758,
