onset,duration,trial_type,stimulus,shock,response,response_time,recognition_memory
4.0169999999999995,5.0,CS+,tools/levelmount.jpg,CSUS,2,1.551,DO
14.15,4.0,CS-,animals/mouse.jpg,CS,1,0.72,DO
23.184,4.5,CS+,tools/measuringcups.jpg,CS,1,3.1189999999999998,DN
32.734,5.0,CS+,tools/eraser.jpg,CSUS,2,2.2880000000000003,DO
42.867,4.0,CS-,animals/chipmunk.jpg,CS,1,0.5529999999999999,DO
51.9,4.5,CS-,animals/anteater.jpg,CS,2,1.209,DO
63.434,5.0,CS+,tools/viceclamp.jpg,CS,1,1.204,DO
74.467,5.0,CS-,animals/catfish.jpg,CS,2,1.3869999999999998,DO
84.5,5.0,CS-,animals/seal.jpg,CS,2,0.644,DO
95.53399999999999,4.0,CS+,tools/fan.jpg,CSUS,1,0.9640000000000001,DO
104.684,4.5,CS+,tools/thermometer.jpg,CSUS,1,1.222,MO
114.31700000000001,4.0,CS-,animals/shark.jpg,CS,2,0.556,DO
125.35,4.0,CS+,tools/mallet.jpg,CS,1,1.01,DO
135.384,4.0,CS-,animals/brown_bear.jpg,CS,2,0.773,DO
146.417,4.0,CS+,tools/tubeflaring.jpg,CS,1,2.485,MO
156.45,5.0,CS-,animals/firebug.jpg,CS,2,0.536,DN
166.484,4.5,CS-,animals/palmcockatoo.jpg,CS,2,0.591,DO
176.017,4.0,CS+,tools/lawnmower.jpg,CSUS,1,1.626,DO
186.15,5.0,CS-,animals/dramaderry.jpg,CS,2,0.637,DO
197.18400000000003,4.5,CS+,tools/blackboard.jpg,CSUS,1,1.8519999999999999,DO
208.817,4.0,CS-,animals/sheep.jpg,CS,2,0.626,DO
218.85,4.5,CS+,tools/wrench.jpg,CS,1,1.403,DO
229.38400000000001,5.0,CS+,tools/benchdogs.jpg,CS,1,1.36,DO
240.417,4.0,CS-,animals/carp.jpg,CS,2,0.7340000000000001,MO
249.45,5.0,CS-,animals/herring.jpg,CS,2,0.868,MO
259.48400000000004,4.5,CS+,tools/measuringdevice.jpg,CSUS,2,1.53,DO
271.117,4.0,CS-,animals/turkey.jpg,CS,2,0.609,DN
282.15,4.0,CS-,animals/mink.jpg,CS,2,0.568,DO
293.184,4.0,CS+,tools/pruner.jpg,CS,1,1.5,DO
304.217,4.5,CS+,tools/sparkplug.jpg,CS,2,1.474,DO
313.75,4.5,CS-,animals/ant.jpg,CS,2,0.73,DN
324.284,4.0,CS+,tools/woodchipper.jpg,CSUS,1,1.1,DO
335.417,4.5,CS-,animals/partridge.jpg,CS,2,0.672,DO
345.95,4.5,CS+,tools/routerplane.jpg,CS,2,2.449,DO
356.48400000000004,4.5,CS-,animals/duck.jpg,CS,2,0.56,DO
367.017,4.0,CS+,tools/sander.jpg,CS,1,0.866,DO
378.05,4.5,CS+,tools/broom.jpg,CSUS,2,1.1520000000000001,DO
389.7,4.5,CS-,animals/rabbit.jpg,CS,2,0.682,DO
400.23400000000004,4.5,CS-,animals/mahimahi.jpg,CS,2,0.6729999999999999,MO
411.767,5.0,CS+,tools/weedeater.jpg,CSUS,1,1.3530000000000002,DO
422.9,5.0,CS+,tools/ruler.jpg,CS,2,1.619,DO
433.934,4.5,CS-,animals/camel.jpg,CS,2,0.585,DO
443.467,5.0,CS+,tools/vegetablepeeler.jpg,CSUS,2,1.165,DN
455.61699999999996,5.0,CS-,animals/baldeagle.jpg,CS,2,0.504,DO
465.65,5.0,CS+,tools/spoon.jpg,CS,2,0.775,DO
477.684,5.0,CS-,animals/snail.jpg,CS,2,0.547,DO
489.717,4.0,CS+,tools/beaker.jpg,CSUS,2,0.71,DO
500.85,5.0,CS-,animals/assassinbug.jpg,CS,2,0.484,DN
