onset,duration,trial_type,stimulus,shock,response,response_time,recognition_memory
4.0169999999999995,4.5,CS+,animals/mink.jpg,CSUS,1,1.361,DN
14.683,5.0,CS-,tools/ruler.jpg,CS,2,1.324,DN
24.733,5.0,CS+,animals/assassinbug.jpg,CS,1,1.094,MO
35.783,5.0,CS+,animals/dramaderry.jpg,CSUS,2,1.421,DO
47.95,4.0,CS-,tools/measuringdevice.jpg,CS,1,1.425,DN
57.983000000000004,4.5,CS-,tools/blackboard.jpg,CS,1,1.5190000000000001,DN
68.533,4.0,CS+,animals/camel.jpg,CS,1,0.997,DO
79.583,5.0,CS-,tools/tubeflaring.jpg,CS,2,1.565,MN
89.633,4.5,CS-,tools/levelmount.jpg,CS,2,1.043,DN
101.18299999999999,5.0,CS+,animals/sheep.jpg,CSUS,1,0.799,DN
111.333,5.0,CS+,animals/seal.jpg,CSUS,1,1.96,MO
123.48299999999999,5.0,CS-,tools/lawnmower.jpg,CS,1,2.1919999999999997,DO
135.516,4.0,CS+,animals/shark.jpg,CS,1,2.155,MN
146.55,4.0,CS-,tools/weedeater.jpg,CS,1,1.706,DN
156.6,4.0,CS+,animals/partridge.jpg,CS,2,1.7919999999999998,DN
165.65,5.0,CS-,tools/measuringcups.jpg,CS,1,1.92,DN
177.7,4.5,CS-,tools/broom.jpg,CS,1,0.927,DN
189.25,4.5,CS+,animals/anteater.jpg,CSUS,1,1.2229999999999999,DN
199.9,4.5,CS-,tools/beaker.jpg,CS,2,1.042,DN
210.45,4.5,CS+,animals/duck.jpg,CSUS,1,0.846,MN
221.1,4.0,CS-,tools/routerplane.jpg,CS,2,0.782,MO
231.15,4.5,CS+,animals/herring.jpg,CS,1,0.8540000000000001,MN
242.7,4.0,CS+,animals/firebug.jpg,CS,1,0.637,DN
251.75,4.5,CS-,tools/wrench.jpg,CS,2,1.64,DO
263.3,4.5,CS-,tools/viceclamp.jpg,CS,2,1.0170000000000001,DN
272.85,4.0,CS+,animals/turkey.jpg,CSUS,1,0.685,MN
283.0,4.5,CS-,tools/benchdogs.jpg,CS,2,0.84,DN
293.55,4.0,CS-,tools/eraser.jpg,CS,2,0.588,DN
304.6,5.0,CS+,animals/rabbit.jpg,CS,1,0.846,DN
315.65,4.5,CS+,animals/mahimahi.jpg,CS,1,1.028,DN
325.2,4.0,CS-,tools/thermometer.jpg,CS,2,0.893,MN
335.25,4.5,CS+,animals/brown_bear.jpg,CSUS,2,1.3119999999999998,MO
344.9,5.0,CS-,tools/woodchipper.jpg,CS,2,0.765,DN
354.95,4.5,CS+,animals/snail.jpg,CS,2,1.71,MN
366.5,4.0,CS-,tools/vegetablepeeler.jpg,CS,2,0.627,DN
375.55,4.0,CS+,animals/mouse.jpg,CS,1,0.6729999999999999,MO
384.6,5.0,CS+,animals/palmcockatoo.jpg,CSUS,1,0.627,MO
395.75,4.0,CS-,tools/sander.jpg,CS,2,0.611,DN
404.8,4.0,CS-,tools/spoon.jpg,CS,2,0.691,MN
414.85,4.0,CS+,animals/chipmunk.jpg,CSUS,1,0.7170000000000001,MN
426.0,5.0,CS+,animals/ant.jpg,CS,2,1.119,MO
438.05,5.0,CS-,tools/pruner.jpg,CS,2,0.816,MN
448.1,4.0,CS+,animals/baldeagle.jpg,CSUS,1,0.89,DO
457.25,5.0,CS-,tools/sparkplug.jpg,CS,2,0.594,DN
468.3,4.5,CS+,animals/carp.jpg,CS,1,0.6970000000000001,DN
479.85,5.0,CS-,tools/fan.jpg,CS,2,0.573,DN
489.9,5.0,CS+,animals/catfish.jpg,CSUS,2,0.9590000000000001,DO
500.033,4.5,CS-,tools/mallet.jpg,CS,2,0.825,MO
