onset,duration,trial_type,stimulus,shock,response,response_time,recognition_memory
4.033,4.5,CS+,animals/snail.jpg,CSUS,1,1.069,DO
14.7,4.5,CS-,tools/sander.jpg,CS,2,0.925,MO
24.25,4.5,CS+,animals/carp.jpg,CS,1,0.517,MO
34.8,4.5,CS+,animals/turkey.jpg,CSUS,2,1.555,MO
46.466,4.5,CS-,tools/blackboard.jpg,CS,2,1.082,MN
58.016000000000005,4.0,CS-,tools/measuringcups.jpg,CS,2,0.9009999999999999,MO
69.066,4.0,CS+,animals/firebug.jpg,CS,1,1.578,MO
79.116,4.0,CS-,tools/eraser.jpg,CS,2,0.711,MN
90.166,5.0,CS-,tools/vegetablepeeler.jpg,CS,2,0.81,MO
100.21600000000001,5.0,CS+,animals/mouse.jpg,CSUS,1,0.7759999999999999,DO
111.383,4.5,CS+,animals/assassinbug.jpg,CSUS,2,0.9490000000000001,MO
123.05,4.0,CS-,tools/weedeater.jpg,CS,2,0.7340000000000001,MN
132.1,4.0,CS+,animals/chipmunk.jpg,CS,1,1.157,MO
141.15,4.0,CS-,tools/spoon.jpg,CS,2,0.882,MN
152.216,4.5,CS+,animals/seal.jpg,CS,1,1.187,DO
161.766,4.5,CS-,tools/measuringdevice.jpg,CS,2,0.941,MN
173.31599999999997,5.0,CS-,tools/beaker.jpg,CS,2,0.7,MO
185.36599999999999,5.0,CS+,animals/brown_bear.jpg,CSUS,1,1.187,DO
197.533,5.0,CS-,tools/thermometer.jpg,CS,2,0.7020000000000001,MO
208.583,5.0,CS+,animals/dramaderry.jpg,CSUS,1,0.9840000000000001,MO
218.74900000000002,4.5,CS-,tools/lawnmower.jpg,CS,2,0.638,MO
229.299,4.0,CS+,animals/duck.jpg,CS,1,1.135,MO
239.34900000000002,5.0,CS+,animals/palmcockatoo.jpg,CS,1,2.01,DO
250.399,5.0,CS-,tools/wrench.jpg,CS,2,0.63,MO
262.449,5.0,CS-,tools/ruler.jpg,CS,2,0.795,DO
274.499,5.0,CS+,animals/mahimahi.jpg,CSUS,2,1.117,MO
284.666,5.0,CS-,tools/benchdogs.jpg,CS,2,0.7190000000000001,MN
295.716,4.5,CS-,tools/fan.jpg,CS,2,0.642,DO
305.26599999999996,4.5,CS+,animals/anteater.jpg,CS,1,0.745,DO
314.816,5.0,CS+,animals/herring.jpg,CS,2,1.474,MO
325.866,4.5,CS-,tools/viceclamp.jpg,CS,2,0.745,MO
336.416,4.5,CS+,animals/camel.jpg,CSUS,1,0.804,MN
347.083,4.0,CS-,tools/routerplane.jpg,CS,2,0.721,DO
357.13300000000004,4.5,CS+,animals/partridge.jpg,CS,1,1.4169999999999998,MO
368.68300000000005,5.0,CS-,tools/sparkplug.jpg,CS,2,0.69,MO
378.733,4.0,CS+,animals/shark.jpg,CS,2,1.3319999999999999,DO
388.783,5.0,CS+,animals/sheep.jpg,CSUS,1,0.73,MO
398.949,4.0,CS-,tools/mallet.jpg,CS,2,0.662,MO
409.999,5.0,CS-,tools/levelmount.jpg,CS,2,0.7340000000000001,DN
422.04900000000004,4.0,CS+,animals/rabbit.jpg,CSUS,1,0.767,MO
433.216,4.0,CS+,animals/mink.jpg,CS,1,0.9009999999999999,DO
442.26599999999996,4.5,CS-,tools/tubeflaring.jpg,CS,2,0.684,MN
451.816,4.0,CS+,animals/baldeagle.jpg,CSUS,2,1.59,DO
461.983,4.5,CS-,tools/broom.jpg,CS,2,0.6809999999999999,DO
471.533,5.0,CS+,animals/catfish.jpg,CS,2,1.06,MN
481.583,4.0,CS-,tools/pruner.jpg,CS,2,0.622,MN
492.649,4.0,CS+,animals/ant.jpg,CSUS,2,0.7809999999999999,MO
501.816,4.0,CS-,tools/woodchipper.jpg,CS,2,0.752,MN
