onset,duration,trial_type,stimulus,shock,response,response_time,recognition_memory
4.05,4.5,CS+,tools/thermometer.jpg,CSUS,2,2.291,DO
13.732999999999999,4.0,CS-,animals/catfish.jpg,CS,1,1.151,MN
22.816,5.0,CS+,tools/spoon.jpg,CS,2,1.515,DN
33.9,4.5,CS+,tools/routerplane.jpg,CSUS,2,2.365,DO
45.583,5.0,CS-,animals/dramaderry.jpg,CS,2,2.016,DO
56.65,4.5,CS-,animals/shark.jpg,CS,2,1.919,DN
66.233,4.5,CS+,tools/wrench.jpg,CS,1,0.7759999999999999,DO
76.816,4.5,CS-,animals/baldeagle.jpg,CS,2,1.349,DO
87.4,4.5,CS-,animals/herring.jpg,CS,2,0.748,DO
97.98299999999999,4.0,CS+,tools/weedeater.jpg,CSUS,1,1.3330000000000002,DO
108.166,4.0,CS+,tools/measuringdevice.jpg,CSUS,1,1.166,MO
117.35,4.5,CS-,animals/mahimahi.jpg,CS,2,0.698,DO
126.916,4.0,CS+,tools/sander.jpg,CS,1,1.58,DO
137.0,4.0,CS-,animals/chipmunk.jpg,CS,2,0.762,DO
147.066,4.0,CS+,tools/ruler.jpg,CS,2,1.042,DO
158.15,5.0,CS-,animals/firebug.jpg,CS,2,0.741,DO
168.21599999999998,4.0,CS-,animals/mouse.jpg,CS,2,0.76,DO
177.3,4.5,CS+,tools/fan.jpg,CSUS,1,1.787,DO
186.983,4.5,CS-,animals/carp.jpg,CS,2,0.639,DO
196.55,4.5,CS+,tools/vegetablepeeler.jpg,CSUS,2,1.574,DO
208.21599999999998,4.0,CS-,animals/rabbit.jpg,CS,2,0.7290000000000001,DO
218.3,5.0,CS+,tools/benchdogs.jpg,CS,1,1.1840000000000002,DO
230.36599999999999,4.0,CS+,tools/eraser.jpg,CS,2,1.0979999999999999,DO
241.45,5.0,CS-,animals/anteater.jpg,CS,2,0.769,DO
251.516,4.0,CS-,animals/palmcockatoo.jpg,CS,2,0.735,
262.58299999999997,5.0,CS+,tools/blackboard.jpg,CSUS,1,1.433,DO
274.75,4.0,CS-,animals/seal.jpg,CS,2,0.682,DO
283.83299999999997,4.5,CS-,animals/mink.jpg,CS,2,0.632,DO
295.4,4.5,CS+,tools/measuringcups.jpg,CS,2,4.1819999999999995,DO
305.983,4.0,CS+,tools/beaker.jpg,CS,1,1.9880000000000002,DO
315.05,4.0,CS-,animals/ant.jpg,CS,2,0.706,DO
324.117,5.0,CS+,tools/pruner.jpg,CSUS,2,1.1079999999999999,DO
336.3,5.0,CS-,animals/camel.jpg,CS,2,0.7120000000000001,DO
348.38300000000004,4.5,CS+,tools/woodchipper.jpg,CS,1,1.383,DO
358.95,5.0,CS-,animals/assassinbug.jpg,CS,2,0.6609999999999999,DO
370.033,4.0,CS+,tools/lawnmower.jpg,CS,1,1.859,DO
381.11699999999996,5.0,CS+,tools/viceclamp.jpg,CSUS,1,1.67,DO
392.31699999999995,4.5,CS-,animals/brown_bear.jpg,CS,2,0.583,DN
403.88300000000004,4.0,CS-,animals/turkey.jpg,CS,2,0.775,DO
412.95,5.0,CS+,tools/sparkplug.jpg,CSUS,2,1.6740000000000002,DO
423.11699999999996,5.0,CS+,tools/mallet.jpg,CS,2,1.0390000000000001,DO
434.184,4.5,CS-,animals/sheep.jpg,CS,2,0.759,DN
445.75,4.0,CS+,tools/levelmount.jpg,CSUS,1,0.8740000000000001,DO
456.934,5.0,CS-,animals/snail.jpg,CS,2,0.721,DO
469.0,5.0,CS+,tools/broom.jpg,CS,2,1.224,DO
481.084,5.0,CS-,animals/partridge.jpg,CS,2,0.5760000000000001,DN
492.15,4.5,CS+,tools/tubeflaring.jpg,CSUS,1,1.2570000000000001,DO
501.834,5.0,CS-,animals/duck.jpg,CS,2,0.667,DN
