onset,duration,trial_type,stimulus,shock,response,response_time,recognition_memory
4.033,5.0,CS+,tools/electricbreaker.jpg,CSUS,1,1.245,MO
14.217,4.5,CS-,animals/hummingbird.jpg,CS,2,1.5030000000000001,MN
23.783,5.0,CS+,tools/rollingpin.jpg,CS,1,1.49,DO
35.867,4.0,CS+,tools/ropeandpulley.jpg,CSUS,1,1.337,DO
45.067,5.0,CS-,animals/crow.jpg,CS,1,2.2159999999999997,MO
57.15,4.5,CS-,animals/quail.jpg,CS,2,1.235,MO
67.733,4.5,CS+,tools/ladder.jpg,CS,2,1.8230000000000002,MO
78.317,4.0,CS-,animals/cow.jpg,CS,2,1.48,MO
88.4,4.0,CS-,animals/prayingmantis.jpg,CS,1,1.1079999999999999,MN
99.48299999999999,4.5,CS+,tools/hairdryer.jpg,CSUS,2,1.247,MN
110.15,4.5,CS+,tools/paintroller.jpg,CSUS,2,1.254,MO
121.833,5.0,CS-,animals/dragonfly.jpg,CS,2,1.338,MO
131.9,4.0,CS+,tools/plunger.jpg,CS,1,1.33,MO
142.967,4.5,CS-,animals/leopard.jpg,CS,2,1.8719999999999999,MN
153.533,4.0,CS+,tools/transmissionwrench.jpg,CS,1,1.751,MN
164.61700000000002,5.0,CS-,animals/flea.jpg,CS,1,1.208,MO
175.68400000000003,5.0,CS-,animals/herculesbeetle.jpg,CS,1,1.166,DO
187.75,5.0,CS+,tools/scissors.jpg,CSUS,1,1.3019999999999998,MO
197.933,4.0,CS-,animals/tiger.jpg,CS,2,1.136,MO
209.017,5.0,CS+,tools/wheelbarrow.jpg,CSUS,2,1.226,MO
219.2,4.5,CS-,animals/ostrich.jpg,CS,2,1.348,MO
229.783,4.0,CS+,tools/shoehorn.jpg,CS,1,1.265,DN
239.85,5.0,CS+,tools/plow.jpg,CS,1,1.3090000000000002,DO
251.917,5.0,CS-,animals/gerbil.jpg,CS,2,1.794,DO
262.0,4.5,CS-,animals/snapper.jpg,CS,2,1.294,MO
272.567,5.0,CS+,tools/cheesegrater.jpg,CSUS,1,1.105,DO
282.75,4.5,CS-,animals/pike.jpg,CS,2,1.187,MN
294.317,4.5,CS-,animals/baboon.jpg,CS,2,1.198,DO
305.9,4.5,CS+,tools/gardenhose.jpg,CS,2,1.3019999999999998,MN
315.48400000000004,4.5,CS+,tools/reflexhammer.jpg,CS,1,1.6569999999999998,MN
327.05,5.0,CS-,animals/waterbuffalo.jpg,CS,2,0.978,MN
338.11699999999996,4.5,CS+,tools/pliers.jpg,CSUS,1,1.09,MO
348.784,5.0,CS-,animals/giraffe.jpg,CS,2,0.958,DN
358.85,4.0,CS+,tools/weldinghelmet.jpg,CS,2,0.857,MN
367.934,4.0,CS-,animals/caterpillarpeacockmoth.jpg,CS,2,1.0390000000000001,MO
379.0,5.0,CS+,tools/beadingtool.jpg,CS,2,0.9840000000000001,MN
391.06699999999995,4.5,CS+,tools/chisel.jpg,CSUS,1,1.102,MN
401.767,5.0,CS-,animals/pelican.jpg,CS,2,0.546,MN
412.85,4.0,CS-,animals/porcupine.jpg,CS,2,0.511,MN
422.934,4.0,CS+,tools/drillbit.jpg,CSUS,2,0.629,MO
433.11699999999996,5.0,CS+,tools/faxmachine.jpg,CS,2,2.792,MO
443.184,4.5,CS-,animals/pigeon.jpg,CS,2,1.3330000000000002,MO
452.75,4.0,CS+,tools/gong.jpg,CSUS,2,1.48,MO
461.934,4.0,CS-,animals/angelfish.jpg,CS,2,0.754,MN
472.0,4.5,CS+,tools/rake.jpg,CS,2,2.039,MO
481.56699999999995,4.0,CS-,animals/mole.jpg,CS,2,1.253,DN
492.634,4.0,CS+,tools/stove.jpg,CSUS,1,2.6180000000000003,MO
503.81699999999995,4.0,CS-,animals/boar.jpg,CS,2,1.3030000000000002,DO
