onset,duration,trial_type,stimulus,shock,response,response_time,recognition_memory
4.05,5.0,CS+,animals/shark.jpg,CSUS,2,1.571,DN
14.217,4.5,CS-,tools/pruner.jpg,CS,2,2.398,MN
23.8,4.0,CS+,animals/baldeagle.jpg,CS,1,0.94,DN
33.883,4.5,CS+,animals/firebug.jpg,CSUS,1,1.8869999999999998,DO
44.567,4.0,CS-,tools/blackboard.jpg,CS,2,1.151,MO
53.633,5.0,CS-,tools/sander.jpg,CS,2,1.109,DN
65.7,4.5,CS+,animals/mink.jpg,CS,2,1.329,DO
76.267,4.0,CS-,tools/wrench.jpg,CS,2,0.815,MO
86.35,4.5,CS-,tools/benchdogs.jpg,CS,2,1.003,
97.93299999999999,4.0,CS+,animals/ant.jpg,CSUS,1,1.042,MO
108.117,4.0,CS+,animals/snail.jpg,CSUS,2,1.8840000000000001,MO
119.3,5.0,CS-,tools/fan.jpg,CS,2,0.8,DN
131.36700000000002,4.0,CS+,animals/sheep.jpg,CS,2,0.9840000000000001,MO
140.434,4.0,CS-,tools/thermometer.jpg,CS,2,0.608,DN
149.517,5.0,CS+,animals/catfish.jpg,CS,2,1.3840000000000001,MO
159.6,4.0,CS-,tools/broom.jpg,CS,2,0.7090000000000001,MO
169.667,4.5,CS-,tools/spoon.jpg,CS,2,0.523,MO
181.25,5.0,CS+,animals/herring.jpg,CSUS,2,0.951,MO
191.43400000000003,4.0,CS-,tools/viceclamp.jpg,CS,2,0.866,MO
201.517,5.0,CS+,animals/mahimahi.jpg,CSUS,1,1.681,DN
213.7,4.5,CS-,tools/ruler.jpg,CS,2,0.733,MN
225.28400000000002,4.5,CS+,animals/partridge.jpg,CS,2,1.073,MN
235.86700000000002,4.0,CS+,animals/turkey.jpg,CS,2,0.7140000000000001,MN
245.95,4.0,CS-,tools/vegetablepeeler.jpg,CS,2,0.7120000000000001,MN
256.017,4.5,CS-,tools/measuringdevice.jpg,CS,2,0.586,MN
265.6,5.0,CS+,animals/brown_bear.jpg,CSUS,2,0.7559999999999999,DO
276.784,4.5,CS-,tools/levelmount.jpg,CS,2,1.163,DN
287.35,4.5,CS-,tools/sparkplug.jpg,CS,2,0.659,MO
297.934,4.5,CS+,animals/carp.jpg,CS,1,1.018,DO
307.517,5.0,CS+,animals/anteater.jpg,CS,2,1.006,MO
319.601,5.0,CS-,tools/woodchipper.jpg,CS,2,0.6759999999999999,DN
331.667,4.5,CS+,animals/palmcockatoo.jpg,CSUS,2,0.983,MO
341.351,5.0,CS-,tools/routerplane.jpg,CS,2,0.6859999999999999,MO
353.434,5.0,CS+,animals/rabbit.jpg,CS,2,1.714,DO
365.517,5.0,CS-,tools/lawnmower.jpg,CS,2,0.625,DN
375.601,4.5,CS+,animals/dramaderry.jpg,CS,2,1.261,MO
385.184,4.0,CS+,animals/duck.jpg,CSUS,1,1.7280000000000002,MO
394.351,5.0,CS-,tools/weedeater.jpg,CS,2,0.953,DO
406.434,4.0,CS-,tools/tubeflaring.jpg,CS,2,0.72,DN
416.501,5.0,CS+,animals/chipmunk.jpg,CSUS,2,1.1179999999999999,MN
427.684,4.5,CS+,animals/assassinbug.jpg,CS,1,0.852,MO
437.251,5.0,CS-,tools/eraser.jpg,CS,2,0.639,DN
447.31699999999995,4.5,CS+,animals/mouse.jpg,CSUS,1,1.6130000000000002,DO
459.001,4.5,CS-,tools/beaker.jpg,CS,2,0.5670000000000001,MO
469.584,4.0,CS+,animals/seal.jpg,CS,1,1.8940000000000001,MO
478.651,4.0,CS-,tools/mallet.jpg,CS,2,0.5820000000000001,DN
489.73400000000004,4.0,CS+,animals/camel.jpg,CSUS,2,1.3659999999999999,MO
500.918,5.0,CS-,tools/measuringcups.jpg,CS,2,1.331,MO
