onset,duration,trial_type,stimulus,shock,response,response_time,recognition_memory
4.034,5.0,CS+,tools/tubeflaring.jpg,CSUS,1,1.151,MN
15.184000000000001,4.0,CS-,animals/mouse.jpg,CS,2,1.041,MO
26.217,4.5,CS+,tools/measuringdevice.jpg,CS,1,0.784,MN
35.766999999999996,5.0,CS+,tools/beaker.jpg,CSUS,1,1.771,MN
45.917,5.0,CS-,animals/anteater.jpg,CS,2,1.6119999999999999,DO
56.967,4.0,CS-,animals/herring.jpg,CS,2,1.561,MN
67.017,5.0,CS+,tools/routerplane.jpg,CS,1,2.735,DO
77.067,4.5,CS-,animals/rabbit.jpg,CS,2,1.6540000000000001,DO
86.617,4.5,CS-,animals/firebug.jpg,CS,2,1.324,MN
97.167,5.0,CS+,tools/wrench.jpg,CSUS,1,1.275,MO
109.334,4.0,CS+,tools/sander.jpg,CSUS,2,1.222,MO
118.484,4.0,CS-,animals/mahimahi.jpg,CS,2,1.4809999999999999,MO
129.534,4.5,CS+,tools/broom.jpg,CS,2,1.787,DO
139.084,5.0,CS-,animals/duck.jpg,CS,2,1.179,MN
151.134,5.0,CS+,tools/blackboard.jpg,CS,1,1.518,DO
162.167,4.5,CS-,animals/shark.jpg,CS,2,1.021,DO
172.717,5.0,CS-,animals/palmcockatoo.jpg,CS,2,0.968,MO
183.75,4.5,CS+,tools/viceclamp.jpg,CSUS,1,1.5919999999999999,MO
195.4,4.5,CS-,animals/baldeagle.jpg,CS,2,0.99,MO
206.967,4.0,CS+,tools/spoon.jpg,CSUS,1,1.337,MN
217.11700000000002,4.5,CS-,animals/camel.jpg,CS,2,1.101,DO
226.667,4.0,CS+,tools/levelmount.jpg,CS,1,1.058,DO
236.717,4.5,CS+,tools/benchdogs.jpg,CS,1,1.7069999999999999,DO
246.267,4.0,CS-,animals/turkey.jpg,CS,2,1.239,MN
256.317,4.5,CS-,animals/chipmunk.jpg,CS,2,1.492,MO
266.85,4.0,CS+,tools/mallet.jpg,CSUS,1,1.8730000000000002,DO
278.0,4.0,CS-,animals/catfish.jpg,CS,2,1.113,DO
289.05,4.5,CS-,animals/assassinbug.jpg,CS,2,1.268,MN
299.6,5.0,CS+,tools/weedeater.jpg,CS,1,0.934,DO
311.65,4.5,CS+,tools/pruner.jpg,CS,1,1.028,DO
323.2,4.5,CS-,animals/mink.jpg,CS,2,1.173,MO
334.733,4.0,CS+,tools/vegetablepeeler.jpg,CSUS,1,0.7659999999999999,MN
345.86699999999996,4.0,CS-,animals/sheep.jpg,CS,2,1.0190000000000001,MO
354.917,4.5,CS+,tools/thermometer.jpg,CS,2,1.311,MN
366.467,5.0,CS-,animals/ant.jpg,CS,2,1.006,MO
376.517,4.5,CS+,tools/woodchipper.jpg,CS,2,1.58,DO
386.06699999999995,4.0,CS+,tools/measuringcups.jpg,CSUS,1,1.0490000000000002,MN
395.217,5.0,CS-,animals/seal.jpg,CS,2,1.173,MO
407.267,4.0,CS-,animals/dramaderry.jpg,CS,2,1.0270000000000001,MN
416.31699999999995,5.0,CS+,tools/eraser.jpg,CSUS,2,1.196,DO
427.45,4.5,CS+,tools/sparkplug.jpg,CS,2,1.405,DO
439.0,5.0,CS-,animals/partridge.jpg,CS,2,1.056,DO
449.05,4.0,CS+,tools/fan.jpg,CSUS,1,0.736,DO
459.2,5.0,CS-,animals/brown_bear.jpg,CS,2,1.251,MN
469.25,5.0,CS+,tools/lawnmower.jpg,CS,2,1.511,MO
479.3,4.0,CS-,animals/snail.jpg,CS,2,1.217,MN
490.35,4.0,CS+,tools/ruler.jpg,CSUS,2,0.8640000000000001,MN
500.5,5.0,CS-,animals/carp.jpg,CS,2,0.958,MO
