onset,duration,trial_type,stimulus,shock,response,response_time,recognition_memory
4.0169999999999995,4.0,CS+,animals/baboon.jpg,CSUS,1,1.834,MO
15.167,4.5,CS-,tools/cheesegrater.jpg,CS,2,1.122,MO
26.717,5.0,CS+,animals/boar.jpg,CS,2,1.969,MO
36.766999999999996,4.5,CS+,animals/caterpillarpeacockmoth.jpg,CSUS,1,1.1,
47.417,4.5,CS-,tools/gong.jpg,CS,1,1.719,MO
58.967,4.0,CS-,tools/plunger.jpg,CS,1,1.5619999999999998,MN
68.017,4.5,CS+,animals/cow.jpg,CS,2,1.389,MN
77.567,4.5,CS-,tools/pliers.jpg,CS,1,0.9209999999999999,MN
88.117,5.0,CS-,tools/drillbit.jpg,CS,2,1.043,MN
100.167,5.0,CS+,animals/porcupine.jpg,CSUS,1,1.1079999999999999,DO
112.31700000000001,5.0,CS+,animals/snapper.jpg,CSUS,2,1.232,DN
123.46700000000001,4.0,CS-,tools/gardenhose.jpg,CS,2,1.456,DO
134.517,4.5,CS+,animals/leopard.jpg,CS,1,0.5820000000000001,DO
144.067,4.0,CS-,tools/stove.jpg,CS,2,1.38,DN
154.11700000000002,4.0,CS+,animals/flea.jpg,CS,1,1.203,DO
164.167,5.0,CS-,tools/paintroller.jpg,CS,2,1.7519999999999998,MN
174.217,5.0,CS-,tools/rake.jpg,CS,2,1.3419999999999999,MO
184.267,5.0,CS+,animals/prayingmantis.jpg,CSUS,1,1.0390000000000001,MO
195.43400000000003,4.0,CS-,tools/wheelbarrow.jpg,CS,2,1.062,MN
206.484,4.0,CS+,animals/hummingbird.jpg,CSUS,2,0.735,DO
217.63400000000001,4.0,CS-,tools/shoehorn.jpg,CS,2,1.876,MN
226.68400000000003,4.0,CS+,animals/waterbuffalo.jpg,CS,1,1.32,DO
235.734,4.5,CS+,animals/pike.jpg,CS,2,0.9640000000000001,MN
246.267,4.5,CS-,tools/scissors.jpg,CS,2,1.232,MO
255.8,5.0,CS-,tools/reflexhammer.jpg,CS,2,1.4180000000000001,DO
265.834,4.5,CS+,animals/pelican.jpg,CSUS,1,0.9590000000000001,MO
276.467,4.5,CS-,tools/ladder.jpg,CS,2,0.7509999999999999,MO
287.017,4.0,CS-,tools/weldinghelmet.jpg,CS,2,0.675,DN
297.05,5.0,CS+,animals/mole.jpg,CS,2,1.661,DO
307.117,4.5,CS+,animals/crow.jpg,CS,2,0.882,MO
317.66700000000003,4.0,CS-,tools/transmissionwrench.jpg,CS,2,0.74,MO
326.717,4.0,CS+,animals/pigeon.jpg,CSUS,1,0.555,DO
335.86699999999996,5.0,CS-,tools/hairdryer.jpg,CS,2,1.1340000000000001,MO
347.917,4.0,CS+,animals/giraffe.jpg,CS,1,0.7390000000000001,MO
356.95099999999996,5.0,CS-,tools/electricbreaker.jpg,CS,2,0.835,MO
369.001,4.0,CS+,animals/gerbil.jpg,CS,2,0.8340000000000001,MO
380.051,5.0,CS+,animals/quail.jpg,CSUS,1,1.227,MN
392.20099999999996,5.0,CS-,tools/ropeandpulley.jpg,CS,2,1.2009999999999998,DO
403.251,4.0,CS-,tools/rollingpin.jpg,CS,1,0.9079999999999999,MO
413.301,4.5,CS+,animals/angelfish.jpg,CSUS,2,0.7140000000000001,MO
423.95099999999996,5.0,CS+,animals/herculesbeetle.jpg,CS,2,1.71,DO
436.001,4.5,CS-,tools/faxmachine.jpg,CS,2,1.153,DO
447.534,4.0,CS+,animals/ostrich.jpg,CSUS,2,1.339,DO
458.684,5.0,CS-,tools/chisel.jpg,CS,2,1.23,MO
468.73400000000004,5.0,CS+,animals/tiger.jpg,CS,2,1.22,DO
479.784,4.5,CS-,tools/plow.jpg,CS,2,1.358,DO
490.334,4.5,CS+,animals/dragonfly.jpg,CSUS,2,1.284,DN
499.98400000000004,4.5,CS-,tools/beadingtool.jpg,CS,2,2.253,DO
