onset,duration,trial_type,stimulus,shock,response,response_time,recognition_memory
4.033,5.0,CS+,animals/tiger.jpg,CSUS,2,0.894,DO
15.183,4.5,CS-,tools/faxmachine.jpg,CS,2,2.319,MN
24.733,5.0,CS+,animals/waterbuffalo.jpg,CS,1,1.5730000000000002,MO
34.783,4.5,CS+,animals/caterpillarpeacockmoth.jpg,CSUS,2,2.177,DO
45.433,5.0,CS-,tools/plow.jpg,CS,2,2.271,DO
56.483000000000004,5.0,CS-,tools/gong.jpg,CS,2,1.681,DO
68.55,5.0,CS+,animals/crow.jpg,CS,2,2.77,DO
80.6,4.0,CS-,tools/scissors.jpg,CS,2,1.46,MO
91.65,4.0,CS-,tools/rake.jpg,CS,2,1.61,DO
100.7,4.5,CS+,animals/pike.jpg,CSUS,2,2.77,DO
111.35,4.5,CS+,animals/gerbil.jpg,CSUS,2,2.64,DO
122.0,4.0,CS-,tools/beadingtool.jpg,CS,2,2.205,DO
133.05,4.5,CS+,animals/porcupine.jpg,CS,1,1.6840000000000002,DO
142.6,4.0,CS-,tools/ropeandpulley.jpg,CS,2,0.8590000000000001,DO
152.65,4.0,CS+,animals/quail.jpg,CS,1,2.609,MO
161.7,4.0,CS-,tools/cheesegrater.jpg,CS,2,0.634,DO
170.75,4.0,CS-,tools/chisel.jpg,CS,2,1.087,DN
180.8,4.5,CS+,animals/herculesbeetle.jpg,CSUS,1,2.1109999999999998,DO
190.45,5.0,CS-,tools/reflexhammer.jpg,CS,2,0.675,DO
201.5,4.0,CS+,animals/flea.jpg,CSUS,1,1.854,DO
210.65,4.0,CS-,tools/hairdryer.jpg,CS,2,0.636,DO
219.7,4.0,CS+,animals/boar.jpg,CS,2,1.31,MO
229.75,4.5,CS+,animals/baboon.jpg,CS,2,1.574,DO
240.3,4.5,CS-,tools/weldinghelmet.jpg,CS,2,0.604,MN
250.85,4.5,CS-,tools/paintroller.jpg,CS,2,0.71,MO
261.4,5.0,CS+,animals/leopard.jpg,CSUS,1,1.9080000000000001,DO
272.55,4.0,CS-,tools/wheelbarrow.jpg,CS,2,1.028,DO
283.6,4.5,CS-,tools/rollingpin.jpg,CS,2,0.5489999999999999,DO
295.15,4.5,CS+,animals/ostrich.jpg,CS,2,1.472,DO
304.7,4.0,CS+,animals/dragonfly.jpg,CS,1,1.808,DO
315.75,5.0,CS-,tools/gardenhose.jpg,CS,2,0.963,MO
325.8,5.0,CS+,animals/pelican.jpg,CSUS,2,1.329,DO
336.95,4.5,CS-,tools/pliers.jpg,CS,2,0.705,MN
348.5,4.5,CS+,animals/mole.jpg,CS,2,2.205,MO
360.05,5.0,CS-,tools/drillbit.jpg,CS,2,0.8370000000000001,DN
372.1,4.0,CS+,animals/cow.jpg,CS,2,1.197,DO
381.15,5.0,CS+,animals/snapper.jpg,CSUS,1,2.211,MO
392.3,5.0,CS-,tools/shoehorn.jpg,CS,2,0.9,DO
402.35,4.5,CS-,tools/plunger.jpg,CS,2,0.89,DO
411.9,4.0,CS+,animals/angelfish.jpg,CSUS,1,2.721,MO
423.05,4.0,CS+,animals/prayingmantis.jpg,CS,1,2.198,DO
434.1,4.5,CS-,tools/electricbreaker.jpg,CS,2,0.635,MN
445.65,5.0,CS+,animals/giraffe.jpg,CSUS,1,1.483,DO
457.8,5.0,CS-,tools/transmissionwrench.jpg,CS,2,2.08,MN
467.85,4.0,CS+,animals/hummingbird.jpg,CS,2,1.818,DO
478.9,5.0,CS-,tools/stove.jpg,CS,2,0.706,MO
490.95,5.0,CS+,animals/pigeon.jpg,CSUS,2,2.254,DO
502.1,4.5,CS-,tools/ladder.jpg,CS,2,0.873,DO
