index,onset,duration,trial_type,stimulus,memory_condition,encode_phase,response,low_confidence_accuracy,high_confidence_accuracy,response_time,phase,source_memory
13,102.151,3.0,CS+,animals/horse.jpg,Old,baseline,MO,H,M,0.833,memory_run-01,acquisition
18,140.567,3.0,CS+,animals/goldfish.jpg,Old,baseline,MO,H,M,1.024,memory_run-01,baseline
21,163.80100000000004,3.0,CS+,animals/hyena.jpg,Old,baseline,DO,H,H,0.999,memory_run-01,acquisition
38,291.134,3.0,CS+,animals/cricket.jpg,Old,baseline,DO,H,H,1.022,memory_run-01,acquisition
48,367.884,3.0,CS+,animals/caterpillarhawkmoth.jpg,Old,baseline,DO,H,H,1.845,memory_run-01,acquisition
53,405.284,3.0,CS+,animals/flamingo.jpg,Old,baseline,DO,H,H,1.218,memory_run-01,extinction
69,526.4680000000002,3.0,CS+,animals/marmot.jpg,Old,baseline,DO,H,H,1.615,memory_run-01,acquisition
79,602.2180000000002,3.0,CS+,animals/shrimp.jpg,Old,baseline,MO,H,M,1.279,memory_run-01,extinction
85,39.4,3.0,CS+,animals/starfish.jpg,Old,baseline,MO,H,M,1.527,memory_run-02,acquisition
99,138.467,3.0,CS+,animals/cat.jpg,Old,baseline,MO,H,M,1.305,memory_run-02,acquisition
116,258.951,3.0,CS+,animals/racoon.jpg,Old,baseline,MO,H,M,1.04,memory_run-02,acquisition
118,273.101,3.0,CS+,animals/halibut.jpg,Old,baseline,MO,H,M,1.045,memory_run-02,extinction
127,343.8180000000001,3.0,CS+,animals/canary.jpg,Old,baseline,MO,H,M,1.234,memory_run-02,acquisition
136,416.468,3.0,CS+,animals/perch.jpg,Old,baseline,MO,H,M,0.8390000000000001,memory_run-02,extinction
152,545.785,3.0,CS+,animals/cranebug.jpg,Old,baseline,MO,H,M,1.356,memory_run-02,acquisition
153,553.868,3.0,CS+,animals/salmon.jpg,Old,baseline,MO,H,M,0.8390000000000001,memory_run-02,acquisition
160,4.034,3.0,CS+,animals/finch.jpg,Old,baseline,MO,H,M,1.336,memory_run-03,acquisition
173,96.117,3.0,CS+,animals/zebra.jpg,Old,baseline,MO,H,M,1.02,memory_run-03,acquisition
189,209.484,3.0,CS+,animals/aardvark.jpg,Old,baseline,MN,M,M,1.604,memory_run-03,acquisition
199,280.318,3.0,CS+,animals/skunk.jpg,Old,baseline,MO,H,M,1.128,memory_run-03,acquisition
207,343.901,3.0,CS+,animals/elephantafrican.jpg,Old,baseline,MO,H,M,0.915,memory_run-03,baseline
212,384.268,3.0,CS+,animals/llama.jpg,Old,baseline,MO,H,M,0.768,memory_run-03,extinction
220,448.901,3.0,CS+,animals/reindeer.jpg,Old,baseline,MN,M,M,2.803,memory_run-03,extinction
222,465.085,3.0,CS+,animals/rhino.jpg,Old,baseline,MO,H,M,1.07,memory_run-03,acquisition
11,85.96700000000001,3.0,CS+,animals/giraffe.jpg,Old,acquisition,MO,H,M,1.36,memory_run-01,acquisition
16,125.401,3.0,CS+,animals/pigeon.jpg,Old,acquisition,DO,H,H,1.169,memory_run-01,acquisition
20,155.717,3.0,CS+,animals/caterpillarpeacockmoth.jpg,Old,acquisition,DO,H,H,1.457,memory_run-01,acquisition
32,247.68400000000003,3.0,CS+,animals/mole.jpg,Old,acquisition,MO,H,M,0.965,memory_run-01,acquisition
40,306.284,3.0,CS+,animals/porcupine.jpg,Old,acquisition,DO,H,H,1.027,memory_run-01,acquisition
41,314.367,3.0,CS+,animals/pelican.jpg,Old,acquisition,MO,H,M,1.211,memory_run-01,acquisition
75,571.935,3.0,CS+,animals/boar.jpg,Old,acquisition,MO,H,M,1.22,memory_run-01,extinction
78,594.151,3.0,CS+,animals/gerbil.jpg,Old,acquisition,MO,H,M,1.231,memory_run-01,acquisition
82,18.184,3.0,CS+,animals/hummingbird.jpg,Old,acquisition,DO,H,H,1.262,memory_run-02,acquisition
83,25.25,3.0,CS+,animals/waterbuffalo.jpg,Old,acquisition,MO,H,M,1.1840000000000002,memory_run-02,acquisition
114,244.784,3.0,CS+,animals/snapper.jpg,Old,acquisition,MO,H,M,0.992,memory_run-02,extinction
115,251.867,3.0,CS+,animals/quail.jpg,Old,acquisition,MO,H,M,1.3259999999999998,memory_run-02,acquisition
121,295.318,3.0,CS+,animals/baboon.jpg,Old,acquisition,MO,H,M,1.016,memory_run-02,acquisition
132,384.168,3.0,CS+,animals/cow.jpg,Old,acquisition,MO,H,M,1.1740000000000002,memory_run-02,acquisition
145,489.235,3.0,CS+,animals/herculesbeetle.jpg,Old,acquisition,MO,H,M,1.4269999999999998,memory_run-02,baseline
157,586.168,3.0,CS+,animals/leopard.jpg,Old,acquisition,MO,H,M,1.065,memory_run-02,acquisition
163,25.251,3.0,CS+,animals/pike.jpg,Old,acquisition,MN,M,M,1.352,memory_run-03,extinction
174,103.201,3.0,CS+,animals/flea.jpg,Old,acquisition,DO,H,H,1.541,memory_run-03,acquisition
185,181.151,3.0,CS+,animals/crow.jpg,Old,acquisition,MO,H,M,1.259,memory_run-03,acquisition
187,195.334,3.0,CS+,animals/dragonfly.jpg,Old,acquisition,MO,H,M,1.075,memory_run-03,extinction
204,319.701,3.0,CS+,animals/angelfish.jpg,Old,acquisition,MO,H,M,1.012,memory_run-03,acquisition
216,416.568,3.0,CS+,animals/tiger.jpg,Old,acquisition,MO,H,M,0.975,memory_run-03,acquisition
225,489.335,3.0,CS+,animals/prayingmantis.jpg,Old,acquisition,MO,H,M,1.975,memory_run-03,extinction
227,505.501,3.0,CS+,animals/ostrich.jpg,Old,acquisition,MO,H,M,1.039,memory_run-03,baseline
1,11.1,3.0,CS+,animals/firebug.jpg,Old,extinction,MO,H,M,1.197,memory_run-01,acquisition
8,62.734,3.0,CS+,animals/mouse.jpg,Old,extinction,MO,H,M,1.101,memory_run-01,acquisition
26,204.201,3.0,CS+,animals/mink.jpg,Old,extinction,MO,H,M,1.024,memory_run-01,acquisition
29,225.484,3.0,CS+,animals/mahimahi.jpg,Old,extinction,MO,H,M,1.314,memory_run-01,baseline
47,360.817,3.0,CS+,animals/dramaderry.jpg,Old,extinction,MO,H,M,1.34,memory_run-01,baseline
56,428.484,3.0,CS+,animals/camel.jpg,Old,extinction,MO,H,M,2.633,memory_run-01,acquisition
66,504.251,3.0,CS+,animals/sheep.jpg,Old,extinction,MO,H,M,1.264,memory_run-01,acquisition
71,541.618,3.0,CS+,animals/herring.jpg,Old,extinction,MO,H,M,0.929,memory_run-01,acquisition
84,32.334,3.0,CS+,animals/partridge.jpg,Old,extinction,MN,M,M,1.361,memory_run-02,acquisition
91,81.851,3.0,CS+,animals/turkey.jpg,Old,extinction,MN,M,M,1.246,memory_run-02,acquisition
100,145.55100000000004,3.0,CS+,animals/seal.jpg,Old,extinction,DO,H,H,1.024,memory_run-02,acquisition
111,223.534,3.0,CS+,animals/chipmunk.jpg,Old,extinction,MO,H,M,1.054,memory_run-02,acquisition
122,303.384,3.0,CS+,animals/rabbit.jpg,Old,extinction,MO,H,M,0.965,memory_run-02,extinction
139,440.701,3.0,CS+,animals/brown_bear.jpg,Old,extinction,MO,H,M,0.974,memory_run-02,acquisition
147,505.401,3.0,CS+,animals/carp.jpg,Old,extinction,MO,H,M,0.856,memory_run-02,extinction
156,578.101,3.0,CS+,animals/anteater.jpg,Old,extinction,MO,H,M,1.284,memory_run-02,acquisition
175,110.301,3.0,CS+,animals/duck.jpg,Old,extinction,MN,M,M,1.366,memory_run-03,acquisition
179,138.61700000000002,3.0,CS+,animals/shark.jpg,Old,extinction,MO,H,M,1.274,memory_run-03,acquisition
184,174.051,3.0,CS+,animals/palmcockatoo.jpg,Old,extinction,MO,H,M,1.426,memory_run-03,acquisition
194,244.868,3.0,CS+,animals/ant.jpg,Old,extinction,MN,M,M,1.141,memory_run-03,baseline
206,335.834,3.0,CS+,animals/catfish.jpg,Old,extinction,MO,H,M,1.127,memory_run-03,extinction
219,440.818,3.0,CS+,animals/assassinbug.jpg,Old,extinction,MO,H,M,1.04,memory_run-03,acquisition
232,545.868,3.0,CS+,animals/baldeagle.jpg,Old,extinction,MN,M,M,1.967,memory_run-03,acquisition
236,578.168,3.0,CS+,animals/snail.jpg,Old,extinction,MO,H,M,1.388,memory_run-03,extinction
2,18.184,3.0,CS+,animals/balloonfish.jpg,New,foil,DO,FA,FA,1.601,memory_run-01,
7,55.63399999999999,3.0,CS+,animals/crane.jpg,New,foil,MO,FA,CR,2.471,memory_run-01,
12,94.05,3.0,CS+,animals/bullfrog.jpg,New,foil,MO,FA,CR,0.851,memory_run-01,
15,117.301,3.0,CS+,animals/monkey.jpg,New,foil,MO,FA,CR,0.867,memory_run-01,
23,179.951,3.0,CS+,animals/tortoise.jpg,New,foil,MO,FA,CR,1.315,memory_run-01,
31,240.617,3.0,CS+,animals/waterdragon.jpg,New,foil,MO,FA,CR,0.964,memory_run-01,
35,268.884,3.0,CS+,animals/hermitcrab.jpg,New,foil,MO,FA,CR,1.26,memory_run-01,
37,284.051,3.0,CS+,animals/stickinsect.jpg,New,foil,MN,CR,CR,1.902,memory_run-01,
42,322.434,3.0,CS+,animals/koala.jpg,New,foil,MO,FA,CR,1.341,memory_run-01,
51,391.11800000000005,3.0,CS+,animals/highlandcow.jpg,New,foil,MO,FA,CR,1.3530000000000002,memory_run-01,
55,420.418,3.0,CS+,animals/ladybug.jpg,New,foil,MO,FA,CR,1.262,memory_run-01,
58,443.634,3.0,CS+,animals/flounder.jpg,New,foil,MO,FA,CR,2.186,memory_run-01,
63,482.034,3.0,CS+,animals/panda.jpg,New,foil,MO,FA,CR,2.139,memory_run-01,
72,548.685,3.0,CS+,animals/octopus.jpg,New,foil,MO,FA,CR,2.057,memory_run-01,
74,564.851,3.0,CS+,animals/woodlouse.jpg,New,foil,MO,FA,CR,1.111,memory_run-01,
76,579.018,3.0,CS+,animals/seaslug.jpg,New,foil,MO,FA,CR,1.7,memory_run-01,
81,11.1,3.0,CS+,animals/stinkbug.jpg,New,foil,MO,FA,CR,1.016,memory_run-02,
86,46.467,3.0,CS+,animals/wasp.jpg,New,foil,MN,CR,CR,0.7929999999999999,memory_run-02,
95,110.151,3.0,CS+,animals/crab.jpg,New,foil,MO,FA,CR,1.124,memory_run-02,
98,131.36700000000002,3.0,CS+,animals/orangutan.jpg,New,foil,MO,FA,CR,1.709,memory_run-02,
101,152.651,3.0,CS+,animals/slug.jpg,New,foil,MO,FA,CR,1.185,memory_run-02,
105,181.017,3.0,CS+,animals/earthworm.jpg,New,foil,MN,CR,CR,1.429,memory_run-02,
110,216.451,3.0,CS+,animals/tragopan.jpg,New,foil,MO,FA,CR,0.989,memory_run-02,
117,266.034,3.0,CS+,animals/rooster.jpg,New,foil,MN,CR,CR,1.858,memory_run-02,
125,327.668,3.0,CS+,animals/beardeddragon.jpg,New,foil,MO,FA,CR,0.965,memory_run-02,
131,376.101,3.0,CS+,animals/caracal.jpg,New,foil,MN,CR,CR,1.511,memory_run-02,
133,392.251,3.0,CS+,animals/owl.jpg,New,foil,MN,CR,CR,1.548,memory_run-02,
135,408.401,3.0,CS+,animals/marlin.jpg,New,foil,MO,FA,CR,1.168,memory_run-02,
141,456.86800000000005,3.0,CS+,animals/leafinsect.jpg,New,foil,MN,CR,CR,1.798,memory_run-02,
142,464.935,3.0,CS+,animals/armadillo.jpg,New,foil,MN,CR,CR,1.205,memory_run-02,
154,561.951,3.0,CS+,animals/malaysianjunglenymph.jpg,New,foil,MN,CR,CR,1.509,memory_run-02,
158,594.235,3.0,CS+,animals/dove.jpg,New,foil,MO,FA,CR,0.924,memory_run-02,
161,11.117,3.0,CS+,animals/clam.jpg,New,foil,MN,CR,CR,1.55,memory_run-03,
164,32.334,3.0,CS+,animals/lizard.jpg,New,foil,MN,CR,CR,1.472,memory_run-03,
169,67.767,3.0,CS+,animals/deer.jpg,New,foil,MN,CR,CR,1.083,memory_run-03,
176,117.367,3.0,CS+,animals/penguin.jpg,New,foil,MN,CR,CR,0.974,memory_run-03,
182,159.901,3.0,CS+,animals/clownfish.jpg,New,foil,MN,CR,CR,1.773,memory_run-03,
188,202.417,3.0,CS+,animals/lobsterspiny.jpg,New,foil,MN,CR,CR,1.247,memory_run-03,
190,216.568,3.0,CS+,animals/emu.jpg,New,foil,MN,CR,CR,0.799,memory_run-03,
198,273.218,3.0,CS+,animals/cod.jpg,New,foil,MO,FA,CR,1.086,memory_run-03,
201,295.468,3.0,CS+,animals/ibises.jpg,New,foil,MN,CR,CR,1.068,memory_run-03,
208,351.968,3.0,CS+,animals/toucan.jpg,New,foil,MN,CR,CR,1.283,memory_run-03,
215,408.501,3.0,CS+,animals/dockbug2.jpg,New,foil,MN,CR,CR,0.999,memory_run-03,
218,432.735,3.0,CS+,animals/macaw.jpg,New,foil,MO,FA,CR,1.575,memory_run-03,
224,481.268,3.0,CS+,animals/vulture.jpg,New,foil,MN,CR,CR,1.031,memory_run-03,
226,497.418,3.0,CS+,animals/lion.jpg,New,foil,MO,FA,CR,1.473,memory_run-03,
228,513.585,3.0,CS+,animals/kangaroo.jpg,New,foil,MO,FA,CR,1.122,memory_run-03,
230,529.735,3.0,CS+,animals/gecko.jpg,New,foil,MO,FA,CR,1.495,memory_run-03,
0,4.034,3.0,CS-,tools/jumpercables.jpg,Old,baseline,MO,H,M,1.411,memory_run-01,acquisition
3,25.284,3.0,CS-,tools/workbench.jpg,Old,baseline,DO,H,H,1.025,memory_run-01,acquisition
27,211.301,3.0,CS-,tools/monkeywrench.jpg,Old,baseline,DO,H,H,1.422,memory_run-01,acquisition
33,254.751,3.0,CS-,tools/solderingtorch.jpg,Old,baseline,MO,H,M,1.083,memory_run-01,baseline
50,383.034,3.0,CS-,tools/edger.jpg,Old,baseline,MO,H,M,1.197,memory_run-01,acquisition
57,435.551,3.0,CS-,tools/measuringtape.jpg,Old,baseline,MO,H,M,1.592,memory_run-01,baseline
60,459.784,3.0,CS-,tools/microwave.jpg,Old,baseline,MO,H,M,2.11,memory_run-01,baseline
64,489.11800000000005,3.0,CS-,tools/camera.jpg,Old,baseline,MO,H,M,1.735,memory_run-01,baseline
