-1.00E+00,-1.14E-03,-4.23E-04,1.02E+00
-4.23E-04,-2.38E-05,1.00E+00,-1.10E+00
1.14E-03,-1.00E+00,-2.33E-05,1.07E+00
0,0,0,1
