index,onset,duration,trial_type,stimulus,memory_condition,encode_phase,response,low_confidence_accuracy,high_confidence_accuracy,response_time,phase,source_memory
0,4.034,3.0,CS+,tools/gong.jpg,Old,baseline,DO,H,H,1.206,memory_run-01,baseline
2,18.2,3.0,CS+,tools/reflexhammer.jpg,Old,baseline,DO,H,H,0.8009999999999999,memory_run-01,baseline
21,166.801,3.0,CS+,tools/electricbreaker.jpg,Old,baseline,DO,H,H,0.934,memory_run-01,acquisition
36,280.084,3.0,CS+,tools/transmissionwrench.jpg,Old,baseline,DO,H,H,1.496,memory_run-01,baseline
52,400.318,3.0,CS+,tools/plunger.jpg,Old,baseline,MO,H,M,1.789,memory_run-01,acquisition
55,423.601,3.0,CS+,tools/cheesegrater.jpg,Old,baseline,DN,M,M,1.536,memory_run-01,extinction
61,467.134,3.0,CS+,tools/beadingtool.jpg,Old,baseline,DO,H,H,1.6569999999999998,memory_run-01,acquisition
71,542.9680000000002,3.0,CS+,tools/drillbit.jpg,Old,baseline,MN,M,M,1.788,memory_run-01,extinction
84,32.417,3.0,CS+,tools/rollingpin.jpg,Old,baseline,DO,H,H,0.893,memory_run-02,baseline
89,67.78399999999999,3.0,CS+,tools/gardenhose.jpg,Old,baseline,MN,M,M,1.91,memory_run-02,acquisition
104,174.084,3.0,CS+,tools/plow.jpg,Old,baseline,DO,H,H,1.36,memory_run-02,baseline
108,202.384,3.0,CS+,tools/ladder.jpg,Old,baseline,DO,H,H,1.069,memory_run-02,acquisition
128,351.9840000000001,3.0,CS+,tools/ropeandpulley.jpg,Old,baseline,DO,H,H,1.324,memory_run-02,baseline
131,376.251,3.0,CS+,tools/hairdryer.jpg,Old,baseline,DO,H,H,1.388,memory_run-02,baseline
143,473.351,3.0,CS+,tools/scissors.jpg,Old,baseline,DO,H,H,0.999,memory_run-02,extinction
150,529.9169999999998,3.0,CS+,tools/faxmachine.jpg,Old,baseline,DO,H,H,1.232,memory_run-02,baseline
170,74.933,3.0,CS+,tools/wheelbarrow.jpg,Old,baseline,DO,H,H,0.967,memory_run-03,acquisition
175,110.4,3.0,CS+,tools/shoehorn.jpg,Old,baseline,DN,M,M,1.374,memory_run-03,acquisition
186,188.43400000000003,3.0,CS+,tools/pliers.jpg,Old,baseline,DO,H,H,1.009,memory_run-03,baseline
189,209.734,3.0,CS+,tools/chisel.jpg,Old,baseline,DO,H,H,1.609,memory_run-03,extinction
202,303.95,3.0,CS+,tools/stove.jpg,Old,baseline,DO,H,H,1.379,memory_run-03,extinction
218,433.317,3.0,CS+,tools/rake.jpg,Old,baseline,DO,H,H,0.8909999999999999,memory_run-03,baseline
223,473.767,3.0,CS+,tools/weldinghelmet.jpg,Old,baseline,DO,H,H,0.7979999999999999,memory_run-03,acquisition
239,603.1669999999998,3.0,CS+,tools/paintroller.jpg,Old,baseline,DO,H,H,0.904,memory_run-03,baseline
16,128.401,3.0,CS+,tools/sander.jpg,Old,acquisition,DO,H,H,1.639,memory_run-01,baseline
19,151.651,3.0,CS+,tools/tubeflaring.jpg,Old,acquisition,DO,H,H,2.1830000000000003,memory_run-01,acquisition
33,255.851,3.0,CS+,tools/pruner.jpg,Old,acquisition,DO,H,H,1.5519999999999998,memory_run-01,acquisition
38,294.217,3.0,CS+,tools/viceclamp.jpg,Old,acquisition,DO,H,H,1.5219999999999998,memory_run-01,baseline
42,323.584,3.0,CS+,tools/beaker.jpg,Old,acquisition,MO,H,M,2.7710000000000004,memory_run-01,extinction
45,347.834,3.0,CS+,tools/mallet.jpg,Old,acquisition,DN,M,M,1.545,memory_run-01,acquisition
