index,onset,duration,trial_type,stimulus,memory_condition,encode_phase,response,low_confidence_accuracy,high_confidence_accuracy,response_time,phase,source_memory
4,33.333,3.0,CS+,tools/solderingtorch.jpg,Old,baseline,MO,H,M,1.342,memory_run-01,acquisition
8,63.717,3.0,CS+,tools/monkeywrench.jpg,Old,baseline,MO,H,M,1.383,memory_run-01,extinction
27,203.316,3.0,CS+,tools/measuringtape.jpg,Old,baseline,DO,H,H,0.922,memory_run-01,acquisition
31,235.65,3.0,CS+,tools/workbench.jpg,Old,baseline,DO,H,H,1.009,memory_run-01,acquisition
41,310.416,3.0,CS+,tools/camera.jpg,Old,baseline,DO,H,H,1.019,memory_run-01,acquisition
59,447.766,3.0,CS+,tools/edger.jpg,Old,baseline,MN,M,M,2.551,memory_run-01,acquisition
67,509.382,3.0,CS+,tools/microwave.jpg,Old,baseline,DO,H,H,1.115,memory_run-01,acquisition
74,563.9159999999998,3.0,CS+,tools/jumpercables.jpg,Old,baseline,MN,M,M,2.415,memory_run-01,acquisition
80,4.033,3.0,CS+,tools/duffelbag.jpg,Old,baseline,DO,H,H,1.02,memory_run-02,acquisition
94,103.217,3.0,CS+,tools/chainsaw.jpg,Old,baseline,DO,H,H,1.676,memory_run-02,acquisition
108,202.416,3.0,CS+,tools/hammer.jpg,Old,baseline,MN,M,M,1.918,memory_run-02,extinction
117,266.2,3.0,CS+,tools/airpump.jpg,Old,baseline,MO,H,M,1.654,memory_run-02,acquisition
125,327.816,3.0,CS+,tools/toaster.jpg,Old,baseline,MN,M,M,2.016,memory_run-02,acquisition
126,335.8830000000001,3.0,CS+,tools/blower.jpg,Old,baseline,DN,M,M,1.5619999999999998,memory_run-02,extinction
149,521.682,3.0,CS+,tools/squeegee.jpg,Old,baseline,MO,H,M,1.939,memory_run-02,acquisition
154,562.149,3.0,CS+,tools/videogamecontroller.jpg,Old,baseline,DO,H,H,0.778,memory_run-02,acquisition
168,60.76600000000001,3.0,CS+,tools/carpetblower.jpg,Old,baseline,DO,H,H,1.033,memory_run-03,acquisition
176,117.483,3.0,CS+,tools/paintbrush.jpg,Old,baseline,DO,H,H,0.848,memory_run-03,baseline
184,174.183,3.0,CS+,tools/treadmill.jpg,Old,baseline,DO,H,H,0.895,memory_run-03,acquisition
191,223.749,3.0,CS+,tools/bucket.jpg,Old,baseline,DO,H,H,0.857,memory_run-03,acquisition
207,344.066,3.0,CS+,tools/extensioncord.jpg,Old,baseline,DO,H,H,0.966,memory_run-03,acquisition
209,360.216,3.0,CS+,tools/campingstove.jpg,Old,baseline,MO,H,M,1.297,memory_run-03,acquisition
226,497.682,3.0,CS+,tools/padlock.jpg,Old,baseline,DO,H,H,1.12,memory_run-03,acquisition
231,538.099,3.0,CS+,tools/screwdriver.jpg,Old,baseline,MO,H,M,1.824,memory_run-03,baseline
15,115.283,3.0,CS+,tools/faxmachine.jpg,Old,acquisition,MO,H,M,2.569,memory_run-01,extinction
18,137.533,3.0,CS+,tools/ladder.jpg,Old,acquisition,DO,H,H,1.104,memory_run-01,acquisition
20,151.7,3.0,CS+,tools/plow.jpg,Old,acquisition,DO,H,H,1.037,memory_run-01,acquisition
28,211.4,3.0,CS+,tools/gardenhose.jpg,Old,acquisition,DO,H,H,0.7909999999999999,memory_run-01,acquisition
56,424.516,3.0,CS+,tools/ropeandpulley.jpg,Old,acquisition,MN,M,M,1.639,memory_run-01,acquisition
58,440.682,3.0,CS+,tools/hairdryer.jpg,Old,acquisition,MN,M,M,2.785,memory_run-01,baseline
63,479.083,3.0,CS+,tools/scissors.jpg,Old,acquisition,DO,H,H,0.94,memory_run-01,acquisition
69,524.516,3.0,CS+,tools/rollingpin.jpg,Old,acquisition,DO,H,H,1.011,memory_run-01,acquisition
86,46.5,3.0,CS+,tools/pliers.jpg,Old,acquisition,MO,H,M,1.469,memory_run-02,extinction
87,53.583,3.0,CS+,tools/weldinghelmet.jpg,Old,acquisition,DO,H,H,1.215,memory_run-02,acquisition
110,216.6,3.0,CS+,tools/rake.jpg,Old,acquisition,MN,M,M,1.6780000000000002,memory_run-02,baseline
111,223.666,3.0,CS+,tools/shoehorn.jpg,Old,acquisition,MO,H,M,2.224,memory_run-02,acquisition
